Rider ID,Country,UCI Team 2010,Rider Name,Price 2010,Score 2010,Gender,UCI Cat 2010,Born,Age 2010,UCI Team 2011,Price 2011,Score 2011,UCI Cat 2011,Age 2011,UCI Team 2012,Price 2012,Score 2012,UCI Cat 2012,Age 2012,UCI Team 2013,Price 2013,Score 2013,UCI Cat 2013,Age 2013,UCI Team 2014,Price 2014,Score 2014,UCI Cat 2014,Age 2014,UCI Team 2015,Price 2015,Score 2015,UCI Cat 2015,Age 2015,UCI Team 2016,Price 2016,Score 2016,UCI Cat 2016,Age 2016,UCI Team 2017,Price 2017,Score 2017,UCI Cat 2017,Age 2017,UCI Team 2018,Price 2018,Score 2018,UCI Cat 2018,Age 2018,UCI Team 2019,Price 2019,Score 2019,UCI Cat 2019,Age 2019,UCI Team 2020,Price 2020,Score 2020,UCI Cat 2020,Age 2020
1285,BEL,,Dries Hollanders,,,Men,,1986.0,,SKT,1.0,10.0,CONT,25.0,MET,1.0,0.0,CONT,26.0,MET,1.0,0.0,CONT,27.0,MET,1.0,0.0,CONT,28.0,MET,1.0,0.0,CONT,29.0,MET,1.0,0.0,CONT,30.0,,,,,,,,,,,,,,,,,,,,
1054,ESP,,Juan Jose Lobato,,,Men,,1988.0,,ACG,1.0,10.0,PROF,23.0,ACG,1.0,0.0,PROF,24.0,EUS,1.0,170.0,WT,25.0,MOV,2.0,720.0,WT,26.0,MOV,14.0,232.0,WT,27.0,MOV,4.0,300.0,WT,28.0,TLJ,4.0,270.0,WT,29.0,NIP,2.0,520.0,PROF,30.0,NIP,4.0,20.0,PROF,31.0,FOR,1.0,0.0,PROF,32.0
1135,CAN,,David Veilleux,,,Men,,1987.0,,EUC,1.0,10.0,PROF,24.0,EUC,1.0,100.0,PROF,25.0,EUC,2.0,58.0,PROF,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,NED,,Thomas Dekker,,,Men,,1984.0,,CDT,2.0,0.0,CONT,27.0,GRS,4.0,20.0,WT,28.0,GRS,2.0,30.0,WT,29.0,GRS,1.0,60.0,WT,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,BEL,,Yannick Eijssen,,,Men,,1989.0,,BMC,2.0,0.0,WT,22.0,BMC,1.0,12.0,WT,23.0,BMC,1.0,0.0,WT,24.0,BMC,1.0,8.0,WT,25.0,WGG,1.0,0.0,PROF,26.0,VGS,1.0,0.0,CONT,27.0,,,,,,,,,,,,,,,,,,,,
1269,DEN,,Michael Rasmussen,,,Men,,1974.0,,TST,2.0,0.0,CONT,37.0,CWO,1.0,0.0,CONT,38.0,ZZZ,1.0,0.0,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,ITA,,Tomas Alberio,,,Men,,1989.0,,GEO,1.0,0.0,PROF,22.0,XYZ,1.0,0.0,,23.0,XYZ,1.0,0.0,,24.0,XYZ,1.0,0.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,CAN,,Ryan Anderson,,,Men,,1987.0,,CSM,1.0,0.0,PROF,24.0,SPI,1.0,60.0,PROF,25.0,CSS,1.0,30.0,PROF,26.0,OPM,1.0,90.0,CONT,27.0,OPM,1.0,6.0,CONT,28.0,DEN,1.0,70.0,PROF,29.0,DEN,1.0,0.0,PROF,30.0,RLY,1.0,0.0,PROF,31.0,RLY,1.0,0.0,PROF,32.0,RLY,1.0,0.0,PROF,33.0
1151,RUS,,Arkimedes Arguelyes,,,Men,,1988.0,,KAT,1.0,0.0,WT,23.0,RVL,1.0,0.0,PROF,24.0,LOK,1.0,0.0,CONT,25.0,LOK,1.0,0.0,CONT,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,COL,,Darwin Atapuma,,,Men,,1988.0,,CEP,1.0,0.0,PROF,23.0,COL,1.0,90.0,PROF,24.0,COL,2.0,150.0,PROF,25.0,BMC,2.0,0.0,WT,26.0,BMC,2.0,191.0,WT,27.0,BMC,2.0,754.0,WT,28.0,UAD,10.0,95.0,WT,29.0,UAD,4.0,4.0,WT,30.0,COF,1.0,0.0,PROF,31.0,CTA,1.0,0.0,CONT,32.0
1125,FRA,,Yoan Bagot,,,Men,,1987.0,,COF,1.0,0.0,PROF,24.0,COF,1.0,0.0,PROF,25.0,COF,1.0,50.0,PROF,26.0,COF,1.0,50.0,PROF,27.0,COF,1.0,70.0,PROF,28.0,COF,1.0,0.0,PROF,29.0,COF,1.0,40.0,PROF,30.0,VCC,1.0,0.0,PROF,31.0,VCB,1.0,0.0,PROF,32.0,,,,,
1069,SUI,,Michael Bär,,,Men,,1988.0,,APP,1.0,0.0,PROF,23.0,ARH,1.0,0.0,CONT,24.0,XYZ,1.0,0.0,,25.0,XYZ,1.0,0.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,ITA,,Luca Barla,,,Men,,1987.0,,AND,1.0,0.0,PROF,24.0,IDE,1.0,0.0,CONT,25.0,XYZ,1.0,0.0,,26.0,XYZ,1.0,0.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,FRA,,Florent Barle,,,Men,,1986.0,,COF,1.0,0.0,PROF,25.0,COF,1.0,0.0,PROF,26.0,COF,1.0,0.0,PROF,27.0,XYZ,1.0,0.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,CAN,,Mark Batty,,,Men,,1986.0,,CSM,1.0,0.0,PROF,25.0,XYZ,1.0,0.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,ITA,,Alessandro Bazzana,,,Men,,1984.0,,TT1,1.0,0.0,PROF,27.0,TT1,1.0,70.0,PROF,28.0,UHC,1.0,10.0,PROF,29.0,UHC,1.0,50.0,PROF,30.0,UHC,1.0,70.0,PROF,31.0,XYZ,1.0,0.0,,32.0,XYZ,1.0,0.0,,33.0,,,,,,,,,,,,,,,
1206,CAN,,Zachary Bell,,,Men,,1982.0,,CSM,1.0,0.0,PROF,29.0,SPI,1.0,0.0,PROF,30.0,CSS,1.0,100.0,PROF,31.0,SSC,2.0,0.0,CONT,32.0,SSC,1.0,0.0,CONT,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
424,ITA,,Cristian Benenati,,,Men,,1982.0,,DER,1.0,0.0,PROF,29.0,FAR,1.0,0.0,PROF,30.0,XYZ,1.0,0.0,,31.0,XYZ,1.0,0.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,ITA,,Omar Bertazzo,,,Men,,1989.0,,AND,1.0,0.0,PROF,22.0,AND,1.0,40.0,PROF,23.0,AND,1.0,40.0,PROF,24.0,AND,1.0,0.0,PROF,25.0,XYZ,1.0,0.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,
1083,FRA,,Jean-Marc Bideau,,,Men,,1984.0,,BSC,1.0,0.0,PROF,27.0,BSC,1.0,0.0,PROF,28.0,BSE,1.0,0.0,PROF,29.0,BSE,1.0,0.0,PROF,30.0,BSE,1.0,0.0,PROF,31.0,FVC,1.0,0.0,PROF,32.0,,,,,,,,,,,,,,,,,,,,
1185,ITA,,Manuele Boaro,,,Men,,1987.0,,SBS,1.0,0.0,WT,24.0,STB,1.0,48.0,WT,25.0,TST,2.0,45.0,WT,26.0,TCS,1.0,120.0,WT,27.0,TCS,2.0,225.0,WT,28.0,TNK,4.0,10.0,WT,29.0,TBM,1.0,0.0,WT,30.0,TBM,1.0,40.0,WT,31.0,AST,1.0,20.0,WT,32.0,AST,1.0,0.0,WT,33.0
1193,CAN,,David Boily,,,Men,,1990.0,,CSM,1.0,0.0,PROF,21.0,SPI,1.0,0.0,PROF,22.0,AMO,1.0,0.0,CONT,23.0,AMO,1.0,0.0,CONT,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,CAN,,Eric Boily,,,Men,,1987.0,,CSM,1.0,0.0,PROF,24.0,XYZ,1.0,0.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,NED,,Jetse Bol,,,Men,,1989.0,,RB3,1.0,0.0,CONT,22.0,RAB,1.0,0.0,WT,23.0,BLA,1.0,0.0,WT,24.0,BEL,1.0,0.0,WT,25.0,RIJ,1.0,0.0,CONT,26.0,RIJ,1.0,0.0,CONT,27.0,MZN,1.0,60.0,PROF,28.0,MZN,1.0,0.0,PROF,29.0,BBH,1.0,40.0,PROF,30.0,BBH,1.0,0.0,PROF,31.0
1188,FRA,,Thomas Bonnin,,,Men,,1989.0,,SKS,1.0,0.0,PROF,22.0,ARG,1.0,0.0,PROF,23.0,NSP,1.0,0.0,CONT,24.0,XYZ,1.0,0.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,FRA,,Stéphane Bonsergent,,,Men,,,,BSC,1.0,0.0,PROF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,FRA,,Nacer Bouhanni,,,Men,,1990.0,,FDJ,1.0,0.0,PROF,21.0,FDJ,1.0,400.0,WT,22.0,FDJ,10.0,571.0,WT,23.0,FDJ,12.0,1352.0,WT,24.0,COF,20.0,1205.0,PROF,25.0,COF,22.0,1472.0,PROF,26.0,COF,20.0,1335.0,PROF,27.0,COF,18.0,270.0,PROF,28.0,COF,8.0,175.0,PROF,29.0,PCB,2.0,0.0,PROF,30.0
1215,USA,,Alex Bowden,,,Men,,1989.0,,TT1,1.0,0.0,PROF,22.0,TT1,1.0,0.0,PROF,23.0,XYZ,1.0,0.0,,24.0,XYZ,1.0,0.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,ESP,,Garikoitz Bravo,,,Men,,1989.0,,CJR,1.0,0.0,PROF,22.0,CJR,1.0,0.0,PROF,23.0,EUS,1.0,70.0,WT,24.0,EFG,1.0,0.0,,25.0,MUR,1.0,0.0,CONT,26.0,MUR,1.0,0.0,CONT,27.0,EUS,1.0,0.0,CONT,28.0,EUS,1.0,0.0,PROF,29.0,EUS,1.0,0.0,PROF,30.0,FOR,1.0,0.0,PROF,31.0
1158,BEL,,Jonathan Breyne,,,Men,,1991.0,,LAN,1.0,0.0,PROF,20.0,LAN,1.0,0.0,PROF,21.0,CRE,1.0,0.0,PROF,22.0,JTW,1.0,0.0,CONT,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,BRA,,Otavio Bulgarelli,,,Men,,1984.0,,FAR,1.0,0.0,PROF,27.0,FUN,1.0,0.0,CONT,28.0,XYZ,1.0,0.0,,29.0,FUN,1.0,0.0,CONT,30.0,,,,,,FSC,1.0,0.0,PROF,32.0,XYZ,1.0,0.0,,33.0,,,,,,,,,,,,,,,
1127,ITA,,Manuele Caddeo,,,Men,,1986.0,,COG,1.0,0.0,PROF,25.0,XYZ,1.0,0.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,AUS,,Fabio Calabria,,,Men,,1987.0,,TT1,1.0,0.0,PROF,24.0,TT1,1.0,0.0,PROF,25.0,TNN,1.0,0.0,PROF,26.0,XYZ,1.0,0.0,,27.0,CSN,1.0,0.0,CONT,28.0,,,,,,TNN,1.0,0.0,PROF,30.0,TNN,1.0,0.0,PROF,31.0,TNN,1.0,0.0,PROF,32.0,XYZ,1.0,0.0,,33.0
1155,BEL,,Edwig Cammaerts,,,Men,,1987.0,,LAN,1.0,0.0,PROF,24.0,COF,1.0,0.0,PROF,25.0,COF,1.0,0.0,PROF,26.0,COF,1.0,0.0,PROF,27.0,VER,1.0,0.0,CONT,28.0,MMM,1.0,0.0,CONT,29.0,XYZ,1.0,0.0,,30.0,,,,,,,,,,,,,,,
1093,COL,,Alex Cano,,,Men,,1983.0,,CEP,1.0,0.0,PROF,28.0,GOB,1.0,0.0,CONT,29.0,GOB,1.0,0.0,CONT,30.0,XYZ,1.0,0.0,,31.0,COL,1.0,80.0,PROF,32.0,ANQ,1.0,0.0,CONT,33.0,ECZ,1.0,0.0,CONT,34.0,ECZ,1.0,0.0,CONT,35.0,CZS,1.0,0.0,CONT,36.0,SSS,1.0,0.0,CONT,37.0
1053,ESP,,Jose Luis Cano,,,Men,,1988.0,,ACG,1.0,0.0,PROF,23.0,ACG,1.0,0.0,PROF,24.0,ACG,1.0,0.0,CONT,25.0,XYZ,1.0,0.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,BEL,,Andy Cappelle,,,Men,,1979.0,,QST,1.0,0.0,WT,32.0,ACC,1.0,0.0,PROF,33.0,AJW,1.0,0.0,PROF,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,BEL,,Dieter Cappelle,,,Men,,1983.0,,VWA,1.0,0.0,PROF,28.0,XYZ,1.0,0.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,POL,,Pawel Charucki,,,Men,,1988.0,,CCC,1.0,0.0,PROF,23.0,CCC,1.0,0.0,CONT,24.0,CCC,1.0,0.0,PROF,25.0,CCC,1.0,0.0,PROF,26.0,,,,,,VAT,1.0,0.0,PROF,28.0,XYZ,1.0,0.0,,29.0,XYZ,1.0,0.0,,30.0,,,,,,,,,,
1101,COL,,Esteban Chaves,,,Men,,1990.0,,CEP,1.0,0.0,PROF,21.0,COL,1.0,175.0,PROF,22.0,COL,2.0,0.0,PROF,23.0,OGE,1.0,247.0,WT,24.0,OGE,6.0,1283.0,WT,25.0,OGE,24.0,1591.0,WT,26.0,ORS,24.0,222.0,WT,27.0,MTS,18.0,160.0,WT,28.0,MTS,10.0,250.0,WT,29.0,MTS,4.0,0.0,WT,30.0
1184,DEN,,Mads Christensen,,,Men,,1984.0,,SBS,1.0,0.0,WT,27.0,STB,1.0,200.0,WT,28.0,TST,4.0,25.0,WT,29.0,CUL,1.0,0.0,CONT,30.0,RIW,1.0,0.0,CONT,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
1118,UKR,,Oleg Chuzda,,,Men,,1985.0,,CJR,1.0,0.0,PROF,26.0,ACC,1.0,0.0,PROF,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,BEL,,Dimitri Claeys,,,Men,,1987.0,,APP,1.0,0.0,PROF,24.0,GAB,1.0,0.0,CONT,25.0,XYZ,1.0,0.0,,26.0,XYZ,1.0,0.0,,27.0,WIL,1.0,265.0,CONT,28.0,WGG,2.0,365.0,PROF,29.0,COF,6.0,60.0,PROF,30.0,COF,1.0,310.0,PROF,31.0,COF,1.0,130.0,PROF,32.0,COF,1.0,0.0,WT,33.0
1234,AUS,,Hilton Clarke,,,Men,,1979.0,,UHC,1.0,0.0,PROF,32.0,UHC,1.0,0.0,PROF,33.0,UHC,1.0,0.0,PROF,34.0,UHC,1.0,0.0,PROF,35.0,UHC,1.0,0.0,PROF,36.0,,,,,,,,,,,,,,,,,,,,,,,,,
1236,AUS,,Jonathan Clarke,,,Men,,1984.0,,UHC,1.0,0.0,PROF,27.0,UHC,1.0,0.0,PROF,28.0,UHC,1.0,0.0,PROF,29.0,UHC,1.0,0.0,PROF,30.0,UHC,1.0,0.0,PROF,31.0,UHC,1.0,0.0,PROF,32.0,UHC,1.0,0.0,PROF,33.0,UHC,1.0,0.0,PROF,34.0,FPC,1.0,0.0,CONT,35.0,TSL,1.0,0.0,CONT,36.0
1162,AUS,,William Clarke,,,Men,,1985.0,,LEO,1.0,0.0,WT,26.0,CSS,1.0,30.0,PROF,27.0,ARG,1.0,0.0,WT,28.0,DPC,1.0,0.0,PROF,29.0,DPC,1.0,0.0,PROF,30.0,DPC,1.0,25.0,PROF,31.0,CDT,1.0,28.0,WT,32.0,EFD,1.0,38.0,WT,33.0,TFS,1.0,0.0,WT,34.0,TFS,1.0,0.0,WT,35.0
1256,FRA,,Arnaud Courteille,,,Men,,1989.0,,FDJ,1.0,0.0,PROF,22.0,FDJ,1.0,0.0,WT,23.0,FDJ,1.0,0.0,WT,24.0,FDJ,1.0,0.0,WT,25.0,FDJ,1.0,0.0,WT,26.0,FDJ,1.0,0.0,WT,27.0,FDJ,1.0,0.0,WT,28.0,VCC,1.0,0.0,PROF,29.0,VCB,1.0,0.0,PROF,30.0,VCB,1.0,0.0,PROF,31.0
1059,ITA,,Crescenzo D’Amore,,,Men,,1979.0,,AND,1.0,0.0,PROF,32.0,XYZ,1.0,0.0,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,ITA,,Nicola D’Andrea,,,Men,,,,FAR,1.0,0.0,PROF,,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,FRA,,Thomas Damuseau,,,Men,,1989.0,,SKS,1.0,0.0,PROF,22.0,ARG,1.0,0.0,PROF,23.0,ARG,1.0,60.0,WT,24.0,GIA,2.0,20.0,WT,25.0,RLM,1.0,0.0,CONT,26.0,RLM,1.0,0.0,CONT,27.0,,,,,,,,,,,,,,,,,,,,
1263,ESP,,David De La Cruz,,,Men,,1989.0,,CJR,1.0,0.0,PROF,22.0,CJR,1.0,80.0,PROF,23.0,TNE,2.0,0.0,PROF,24.0,TNE,1.0,34.0,PROF,25.0,EQS,1.0,46.0,WT,26.0,EQS,1.0,444.0,WT,27.0,QST,6.0,440.0,WT,28.0,SKY,4.0,440.0,WT,29.0,SKY,4.0,184.0,WT,30.0,UAD,2.0,0.0,WT,31.0
1121,ESP,,Victor De La Parte,,,Men,,1986.0,,CJR,1.0,0.0,PROF,25.0,XYZ,1.0,0.0,,26.0,SPT,1.0,0.0,CONT,27.0,EFG,1.0,0.0,,28.0,EFG,1.0,230.0,CONT,29.0,CCC,4.0,186.0,PROF,30.0,MOV,2.0,60.0,WT,31.0,MOV,1.0,10.0,WT,32.0,CPT,1.0,140.0,WT,33.0,CCC,1.0,0.0,WT,34.0
1195,ITA,,Flavio De Luna Davila,,,Men,,1990.0,,CSM,1.0,0.0,PROF,21.0,SPI,1.0,0.0,PROF,22.0,XYZ,1.0,0.0,,23.0,SSC,1.0,0.0,CONT,24.0,SSC,1.0,0.0,CONT,25.0,ILU,1.0,0.0,CONT,26.0,XYZ,1.0,0.0,,27.0,3O3,1.0,0.0,CONT,28.0,XYZ,1.0,0.0,,29.0,3O3,1.0,0.0,CONT,30.0
1057,ITA,,Alessandro De Marchi,,,Men,,1986.0,,AND,1.0,0.0,PROF,25.0,AND,1.0,85.0,PROF,26.0,CAN,2.0,40.0,WT,27.0,CAN,1.0,270.0,WT,28.0,BMC,6.0,131.0,WT,29.0,BMC,2.0,145.0,WT,30.0,BMC,2.0,40.0,WT,31.0,BMC,1.0,390.0,WT,32.0,CPT,2.0,190.0,WT,33.0,CCC,2.0,0.0,WT,34.0
1266,ITA,,Guiseppe De Maria,,,Men,,1984.0,,DER,1.0,0.0,PROF,27.0,IDE,1.0,0.0,CONT,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,BEL,,Sjef De Wilde,,,Men,,1981.0,,VWA,1.0,0.0,PROF,30.0,ACC,1.0,0.0,PROF,31.0,CMD,1.0,0.0,CONT,32.0,XYZ,1.0,0.0,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,BEL,,Jens Debusschere,,,Men,,1989.0,,OLO,1.0,0.0,WT,22.0,LTB,1.0,0.0,WT,23.0,LTB,1.0,225.0,WT,24.0,LTB,4.0,775.0,WT,25.0,LTS,18.0,1000.0,WT,26.0,LTS,18.0,745.0,WT,27.0,LTS,10.0,320.0,WT,28.0,LTS,4.0,605.0,WT,29.0,TKA,6.0,119.0,WT,30.0,VCB,1.0,0.0,PROF,31.0
220,ESP,,Jesus Del Nero,,,Men,,1982.0,,APP,1.0,0.0,PROF,29.0,XYZ,1.0,0.0,,30.0,XYZ,1.0,0.0,,31.0,XYZ,1.0,0.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,FRA,,Jean-Luc Delpech,,,Men,,1979.0,,BSC,1.0,0.0,PROF,32.0,BSC,1.0,0.0,PROF,33.0,BSE,1.0,0.0,PROF,34.0,XYZ,1.0,0.0,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,AUS,,Zakkari Dempster,,,Men,,1987.0,,THR,1.0,0.0,WT,24.0,EDR,1.0,0.0,CONT,25.0,TNE,1.0,0.0,PROF,26.0,TNE,1.0,0.0,PROF,27.0,BOA,1.0,0.0,PROF,28.0,BOA,1.0,50.0,PROF,29.0,ICA,1.0,100.0,PROF,30.0,ICA,1.0,70.0,PROF,31.0,ICA,1.0,0.0,PROF,32.0,,,,,
1078,FRA,,Renaud Dion,,,Men,,1978.0,,BSC,1.0,0.0,PROF,33.0,BSC,1.0,0.0,PROF,34.0,BSE,1.0,0.0,PROF,35.0,XYZ,1.0,0.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,LUX,,Jempy Drucker,,,Men,,1986.0,,VWA,1.0,0.0,PROF,25.0,ACC,1.0,0.0,PROF,26.0,AJW,1.0,105.0,PROF,27.0,WGG,2.0,625.0,PROF,28.0,BMC,12.0,471.0,WT,29.0,BMC,8.0,519.0,WT,30.0,BMC,8.0,1025.0,WT,31.0,BMC,12.0,505.0,WT,32.0,BOH,4.0,122.0,WT,33.0,BOH,1.0,0.0,WT,34.0
1227,USA,,William Dugan,,,Men,,1987.0,,TT1,1.0,0.0,PROF,24.0,TT1,1.0,0.0,PROF,25.0,XYZ,1.0,0.0,,26.0,XYZ,1.0,0.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,NED,,Tom Dumoulin,,,Men,,1990.0,,RB3,1.0,0.0,CONT,21.0,ARG,1.0,75.0,PROF,22.0,ARG,2.0,373.0,WT,23.0,GIA,8.0,1646.0,WT,24.0,TGA,26.0,1508.0,WT,25.0,TGA,26.0,1600.0,WT,26.0,SUN,24.0,2565.0,WT,27.0,SUN,36.0,2230.0,WT,28.0,SUN,32.0,422.0,WT,29.0,TJV,22.0,0.0,WT,30.0
1124,FRA,,Nicolas Edet,,,Men,,1987.0,,COF,1.0,0.0,PROF,24.0,COF,1.0,10.0,PROF,25.0,COF,1.0,165.0,PROF,26.0,COF,2.0,0.0,PROF,27.0,COF,1.0,130.0,PROF,28.0,COF,2.0,295.0,PROF,29.0,COF,4.0,90.0,PROF,30.0,COF,1.0,340.0,PROF,31.0,COF,2.0,140.0,PROF,32.0,COF,1.0,0.0,WT,33.0
1221,USA,,Joe Eldridge,,,Men,,1982.0,,TT1,1.0,0.0,PROF,29.0,TT1,1.0,0.0,PROF,30.0,TNN,1.0,0.0,PROF,31.0,TNN,1.0,0.0,PROF,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,USA,,Lucas Euser,,,Men,,1983.0,,CSM,1.0,0.0,PROF,28.0,SPI,1.0,0.0,PROF,29.0,UHC,1.0,30.0,PROF,30.0,UHC,1.0,0.0,PROF,31.0,UHC,1.0,0.0,PROF,32.0,,,,,,,,,,,,,,,,,,,,,,,,,
561,ITA,,Elia Favilli,,,Men,,1989.0,,FAR,1.0,0.0,PROF,22.0,FAR,1.0,290.0,PROF,23.0,LAM,6.0,0.0,WT,24.0,LAM,1.0,0.0,WT,25.0,YEL,1.0,0.0,PROF,26.0,XYZ,1.0,0.0,,27.0,XYZ,1.0,0.0,,28.0,,,,,,,,,,,,,,,
1134,ITA,,Matteo Fedi,,,Men,,1988.0,,DER,1.0,0.0,PROF,23.0,UNA,1.0,0.0,PROF,24.0,CEF,1.0,0.0,CONT,25.0,XYZ,1.0,0.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,ESP,,Higinio Fernandez,,,Men,,1988.0,,CJR,1.0,0.0,PROF,23.0,XYZ,1.0,0.0,,24.0,XYZ,1.0,0.0,,25.0,XYZ,1.0,0.0,,26.0,ECU,1.0,0.0,CONT,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
1104,COL,,Juan Pablo Forrero,,,Men,,1983.0,,CEP,1.0,0.0,PROF,28.0,COL,1.0,0.0,PROF,29.0,XYZ,1.0,0.0,,30.0,XYZ,1.0,0.0,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,ITA,,Davide Frattini,,,Men,,1978.0,,UHC,1.0,0.0,PROF,33.0,UHC,1.0,0.0,PROF,34.0,UHC,1.0,0.0,PROF,35.0,UHC,1.0,0.0,PROF,36.0,UHC,1.0,0.0,PROF,37.0,,,,,,,,,,,,,,,,,,,,,,,,,
1112,ESP,,Egoitz Garcia,,,Men,,1986.0,,CJR,1.0,0.0,PROF,25.0,COF,1.0,0.0,PROF,26.0,COF,1.0,80.0,PROF,27.0,COF,2.0,80.0,PROF,28.0,MUR,2.0,0.0,CONT,29.0,XYZ,1.0,0.0,,30.0,BOL,1.0,0.0,CONT,31.0,XYZ,1.0,0.0,,32.0,,,,,,,,,,
1202,CAN,,Martin Gilbert,,,Men,,1982.0,,CSM,1.0,0.0,PROF,29.0,SPI,1.0,0.0,PROF,30.0,XYZ,1.0,0.0,,31.0,XYZ,1.0,0.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,BEL,,Rob Goris,,,Men,,1982.0,,VWA,1.0,0.0,PROF,29.0,ACC,1.0,0.0,PROF,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,ITA,,Massimo Graziato,,,Men,,1988.0,,FAR,1.0,0.0,PROF,23.0,LAM,1.0,0.0,WT,24.0,LAM,1.0,0.0,WT,25.0,XYZ,1.0,0.0,,26.0,AWS,1.0,0.0,CONT,27.0,PVC,1.0,0.0,CONT,28.0,XYZ,1.0,0.0,,29.0,,,,,,,,,,,,,,,
1246,BEL,,Gregory Habeaux,,,Men,,1982.0,,VWA,1.0,0.0,PROF,29.0,ACC,1.0,0.0,PROF,30.0,AJW,1.0,0.0,PROF,31.0,WGG,1.0,0.0,PROF,32.0,WBC,1.0,0.0,CONT,33.0,WBC,1.0,0.0,CONT,34.0,WVA,1.0,0.0,PROF,35.0,WVA,1.0,0.0,PROF,36.0,,,,,,,,,,
1086,FRA,,Matthieu Halleguen,,,Men,,1988.0,,BSC,1.0,0.0,PROF,23.0,BSC,1.0,0.0,PROF,24.0,XYZ,1.0,0.0,,25.0,XYZ,1.0,0.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,USA,,Adrian Hegyvari,,,Men,,1984.0,,UHC,1.0,0.0,PROF,27.0,UHC,1.0,0.0,PROF,28.0,UHC,1.0,0.0,PROF,29.0,UHC,1.0,0.0,PROF,30.0,UHC,1.0,2.0,PROF,31.0,UHC,1.0,0.0,PROF,32.0,UHC,1.0,0.0,PROF,33.0,,,,,,,,,,,,,,,
1159,FIN,,Matti Helminen,,,Men,,1975.0,,LAN,1.0,0.0,PROF,36.0,LAN,1.0,100.0,PROF,37.0,XYZ,1.0,0.0,,38.0,XYZ,1.0,0.0,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,ESP,,Jesus Herrada,,,Men,,1990.0,,MOV,1.0,0.0,WT,21.0,MOV,1.0,0.0,WT,22.0,MOV,1.0,250.0,WT,23.0,MOV,6.0,295.0,WT,24.0,MOV,4.0,219.0,WT,25.0,MOV,4.0,110.0,WT,26.0,MOV,2.0,440.0,WT,27.0,COF,4.0,230.0,PROF,28.0,COF,2.0,285.0,PROF,29.0,COF,2.0,0.0,WT,30.0
1065,GER,,David Hesselbarth,,,Men,,1988.0,,APP,1.0,0.0,PROF,23.0,XYZ,1.0,0.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
