Rider ID,Country,UCI Team 2010,Rider Name,Price 2010,Score 2010,Gender,UCI Cat 2010,Born,Age 2010,UCI Team 2011,Price 2011,Score 2011,UCI Cat 2011,Age 2011,UCI Team 2012,Price 2012,Score 2012,UCI Cat 2012,Age 2012,UCI Team 2013,Price 2013,Score 2013,UCI Cat 2013,Age 2013,UCI Team 2014,Price 2014,Score 2014,UCI Cat 2014,Age 2014,UCI Team 2015,Price 2015,Score 2015,UCI Cat 2015,Age 2015,UCI Team 2016,Price 2016,Score 2016,UCI Cat 2016,Age 2016,UCI Team 2017,Price 2017,Score 2017,UCI Cat 2017,Age 2017,UCI Team 2018,Price 2018,Score 2018,UCI Cat 2018,Age 2018,UCI Team 2019,Price 2019,Score 2019,UCI Cat 2019,Age 2019,UCI Team 2020,Price 2020,Score 2020,UCI Cat 2020,Age 2020
477,ITA,DER,Damiano Caruso,1.0,15.0,Men,PROF,1987.0,23.0,LIQ,1.0,45.0,WT,24.0,LIQ,1.0,240.0,WT,25.0,CAN,4.0,100.0,WT,26.0,CAN,6.0,475.0,WT,27.0,BMC,8.0,301.0,WT,28.0,BMC,4.0,170.0,WT,29.0,BMC,2.0,538.0,WT,30.0,BMC,4.0,678.0,WT,31.0,TBM,6.0,172.0,WT,32.0,TBM,1.0,0.0,WT,33.0
483,ESP,FOT,Felix Celis,1.0,15.0,Men,WT,1982.0,28.0,L2A,1.0,0.0,CONT,29.0,AZC,1.0,0.0,CONT,30.0,RTS,1.0,0.0,CONT,31.0,RTS,1.0,0.0,CONT,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,ITA,ASA,Paolo Ciavatta,1.0,15.0,Men,PROF,1984.0,26.0,ASA,1.0,0.0,PROF,27.0,ASA,1.0,0.0,PROF,28.0,XYZ,1.0,0.0,,29.0,XYZ,1.0,0.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,AUS,SKS,Mitchell Docker,1.0,15.0,Men,PROF,1986.0,24.0,SKS,2.0,220.0,PROF,25.0,OGE,2.0,0.0,WT,26.0,OGE,2.0,10.0,WT,27.0,OGE,1.0,0.0,WT,28.0,OGE,1.0,7.0,WT,29.0,OGE,1.0,30.0,WT,30.0,ORS,1.0,100.0,WT,31.0,EFD,1.0,0.0,WT,32.0,EF1,1.0,24.0,WT,33.0,EF1,1.0,0.0,WT,34.0
635,BEL,QST,Kevin Hulsmans,1.0,15.0,Men,WT,1978.0,32.0,QCT,1.0,0.0,CONT,33.0,FAR,1.0,30.0,PROF,34.0,VIN,1.0,0.0,PROF,35.0,VGS,1.0,0.0,CONT,36.0,VGS,1.0,0.0,CONT,37.0,,,,,,,,,,,,,,,,,,,,,,,,,
643,BEL,TSV,Pieter Jacobs,1.0,15.0,Men,PROF,1986.0,24.0,TSV,1.0,70.0,PROF,25.0,TSV,1.0,40.0,PROF,26.0,TSV,1.0,145.0,PROF,27.0,TSV,2.0,126.0,PROF,28.0,TSV,2.0,8.0,PROF,29.0,VGS,1.0,0.0,CONT,30.0,XYZ,1.0,0.0,,31.0,,,,,,,,,,,,,,,
996,ITA,MIE,Pasquale Muto,1.0,15.0,Men,CONT,1980.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,BEL,LAN,Baptiste Planckaert,1.0,15.0,Men,PROF,1988.0,22.0,LAN,1.0,0.0,PROF,23.0,LAN,1.0,0.0,PROF,24.0,CRE,1.0,125.0,PROF,25.0,RLM,2.0,195.0,CONT,26.0,RLM,2.0,305.0,CONT,27.0,WBC,4.0,730.0,CONT,28.0,KAT,10.0,270.0,WT,29.0,TKA,4.0,210.0,WT,30.0,WVA,2.0,455.0,PROF,31.0,WVA,4.0,0.0,PROF,32.0
1047,ITA,ASA,Alessandro Proni,1.0,15.0,Men,PROF,1982.0,28.0,ASA,1.0,0.0,PROF,29.0,ASA,1.0,0.0,PROF,30.0,VIN,1.0,0.0,PROF,31.0,XYZ,1.0,0.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,RUS,KAT,Eduard Vorganov,1.0,15.0,Men,WT,1982.0,28.0,KAT,1.0,0.0,WT,29.0,KAT,1.0,175.0,WT,30.0,KAT,2.0,0.0,WT,31.0,KAT,1.0,0.0,WT,32.0,KAT,1.0,28.0,WT,33.0,KAT,1.0,0.0,WT,34.0,MCC,1.0,0.0,CONT,35.0,XYZ,1.0,0.0,,36.0,MCC,1.0,0.0,CONT,37.0,XYZ,1.0,0.0,,38.0
982,IRI,IAU,Amir Zargari,1.0,15.0,Men,CONT,1980.0,30.0,,,,,,ALM,1.0,0.0,WT,32.0,IUA,1.0,0.0,CONT,33.0,XYZ,1.0,0.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,ITA,LIQ,Manuel Quinziato,4.0,10.0,Men,WT,1979.0,31.0,BMC,2.0,100.0,WT,32.0,BMC,2.0,20.0,WT,33.0,BMC,1.0,50.0,WT,34.0,BMC,1.0,80.0,WT,35.0,BMC,1.0,134.0,WT,36.0,BMC,2.0,180.0,WT,37.0,BMC,2.0,40.0,WT,38.0,,,,,,,,,,,,,,,
173,BEL,LIQ,Frederik Willems,4.0,10.0,Men,WT,1979.0,31.0,OLO,1.0,0.0,WT,32.0,LTB,1.0,0.0,WT,33.0,LTB,1.0,0.0,WT,34.0,LTB,1.0,0.0,WT,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,FRA,OLO,Mickael Delage,4.0,10.0,Men,WT,1985.0,25.0,FDJ,1.0,155.0,PROF,26.0,FDJ,2.0,80.0,WT,27.0,FDJ,2.0,0.0,WT,28.0,FDJ,1.0,0.0,WT,29.0,FDJ,1.0,0.0,WT,30.0,FDJ,1.0,30.0,WT,31.0,FDJ,1.0,0.0,WT,32.0,FDJ,1.0,0.0,WT,33.0,GFC,1.0,0.0,WT,34.0,GFC,1.0,0.0,WT,35.0
266,ESP,CAJ,Jose Herrada,2.0,10.0,Men,CONT,1985.0,25.0,CJR,1.0,0.0,PROF,26.0,MOV,1.0,30.0,WT,27.0,MOV,1.0,247.0,WT,28.0,MOV,6.0,0.0,WT,29.0,MOV,2.0,149.0,WT,30.0,MOV,2.0,63.0,WT,31.0,MOV,1.0,80.0,WT,32.0,COF,1.0,30.0,PROF,33.0,COF,1.0,30.0,PROF,34.0,COF,1.0,0.0,WT,35.0
182,CAN,SKY,Michael Barry,2.0,10.0,Men,WT,1975.0,35.0,SKY,1.0,30.0,WT,36.0,SKY,1.0,0.0,WT,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,FRA,FDJ,Rémi Di Gregorio,2.0,10.0,Men,WT,1985.0,25.0,AST,1.0,40.0,WT,26.0,COF,1.0,0.0,PROF,27.0,XYZ,1.0,0.0,,28.0,LPM,1.0,125.0,,29.0,M13,2.0,0.0,CONT,30.0,DMP,1.0,0.0,PROF,31.0,DMP,1.0,0.0,PROF,32.0,DMP,1.0,10.0,PROF,33.0,,,,,,,,,,
385,ESP,ACA,Angel Vicioso,2.0,10.0,Men,PROF,1977.0,33.0,AND,1.0,205.0,PROF,34.0,KAT,2.0,20.0,WT,35.0,KAT,1.0,84.0,WT,36.0,KAT,2.0,15.0,WT,37.0,KAT,1.0,228.0,WT,38.0,KAT,2.0,0.0,WT,39.0,KAT,1.0,0.0,WT,40.0,,,,,,,,,,,,,,,
348,ESP,RSH,Jose Rubiera,2.0,10.0,Men,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,GER,OLO,Sebastian Lang,2.0,10.0,Men,WT,,,OLO,1.0,14.0,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,BEL,OLO,Mario Aerts,1.0,10.0,Men,WT,,,OLO,1.0,0.0,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,ITA,CSF,Federico Canuti,1.0,10.0,Men,PROF,1985.0,25.0,COG,1.0,70.0,PROF,26.0,LIQ,1.0,0.0,WT,27.0,CAN,1.0,0.0,WT,28.0,XYZ,1.0,0.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,FRA,FDJ,Pierre Cazaux,1.0,10.0,Men,WT,1984.0,26.0,EUS,1.0,0.0,WT,27.0,EUS,1.0,0.0,WT,28.0,XYZ,1.0,0.0,,29.0,XYZ,1.0,0.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,TUN,ASA,Rafaa Chtioui,1.0,10.0,Men,PROF,1986.0,24.0,ASA,1.0,0.0,PROF,25.0,EUC,1.0,0.0,PROF,26.0,XYZ,1.0,0.0,,27.0,SKD,1.0,100.0,CONT,28.0,SKD,2.0,200.0,CONT,29.0,SKD,4.0,0.0,CONT,30.0,SKD,1.0,0.0,CONT,31.0,,,,,,,,,,,,,,,
989,ESP,VMC,Oscar Grau,1.0,10.0,Men,CONT,1979.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,FRA,ALM,Blel Kadri,1.0,10.0,Men,WT,1986.0,24.0,ALM,1.0,30.0,WT,25.0,ALM,2.0,40.0,WT,26.0,ALM,1.0,110.0,WT,27.0,ALM,2.0,90.0,WT,28.0,ALM,2.0,0.0,WT,29.0,ALM,1.0,2.0,WT,30.0,XYZ,1.0,0.0,,31.0,,,,,,,,,,,,,,,
725,POL,CCC,Tomasz Marczynski,1.0,10.0,Men,PROF,1984.0,26.0,CCC,1.0,200.0,PROF,27.0,VCD,2.0,406.0,WT,28.0,VCD,8.0,60.0,WT,29.0,CCC,1.0,0.0,PROF,30.0,TRK,1.0,130.0,CONT,31.0,LTS,2.0,0.0,WT,32.0,LTS,1.0,200.0,WT,33.0,LTS,2.0,2.0,WT,34.0,LTS,1.0,100.0,WT,35.0,LTS,1.0,0.0,WT,36.0
770,BEL,LAN,Kevin Neirynck,1.0,10.0,Men,PROF,1982.0,28.0,XYZ,1.0,0.0,,29.0,XYZ,1.0,0.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,FRA,GCE,Mathieu Perget,1.0,10.0,Men,WT,1984.0,26.0,ALM,1.0,0.0,WT,27.0,ALM,1.0,80.0,WT,28.0,XYZ,2.0,0.0,,29.0,XYZ,1.0,0.0,,30.0,XYZ,1.0,0.0,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
825,ESP,ACA,Javier Ramirez,1.0,10.0,Men,PROF,1978.0,32.0,ACG,1.0,0.0,PROF,33.0,ACG,1.0,0.0,PROF,34.0,ACG,1.0,0.0,CONT,35.0,XYZ,1.0,0.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,ITA,LAM,Daniele Righi,1.0,10.0,Men,WT,1976.0,34.0,LAM,1.0,0.0,WT,35.0,LAM,1.0,0.0,WT,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,AUT,APP,Daniel Schorn,1.0,10.0,Men,CONT,1988.0,22.0,APP,1.0,0.0,PROF,23.0,APP,1.0,95.0,PROF,24.0,TNE,1.0,20.0,PROF,25.0,TNE,1.0,70.0,PROF,26.0,BOA,1.0,0.0,PROF,27.0,RSW,1.0,0.0,CONT,28.0,,,,,,,,,,,,,,,,,,,,
998,USA,VAU,Phil Zajicek,1.0,10.0,Men,CONT,1979.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,ESP,CTT,Xavier Florencio,2.0,7.0,Men,PROF,1979.0,31.0,GEO,2.0,0.0,PROF,32.0,KAT,1.0,200.0,WT,33.0,KAT,2.0,0.0,WT,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,USA,THR,Craig Lewis,2.0,7.0,Men,WT,1985.0,25.0,THR,1.0,16.0,WT,26.0,CSS,1.0,0.0,PROF,27.0,CSS,1.0,0.0,PROF,28.0,XYZ,1.0,0.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,ESP,CTT,Iñigo Cuesta,1.0,7.0,Men,PROF,1969.0,41.0,CJR,1.0,0.0,PROF,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,ITA,LIQ,Davide Cimolai,1.0,5.0,Men,WT,1989.0,21.0,LIQ,1.0,0.0,WT,22.0,LAM,1.0,0.0,WT,23.0,LAM,1.0,35.0,WT,24.0,LAM,1.0,110.0,WT,25.0,LAM,1.0,285.0,WT,26.0,LAM,4.0,50.0,WT,27.0,FDJ,1.0,96.0,WT,28.0,FDJ,1.0,140.0,WT,29.0,ICA,1.0,340.0,PROF,30.0,ISN,2.0,0.0,WT,31.0
494,FRA,BBO,Mathieu Claude,1.0,5.0,Men,PROF,1983.0,27.0,EUC,1.0,10.0,PROF,28.0,EUC,1.0,0.0,PROF,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,ITA,LIQ,Alessandro Vanotti,1.0,5.0,Men,WT,1980.0,30.0,LIQ,1.0,7.0,WT,31.0,LIQ,1.0,0.0,WT,32.0,AST,1.0,40.0,WT,33.0,AST,1.0,0.0,WT,34.0,AST,1.0,13.0,WT,35.0,AST,1.0,10.0,WT,36.0,XYZ,1.0,0.0,,37.0,,,,,,,,,,,,,,,
311,AUS,SAX,Stuart O'Grady,2.0,4.0,Men,WT,1973.0,37.0,LEO,2.0,340.0,WT,38.0,OGE,4.0,208.0,WT,39.0,OGE,2.0,0.0,WT,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,ESP,KAT,Joan Horrach,1.0,4.0,Men,WT,1974.0,36.0,KAT,1.0,0.0,WT,37.0,KAT,1.0,0.0,WT,38.0,MGT,1.0,0.0,CONT,39.0,MGT,1.0,0.0,CONT,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,ITA,AST,Paolo Tiralongo,4.0,2.0,Men,WT,1977.0,33.0,AST,1.0,120.0,WT,34.0,AST,2.0,156.0,WT,35.0,AST,2.0,47.0,WT,36.0,AST,1.0,20.0,WT,37.0,AST,1.0,179.0,WT,38.0,AST,2.0,0.0,WT,39.0,AST,1.0,0.0,WT,40.0,,,,,,,,,,,,,,,
2,ESP,GCE,Alejandro Valverde,32.0,0.0,Men,WT,1980.0,30.0,,,,,,MOV,22.0,1931.0,WT,32.0,MOV,30.0,2808.0,WT,33.0,MOV,34.0,3956.0,WT,34.0,MOV,38.0,3214.0,WT,35.0,MOV,36.0,2233.0,WT,36.0,MOV,34.0,1580.0,WT,37.0,MOV,28.0,3404.0,WT,38.0,MOV,34.0,2910.0,WT,39.0,MOV,28.0,0.0,WT,40.0
20,ITA,LIQ,Franco Pellizotti,18.0,0.0,Men,WT,1978.0,32.0,XYZ,10.0,0.0,,33.0,AND,2.0,440.0,PROF,34.0,AND,8.0,550.0,PROF,35.0,AND,10.0,435.0,PROF,36.0,AND,6.0,165.0,PROF,37.0,AND,2.0,125.0,PROF,38.0,TBM,2.0,10.0,WT,39.0,TBM,1.0,80.0,WT,40.0,,,,,,,,,,
61,ESP,GCE,Juan Jose Cobo,8.0,0.0,Men,WT,1981.0,29.0,GEO,2.0,1145.0,PROF,30.0,MOV,12.0,0.0,WT,31.0,MOV,6.0,5.0,WT,32.0,TRK,1.0,50.0,CONT,33.0,XYZ,1.0,0.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,
68,ITA,ALM,Rinaldo Nocentini,8.0,0.0,Men,WT,1977.0,33.0,ALM,4.0,270.0,WT,34.0,ALM,4.0,635.0,WT,35.0,ALM,12.0,430.0,WT,36.0,ALM,6.0,255.0,WT,37.0,ALM,4.0,100.0,WT,38.0,TAV,1.0,30.0,CONT,39.0,STA,1.0,0.0,CONT,40.0,STA,1.0,0.0,CONT,41.0,XYZ,1.0,0.0,,42.0,,,,,
91,BEL,QST,Kevin Seeldraeyers,6.0,0.0,Men,WT,1986.0,24.0,QST,1.0,55.0,WT,25.0,AST,1.0,11.0,WT,26.0,AST,1.0,230.0,WT,27.0,WGG,4.0,0.0,PROF,28.0,TRK,1.0,0.0,CONT,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
55,USA,GRM,Christian Vande Velde,10.0,0.0,Men,WT,1976.0,34.0,GRM,6.0,241.0,WT,35.0,GRS,4.0,261.0,WT,36.0,GRS,4.0,30.0,WT,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,IRL,CTT,Philip Deignan,6.0,0.0,Men,PROF,1983.0,27.0,RSH,1.0,10.0,WT,28.0,UHC,1.0,0.0,PROF,29.0,UHC,1.0,40.0,PROF,30.0,SKY,1.0,124.0,WT,31.0,SKY,2.0,19.0,WT,32.0,SKY,1.0,4.0,WT,33.0,SKY,1.0,5.0,WT,34.0,SKY,1.0,0.0,WT,35.0,,,,,,,,,,
165,SLO,ALM,Tadej Valjavec,4.0,0.0,Men,WT,1977.0,33.0,,,,,,,,,,,SAK,1.0,30.0,CONT,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,GER,CTT,Andreas Klier,6.0,0.0,Men,PROF,1976.0,34.0,GRM,4.0,20.0,WT,35.0,GRS,1.0,0.0,WT,36.0,GRS,1.0,0.0,WT,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,BEL,GRM,Johan Vansummeren,4.0,0.0,Men,WT,1981.0,29.0,GRM,4.0,350.0,WT,30.0,GRS,4.0,277.0,WT,31.0,GRS,6.0,5.0,WT,32.0,GRS,2.0,70.0,WT,33.0,ALM,1.0,12.0,WT,34.0,ALM,1.0,0.0,WT,35.0,,,,,,,,,,,,,,,,,,,,
142,FRA,SAU,Cyril Lemoine,4.0,0.0,Men,PROF,1983.0,27.0,SAU,1.0,10.0,PROF,28.0,SAU,1.0,0.0,PROF,29.0,SOJ,1.0,60.0,PROF,30.0,COF,1.0,220.0,PROF,31.0,COF,1.0,100.0,PROF,32.0,COF,1.0,0.0,PROF,33.0,COF,1.0,0.0,PROF,34.0,COF,1.0,0.0,PROF,35.0,COF,1.0,10.0,PROF,36.0,COF,1.0,0.0,WT,37.0
112,ESP,AST,David De La Fuente,4.0,0.0,Men,WT,1981.0,29.0,GEO,1.0,140.0,PROF,30.0,CJR,2.0,100.0,PROF,31.0,KTS,1.0,0.0,CONT,32.0,TRK,1.0,0.0,CONT,33.0,EFG,1.0,0.0,CONT,34.0,TAV,1.0,0.0,CONT,35.0,LHL,1.0,0.0,CONT,36.0,ALU,1.0,0.0,CONT,37.0,AVL,1.0,0.0,CONT,38.0,AVL,1.0,0.0,CONT,39.0
167,BEL,QST,Kevin Van Impe,4.0,0.0,Men,WT,1981.0,29.0,QST,1.0,0.0,WT,30.0,VCD,1.0,0.0,WT,31.0,XYZ,1.0,0.0,,32.0,XYZ,1.0,0.0,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,NOR,SKY,Kurt Asle Arvesen,4.0,0.0,Men,WT,,,SKY,2.0,0.0,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,FRA,ALM,David Le Lay,6.0,0.0,Men,WT,1979.0,31.0,ALM,1.0,0.0,WT,32.0,SAU,1.0,40.0,PROF,33.0,SOJ,1.0,0.0,PROF,34.0,XYZ,1.0,0.0,,35.0,XYZ,1.0,0.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,
145,ITA,ASA,Francesco Masciarelli,4.0,0.0,Men,PROF,1986.0,24.0,AST,1.0,0.0,WT,25.0,AST,1.0,0.0,WT,26.0,XYZ,1.0,0.0,,27.0,XYZ,1.0,0.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,LUX,KAT,Kim Kirchen,14.0,0.0,Men,WT,,,XYZ,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,ITA,SKY,Davide Vigano,4.0,0.0,Men,WT,1984.0,26.0,LEO,1.0,25.0,WT,27.0,LAM,1.0,0.0,WT,28.0,LAM,1.0,0.0,WT,29.0,CJR,1.0,140.0,PROF,30.0,IDE,2.0,0.0,CONT,31.0,AND,1.0,50.0,PROF,32.0,AND,1.0,0.0,PROF,33.0,,,,,,,,,,,,,,,
318,USA,GRM,Danny Pate,2.0,0.0,Men,WT,1979.0,31.0,THR,1.0,0.0,WT,32.0,SKY,1.0,0.0,WT,33.0,SKY,1.0,0.0,WT,34.0,SKY,1.0,0.0,WT,35.0,SKY,1.0,33.0,WT,36.0,RLY,1.0,4.0,CONT,37.0,RLY,1.0,0.0,CONT,38.0,RLY,1.0,0.0,PROF,39.0,,,,,,,,,,
322,DEN,FOT,Martin Pedersen,2.0,0.0,Men,WT,1983.0,27.0,LEO,1.0,0.0,WT,28.0,CWO,1.0,0.0,CONT,29.0,CWO,1.0,0.0,CONT,30.0,CTO,1.0,0.0,CONT,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,SWE,GRM,Fredrik Kessiakoff,4.0,0.0,Men,WT,1980.0,30.0,AST,2.0,194.0,WT,31.0,AST,2.0,875.0,WT,32.0,AST,14.0,11.0,WT,33.0,AST,8.0,0.0,WT,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,UKR,RSH,Yaroslav Popovych,2.0,0.0,Men,WT,1980.0,30.0,RSH,1.0,20.0,WT,31.0,RNT,1.0,30.0,WT,32.0,RLT,1.0,125.0,WT,33.0,TFR,2.0,35.0,WT,34.0,TFR,1.0,0.0,WT,35.0,TFS,1.0,0.0,WT,36.0,,,,,,,,,,,,,,,,,,,,
369,RUS,BBO,Yury Trofimov,2.0,0.0,Men,PROF,1984.0,26.0,KAT,1.0,0.0,WT,27.0,KAT,1.0,60.0,WT,28.0,KAT,1.0,124.0,WT,29.0,KAT,2.0,225.0,WT,30.0,KAT,4.0,387.0,WT,31.0,TNK,4.0,0.0,WT,32.0,CJR,1.0,0.0,PROF,33.0,RPB,1.0,0.0,CONT,34.0,XYZ,1.0,0.0,,35.0,,,,,
118,FRA,VAC,Brice Feillu,4.0,0.0,Men,PROF,1985.0,25.0,LEO,2.0,0.0,WT,26.0,SAU,1.0,50.0,PROF,27.0,SOJ,1.0,0.0,PROF,28.0,BSE,1.0,75.0,PROF,29.0,BSE,1.0,20.0,PROF,30.0,FVC,1.0,10.0,PROF,31.0,FVC,1.0,205.0,PROF,32.0,FST,2.0,0.0,PROF,33.0,PCB,1.0,0.0,PROF,34.0,,,,,
289,NED,OLO,Gerben Löwik,2.0,0.0,Men,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,FRA,COF,Julien El Fares,4.0,0.0,Men,PROF,1985.0,25.0,COF,2.0,30.0,PROF,26.0,TT1,1.0,0.0,PROF,27.0,SOJ,1.0,120.0,PROF,28.0,LPM,2.0,0.0,,29.0,M13,1.0,0.0,CONT,30.0,DMP,1.0,10.0,PROF,31.0,DMP,1.0,0.0,PROF,32.0,DMP,1.0,8.0,PROF,33.0,DMP,1.0,95.0,PROF,34.0,NDP,1.0,0.0,PROF,35.0
381,ESP,ACA,Manuel Vazquez,2.0,0.0,Men,PROF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,GER,LKT,Mathias Belka,2.0,0.0,Men,CONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,FIN,SKY,Kjell Carlstrom,2.0,0.0,Men,WT,,,SKY,1.0,100.0,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,ESP,XAC,Gustavo Cesar,2.0,0.0,Men,PROF,1980.0,30.0,,,,,,ACG,1.0,0.0,PROF,32.0,ACG,1.0,0.0,CONT,33.0,OFM,1.0,0.0,,34.0,W52,1.0,0.0,CONT,35.0,W52,1.0,0.0,CONT,36.0,W52,1.0,0.0,CONT,37.0,W52,1.0,0.0,CONT,38.0,W52,1.0,0.0,PROF,39.0,W52,1.0,0.0,CONT,40.0
204,FRA,ALM,Dimitri Champion,2.0,0.0,Men,WT,1983.0,27.0,ALM,1.0,0.0,WT,28.0,BSC,1.0,0.0,PROF,29.0,XYZ,1.0,0.0,,30.0,XYZ,1.0,0.0,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,NED,RAB,Laurens ten Dam,2.0,0.0,Men,WT,1980.0,30.0,RAB,1.0,150.0,WT,31.0,RAB,2.0,305.0,WT,32.0,BLA,6.0,130.0,WT,33.0,BEL,4.0,230.0,WT,34.0,TLJ,4.0,0.0,WT,35.0,TGA,2.0,70.0,WT,36.0,SUN,1.0,0.0,WT,37.0,SUN,1.0,2.0,WT,38.0,CPT,1.0,0.0,WT,39.0,,,,,
93,AUS,SKY,Chris Sutton,6.0,0.0,Men,WT,1984.0,26.0,SKY,1.0,335.0,WT,27.0,SKY,4.0,15.0,WT,28.0,SKY,6.0,20.0,WT,29.0,SKY,2.0,0.0,WT,30.0,SKY,1.0,10.0,WT,31.0,XYZ,1.0,0.0,,32.0,XYZ,1.0,0.0,,33.0,,,,,,,,,,,,,,,
213,USA,RRC,Antonio Cruz,2.0,0.0,Men,CONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,ESP,XAC,Alberto Fernandez,2.0,0.0,Men,PROF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,POL,MRZ,Piotr Osinski,2.0,0.0,Men,CONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,NED,SKS,Piet Rooijakkers,2.0,0.0,Men,PROF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,AUT,FOT,Matthias Brändle,2.0,0.0,Men,WT,1989.0,21.0,GEO,1.0,60.0,PROF,22.0,APP,1.0,50.0,PROF,23.0,IAM,1.0,220.0,PROF,24.0,IAM,4.0,420.0,PROF,25.0,IAM,4.0,194.0,WT,26.0,IAM,2.0,250.0,WT,27.0,TFS,4.0,401.0,WT,28.0,TFS,4.0,45.0,WT,29.0,ICA,1.0,148.0,PROF,30.0,ISN,1.0,0.0,WT,31.0
255,ESP,ACA,Jose Angel Gomez,2.0,0.0,Men,PROF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,FRA,COF,Christophe Kern,2.0,0.0,Men,PROF,1981.0,29.0,EUC,1.0,220.0,PROF,30.0,EUC,2.0,0.0,PROF,31.0,EUC,1.0,0.0,PROF,32.0,EUC,1.0,2.0,WT,33.0,XYZ,1.0,0.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,
294,ITA,LAM,Marco Marzano,2.0,0.0,Men,WT,1980.0,30.0,LAM,1.0,0.0,WT,31.0,LAM,1.0,0.0,WT,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,ITA,QST,Francesco Reda,2.0,0.0,Men,WT,1982.0,28.0,QST,1.0,0.0,WT,29.0,ASA,1.0,245.0,PROF,30.0,AND,2.0,90.0,PROF,31.0,XYZ,1.0,0.0,,32.0,IDE,1.0,10.0,CONT,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
