	Country 	Trade Team 	Rider 	Born 	Price 	Prev 	Score ↓ 	
331. 	USA 	XYZ 	Robin Farina 	1977 	1 	15 	0 	[+]
332. 	SWE 	XYZ 	Mirella Ehrin 	1976 	1 	14 	0 	[+]
333. 	SWE 	TRY 	Hanna Helamb 	1994 	1 	14 	0 	[+]
334. 	SWE 	XYZ 	Madelene Olsson 	1982 	1 	14 	0 	[+]
335. 	SWE 	FFT 	Linnea Sjöblom 	1989 	1 	14 	0 	[+]
336. 	NOR 	XYZ 	Hildegunn Hovdenak 	1985 	1 	12 	0 	[+]
337. 	NOR 	XYZ 	Thrude Karlsen 	1973 	1 	12 	0 	[+]
338. 	ITA 	SEF 	Simona Bortolotti 	1994 	1 	10 	0 	[+]
339. 	NED 	PHV 	Ilona Hoeksma 	1991 	1 	10 	0 	[+]
340. 	LUX 	XYZ 	Nathalie Lamborelle 	1988 	1 	10 	0 	[+]
341. 	ESP 	LKT 	Belen Lopez 	1984 	1 	10 	0 	[+]
342. 	ITA 	SEF 	Emma Marcelli 	1985 	1 	10 	0 	[+]
343. 	USA 	XYZ 	Morgan Patton 	1988 	1 	10 	0 	[+]
344. 	NED 	XYZ 	Ashlynn Van Baarle 	1994 	1 	10 	0 	[+]
345. 	NED 	FTZ 	Janine van der Meer 	1994 	1 	10 	0 	[+]
346. 	BEL 	KRE 	Kaat Van der Meulen 	1995 	1 	10 	0 	[+]
347. 	BEL 	LBL 	Celine Van Severen 	1993 	1 	10 	0 	[+]
348. 	ITA 	XYZ 	Valentina Bastianelli 	1987 	1 	8 	0 	[+]
349. 	ITA 	ALE 	Monia Baccaille 	1984 	6 	0 	0 	[+]
350. 	UKR 	XYZ 	Alona Andruk 	1987 	4 	0 	0 	[+]
351. 	EST 	XYZ 	Grete Treier 	1977 	4 	0 	0 	[+]
352. 	POL 	VAI 	Sylwia Kapusta-Szydlak 	1982 	2 	0 	0 	[+]
353. 	LTU 	XYZ 	Rasa Leleivyte 	1988 	2 	0 	0 	[+]
354. 	NOR 	HPU 	Siri Minge 	1994 	2 	0 	0 	[+]
355. 	USA 	OPW 	Amber Pierce 	1981 	2 	0 	0 	[+]
356. 	FRA 	LBL 	Marion Rousse 	1991 	2 	0 	0 	[+]
357. 	BEL 	FTZ 	Grace Verbeke 	1984 	2 	0 	0 	[+]
358. 	RUS 	XYZ 	Verena Absalyamova 	1986 	1 	0 	0 	[+]
359. 	SUI 	XYZ 	Jasmin Achermann 	1989 	1 	0 	0 	[+]
360. 	ITA 	XYZ 	Alessia Aimone Secat 		1 	0 	0 	[+]
361. 	USA 	XYZ 	Addyson Albershardt 	1994 	1 	0 	0 	[+]
362. 	ESP 	XYZ 	Cristina Alcalde 	1980 	1 	0 	0 	[+]
363. 	ITA 	XYZ 	Veronica Alessio 	1987 	1 	0 	0 	[+]
364. 	USA 	XYZ 	Grace Alexander 	1994 	1 	0 	0 	[+]
365. 	ITA 	BPK 	Alice Algisi 	1993 	1 	0 	0 	[+]
366. 	GBR 	XYZ 	Jessica Allen 	1989 	1 	0 	0 	[+]
367. 	VEN 	XYZ 	Fanny Alvarez 	1982 	1 	0 	0 	[+]
368. 	POR 	XYZ 	Ester Alves 	1981 	1 	0 	0 	[+]
369. 	USA 	XYZ 	Hanan Alves-Hyde 	1985 	1 	0 	0 	[+]
370. 	GER 	XYZ 	Hanna Amend 	1990 	1 	0 	0 	[+]
371. 	USA 	VDK 	Elle Anderson 	1988 	1 	0 	0 	[+]
372. 	SWE 	XYZ 	Veronica Andreasson 	1981 	1 	0 	0 	[+]
373. 	ITA 	XYZ 	Francesca Anichini 	1992 	1 	0 	0 	[+]
374. 	USA 	XYZ 	Kristin Armstrong 	1973 	1 	0 	0 	[+]
375. 	GER 	XYZ 	Judith Arndt 	1976 	1 	0 	0 	[+]
376. 	BEL 	XYZ 	Anne Arnouts 	1989 	1 	0 	0 	[+]
377. 	MEX 	XYZ 	Nancy Arreola 	1988 	1 	0 	0 	[+]
378. 	BEL 	VLL 	Evelyn Arys 	1990 	1 	0 	0 	[+]
379. 	SUI 	BCT 	Emilie Aubry 	1989 	1 	0 	0 	[+]
380. 	SWE 	XYZ 	Karin Aune 	1975 	1 	0 	0 	[+]
381. 	RUS 	XYZ 	Tatiana Averina 		1 	0 	0 	[+]
382. 	FRA 	BCF 	Marion Azam 	1991 	1 	0 	0 	[+]
383. 	USA 	XYZ 	Rebecca Balboni 	1980 	1 	0 	0 	[+]
384. 	ITA 	MIC 	Michela Balducci 	1995 	1 	0 	0 	[+]
385. 	ITA 	XYZ 	Giada Balzan 	1991 	1 	0 	0 	[+]
386. 	BEL 	XYZ 	Sanne Bamelis 	1991 	1 	0 	0 	[+]
387. 	ITA 	XYZ 	Giorgia Baraldo 	1993 	1 	0 	0 	[+]
388. 	BLR 	XYZ 	Katsiaryna Barazna 	1990 	1 	0 	0 	[+]
389. 	ITA 	XYZ 	Annalisa Barbieri 	1991 	1 	0 	0 	[+]
390. 	USA 	XYZ 	Anna Barensfeld 	1983 	1 	0 	0 	[+]
391. 	GBR 	WHT 	Elinor Barker 	1994 	1 	0 	0 	[+]
392. 	GBR 	BCC 	Jane Barr 	1981 	1 	0 	0 	[+]
393. 	AUS 	XYZ 	Katherine Bates 	1982 	1 	0 	0 	[+]
394. 	GBR 	XYZ 	Rohan Battison 	1988 	1 	0 	0 	[+]
395. 	SUI 	XYZ 	Caroline Baur 	1993 	1 	0 	0 	[+]
396. 	GER 	XYZ 	Christina Becker 	1977 	1 	0 	0 	[+]
397. 	BEL 	LBL 	Isabelle Beckers 	1983 	1 	0 	0 	[+]
398. 	BEL 	XYZ 	Davina Beke 	1986 	1 	0 	0 	[+]
399. 	NED 	XYZ 	Danielle Bekkering 	1976 	1 	0 	0 	[+]
400. 	NED 	XYZ 	Eyelien Bekkering 	1978 	1 	0 	0 	[+]
401. 	VEN 	XYZ 	Arielys Bello 	1990 	1 	0 	0 	[+]
402. 	BEL 	VLL 	Else Belmans 	1983 	1 	0 	0 	[+]
403. 	ITA 	XYZ 	Tania Belvederesi 	1978 	1 	0 	0 	[+]
404. 	NOR 	XYZ 	Johanne Bergseth 	1987 	1 	0 	0 	[+]
405. 	ITA 	XYZ 	Marta Bernini 	1963 	1 	0 	0 	[+]
406. 	FRA 	BCF 	Laurie Berthon 	1991 	1 	0 	0 	[+]
407. 	SKN 	XYZ 	Kathryn Bertine 	1975 	1 	0 	0 	[+]
408. 	ITA 	XYZ 	Odette Bertolin 	1983 	1 	0 	0 	[+]
409. 	CAN 	XYZ 	Julie Beveridge 	1988 	1 	0 	0 	[+]
410. 	BEL 	XYZ 	Lien Beyen 	1985 	1 	0 	0 	[+]
411. 	FRA 	FUT 	Sandrine Bideau 	1989 	1 	0 	0 	[+]
412. 	USA 	XYZ 	Kathleen Billington 	1981 	1 	0 	0 	[+]
413. 	FRA 	XYZ 	Emilie Blanquefort 	1988 	1 	0 	0 	[+]
414. 	RUS 	RVL 	Yulia Blindyuk 	1984 	1 	0 	0 	[+]
415. 	RUS 	XYZ 	Elena Bocharnikova 	1991 	1 	0 	0 	[+]
416. 	UKR 	XYZ 	Yelizaveta Bochkarova 	1978 	1 	0 	0 	[+]
417. 	SUI 	XYZ 	Stefanie Bochsler 	1994 	1 	0 	0 	[+]
418. 	BEL 	XYZ 	Lisa Bogaert 	1993 	1 	0 	0 	[+]
419. 	ITA 	XYZ 	Gloria Boldrini 	1994 	1 	0 	0 	[+]
420. 	RUS 	XYZ 	Alina Bondarenko 	1993 	1 	0 	0 	[+]
421. 	ITA 	XYZ 	Giulia Bonetti 	1989 	1 	0 	0 	[+]
422. 	NED 	DUR 	Amanda Bongaards 	1988 	1 	0 	0 	[+]
423. 	ESP 	XYZ 	Maria Bonnin 	1990 	1 	0 	0 	[+]
424. 	ITA 	ALE 	Ilaria Bonomi 	1995 	1 	0 	0 	[+]
425. 	NED 	XYZ 	Sonja Boogaard 	1972 	1 	0 	0 	[+]
426. 	THA 	XYZ 	Sutharat Boonsawat 	1988 	1 	0 	0 	[+]
427. 	ITA 	XYZ 	Alessandra Borchi 	1983 	1 	0 	0 	[+]
428. 	ITA 	XYZ 	Chiara Bortolus 	1988 	1 	0 	0 	[+]
429. 	NED 	XYZ 	Joan Boskamp 	1985 	1 	0 	0 	[+]
430. 	NED 	XYZ 	Andrea Bosman 	1979 	1 	0 	0 	[+]
431. 	NED 	XYZ 	Elisabeth Braam 	1984 	1 	0 	0 	[+]
432. 	NED 	END 	Joukje Braam 	1986 	1 	0 	0 	[+]
433. 	BEL 	XYZ 	Cynthia Bracke 	1991 	1 	0 	0 	[+]
434. 	AUS 	BCC 	Amy Bradley 	1984 	1 	0 	0 	[+]
435. 	FRA 	XYZ 	Aurelie Bramante 	1984 	1 	0 	0 	[+]
436. 	NED 	XYZ 	Shanne Braspenninckx 	1991 	1 	0 	0 	[+]
437. 	FRA 	LKT 	Melanie Bravard 	1987 	1 	0 	0 	[+]
438. 	ITA 	XYZ 	Angela Bravin 	1993 	1 	0 	0 	[+]
439. 	FRA 	XYZ 	Julie Bresset 	1989 	1 	0 	0 	[+]
440. 	RSA 	XYZ 	Jeaun-Mari Breytenbach 	1990 	1 	0 	0 	[+]
441. 	VEN 	XYZ 	Maria Briceno 	1985 	1 	0 	0 	[+]
442. 	GBR 	BCC 	Keyleigh Brogan 	1992 	1 	0 	0 	[+]
443. 	AUS 	XYZ 	Kirsty Broun 	1979 	1 	0 	0 	[+]
444. 	AUS 	XYZ 	Gayle Brownlee 	1974 	1 	0 	0 	[+]
445. 	ESP 	SEF 	Elizabet Bru Clotet 	1995 	1 	0 	0 	[+]
446. 	SUI 	XYZ 	Larissa Brühwiler 	1993 	1 	0 	0 	[+]
447. 	ITA 	VAI 	Carlotta Brui 	1994 	1 	0 	0 	[+]
448. 	NED 	SWA 	Regina Bruins 	1986 	1 	0 	0 	[+]
449. 	POL 	XYZ 	Monika Brzezna 	1991 	1 	0 	0 	[+]
450. 	FRA 	XYZ 	Alessia Bugeia 	1987 	1 	0 	0 	[+]
451. 	FRA 	XYZ 	Alna Burato 	1985 	1 	0 	0 	[+]
452. 	ITA 	MIC 	Vittoria Bussi 	1987 	1 	0 	0 	[+]
453. 	BEL 	XYZ 	Kimberly Buyl 	1988 	1 	0 	0 	[+]
454. 	BEL 	XYZ 	Anje Buysse 	1969 	1 	0 	0 	[+]
455. 	GBR 	XYZ 	Sarah Byrne 	1989 	1 	0 	0 	[+]
456. 	FRA 	XYZ 	Nathalie Cadol 	1972 	1 	0 	0 	[+]
457. 	ITA 	FDA 	Rossella Callovi 	1991 	1 	0 	0 	[+]
458. 	BEL 	XYZ 	Sanne Cant 	1990 	1 	0 	0 	[+]
459. 	AUS 	XYZ 	Alexandra Carle 	1991 	1 	0 	0 	[+]
460. 	BEL 	XYZ 	Bo Carless 	1993 	1 	0 	0 	[+]
461. 	CAN 	PRM 	Joanie Caron 	1984 	1 	0 	0 	[+]
462. 	USA 	XYZ 	Katharine Carroll 	1981 	1 	0 	0 	[+]
463. 	ITA 	XYZ 	Erika Cecchel 	1992 	1 	0 	0 	[+]
464. 	ITA 	TOG 	Silvia Cecchini 	1994 	1 	0 	0 	[+]
465. 	BEL 	SPM 	Dunja Ceulemans 	1989 	1 	0 	0 	[+]
466. 	VEN 	XYZ 	Lilibeth Chacon 	1992 	1 	0 	0 	[+]
467. 	AZE 	XYZ 	Elena Chalykh 	1974 	1 	0 	0 	[+]
468. 	FRA 	FUT 	Oriane Chaumet 	1993 	1 	0 	0 	[+]
469. 	NZL 	XYZ 	Catherine Cheatley 	1983 	1 	0 	0 	[+]
470. 	GBR 	XYZ 	Kara Chesworth 	1972 	1 	0 	0 	[+]
471. 	NZL 	VDK 	Kate Chilcott 	1991 	1 	0 	0 	[+]
472. 	KOR 	XYZ 	Hye Kyeong Choi 	1984 	1 	0 	0 	[+]
473. 	DEN 	XYZ 	Henriette Christensen 	1988 	1 	0 	0 	[+]
474. 	ITA 	XYZ 	Chiara Ciuffini 	1985 	1 	0 	0 	[+]
475. 	AUT 	NOE 	Pelin Cizgin 	1986 	1 	0 	0 	[+]
476. 	NED 	END 	Marjolein Claessen 	1991 	1 	0 	0 	[+]
477. 	USA 	XYZ 	Theresa Cliff-Ryan 	1978 	1 	0 	0 	[+]
478. 	FRA 	XYZ 	Marie-Laure Cloarec 	1984 	1 	0 	0 	[+]
479. 	GBR 	XYZ 	Charlotte Colclough 	1984 	1 	0 	0 	[+]
480. 	GBR 	XYZ 	Nicole Cooke 	1983 	1 	0 	0 	[+]
481. 	NED 	FTZ 	Kirsten Coppens 	1994 	1 	0 	0 	[+]
482. 	ITA 	XYZ 	Martina Corazza 	1979 	1 	0 	0 	[+]
483. 	VEN 	XYZ 	Ludy Correa 	1991 	1 	0 	0 	[+]
484. 	AUS 	XYZ 	Ruth Corset 	1977 	1 	0 	0 	[+]
485. 	BEL 	END 	Shauni Corthout 	1993 	1 	0 	0 	[+]
486. 	DEN 	XYZ 	Betina Cramer 	1978 	1 	0 	0 	[+]
487. 	GBR 	XYZ 	Sarah Cramoysan 	1968 	1 	0 	0 	[+]
488. 	GBR 	XYZ 	Natalie Creswick 	1980 	1 	0 	0 	[+]
489. 	CAN 	XYZ 	Valerie Crete 	1989 	1 	0 	0 	[+]
490. 	FRA 	XYZ 	Sophie Creux 	1981 	1 	0 	0 	[+]
491. 	ITA 	MIC 	Simona Crotti 	1995 	1 	0 	0 	[+]
492. 	USA 	UHC 	Jaquelyn Crowell 	1988 	1 	0 	0 	[+]
493. 	NZL 	XYZ 	Emma Crum 	1989 	1 	0 	0 	[+]
494. 	USA 	XYZ 	Katheryn Curi Matthews 	1974 	1 	0 	0 	[+]
495. 	GBR 	XYZ 	Rebecca Curley 	1981 	1 	0 	0 	[+]
496. 	GBR 	XYZ 	Katie Curtis 	1988 	1 	0 	0 	[+]
497. 	ITA 	MIC 	Azzura D’Intino 	1991 	1 	0 	0 	[+]
498. 	BEL 	XYZ 	Stephanie De Croock 	1979 	1 	0 	0 	[+]
499. 	NED 	XYZ 	Suzanne de Goede 	1984 	1 	0 	0 	[+]
500. 	RSA 	XYZ 	Robyn De Groot 	1982 	1 	0 	0 	[+]
501. 	NED 	DUR 	Jorinda de Heer 	1990 	1 	0 	0 	[+]
502. 	RSA 	XYZ 	Leana De Jager 	1981 	1 	0 	0 	[+]
503. 	NED 	WET 	Tessa de Moyer 	1992 	1 	0 	0 	[+]
504. 	BEL 	XYZ 	Sofie De Nys 	1985 	1 	0 	0 	[+]
505. 	BEL 	WET 	Eline De Roover 	1992 	1 	0 	0 	[+]
506. 	FRA 	XYZ 	Magdalena De Saint Jean 	1970 	1 	0 	0 	[+]
507. 	NED 	XYZ 	Anne de Wildt 	1989 	1 	0 	0 	[+]
508. 	BEL 	KRE 	Evelien Debboudt 	1984 	1 	0 	0 	[+]
509. 	BEL 	KRE 	Lensy Debboudt 	1977 	1 	0 	0 	[+]
510. 	BEL 	KRE 	Sylvia Debboudt 	1979 	1 	0 	0 	[+]
511. 	BEL 	LBL 	Lieselot Decroix 	1987 	1 	0 	0 	[+]
512. 	ITA 	XYZ 	Corinna Defilé 	1994 	1 	0 	0 	[+]
513. 	BEL 	XYZ 	Catherine Delfosse 	1981 	1 	0 	0 	[+]
514. 	FRA 	BRE 	Coralie Demay 	1992 	1 	0 	0 	[+]
515. 	BEL 	KRE 	Valérie Demey 	1994 	1 	0 	0 	[+]
516. 	BEL 	XYZ 	Daisy Depoorter 	1992 	1 	0 	0 	[+]
517. 	BEL 	SPM 	Eveline Dergent 	1992 	1 	0 	0 	[+]
518. 	CAN 	GKS 	Kael Deverell 	1989 	1 	0 	0 	[+]
519. 	AUS 	XYZ 	Irene Digenis 	1981 	1 	0 	0 	[+]
520. 	NED 	XYZ 	Petra Dijkman 	1979 	1 	0 	0 	[+]
521. 	IRL 	COL 	Olivia Dillon 	1973 	1 	0 	0 	[+]
522. 	NED 	XYZ 	Baukje Doedee 	1976 	1 	0 	0 	[+]
523. 	ITA 	XYZ 	Giulia Donato 	1978 	1 	0 	0 	[+]
524. 	CHN 	GPC 	Huang Dong Yan 	1993 	1 	0 	0 	[+]
525. 	NED 	XYZ 	Djoeke Donkers 	1984 	1 	0 	0 	[+]
526. 	USA 	EXG 	Kathryn Donovan 	1982 	1 	0 	0 	[+]
527. 	ITA 	XYZ 	Jasmine Dotti 		1 	0 	0 	[+]
528. 	CAN 	XYZ 	Veronique Drapeau-Zgoralski 	1992 	1 	0 	0 	[+]
529. 	MEX 	FDA 	Ingrid Drexel Clouthier 	1993 	1 	0 	0 	[+]
530. 	UZB 	TPW 	Olga Drobysheva 	1984 	1 	0 	0 	[+]
531. 	RSA 	XYZ 	Karen Dryer 	1989 	1 	0 	0 	[+]
532. 	RSA 	XYZ 	Yolandi Du Toit 	1985 	1 	0 	0 	[+]
533. 	BEL 	XYZ 	Sjoukje Dufoer 	1987 	1 	0 	0 	[+]
534. 	AUS 	XYZ 	Megan Dunn 	1991 	1 	0 	0 	[+]
535. 	GBR 	XYZ 	Gabriella Durrin 	1984 	1 	0 	0 	[+]
536. 	GER 	XYZ 	Sarah Düster 	1982 	1 	0 	0 	[+]
537. 	FRA 	XYZ 	Joanne Duval 	1988 	1 	0 	0 	[+]
538. 	USA 	TIB 	Andrea Dvorak 	1980 	1 	0 	0 	[+]
539. 	AUT 	XYZ 	Verena Eberhardt 	1994 	1 	0 	0 	[+]
540. 	SUI 	BCT 	Désirée Ehrler 	1991 	1 	0 	0 	[+]
541. 	ISR 	XYZ 	Michal Ella 	1987 	1 	0 	0 	[+]
542. 	NED 	XYZ 	Karen Elzing 	1993 	1 	0 	0 	[+]
543. 	ESP 	MIC 	Mireia Epelde Bikendi 	1985 	1 	0 	0 	[+]
544. 	RSA 	XYZ 	Lindi Erasmus 	1977 	1 	0 	0 	[+]
545. 	NED 	PHV 	Aafke Eshuis 	1987 	1 	0 	0 	[+]
546. 	ESP 	BPD 	Dorleta Eskamendi Gil 	1992 	1 	0 	0 	[+]
547. 	DEN 	XYZ 	Mia Eskebjerg 	1980 	1 	0 	0 	[+]
548. 	NED 	XYZ 	Anne Eversdijk 	1989 	1 	0 	0 	[+]
549. 	FRA 	XYZ 	Lisa Fabien 	1993 	1 	0 	0 	[+]
550. 	ITA 	XYZ 	Irene Falorni 	1990 	1 	0 	0 	[+]
551. 	ITA 	XYZ 	Francesca Faustini 	1988 	1 	0 	0 	[+]
552. 	ITA 	XYZ 	Chiara Favaron Bissoli 	1992 	1 	0 	0 	[+]
553. 	FRA 	XYZ 	Mathilde Favre 	1993 	1 	0 	0 	[+]
554. 	IRI 	TPW 	Niknaz Fazeli 	1989 	1 	0 	0 	[+]
555. 	GBR 	XYZ 	Katie Fearnehough 	1991 	1 	0 	0 	[+]
556. 	BRA 	BPD 	Clemilda Fernandes Silva 	1979 	1 	0 	0 	[+]
557. 	BRA 	BPK 	Marcia Fernandes Silva 	1991 	1 	0 	0 	[+]
558. 	FRA 	XYZ 	Melanie Ferrand 	1991 	1 	0 	0 	[+]
559. 	ITA 	XYZ 	Isabella Ferrari 	1994 	1 	0 	0 	[+]
560. 	NED 	XYZ 	Sanne Fictoor 	1977 	1 	0 	0 	[+]
561. 	GER 	XYZ 	Yvonne Fiedler 	1986 	1 	0 	0 	[+]
562. 	GER 	XYZ 	Anna Fischer 	1983 	1 	0 	0 	[+]
563. 	USA 	DNA 	Heather Fischer 	1988 	1 	0 	0 	[+]
564. 	ITA 	XYZ 	Lorena Foresi 	1988 	1 	0 	0 	[+]
565. 	CAN 	XYZ 	Veronique Fortin 	1980 	1 	0 	0 	[+]
566. 	GER 	XYZ 	Laura Fouquet 	1991 	1 	0 	0 	[+]
567. 	ESP 	XYZ 	Andrea Fraile 	1993 	1 	0 	0 	[+]
568. 	SLO 	BTC 	Sara Frece 	1984 	1 	0 	0 	[+]
569. 	SWE 	XYZ 	Linea Fredäng 	1982 	1 	0 	0 	[+]
570. 	ITA 	XYZ 	Elisa Frisoni 	1985 	1 	0 	0 	[+]
571. 	AUS 	XYZ 	Rowena Fry 	1982 	1 	0 	0 	[+]
572. 	DEN 	XYZ 	Mette Fugl Rasmussen 	1980 	1 	0 	0 	[+]
573. 	NOR 	XYZ 	Elin Fylkesnes 	1975 	1 	0 	0 	[+]
574. 	USA 	EXG 	Amber Gaffney 	1982 	1 	0 	0 	[+]
575. 	ISR 	XYZ 	Roten Gafinovitz 	1992 	1 	0 	0 	[+]
576. 	USA 	XYZ 	Whitney Gaggioli 	1988 	1 	0 	0 	[+]
577. 	FRA 	XYZ 	Sylvie Gaillon 	1972 	1 	0 	0 	[+]
578. 	ESP 	XYZ 	Leticia Galan 	1990 	1 	0 	0 	[+]
579. 	AUS 	XYZ 	Myfanwy Galloway 	1990 	1 	0 	0 	[+]
580. 	ESP 	XYZ 	Debora Galvez 	1985 	1 	0 	0 	[+]
581. 	UKR 	XYZ 	Svitlana Galyuk 	1987 	1 	0 	0 	[+]
582. 	ITA 	XYZ 	Lisa Gamba 	1994 	1 	0 	0 	[+]
583. 	FRA 	XYZ 	Kelly Gambier 	1988 	1 	0 	0 	[+]
584. 	CHN 	XYZ 	Min Gao 	1982 	1 	0 	0 	[+]
585. 	VEN 	XYZ 	Keyla Garcia 	1992 	1 	0 	0 	[+]
586. 	ESP 	XYZ 	Ana Garcia Antequera 	1981 	1 	0 	0 	[+]
587. 	VEN 	XYZ 	Danielys Garcia Buitrago 	1986 	1 	0 	0 	[+]
588. 	ARG 	PZC 	Evelyn Garcia 	1982 	1 	0 	0 	[+]
589. 	ESP 	XYZ 	Arantxa Garcia Morte 	1990 	1 	0 	0 	[+]
590. 	AUT 	NOE 	Astrid Gassner 	1995 	1 	0 	0 	[+]
591. 	ITA 	XYZ 	Viviana Gatto 	1992 	1 	0 	0 	[+]
592. 	BEL 	XYZ 	Anja Geldhof 	1973 	1 	0 	0 	[+]
593. 	IRL 	END 	Michelle Geoghegan 	1982 	1 	0 	0 	[+]
594. 	NED 	XYZ 	Alie Gercama 	1990 	1 	0 	0 	[+]
595. 	USA 	XYZ 	Christa Ghent 	1990 	1 	0 	0 	[+]
596. 	ITA 	XYZ 	Huda Ghrairi 	1993 	1 	0 	0 	[+]
597. 	ESP 	XYZ 	Leticia Gil Parra 	1982 	1 	0 	0 	[+]
598. 	BEL 	SPM 	Tara Gins 	1990 	1 	0 	0 	[+]
599. 	NED 	XYZ 	Jessica Glasbergen 	1979 	1 	0 	0 	[+]
600. 	ITA 	XYZ 	Rossella Gobbo 	1991 	1 	0 	0 	[+]
601. 	LUX 	TPW 	Beatrice Godart 	1989 	1 	0 	0 	[+]
602. 	LUX 	TPW 	Suzie Godart 	1962 	1 	0 	0 	[+]
603. 	USA 	XYZ 	Christina Gokey-Smith 	1973 	1 	0 	0 	[+]
604. 	VEN 	TPW 	Sandra Gomez 	1971 	1 	0 	0 	[+]
605. 	RUS 	XYZ 	Alexandra Goncharova 	1992 	1 	0 	0 	[+]
606. 	GUA 	TPW 	Maribel Gonzales 	1992 	1 	0 	0 	[+]
607. 	VEN 	XYZ 	Angie Gonzales Garcia 	1981 	1 	0 	0 	[+]
608. 	ESP 	LKT 	Lucia Gonzalez Blanco 	1990 	1 	0 	0 	[+]
609. 	BEL 	XYZ 	Joline Goossens 	1985 	1 	0 	0 	[+]
610. 	USA 	NOW 	Devon Gorry 	1981 	1 	0 	0 	[+]
611. 	AUS 	XYZ 	Belinda Goss 	1984 	1 	0 	0 	[+]
612. 	DEN 	XYZ 	Cathrine Grage 	1976 	1 	0 	0 	[+]
613. 	GBR 	XYZ 	Emma Grant 	1991 	1 	0 	0 	[+]
614. 	GBR 	XYZ 	Alex Greenfield 	1990 	1 	0 	0 	[+]
615. 	AUS 	XYZ 	Miranda Griffiths 	1981 	1 	0 	0 	[+]
616. 	ITA 	TOG 	Sara Grifi 	1988 	1 	0 	0 	[+]
617. 	ITA 	TOG 	Natasha Grillo 	1995 	1 	0 	0 	[+]
618. 	RSA 	XYZ 	Nicci-Mari Grobler 	1989 	1 	0 	0 	[+]
619. 	SUI 	XYZ 	Valentine Groß 	1991 	1 	0 	0 	[+]
620. 	HKG 	XYZ 	Hui Li Gu 	1989 	1 	0 	0 	[+]
621. 	CHN 	GPC 	Linfang Guo 	1992 	1 	0 	0 	[+]
622. 	ESP 	LKT 	Sheyla Gutierrez 	1994 	1 	0 	0 	[+]
623. 	CAN 	XYZ 	Anne Guzman 	1975 	1 	0 	0 	[+]
624. 	NED 	XYZ 	Alike Haanstra 	1989 	1 	0 	0 	[+]
625. 	MRI 	XYZ 	Aurelie Halbwachs 		1 	0 	0 	[+]
626. 	GBR 	MFP 	Corrine Hall 	1991 	1 	0 	0 	[+]
627. 	USA 	UHC 	Katherine Hall 	1987 	1 	0 	0 	[+]
628. 	AUS 	XYZ 	Amber Halliday 	1979 	1 	0 	0 	[+]
629. 	GBR 	XYZ 	Pippa Handley 	1978 	1 	0 	0 	[+]
630. 	DEN 	XYZ 	Nikoline Hansen 	1987 	1 	0 	0 	[+]
631. 	CAN 	GKS 	Anna Harkowska 	1980 	1 	0 	0 	[+]
632. 	GER 	XYZ 	Manuela Hartl 	1975 	1 	0 	0 	[+]
633. 	USA 	XYZ 	Liz Hatch 	1980 	1 	0 	0 	[+]
634. 	NOR 	HPU 	Tone Hatteland Lima 	1979 	1 	0 	0 	[+]
635. 	RSA 	XYZ 	Hanlie Hattingh 	1989 	1 	0 	0 	[+]
636. 	USA 	XYZ 	Danielle Haulman 	1990 	1 	0 	0 	[+]
637. 	USA 	XYZ 	Lauren Hecht 	1987 	1 	0 	0 	[+]
638. 	FRA 	XYZ 	Elodie Hegoburu 	1989 	1 	0 	0 	[+]
639. 	NED 	XYZ 	Anne Heijkoop 	1988 	1 	0 	0 	[+]
640. 	NED 	XYZ 	Annika Heijnen 	1988 	1 	0 	0 	[+]
641. 	BEL 	XYZ 	Ludivine Henrion 	1984 	1 	0 	0 	[+]
642. 	MEX 	XYZ 	Monica Hernandez 	1985 	1 	0 	0 	[+]
643. 	GER 	XYZ 	Melanie Hessling 	1982 	1 	0 	0 	[+]
644. 	AUT 	SQS 	Julia Hilber 	1994 	1 	0 	0 	[+]
645. 	NZL 	XYZ 	Yvette Hill-Willis 	1979 	1 	0 	0 	[+]
646. 	NOR 	XYZ 	Gunn Hilleren 	1967 	1 	0 	0 	[+]
647. 	AUS 	XYZ 	Kendelle Hodges 	1991 	1 	0 	0 	[+]
648. 	NED 	XYZ 	Maaike Hoek 	1991 	1 	0 	0 	[+]
649. 	LUX 	LBL 	Chantal Hoffmann 	1987 	1 	0 	0 	[+]
650. 	GER 	XYZ 	Sarah-Lena Hofmann 	1992 	1 	0 	0 	[+]
651. 	SUI 	XYZ 	Jennifer Hohl 	1986 	1 	0 	0 	[+]
652. 	GBR 	XYZ 	Alli Holland 	1974 	1 	0 	0 	[+]
653. 	SWE 	XYZ 	Monica Holler 	1984 	1 	0 	0 	[+]
654. 	ITA 	XYZ 	Andreja Holsedl 	1989 	1 	0 	0 	[+]
655. 	NZL 	XYZ 	Melissa Holt 	1976 	1 	0 	0 	[+]
656. 	GBR 	BCC 	Ella Hopkins 	1990 	1 	0 	0 	[+]
657. 	IRL 	XYZ 	Siobhan Horgan 	1978 	1 	0 	0 	[+]
658. 	GBR 	BCC 	Ciara Horne 	1989 	1 	0 	0 	[+]
659. 	NOR 	XYZ 	Camilla Hott-Johansen 	1969 	1 	0 	0 	[+]
660. 	GBR 	XYZ 	Wendy Houvenaghel 	1974 	1 	0 	0 	[+]
661. 	CZE 	BCT 	Katarina Hranaiova 	1984 	1 	0 	0 	[+]
