	Country 	UCI Team 	UCI Cat 	Rider 	Born 	Price 	Prev 	Score ↓ 	
96. 	BLR 	BSE 	PROF 	Yauheni Hutarovich 	1983 	8 	546 	430 	[+]
97. 	EST 	AST 	WT 	Rein Taaramäe 	1987 	4 	165 	425 	[+]
98. 	ITA 	MTN 	PROF 	Kristian Sbaragli 	1990 	2 	200 	424 	[+]
99. 	CZE 	SKY 	WT 	Leopold König 	1987 	8 	389 	419 	[+]
100. 	SUI 	OGE 	WT 	Michael Albasini 	1980 	10 	681 	408 	[+]
101. 	SUI 	TFR 	WT 	Fabian Cancellara 	1981 	24 	1534 	405 	[+]
102. 	POR 	LAM 	WT 	Nelson Oliveira 	1989 	6 	385 	405 	[+]
103. 	USA 	BMC 	WT 	Tejay van Garderen 	1988 	18 	910 	402 	[+]
104. 	FRA 	IAM 	WT 	Jérôme Coppel 	1986 	1 	50 	399 	[+]
105. 	SUI 	IAM 	WT 	Martin Elmiger 	1978 	4 	190 	395 	[+]
106. 	FRA 	BSE 	PROF 	Florian Vachon 	1985 	2 	150 	395 	[+]
107. 	FRA 	TGA 	WT 	Warren Barguil 	1991 	12 	425 	390 	[+]
108. 	CZE 	BOA 	PROF 	Jan Barta 	1984 	6 	380 	390 	[+]
109. 	RUS 	KAT 	WT 	Yury Trofimov 	1984 	4 	225 	387 	[+]
110. 	NED 	TGA 	WT 	Ramon Sinkeldam 	1989 	6 	255 	385 	[+]
111. 	ITA 	YEL 	PROF 	Manuel Belletti 	1985 	2 	145 	385 	[+]
112. 	BEL 	LTS 	WT 	Bart De Clercq 	1986 	1 	0 	382 	[+]
113. 	AUT 	KAT 	WT 	Marko Haller 	1991 	1 	60 	380 	[+]
114. 	BEL 	TSV 	PROF 	Jelle Wallays 	1989 	10 	356 	378 	[+]
115. 	FRA 	ALM 	WT 	Alexis Vuillermoz 	1988 	4 	220 	375 	[+]
116. 	USA 	TCG 	WT 	Andrew Talansky 	1988 	14 	380 	370 	[+]
117. 	LUX 	TFR 	WT 	Bob Jungels 	1992 	2 	69 	370 	[+]
118. 	FRA 	ALM 	WT 	Pierre Latour 	1993 	1 	20 	370 	[+]
119. 	FRA 	ALM 	WT 	Alexis Gougeard 	1993 	1 	1 	370 	[+]
120. 	BEL 	EQS 	WT 	Stijn Vandenbergh 	1984 	10 	620 	360 	[+]
121. 	BEL 	LTS 	WT 	Jurgen Van Den Broeck 	1983 	6 	270 	360 	[+]
122. 	SUI 	IAM 	WT 	Mathias Frank 	1986 	12 	740 	355 	[+]
123. 	ITA 	BMC 	WT 	Daniel Oss 	1987 	2 	85 	354 	[+]
124. 	FRA 	COF 	PROF 	Rudy Molard 	1989 	2 	165 	350 	[+]
125. 	ESP 	CJR 	PROF 	Omar Fraile 	1990 	1 	60 	344 	[+]
126. 	GBR 	SKY 	WT 	Ben Swift 	1987 	18 	717 	339 	[+]
127. 	SUI 	BMC 	WT 	Silvan Dillier 	1990 	10 	465 	335 	[+]
128. 	ITA 	AST 	WT 	Michele Scarponi 	1979 	4 	50 	335 	[+]
129. 	ITA 	NIP 	PROF 	Damiano Cunego 	1981 	6 	325 	330 	[+]
130. 	GBR 	SKY 	WT 	Luke Rowe 	1990 	1 	60 	328 	[+]
131. 	BEL 	TLJ 	WT 	Tom Van Asbroeck 	1990 	18 	1040 	324 	[+]
132. 	IRL 	BOA 	PROF 	Sam Bennett 	1990 	8 	500 	320 	[+]
133. 	SLO 	CCC 	PROF 	Grega Bole 	1985 	2 	150 	320 	[+]
134. 	SUI 	BMC 	WT 	Stefan Küng 	1993 	1 	0 	320 	[+]
135. 	FRA 	COF 	PROF 	Christophe Laporte 	1992 	1 	0 	320 	[+]
136. 	GBR 	MTN 	PROF 	Stephen Cummings 	1981 	2 	130 	312 	[+]
137. 	NED 	TCG 	WT 	Dylan van Baarle 	1992 	8 	250 	311 	[+]
138. 	FRA 	ALM 	WT 	Samuel Dumoulin 	1980 	4 	205 	310 	[+]
139. 	GER 	CLT 	PROF 	Linus Gerdemann 	1982 	1 	0 	310 	[+]
140. 	ITA 	YEL 	PROF 	Andrea Fedi 	1991 	4 	215 	305 	[+]
141. 	BEL 	RLM 	CONT 	Baptiste Planckaert 	1988 	2 	195 	305 	[+]
142. 	FRA 	M13 	CONT 	Julien Loubet 	1985 	1 	0 	305 	[+]
143. 	ITA 	BMC 	WT 	Damiano Caruso 	1987 	8 	475 	301 	[+]
144. 	ESP 	BMC 	WT 	Samuel Sanchez 	1978 	8 	527 	300 	[+]
145. 	BEL 	OGE 	WT 	Jens Keukeleire 	1988 	4 	220 	297 	[+]
146. 	BEL 	WGG 	PROF 	Björn Leukemans 	1977 	8 	500 	295 	[+]
147. 	NZL 	BOA 	PROF 	Shane Archbold 	1989 	1 	20 	295 	[+]
148. 	GBR 	SKY 	WT 	Ian Stannard 	1987 	6 	265 	293 	[+]
149. 	POL 	CCC 	PROF 	Maciej Paterski 	1986 	2 	190 	292 	[+]
150. 	DEN 	TCS 	WT 	Christopher Juul Jensen 	1989 	2 	114 	290 	[+]
151. 	FRA 	BSE 	PROF 	Pierrick Fedrigo 	1978 	1 	40 	290 	[+]
152. 	ITA 	MOV 	WT 	Giovanni Visconti 	1983 	4 	130 	289 	[+]
153. 	NED 	TLJ 	WT 	Mike Teunissen 	1992 	1 	0 	289 	[+]
154. 	ITA 	AST 	WT 	Andrea Guardini 	1989 	6 	236 	285 	[+]
155. 	ITA 	LAM 	WT 	Davide Cimolai 	1989 	1 	110 	285 	[+]
156. 	BEL 	LTS 	WT 	Tosh Van der Sande 	1990 	2 	100 	285 	[+]
157. 	NED 	ROO 	PROF 	Maurits Lammertink 	1990 	1 	0 	285 	[+]
158. 	AUS 	OGE 	WT 	Simon Gerrans 	1980 	24 	1530 	283 	[+]
159. 	ITA 	EQS 	WT 	Gianluca Brambilla 	1987 	1 	32 	282 	[+]
160. 	ITA 	YEL 	PROF 	Mauro Finetto 	1985 	8 	540 	280 	[+]
161. 	USA 	TCG 	WT 	Joe Dombrowski 	1991 	4 	0 	270 	[+]
162. 	GER 	TGA 	WT 	Simon Geschke 	1986 	8 	595 	265 	[+]
163. 	BEL 	IAM 	WT 	Jonas Van Genechten 	1986 	8 	370 	265 	[+]
164. 	ITA 	AND 	PROF 	Oscar Gatto 	1985 	4 	200 	265 	[+]
165. 	BEL 	WIL 	CONT 	Dimitri Claeys 	1987 	1 	0 	265 	[+]
166. 	NED 	ROO 	PROF 	Dylan Groenewegen 	1993 	1 	0 	265 	[+]
167. 	GBR 	SKY 	WT 	Bradley Wiggins 	1980 	10 	967 	260 	[+]
168. 	ESP 	CJR 	PROF 	Eduard Prades 	1987 	1 	30 	260 	[+]
169. 	NED 	TLJ 	WT 	Moreno Hofland 	1991 	8 	465 	255 	[+]
170. 	ESP 	MOV 	WT 	Jose Joaquin Rojas 	1985 	4 	245 	255 	[+]
171. 	POL 	TCS 	WT 	Maciej Bodnar 	1985 	2 	115 	250 	[+]
172. 	ITA 	KAT 	WT 	Luca Paolini 	1977 	4 	40 	250 	[+]
173. 	ROU 	NIP 	PROF 	Eduard Michael Grosu 	1992 	1 	20 	250 	[+]
174. 	BEL 	LTS 	WT 	Sean De Bie 	1991 	1 	0 	250 	[+]
175. 	COL 	AST 	WT 	Miguel Angel Lopez 	1994 	2 	0 	248 	[+]
176. 	BEL 	TSV 	PROF 	Victor Campenaerts 	1991 	1 	6 	243 	[+]
177. 	EST 	AST 	WT 	Tanel Kangert 	1987 	2 	41 	241 	[+]
178. 	BEL 	WIL 	CONT 	Gaëtan Bille 	1988 	1 	10 	240 	[+]
179. 	ESP 	LAM 	WT 	Rafael Valls 	1987 	1 	10 	240 	[+]
180. 	POR 	KAT 	WT 	Tiago Machado 	1985 	10 	644 	235 	[+]
181. 	GER 	TGA 	WT 	Nikias Arndt 	1991 	2 	90 	235 	[+]
182. 	LTU 	M13 	CONT 	Ignatas Konovalovas 	1985 	1 	20 	235 	[+]
183. 	ESP 	MOV 	WT 	Juan Jose Lobato 	1988 	14 	720 	232 	[+]
184. 	KAZ 	AST 	WT 	Alexey Lutsenko 	1992 	2 	121 	230 	[+]
185. 	ESP 	EFG 	CONT 	Victor De La Parte 	1986 	1 	0 	230 	[+]
186. 	ESP 	LAM 	WT 	Ruben Plaza 	1980 	1 	0 	230 	[+]
187. 	BEL 	EQS 	WT 	Gianni Meersman 	1985 	16 	810 	229 	[+]
188. 	ESP 	KAT 	WT 	Angel Vicioso 	1977 	1 	15 	228 	[+]
189. 	RSA 	OGE 	WT 	Daryl Impey 	1984 	12 	495 	227 	[+]
190. 	ITA 	TCS 	WT 	Manuele Boaro 	1987 	2 	120 	225 	[+]
191. 	BEL 	TFR 	WT 	Stijn Devolder 	1979 	2 	80 	225 	[+]
192. 	CRO 	LAM 	WT 	Kristijan Durasek 	1987 	1 	80 	225 	[+]
193. 	ERI 	MTN 	PROF 	Natnael Berhane 	1991 	2 	115 	224 	[+]
194. 	AUS 	OGE 	WT 	Caleb Ewan 	1994 	6 	20 	222 	[+]
195. 	USA 	BMC 	WT 	Taylor Phinney 	1990 	6 	250 	220 	[+]
196. 	ITA 	TCG 	WT 	Davide Formolo 	1992 	6 	240 	220 	[+]
197. 	ESP 	MOV 	WT 	Jesus Herrada 	1990 	4 	295 	219 	[+]
198. 	NOR 	SKY 	WT 	Lars Nordhaug 	1984 	4 	210 	215 	[+]
199. 	BEL 	LTS 	WT 	Boris Vallee 	1993 	1 	50 	210 	[+]
200. 	IRL 	SKY 	WT 	Nicholas Roche 	1984 	12 	339 	208 	[+]
201. 	RUS 	KAT 	WT 	Sergey Lagutin 	1981 	2 	138 	206 	[+]
202. 	ITA 	WGG 	PROF 	Enrico Gasparotto 	1982 	6 	360 	205 	[+]
203. 	ESP 	CJR 	PROF 	Amets Txurruka 	1982 	1 	20 	204 	[+]
204. 	ITA 	TCG 	WT 	Moreno Moser 	1990 	4 	0 	201 	[+]
205. 	EST 	COF 	PROF 	Gert Joeaar 	1987 	6 	290 	200 	[+]
206. 	ROU 	AND 	PROF 	Serghei Tvetcov 	1988 	2 	210 	200 	[+]
207. 	ETH 	LAM 	WT 	Tsgabu Gebremariam Grmay 	1991 	4 	200 	200 	[+]
208. 	BEL 	COF 	PROF 	Michael Van Staeyen 	1988 	4 	160 	200 	[+]
209. 	FRA 	FDJ 	WT 	Anthony Roux 	1987 	2 	155 	200 	[+]
210. 	NED 	ROO 	PROF 	Raymond Kreder 	1989 	1 	145 	200 	[+]
211. 	TUN 	SKD 	CONT 	Rafaa Chtioui 	1986 	2 	100 	200 	[+]
212. 	BEL 	BMC 	WT 	Dylan Teuns 	1992 	2 	70 	200 	[+]
213. 	SLO 	LAM 	WT 	Jan Polanc 	1992 	1 	20 	200 	[+]
214. 	BEL 	MTN 	PROF 	Serge Pauwels 	1983 	1 	10 	200 	[+]
215. 	ERI 	MTN 	PROF 	Daniel Teklehaimanot 	1988 	1 	10 	200 	[+]
216. 	DEN 	TCS 	WT 	Chris Anker Sørensen 	1984 	2 	4 	200 	[+]
217. 	BUL 	CCC 	PROF 	Nikolay Mihaylov 	1988 	1 	4 	200 	[+]
218. 	MAR 	SKD 	CONT 	Soufiane Haddi 	1991 	1 	0 	200 	[+]
219. 	DEN 	TCS 	WT 	Jesper Hansen 	1990 	1 	0 	200 	[+]
220. 	NED 	TLJ 	WT 	Martijn Keizer 	1988 	1 	12 	199 	[+]
221. 	NED 	LTS 	WT 	Pim Ligthart 	1988 	2 	90 	195 	[+]
222. 	CAN 	OPM 	CONT 	Michael Woods 	1986 	1 	0 	195 	[+]
223. 	AUT 	IAM 	WT 	Matthias Brändle 	1989 	4 	420 	194 	[+]
224. 	COL 	BMC 	WT 	Darwin Atapuma 	1988 	2 	0 	191 	[+]
225. 	FRA 	ALM 	WT 	Jean-Christophe Peraud 	1977 	16 	1050 	190 	[+]
226. 	ITA 	KAT 	WT 	Giampaolo Caruso 	1980 	4 	490 	190 	[+]
227. 	GBR 	SKY 	WT 	Peter Kennaugh 	1989 	10 	470 	190 	[+]
228. 	SLO 	ADR 	CONT 	Primož Roglič 	1989 	1 	0 	190 	[+]
229. 	BEL 	EQS 	WT 	Iljo Keisse 	1982 	2 	100 	186 	[+]
230. 	BEL 	LTS 	WT 	Maxime Monfort 	1983 	4 	180 	185 	[+]
231. 	CZE 	EQS 	WT 	Petr Vakoc 	1992 	2 	114 	184 	[+]
232. 	LAT 	IAM 	WT 	Aleksejs Saramotins 	1982 	2 	90 	184 	[+]
233. 	LUX 	TFR 	WT 	Fränk Schleck 	1980 	6 	365 	180 	[+]
234. 	AUS 	IAM 	WT 	Heinrich Haussler 	1984 	8 	330 	180 	[+]
235. 	BEL 	WBC 	CONT 	Antoine Demoitie 	1990 	2 	130 	180 	[+]
236. 	FRA 	FDJ 	WT 	Marc Sarreau 	1993 	1 	20 	180 	[+]
237. 	ITA 	AST 	WT 	Paolo Tiralongo 	1977 	1 	20 	179 	[+]
238. 	RUS 	KAT 	WT 	Anton Vorobyev 	1990 	6 	260 	177 	[+]
239. 	SUI 	BMC 	WT 	Danilo Wyss 	1985 	1 	7 	176 	[+]
240. 	DEN 	TBW 	CONT 	Asbjorn Kragh Andersen 	1992 	1 	15 	175 	[+]
241. 	BEL 	RLM 	CONT 	Timothy Dupont 	1987 	1 	0 	175 	[+]
242. 	FRA 	VER 	CONT 	Justin Jules 	1986 	1 	0 	175 	[+]
243. 	NED 	TLJ 	WT 	Bert-Jan Lindeman 	1989 	4 	240 	174 	[+]
244. 	UKR 	AST 	WT 	Andriy Grivko 	1983 	4 	141 	172 	[+]
245. 	ITA 	ALM 	WT 	Matteo Montaguti 	1984 	4 	206 	170 	[+]
246. 	FRA 	BSE 	PROF 	Armindo Fonseca 	1989 	2 	110 	170 	[+]
247. 	FRA 	EUC 	PROF 	Thomas Boudat 	1994 	1 	0 	170 	[+]
248. 	NED 	TLJ 	WT 	Jos van Emden 	1985 	2 	160 	166 	[+]
249. 	FRA 	IAM 	WT 	Sylvain Chavanel 	1979 	18 	1075 	165 	[+]
250. 	ITA 	AND 	PROF 	Franco Pellizotti 	1978 	6 	435 	165 	[+]
251. 	AUS 	OGE 	WT 	Luke Durbridge 	1991 	4 	216 	165 	[+]
252. 	POL 	ONE 	CONT 	Marcin Bialoblocki 	1983 	1 	0 	165 	[+]
253. 	COL 	IAM 	WT 	Jarlinson Pantano 	1988 	2 	75 	164 	[+]
254. 	RUS 	KAT 	WT 	Alexei Tsatevich 	1989 	6 	295 	162 	[+]
255. 	BEL 	TGA 	WT 	Zico Waeytens 	1991 	2 	95 	160 	[+]
256. 	FRA 	COF 	PROF 	Stéphane Rossetto 	1987 	1 	50 	160 	[+]
257. 	LTU 	SKT 	CONT 	Aidis Kruopis 	1986 	1 	0 	160 	[+]
258. 	ESP 	CJR 	PROF 	Pello Bilbao 	1990 	2 	160 	159 	[+]
259. 	ESP 	CJR 	PROF 	David Arroyo 	1980 	1 	65 	159 	[+]
260. 	ITA 	SKY 	WT 	Salvatore Puccio 	1989 	4 	224 	155 	[+]
261. 	ITA 	WGG 	PROF 	Danilo Napolitano 	1981 	2 	190 	155 	[+]
262. 	DEN 	LTS 	WT 	Lars Ytting Bak 	1980 	1 	70 	155 	[+]
263. 	POL 	EQS 	WT 	Michal Golas 	1984 	4 	205 	150 	[+]
264. 	FRA 	RLM 	CONT 	Rudy Barbier 	1992 	1 	45 	150 	[+]
265. 	NED 	TGA 	WT 	Roy Curvers 	1979 	1 	0 	150 	[+]
266. 	ESP 	MOV 	WT 	Jose Herrada 	1985 	2 	0 	149 	[+]
267. 	NZL 	TFR 	WT 	Jesse Sergent 	1988 	4 	269 	148 	[+]
268. 	FRA 	BMC 	WT 	Amaël Moinard 	1982 	1 	20 	148 	[+]
269. 	NED 	ROO 	PROF 	Marc de Maar 	1984 	2 	95 	145 	[+]
270. 	AUT 	TGA 	WT 	Georg Preidler 	1990 	1 	30 	145 	[+]
271. 	GER 	TGA 	WT 	Marcel Kittel 	1988 	24 	1160 	143 	[+]
272. 	GER 	BOA 	PROF 	Emanuel Buchmann 	1992 	1 	0 	143 	[+]
273. 	BEL 	EQS 	WT 	Guillaume Van Keirsbulck 	1991 	10 	455 	140 	[+]
274. 	FRA 	EUC 	PROF 	Thomas Voeckler 	1979 	6 	285 	140 	[+]
275. 	ITA 	BAR 	PROF 	Francesco Bongiorno 	1990 	4 	225 	140 	[+]
276. 	ITA 	IAM 	WT 	Matteo Pelucchi 	1989 	2 	170 	140 	[+]
277. 	RUS 	RVL 	PROF 	Artem Ovechkin 	1986 	1 	118 	140 	[+]
278. 	SWE 	CLT 	PROF 	Gustav Erik Larsson 	1980 	2 	55 	140 	[+]
279. 	FRA 	AUB 	CONT 	Steven Tronet 	1986 	1 	20 	140 	[+]
280. 	AUS 	DPC 	PROF 	Lachlan Norris 	1987 	1 	10 	140 	[+]
281. 	ITA 	YEL 	PROF 	Francesco Gavazzi 	1984 	2 	160 	135 	[+]
282. 	SUI 	IAM 	WT 	Sebastien Reichenbach 	1989 	2 	120 	135 	[+]
283. 	ITA 	BMC 	WT 	Manuel Quinziato 	1979 	1 	80 	134 	[+]
284. 	POR 	BOA 	PROF 	Jose Joao Mendes 	1985 	1 	4 	133 	[+]
285. 	ITA 	BMC 	WT 	Alessandro De Marchi 	1986 	6 	270 	131 	[+]
286. 	POL 	LAM 	WT 	Przemyslaw Niemiec 	1980 	4 	300 	130 	[+]
287. 	FRA 	COF 	PROF 	Julien Simon 	1985 	4 	280 	130 	[+]
288. 	AUS 	TCG 	WT 	Nathan Haas 	1989 	4 	150 	130 	[+]
289. 	GBR 	BOA 	PROF 	Scott Thwaites 	1990 	2 	130 	130 	[+]
290. 	ITA 	BAR 	PROF 	Nicola Boem 	1989 	1 	25 	130 	[+]
291. 	NZL 	TCG 	WT 	Jack Bauer 	1985 	1 	20 	130 	[+]
292. 	CAN 	SSC 	CONT 	Rob Britton 	1984 	1 	10 	130 	[+]
293. 	FRA 	COF 	PROF 	Nicolas Edet 	1987 	1 	0 	130 	[+]
294. 	CZE 	CCC 	PROF 	Jan Hirt 	1991 	1 	0 	130 	[+]
295. 	FRA 	EUC 	PROF 	Fabrice Jeandesboz 	1984 	1 	0 	130 	[+]
296. 	NED 	ROO 	PROF 	André Looij 	1995 	1 	0 	130 	[+]
297. 	POL 	TRK 	CONT 	Tomasz Marczynski 	1984 	1 	0 	130 	[+]
298. 	ALG 	MTN 	PROF 	Youcef Reguigui 	1990 	1 	0 	129 	[+]
299. 	BEL 	EQS 	WT 	Nikolas Maes 	1986 	4 	130 	127 	[+]
300. 	AUS 	OGE 	WT 	Michael Hepburn 	1991 	1 	65 	125 	[+]
301. 	RUS 	RVL 	PROF 	Sergey Firsanov 	1982 	1 	0 	125 	[+]
302. 	SVK 	TCS 	WT 	Michal Kolar 	1992 	1 	0 	125 	[+]
303. 	RUS 	TCS 	WT 	Nikolai Trussov 	1985 	1 	0 	125 	[+]
