	Country 	Trade Team 	Rider 	Born 	Price 	Prev 	Score ↓ 	
665. 	GBR 	XYZ 	Hannah Layland 	1994 	1 	0 	0 	[+]
666. 	ESP 	XYZ 	Eva Ledesma 	1976 	1 	0 	0 	[+]
667. 	BEL 	XYZ 	Els Leemans 	1990 	1 	0 	0 	[+]
668. 	BEL 	XYZ 	Sofie Leemans 	1992 	1 	0 	0 	[+]
669. 	NED 	XYZ 	Marte Lenferink 	1991 	1 	0 	0 	[+]
670. 	GER 	XYZ 	Lisa Lengauer 	1991 	1 	0 	0 	[+]
671. 	NED 	XYZ 	Charlotte Lenting 	1992 	1 	0 	0 	[+]
672. 	FRA 	FUT 	Jenifer Letue 	1990 	1 	0 	0 	[+]
673. 	ESP 	XYZ 	Itxaso Leunda 	1984 	1 	0 	0 	[+]
674. 	CHN 	XYZ 	Chen Li 	1987 	1 	0 	0 	[+]
675. 	CHN 	GPC 	Hongyu Liang 	1990 	1 	0 	0 	[+]
676. 	RUS 	XYZ 	Elena Lichmanova 	1991 	1 	0 	0 	[+]
677. 	AUS 	XYZ 	Carly Light 	1985 	1 	0 	0 	[+]
678. 	FIN 	XYZ 	Laura Lilja 	1990 	1 	0 	0 	[+]
679. 	SWE 	XYZ 	Marie Lindberg 	1987 	1 	0 	0 	[+]
680. 	CHN 	GPC 	Xiao Hui Liu 	1989 	1 	0 	0 	[+]
681. 	FRA 	XYZ 	Jessica Livet 	1992 	1 	0 	0 	[+]
682. 	ESP 	BPD 	Elena Lloret 	1994 	1 	0 	0 	[+]
683. 	BEL 	LBL 	Steffi Lodewijks 	1993 	1 	0 	0 	[+]
684. 	BEL 	XYZ 	Kim Lodewijkx 		1 	0 	0 	[+]
685. 	CAN 	COL 	Heather Logan-Sprenger 	1982 	1 	0 	0 	[+]
686. 	SUI 	XYZ 	Catherine Lohri 	1976 	1 	0 	0 	[+]
687. 	ESP 	XYZ 	Rocio Loureda 	1991 	1 	0 	0 	[+]
688. 	NZL 	OPW 	Courteney Lowe 	1991 	1 	0 	0 	[+]
689. 	GBR 	MFP 	Melissa Lowther 	1996 	1 	0 	0 	[+]
690. 	FRA 	XYZ 	Ludivine Loze 	1984 	1 	0 	0 	[+]
691. 	NED 	XYZ 	Janien Lubben 	1985 	1 	0 	0 	[+]
692. 	KAZ 	XYZ 	Rimma Luchshenko 	1993 	1 	0 	0 	[+]
693. 	CHN 	GPC 	Xiao Ling Luo 	1988 	1 	0 	0 	[+]
694. 	CAN 	XYZ 	Moriah Macgregor 	1974 	1 	0 	0 	[+]
695. 	VEN 	XYZ 	Karelia Machado 	1979 	1 	0 	0 	[+]
696. 	AUS 	XYZ 	Emma Mackie 	1984 	1 	0 	0 	[+]
697. 	RUS 	XYZ 	Lidia Malakhova 	1991 	1 	0 	0 	[+]
698. 	GBR 	XYZ 	Hannah Manley 	1993 	1 	0 	0 	[+]
699. 	NED 	PHV 	Riejanne Markus 	1994 	1 	0 	0 	[+]
700. 	ITA 	XYZ 	Alice Marmorini 	1987 	1 	0 	0 	[+]
701. 	ITA 	XYZ 	Silvia Marotta 	1992 	1 	0 	0 	[+]
702. 	ITA 	MIC 	Silvia Marsala 		1 	0 	0 	[+]
703. 	ITA 	SEF 	Marta Manitto 	1994 	1 	0 	0 	[+]
704. 	FRA 	XYZ 	Honorine Martin 	1987 	1 	0 	0 	[+]
705. 	ESP 	XYZ 	Pilar Martin 	1991 	1 	0 	0 	[+]
706. 	ESP 	XYZ 	Bianca Martin Ortega 	1992 	1 	0 	0 	[+]
707. 	ITA 	VAI 	Alessia Martini 	1992 	1 	0 	0 	[+]
708. 	ITA 	XYZ 	Simona Martini 	1990 	1 	0 	0 	[+]
709. 	ESP 	BPD 	Ariadna Amaya Martioda 	1990 	1 	0 	0 	[+]
710. 	ESP 	XYZ 	Judith Masdeu Cort 	1980 	1 	0 	0 	[+]
711. 	GBR 	XYZ 	Angharad Mason 	1979 	1 	0 	0 	[+]
712. 	ITA 	XYZ 	Sara Matteoni 	1990 	1 	0 	0 	[+]
713. 	SUI 	XYZ 	Nadège Matthey 	1989 	1 	0 	0 	[+]
714. 	ITA 	XYZ 	Gessica Mazzei 	1989 	1 	0 	0 	[+]
715. 	AUS 	XYZ 	Angela McClure 	1990 	1 	0 	0 	[+]
716. 	USA 	XYZ 	Anna Mcloon 	1982 	1 	0 	0 	[+]
717. 	IRL 	XYZ 	Fiona Meade 	1981 	1 	0 	0 	[+]
718. 	NED 	XYZ 	Ilona Meiring 	1989 	1 	0 	0 	[+]
719. 	CHN 	GPC 	Lang Meng 	1984 	1 	0 	0 	[+]
720. 	ESP 	LKT 	Eider Merino 	1994 	1 	0 	0 	[+]
721. 	FRA 	FUT 	Emmanuelle Merlot 	1986 	1 	0 	0 	[+]
722. 	FRA 	XYZ 	Eugenie Mermillod 	1986 	1 	0 	0 	[+]
723. 	POL 	XYZ 	Natalia Mielnik 	1991 	1 	0 	0 	[+]
724. 	USA 	TIB 	Meredith Miller 	1973 	1 	0 	0 	[+]
725. 	GBR 	XYZ 	Ruby Miller 	1992 	1 	0 	0 	[+]
726. 	USA 	XYZ 	Sinead Miller 	1990 	1 	0 	0 	[+]
727. 	NOR 	HPU 	Siri Minge 	1994 	1 	0 	0 	[+]
728. 	RUS 	RVL 	Maria Mishina 	1991 	1 	0 	0 	[+]
729. 	FRA 	XYZ 	Cathy Moncassin-Prime 	1977 	1 	0 	0 	[+]
730. 	FRA 	XYZ 	Flavie Montusclat 	1991 	1 	0 	0 	[+]
731. 	CAN 	GKS 	Anne-Marie Morin 	1992 	1 	0 	0 	[+]
732. 	USA 	XYZ 	Rebecca Much 	1986 	1 	0 	0 	[+]
733. 	AUT 	XYZ 	Mirjam Muckenhuber 	1985 	1 	0 	0 	[+]
734. 	SUI 	XYZ 	Lise Müller 	1989 	1 	0 	0 	[+]
735. 	CHI 	XYZ 	Paola Munoz Grandon 	1986 	1 	0 	0 	[+]
736. 	ESP 	LKT 	Maite Murguia 	1992 	1 	0 	0 	[+]
737. 	GBR 	BCC 	Laura Murrey 	1984 	1 	0 	0 	[+]
738. 	USA 	TIB 	Lindsey Myers 	1989 	1 	0 	0 	[+]
739. 	UKR 	XYZ 	Tetyana Mykhaylova 	1989 	1 	0 	0 	[+]
740. 	ITA 	XYZ 	Chiara Nadalutti 	1985 	1 	0 	0 	[+]
741. 	UKR 	XYZ 	Anna Nahirna 	1988 	1 	0 	0 	[+]
742. 	ITA 	SEF 	Giorgia Nanni 	1994 	1 	0 	0 	[+]
743. 	RSA 	XYZ 	Lizanne Naude 	1984 	1 	0 	0 	[+]
744. 	USA 	EXG 	Greta Neimanas 	1988 	1 	0 	0 	[+]
745. 	USA 	NOW 	Elizabeth Newell 	1982 	1 	0 	0 	[+]
746. 	FRA 	BCF 	Oriane Niay 	1989 	1 	0 	0 	[+]
747. 	NED 	XYZ 	Rian Nijmeijer 	1980 	1 	0 	0 	[+]
748. 	BEL 	XYZ 	Nathalie Nijns 	1993 	1 	0 	0 	[+]
749. 	IRI 	XYZ 	Abad Niknaz 		1 	0 	0 	[+]
750. 	SWE 	AGG 	Johanna Nilsson 	1990 	1 	0 	0 	[+]
751. 	ITA 	SEF 	Cristina Nisi 		1 	0 	0 	[+]
752. 	ESP 	BPD 	Mayalen Noriega 	1982 	1 	0 	0 	[+]
753. 	RUS 	XYZ 	Elena Novikova 	1975 	1 	0 	0 	[+]
754. 	AUS 	XYZ 	Bridie O'Donnell 	1974 	1 	0 	0 	[+]
755. 	IRL 	XYZ 	Jennifer O'Reilly 	1980 	1 	0 	0 	[+]
756. 	NED 	XYZ 	Iris Ockeloen 	1992 	1 	0 	0 	[+]
757. 	UZB 	TPW 	Alexandra Okhvat 	1994 	1 	0 	0 	[+]
758. 	ESP 	XYZ 	Leire Olaberria 	1977 	1 	0 	0 	[+]
759. 	SWE 	XYZ 	Sara Olsson 	1990 	1 	0 	0 	[+]
760. 	FRA 	XYZ 	Céline Ondet 	1991 	1 	0 	0 	[+]
761. 	FRA 	XYZ 	Margot Ortega 	1990 	1 	0 	0 	[+]
762. 	ESP 	XYZ 	Mireia Osa 	1991 	1 	0 	0 	[+]
763. 	UKR 	XYZ 	Elizaveta Oshurkova 	1991 	1 	0 	0 	[+]
764. 	ESP 	XYZ 	Maider Oteiza 	1988 	1 	0 	0 	[+]
765. 	NED 	CZT 	Marissa Otten 	1989 	1 	0 	0 	[+]
766. 	GBR 	MFP 	Harriet Owen 	1993 	1 	0 	0 	[+]
767. 	ESP 	BPD 	Lourdes Oyarbide 	1994 	1 	0 	0 	[+]
768. 	ITA 	XYZ 	Jessica Paganelli 	1993 	1 	0 	0 	[+]
769. 	ITA 	TOG 	Asja Paladin 	1994 	1 	0 	0 	[+]
770. 	ESP 	XYZ 	Gema Pascual Torrecilla 	1979 	1 	0 	0 	[+]
771. 	ITA 	XYZ 	Eleonora Patuzzo 	1989 	1 	0 	0 	[+]
772. 	UKR 	XYZ 	Svetlana Paulikaite 	1985 	1 	0 	0 	[+]
773. 	NED 	XYZ 	Berdienke Paus 	1988 	1 	0 	0 	[+]
774. 	ITA 	MCG 	Michela Pavin 	1994 	1 	0 	0 	[+]
775. 	NED 	DUR 	Charlotte Peeters 	1980 	1 	0 	0 	[+]
776. 	AUT 	XYZ 	Karin Pekovits 	1984 	1 	0 	0 	[+]
777. 	NED 	XYZ 	Marianne Peltzer 	1986 	1 	0 	0 	[+]
778. 	CAN 	GKS 	Roxanne Pepin 	1994 	1 	0 	0 	[+]
779. 	AUT 	SQS 	Christina Perchtold 	1993 	1 	0 	0 	[+]
780. 	ESP 	XYZ 	Inmaculada Pereiro 	1972 	1 	0 	0 	[+]
781. 	AUS 	XYZ 	Natasha Perry 	1979 	1 	0 	0 	[+]
782. 	NZL 	XYZ 	Emma Petersen 	1990 	1 	0 	0 	[+]
783. 	DEN 	XYZ 	Maria Grandt Petersen 	1991 	1 	0 	0 	[+]
784. 	FRA 	BCF 	Melanie Pette 	1987 	1 	0 	0 	[+]
785. 	USA 	XYZ 	Jessica Phillips 	1978 	1 	0 	0 	[+]
786. 	USA 	PZC 	Amber Pierce 	1981 	1 	0 	0 	[+]
787. 	ITA 	TOG 	Chiara Pierobon 	1993 	1 	0 	0 	[+]
788. 	LTU 	FCL 	Vaida Pikauskaite 	1991 	1 	0 	0 	[+]
789. 	AUT 	SQS 	Daniela Pintarelli 	1983 	1 	0 	0 	[+]
790. 	ITA 	XYZ 	Giulia Pironato 	1993 	1 	0 	0 	[+]
791. 	AUT 	XYZ 	Lisa Pleyer 	1978 	1 	0 	0 	[+]
792. 	GER 	TPO 	Stephanie Pohl 	1987 	1 	0 	0 	[+]
793. 	NED 	XYZ 	Evelien Post 	1985 	1 	0 	0 	[+]
794. 	NED 	PHV 	Jermaine Post 	1992 	1 	0 	0 	[+]
795. 	RUS 	LKT 	Anna Potokina 	1987 	1 	0 	0 	[+]
796. 	RSA 	XYZ 	An-Li Pretorius 	1987 	1 	0 	0 	[+]
797. 	ITA 	XYZ 	Federica Primavera 	1990 	1 	0 	0 	[+]
798. 	GER 	XYZ 	Bianca Purath 	1985 	1 	0 	0 	[+]
799. 	USA 	COL 	Jennifer Purcell 	1978 	1 	0 	0 	[+]
800. 	DEN 	RYT 	Michelle Quaade 	1991 	1 	0 	0 	[+]
801. 	USA 	VDK 	Liza Rachetto 	1974 	1 	0 	0 	[+]
802. 	ESP 	XYZ 	Inmaculada Rafael 	1976 	1 	0 	0 	[+]
803. 	FRA 	XYZ 	Emmeline Ragot 	1986 	1 	0 	0 	[+]
804. 	DEN 	XYZ 	Dorte Lohse Rasmussen 	1971 	1 	0 	0 	[+]
805. 	AUT 	SQS 	Larissa Ratkic 	1994 	1 	0 	0 	[+]
806. 	ESP 	XYZ 	Catalina Rayo Ramis 	1990 	1 	0 	0 	[+]
807. 	AUT 	XYZ 	Elisabeth Reiner 	1983 	1 	0 	0 	[+]
808. 	USA 	VDK 	Jennifer Reither 	1974 	1 	0 	0 	[+]
809. 	SUI 	XYZ 	Sonja Reusser 	1985 	1 	0 	0 	[+]
810. 	ITA 	XYZ 	Vanessa Elettra Ricci 	1989 	1 	0 	0 	[+]
811. 	GBR 	XYZ 	Hannah Rich 	1991 	1 	0 	0 	[+]
812. 	FRA 	XYZ 	Sylvie Riedle 	1969 	1 	0 	0 	[+]
813. 	AUT 	SQS 	Iris Riepan 	1990 	1 	0 	0 	[+]
814. 	ITA 	XYZ 	Ilaria Rinaldi 	1985 	1 	0 	0 	[+]
815. 	NED 	XYZ 	Linda Ringlever 	1982 	1 	0 	0 	[+]
816. 	ITA 	FLF 	Stella Riverditi 	1994 	1 	0 	0 	[+]
817. 	BEL 	KRE 	Valérie Robert 	1991 	1 	0 	0 	[+]
818. 	GBR 	WHT 	Amy Roberts 	1994 	1 	0 	0 	[+]
819. 	FRA 	XYZ 	Mireille Robin 	1975 	1 	0 	0 	[+]
820. 	MEX 	GKS 	Mayra Rocha 	1988 	1 	0 	0 	[+]
821. 	NED 	XYZ 	Anouk Rockx 	1992 	1 	0 	0 	[+]
822. 	ESP 	XYZ 	Rosario Rodriguez Gomez 	1982 	1 	0 	0 	[+]
823. 	ESP 	BPD 	Gloria Rodriguez 	1992 	1 	0 	0 	[+]
824. 	RUS 	XYZ 	Evgenya Romanyuta 	1988 	1 	0 	0 	[+]
825. 	ITA 	XYZ 	Giulia Ronchi 	1992 	1 	0 	0 	[+]
826. 	GBR 	BCC 	Claire Rose (Galloway) 	1987 	1 	0 	0 	[+]
827. 	ITA 	XYZ 	Vania Rossi 	1983 	1 	0 	0 	[+]
828. 	NED 	XYZ 	Ingrid Rouw 	1978 	1 	0 	0 	[+]
829. 	GBR 	BCC 	Penny Rowson 	1992 	1 	0 	0 	[+]
830. 	USA 	XYZ 	Kendall Ryan 	1992 	1 	0 	0 	[+]
831. 	NOR 	XYZ 	Kristine Saastad 	1987 	1 	0 	0 	[+]
832. 	FRA 	BCF 	Iris Sachet 	1994 	1 	0 	0 	[+]
833. 	GBR 	XYZ 	Ella Sadler-Andrews 	1991 	1 	0 	0 	[+]
834. 	VEN 	XYZ 	Zaily Salazar 	1992 	1 	0 	0 	[+]
835. 	VEN 	XYZ 	Leidy Salazar 	1990 	1 	0 	0 	[+]
836. 	CAN 	XYZ 	Anne Samplonius 	1968 	1 	0 	0 	[+]
837. 	ESP 	BPD 	Irene San Sebastian 	1990 	1 	0 	0 	[+]
838. 	USA 	XYZ 	Kristin Sanders 	1971 	1 	0 	0 	[+]
839. 	ITA 	BPK 	Ilaria Sanguineti 	1994 	1 	0 	0 	[+]
840. 	FRA 	XYZ 	Eleonore Saraiva 	1991 	1 	0 	0 	[+]
841. 	LUX 	XYZ 	Fabienne Schauss 	1984 	1 	0 	0 	[+]
842. 	GER 	GKS 	Lina-Kristin Schink 	1983 	1 	0 	0 	[+]
843. 	AUT 	SQS 	Claudia Schlager 	1968 	1 	0 	0 	[+]
844. 	CAN 	XYZ 	Sue Schlatter 	1963 	1 	0 	0 	[+]
845. 	DEN 	XYZ 	Trine Schmidt 	1988 	1 	0 	0 	[+]
846. 	LUX 	XYZ 	Anne-Marie Schmitt 	1989 	1 	0 	0 	[+]
847. 	SUI 	XYZ 	Jessica Schneeberger 	1989 	1 	0 	0 	[+]
848. 	USA 	TIB 	Samantha Schneider 	1990 	1 	0 	0 	[+]
849. 	GER 	WHT 	Anna Bianca Schnitzmeier 	1990 	1 	0 	0 	[+]
850. 	AUT 	XYZ 	Bernadette Schober 	1984 	1 	0 	0 	[+]
851. 	RSA 	XYZ 	Anriette Schoeman 	1977 	1 	0 	0 	[+]
852. 	SUI 	XYZ 	Mirjam Schwager 	1989 	1 	0 	0 	[+]
853. 	GBR 	BCC 	Gaby Shaw 	1992 	1 	0 	0 	[+]
854. 	HKG 	GPC 	Fan Li Shen 	1991 	1 	0 	0 	[+]
855. 	NZL 	XYZ 	Serena Sheridan 	1980 	1 	0 	0 	[+]
856. 	CHN 	GPC 	Lina Shi 	1991 	1 	0 	0 	[+]
857. 	UKR 	XYZ 	Rimma Shidlovskaya 	1989 	1 	0 	0 	[+]
858. 	FRA 	BCF 	Marion Sicot 	1992 	1 	0 	0 	[+]
859. 	NED 	XYZ 	Suzan Simons 	1987 	1 	0 	0 	[+]
860. 	GBR 	XYZ 	Annabel Simpson 	1990 	1 	0 	0 	[+]
861. 	BLR 	XYZ 	Alena Sitsko 	1987 	1 	0 	0 	[+]
862. 	BLR 	FCL 	Elenka Sitsko 		1 	0 	0 	[+]
863. 	CZE 	XYZ 	Gabriela Slamova 	1991 	1 	0 	0 	[+]
864. 	NED 	XYZ 	Melissa Slewe 	1989 	1 	0 	0 	[+]
865. 	RSA 	XYZ 	Cashandra Slingerland 	1974 	1 	0 	0 	[+]
866. 	NED 	XYZ 	Jessica Smits 	1991 	1 	0 	0 	[+]
867. 	NED 	XYZ 	Adrienne Snijder 	1989 	1 	0 	0 	[+]
868. 	NED 	XYZ 	Chloe Spier 	1992 	1 	0 	0 	[+]
869. 	USA 	SLU 	Ally Stacher 	1987 	1 	0 	0 	[+]
870. 	RSA 	XYZ 	Marissa Stander 	1978 	1 	0 	0 	[+]
871. 	NED 	XYZ 	Nadia Stappenbelt 	1990 	1 	0 	0 	[+]
872. 	ITA 	XYZ 	Chiara Stefanazzi 	1992 	1 	0 	0 	[+]
873. 	ITA 	TOG 	Francesca Stefani 	1991 	1 	0 	0 	[+]
874. 	GER 	XYZ 	Lena Stegger 	1991 	1 	0 	0 	[+]
875. 	SWE 	XYZ 	Jennie Stenerhag 	1975 	1 	0 	0 	[+]
876. 	USA 	EXG 	Kayla Sterling 	1994 	1 	0 	0 	[+]
877. 	NED 	XYZ 	Noortje Tabak 	1988 	1 	0 	0 	[+]
878. 	ITA 	FLF 	Alice Tagliapietra 	1993 	1 	0 	0 	[+]
879. 	NED 	RBW 	Rebecca Talen 	1993 	1 	0 	0 	[+]
880. 	USA 	EXG 	Lauren Tamayo 	1983 	1 	0 	0 	[+]
881. 	CHN 	XYZ 	Kerong Tang 	1988 	1 	0 	0 	[+]
882. 	VEN 	XYZ 	Gleydimar Tapia 	1992 	1 	0 	0 	[+]
883. 	ITA 	SEF 	Roberta Tasca 	1994 	1 	0 	0 	[+]
884. 	USA 	VDK 	Starla Teddergreen 	1979 	1 	0 	0 	[+]
885. 	NED 	XYZ 	Linda ter Beek 	1987 	1 	0 	0 	[+]
886. 	AUT 	SQS 	Barbara Tesar 	1982 	1 	0 	0 	[+]
887. 	USA 	EXG 	Alison Tetrick 	1985 	1 	0 	0 	[+]
888. 	FRA 	XYZ 	Beatrice Thomas 	1981 	1 	0 	0 	[+]
889. 	GBR 	XYZ 	Claire Thomas 	1972 	1 	0 	0 	[+]
890. 	GBR 	BCC 	Elinor Thorogood 	1992 	1 	0 	0 	[+]
891. 	GBR 	MFP 	Jo Tindley 	1987 	1 	0 	0 	[+]
892. 	ITA 	XYZ 	Francesca Tognali 	1985 	1 	0 	0 	[+]
893. 	ITA 	XYZ 	Alessandra Tomasini 	1993 	1 	0 	0 	[+]
894. 	AUS 	XYZ 	Josephine Tomic 	1989 	1 	0 	0 	[+]
895. 	NOR 	XYZ 	Linn Torp 	1977 	1 	0 	0 	[+]
896. 	LTU 	FCL 	Ausrine Trebaite 	1988 	1 	0 	0 	[+]
897. 	CAN 	XYZ 	Jenny Trew 	1981 	1 	0 	0 	[+]
898. 	NED 	XYZ 	Karin Truijen 	1982 	1 	0 	0 	[+]
899. 	AND 	XYZ 	Ariadna Tudel Cuberes 	1978 	1 	0 	0 	[+]
900. 	NED 	XYZ 	Laura Turpijn 	1978 	1 	0 	0 	[+]
901. 	SUI 	FCL 	Jessica Uebelhart 	1990 	1 	0 	0 	[+]
902. 	ESP 	LKT 	Ana Usabiaga Balerdi 	1990 	1 	0 	0 	[+]
903. 	ESP 	LKT 	Irene Usabiaga 	1993 	1 	0 	0 	[+]
904. 	RUS 	LKT 	Elena Utrobina 	1985 	1 	0 	0 	[+]
905. 	USA 	EXG 	Jennifer Valente 	1994 	1 	0 	0 	[+]
906. 	ITA 	TOG 	Elena Valentini 	1992 	1 	0 	0 	[+]
907. 	NED 	XYZ 	Susanne van As 	1980 	1 	0 	0 	[+]
908. 	BEL 	XYZ 	Ilse Van de Pontseele 	1984 	1 	0 	0 	[+]
909. 	NED 	PHV 	Bianca van den Hoek 	1976 	1 	0 	0 	[+]
910. 	NED 	XYZ 	Daisy van der Aa 	1989 	1 	0 	0 	[+]
911. 	NED 	XYZ 	Kim van Dijk 	1984 	1 	0 	0 	[+]
912. 	NED 	XYZ 	Mara van Doremalen 	1992 	1 	0 	0 	[+]
913. 	BEL 	KRE 	Shana Van Glabeke 	1993 	1 	0 	0 	[+]
914. 	NED 	XYZ 	Elise van Hage 	1989 	1 	0 	0 	[+]
915. 	NED 	XYZ 	Nathalie van Katwijk 	1985 	1 	0 	0 	[+]
916. 	NED 	XYZ 	Irene van Lith 	1991 	1 	0 	0 	[+]
917. 	BEL 	XYZ 	Katrien Van Looy 	1989 	1 	0 	0 	[+]
918. 	NED 	XYZ 	Marieke van Nek 	1988 	1 	0 	0 	[+]
919. 	NED 	XYZ 	Tessa van Nieuwpoort 	1991 	1 	0 	0 	[+]
920. 	NED 	XYZ 	Linda van Rijen 	1988 	1 	0 	0 	[+]
921. 	NED 	XYZ 	Sandra van Veghel 	1982 	1 	0 	0 	[+]
922. 	NED 	XYZ 	Heleen van Vliet 	1982 	1 	0 	0 	[+]
923. 	NED 	PHV 	Nathaly van Wesdonk 	1992 	1 	0 	0 	[+]
924. 	NED 	XYZ 	Josien van Wingerden 	1987 	1 	0 	0 	[+]
925. 	BEL 	XYZ 	Edith Vanden Brande 	1982 	1 	0 	0 	[+]
926. 	BEL 	XYZ 	Hélène Vander Massen 	1988 	1 	0 	0 	[+]
927. 	BEL 	XYZ 	Cindy Vandermeulen 	1980 	1 	0 	0 	[+]
928. 	ITA 	VAI 	Chiara Vannucci 	1993 	1 	0 	0 	[+]
929. 	ITA 	XYZ 	Stefania Vecchio 	1990 	1 	0 	0 	[+]
930. 	VEN 	XYZ 	Nathaly Velazco 	1986 	1 	0 	0 	[+]
931. 	ITA 	XYZ 	Barbara Venerito 	1993 	1 	0 	0 	[+]
932. 	BEL 	KRE 	Elien Vercamer 	1988 	1 	0 	0 	[+]
933. 	BEL 	KRE 	Ine Vercammen 	1977 	1 	0 	0 	[+]
934. 	BEL 	XYZ 	Sofie Verdonck 	1986 	1 	0 	0 	[+]
935. 	BEL 	XYZ 	Hannah Verhaeghe 	1988 	1 	0 	0 	[+]
936. 	BEL 	SLT 	Karen Verhestraeten 	1991 	1 	0 	0 	[+]
937. 	NED 	END 	Wendy Versluis 	1992 	1 	0 	0 	[+]
938. 	BEL 	XYZ 	Femke Verstichelen 	1984 	1 	0 	0 	[+]
939. 	NED 	DUR 	Chantal Verstraten 	1993 	1 	0 	0 	[+]
940. 	ITA 	MIC 	Lara Vieceli 	1993 	1 	0 	0 	[+]
941. 	FRA 	XYZ 	Stephanie Viel 	1985 	1 	0 	0 	[+]
942. 	ESP 	XYZ 	Laura Vilanova 	1992 	1 	0 	0 	[+]
943. 	NED 	PHV 	Annelies Visser 	1992 	1 	0 	0 	[+]
944. 	HUN 	SLT 	Veronika Vormos 	1992 	1 	0 	0 	[+]
945. 	NOR 	XYZ 	Frøydis Waersted 	1987 	1 	0 	0 	[+]
946. 	NED 	TPO 	Mirthe Wagenaar 	1987 	1 	0 	0 	[+]
947. 	GBR 	MFP 	Hannah Walker 	1992 	1 	0 	0 	[+]
948. 	GBR 	MFP 	Jessie Walker 	1994 	1 	0 	0 	[+]
949. 	CHN 	GPC 	Cui Wang 	1989 	1 	0 	0 	[+]
950. 	GBR 	BCC 	Molly Weaver 	1994 	1 	0 	0 	[+]
951. 	SUI 	BCT 	Martina Weiss 	1991 	1 	0 	0 	[+]
952. 	SUI 	BCT 	Sandra Weiss 	1991 	1 	0 	0 	[+]
953. 	USA 	XYZ 	Alisha Welsh 	1983 	1 	0 	0 	[+]
954. 	NED 	PHV 	Hannah Welter 	1988 	1 	0 	0 	[+]
955. 	BEL 	SPM 	Laure Werner 	1981 	1 	0 	0 	[+]
956. 	USA 	XYZ 	Jennifer Wheeler 	1980 	1 	0 	0 	[+]
957. 	NZL 	XYZ 	Genevieve Whitson 	1980 	1 	0 	0 	[+]
958. 	GER 	XYZ 	Lisa Maria Wiedemann 	1992 	1 	0 	0 	[+]
959. 	NED 	XYZ 	Juliette Wigbold 	1986 	1 	0 	0 	[+]
960. 	GBR 	XYZ 	Catherine Williamson 	1982 	1 	0 	0 	[+]
961. 	NZL 	VDK 	Sophie Williamson 	1994 	1 	0 	0 	[+]
962. 	USA 	VDK 	Ruth Winder 	1993 	1 	0 	0 	[+]
963. 	USA 	XYZ 	Lia Winfield 	1986 	1 	0 	0 	[+]
964. 	BEL 	XYZ 	Marlene Wintgens 	1993 	1 	0 	0 	[+]
965. 	NED 	XYZ 	Joslen Wisse 	1989 	1 	0 	0 	[+]
966. 	NED 	END 	Henriette Woering 	1992 	1 	0 	0 	[+]
967. 	NED 	END 	Melanie Woering 	1992 	1 	0 	0 	[+]
968. 	SUI 	XYZ 	Andrea Wolfer 	1987 	1 	0 	0 	[+]
969. 	CHN 	GPC 	Wan Yiu Jamie Wong 	1986 	1 	0 	0 	[+]
970. 	CHN 	XYZ 	Chao Mei Wu 	1989 	1 	0 	0 	[+]
971. 	GBR 	MFP 	Helen Wyman 	1981 	1 	0 	0 	[+]
972. 	CHN 	GPC 	Sheng Yongyan 	1987 	1 	0 	0 	[+]
973. 	ESP 	XYZ 	Ana Yonta Diez 	1975 	1 	0 	0 	[+]
974. 	CHN 	XYZ 	Yunyun Yuan 		1 	0 	0 	[+]
975. 	LTU 	FCL 	Egle Zablockyte 	1989 	1 	0 	0 	[+]
976. 	UKR 	XYZ 	Angela Zagkarova 		1 	0 	0 	[+]
977. 	ITA 	XYZ 	Ambra Zago 	1991 	1 	0 	0 	[+]
978. 	CHN 	GPC 	Nan Zhang 	1989 	1 	0 	0 	[+]
979. 	CHN 	GPC 	Yuzhuo Zhang 	1987 	1 	0 	0 	[+]
980. 	CHN 	GPC 	Na Zhao 	1984 	1 	0 	0 	[+]
981. 	ESP 	XYZ 	Ane Ziaran 	1991 	1 	0 	0 	[+]
982. 	USA 	COL 	Mary Zider 	1984 	1 	0 	0 	[+]
983. 	ESP 	XYZ 	Dorleta Zorrilla Braceras 	1989 	1 	0 	0 	[+]
984. 	CZE 	BPK 	Petra Zrimsek 	1988 	1 	0 	0 	[+]
985. 	GER 	XYZ 	Denise Zuckermandel 	1988 	1 	0 	0 	[+]
