	Country 	UCI Team 	UCI Cat 	Rider 	Born 	Price 	Prev 	Score ↓
341. 	DEN 	COF 	PROF 	Jesper Hansen 	1990 	1 	95 	100
342. 	ERI 	COF 	PROF 	Natnael Berhane 	1991 	1 	60 	100
343. 	FRA 	ALM 	WT 	Clement Venturini 	1993 	1 	55 	100
344. 	ITA 	BOH 	WT 	Cesare Benedetti 	1987 	1 	50 	100
345. 	RSA 	TDD 	WT 	Ryan Gibbons 	1994 	1 	20 	100
346. 	ISR 	ICA 	PROF 	Guy Sagiv 	1994 	1 	6 	100
347. 	POL 	DCC 	CONT 	Michal Paluta 	1995 	1 	4 	100
348. 	POL 	LTS 	WT 	Tomasz Marczynski 	1984 	1 	2 	100
349. 	FRA 	NRL 	CONT 	Thibault Ferasse 	1994 	1 	0 	100
350. 	USA 	EF1 	WT 	Alex Howes 	1988 	1 	0 	100
351. 	ESP 	EUS 	PROF 	Mikel Iturria 	1992 	1 	0 	100
352. 	DEN 	TCQ 	CONT 	Niklas Larsen 	1997 	1 	0 	100
353. 	NOR 	UXT 	CONT 	Andreas Leknessund 	1999 	1 	0 	100
354. 	JPN 	BLZ 	CONT 	Nariyuki Masuda 	1983 	1 	0 	100
355. 	POR 	STA 	CONT 	Jose Joao Mendes 	1985 	1 	0 	100
356. 	LTU 	DMP 	PROF 	Ramunas Navardauskas 	1988 	1 	0 	100
357. 	ISR 	ICA 	PROF 	Guy Niv 	1994 	1 	0 	100
358. 	TUR 	SBB 	CONT 	Ahmet Orken 	1993 	1 	0 	100
359. 	ITA 	BRD 	PROF 	Daniel Savini 	1997 	1 	0 	100
360. 	FRA 	GFC 	WT 	Benjamin Thomas 	1995 	1 	0 	100
361. 	GBR 	DHB 	CONT 	Rory Townsend 	1995 	1 	0 	100
362. 	RWA 	XYZ 		Bonaventure Uwizeyimana 	1993 	1 	0 	100
363. 	HUN 	CDT 	CONT 	Attila Valter 	1998 	1 	0 	100
364. 	CZE 	ICA 	PROF 	Daniel Turek 	1993 	1 	8 	98
365. 	BEL 	CPT 	WT 	Nathan Van Hooydonck 	1995 	1 	47 	96
366. 	NED 	TJV 	WT 	Robert Gesink 	1986 	1 	170 	95
367. 	CAN 	ELV 	CONT 	James Piccoli 	1991 	1 	40 	95
368. 	FRA 	DMP 	PROF 	Julien El Fares 	1985 	1 	8 	95
369. 	SUI 	SRA 	CONT 	Stefan Bissegger 	1998 	1 	0 	95
370. 	DEN 	RIW 	PROF 	Andreas Kron 	1998 	1 	0 	95
371. 	URU 	CJR 	PROF 	Mauricio Moreira 	1995 	1 	0 	95
372. 	GER 	MOV 	WT 	Jasha Sütterlin 	1992 	1 	160 	94
373. 	BEL 	SUN 	WT 	Jan Bakelants 	1986 	2 	100 	94
374. 	GER 	BOH 	WT 	Christoph Pfingsten 	1992 	1 	120 	92
375. 	ECU 	SKY 	WT 	Jhonatan Narvaez 	1997 	4 	346 	90
376. 	SUI 	VBG 	CONT 	Patrick Schelling 	1990 	1 	92 	90
377. 	AUS 	SUN 	WT 	Chris Hamilton 	1995 	1 	80 	90
378. 	ITA 	TKA 	WT 	Matteo Fabbro 	1995 	1 	30 	90
379. 	ESP 	MOV 	WT 	Antonio Pedrero 	1991 	1 	15 	90
380. 	BEL 	CPT 	WT 	Gijs Van Hoecke 	1991 	1 	24 	88
381. 	GBR 	EF1 	WT 	Daniel McLay 	1992 	1 	91 	86
382. 	ITA 	ANS 	PROF 	Francesco Gavazzi 	1984 	2 	360 	85
383. 	FRA 	VCB 	PROF 	Pierre Rolland 	1986 	1 	120 	85
384. 	AUS 	MTS 	WT 	Luke Durbridge 	1991 	2 	104 	85
385. 	FRA 	DMP 	PROF 	Alexis Guerin 	1992 	1 	23 	83
386. 	AUS 	SUN 	WT 	Michael Storer 	1997 	1 	186 	82
387. 	NOR 	UXT 	CONT 	Markus Hoelgaard 	1994 	1 	165 	80
388. 	GER 	CPT 	WT 	Jonas Koch 	1993 	1 	144 	80
389. 	ITA 	DMP 	PROF 	Mauro Finetto 	1985 	1 	110 	80
390. 	ITA 	AMO 	CONT 	Pierpaolo Ficara 	1991 	1 	60 	80
391. 	FRA 	ALM 	WT 	Julien Duval 	1990 	1 	50 	80
392. 	FRA 	COF 	PROF 	Damien Touze 	1996 	1 	45 	80
393. 	POL 	CPT 	WT 	Kamil Gradek 	1990 	1 	39 	80
394. 	GER 	BOH 	WT 	Michael Schwarzmann 	1991 	1 	38 	80
395. 	ITA 	SAN 	CONT 	Paolo Toto 	1991 	1 	22 	80
396. 	USA 	ALM 	WT 	Larry Warbasse 	1990 	1 	10 	80
397. 	BEL 	TFL 	CONT 	Toon Aerts 	1993 	1 	0 	80
398. 	FRA 	NRL 	CONT 	Pierre Barbier 	1997 	1 	0 	80
399. 	FRA 	ALM 	WT 	Clément Champoussin 	1998 	1 	0 	80
400. 	FRA 	WGG 	PROF 	Fabien Doubey 	1993 	1 	0 	80
401. 	SUI 	IAM 	CONT 	Fabian Lienhard 	1993 	1 	0 	80
402. 	ESP 	MTR 	CONT 	Francisco Mancebo 	1976 	1 	0 	80
403. 	CRC 	ANS 	PROF 	Kevin Rivera 	1998 	1 	0 	80
404. 	RUS 	GAZ 	PROF 	Evgeny Shalunov 	1992 	1 	0 	80
405. 	DEN 	RIW 	PROF 	Emil Vinjebo 	1994 	1 	0 	80
406. 	KAZ 	AST 	WT 	Andrey Zeits 	1986 	1 	0 	80
407. 	GER 	BOH 	WT 	Andreas Schillinger 	1983 	1 	38 	78
408. 	NED 	TJV 	WT 	Pascal Eenkhoorn 	1997 	2 	246 	77
409. 	NED 	SUN 	WT 	Martijn Tusveld 	1993 	1 	87 	76
410. 	BEL 	CPT 	WT 	Guillaume Van Keirsbulck 	1991 	1 	0 	76
411. 	CZE 	TDD 	WT 	Roman Kreuziger 	1986 	6 	740 	75
412. 	NED 	TJV 	WT 	Koen Bouwman 	1993 	2 	210 	75
413. 	CAN 	AST 	WT 	Hugo Houle 	1990 	1 	170 	75
414. 	SUI 	IAM 	CONT 	Simon Pellaud 	1992 	1 	0 	75
415. 	SUI 	MTS 	WT 	Michael Albasini 	1980 	2 	374 	74
416. 	GER 	TKA 	WT 	Rick Zabel 	1993 	1 	82 	74
417. 	AUS 	MTS 	WT 	Robert Stannard 	1998 	1 	30 	72
418. 	COL 	UAD 	WT 	Sergio Henao 	1987 	2 	355 	70
419. 	FRA 	COF 	PROF 	Pierre-Luc Perichon 	1987 	1 	190 	70
420. 	SUI 	UAD 	WT 	Tom Bohli 	1994 	1 	81 	70
421. 	ITA 	BOH 	WT 	Daniel Oss 	1987 	1 	80 	70
422. 	NED 	ROC 	PROF 	Maurits Lammertink 	1990 	1 	70 	70
423. 	ESP 	EUS 	PROF 	Fernando Barcelo 	1996 	1 	30 	70
424. 	ESP 	CJR 	PROF 	Jonathan Lastra 	1993 	1 	23 	70
425. 	BEL 	SVB 	PROF 	Dries Van Gestel 	1994 	1 	15 	70
426. 	NED 	VLA 	CONT 	Yoeri Havik 	1991 	1 	10 	70
427. 	GBR 	RPC 	CONT 	John Archibald 	1990 	1 	0 	70
428. 	NED 	ALE 	CONT 	Robbert De Greef 	1991 	1 	0 	70
429. 	FRA 	TDE 	PROF 	Valentin Ferron 	1998 	1 	0 	70
430. 	GBR 	XYZ 		Ethan Hayter 	1998 	1 	0 	70
431. 	CHN 	HEN 	CONT 	Xianjing Lyu 	1998 	1 	0 	70
432. 	COL 	NSK 	PROF 	Dayer Quintana 	1992 	1 	0 	70
433. 	GBR 	MGT 	CONT 	Matthew Holmes 	1993 	1 	40 	65
434. 	FRA 	ALM 	WT 	Dorian Godon 	1996 	1 	25 	65
435. 	NED 	MET 	CONT 	Arvid De Kleijn 	1994 	1 	0 	65
436. 	GBR 	EF1 	WT 	Matthew Walls 	1998 	1 	0 	65
437. 	ITA 	BOH 	WT 	Oscar Gatto 	1985 	1 	0 	63
438. 	BEL 	TJV 	WT 	Maarten Wynants 	1982 	1 	46 	62
439. 	SVK 	BOH 	WT 	Erik Baška 	1994 	1 	38 	61
440. 	BEL 	WGG 	PROF 	Jerome Baugnies 	1987 	2 	205 	60
441. 	AUS 	BOH 	WT 	Jay McCarthy 	1992 	1 	100 	60
442. 	ITA 	BRD 	PROF 	Mirco Maestri 	1991 	1 	70 	60
443. 	RSA 	TDD 	WT 	Louis Meintjes 	1992 	2 	20 	60
444. 	GBR 	XYZ 		James Shaw 	1996 	1 	16 	60
445. 	ITA 	TFS 	WT 	Nicola Conci 	1997 	1 	12 	60
446. 	FRA 	PCB 	PROF 	Romain Hardy 	1988 	1 	0 	60
447. 	POR 	W52 	PROF 	Edgar Pinto 	1985 	1 	0 	60
448. 	NED 	ROC 	PROF 	Elmar Reinders 	1992 	1 	0 	60
449. 	GBR 	XYZ 		Jacob Scott 	1995 	1 	0 	60
450. 	BEL 	DQT 	WT 	Dries Devenyns 	1983 	1 	120 	58
451. 	NZL 	EVO 	CONT 	Shane Archbold 	1989 	1 	6 	57
452. 	GER 	TJV 	WT 	Paul Martens 	1983 	1 	0 	57
453. 	GER 	SUN 	WT 	Lennard Kämna 	1996 	1 	0 	56
454. 	ITA 	NIP 	PROF 	Marco Canola 	1988 	4 	545 	55
455. 	COL 	MZN 	PROF 	Jhonatan Restrepo 	1994 	2 	200 	55
456. 	DEN 	COC 	PROF 	Lasse Hansen 	1992 	1 	83 	55
457. 	ESP 	EUS 	PROF 	Mikel Aristi 	1993 	1 	0 	55
458. 	FRA 	PCB 	PROF 	Elie Gesbert 	1995 	1 	0 	55
459. 	FRA 	ALM 	WT 	Aurélien Paret-Peintre 	1996 	1 	0 	55
460. 	BEL 	WGG 	PROF 	Boris Vallee 	1993 	1 	0 	55
461. 	DEN 	RIW 	PROF 	Nicolai Brøchner 	1993 	1 	0 	54
462. 	USA 	MTS 	WT 	Brent Bookwalter 	1984 	1 	105 	53
463. 	DEN 	SUN 	WT 	Casper Phillip Pedersen 	1996 	1 	80 	53
464. 	NED 	TJV 	WT 	Tom Leezer 	1985 	1 	78 	52
465. 	POR 	HBA 	PROF 	João Almeida 	1998 	1 	0 	52
466. 	DEN 	TDD 	WT 	Lars Ytting Bak 	1980 	1 	0 	52
467. 	BEL 	TFL 	CONT 	Quinten Hermans 	1995 	2 	215 	50
468. 	NED 	ROC 	PROF 	Oscar Riesebeek 	1992 	1 	150 	50
469. 	USA 	RLY 	PROF 	Brandon McNulty 	1998 	1 	100 	50
470. 	ITA 	NIP 	PROF 	Nicola Bagioli 	1995 	1 	90 	50
471. 	ESP 	MOV 	WT 	Jose Joaquin Rojas 	1985 	1 	65 	50
472. 	BEL 	ROC 	PROF 	Michael Van Staeyen 	1988 	1 	20 	50
473. 	JPN 	NIP 	PROF 	Hideto Nakane 	1990 	1 	10 	50
474. 	SLO 	ADR 	CONT 	Marko Kump 	1988 	1 	0 	50
475. 	NOR 	RIW 	PROF 	Sindre Skjøstad Lunke 	1993 	1 	0 	50
476. 	NED 	COC 	PROF 	Maarten Van Trijp 	1993 	1 	0 	50
477. 	BEL 	SVB 	PROF 	Sasha Weemaes 	1998 	1 	0 	50
478. 	AUS 	MTS 	WT 	Michael Hepburn 	1991 	1 	104 	47
479. 	COL 	CJR 	PROF 	Nelson Soto 	1994 	1 	30 	46
480. 	ITA 	NSK 	PROF 	Umberto Marengo 	1992 	1 	0 	45
481. 	DEN 	RIW 	PROF 	Mathias Norsgaard 	1997 	1 	0 	44
482. 	ITA 	DMP 	PROF 	Alessandro Fedeli 	1996 	1 	0 	43
483. 	BEL 	TJV 	WT 	Floris De Tier 	1992 	1 	74 	42
484. 	POL 	SKY 	WT 	Michal Golas 	1984 	1 	30 	41
485. 	CZE 	CPT 	WT 	Josef Cerny 	1993 	2 	281 	40
486. 	FRA 	PCB 	PROF 	Anthony Delaplace 	1989 	1 	90 	40
487. 	AUT 	CPT 	WT 	Riccardo Zoidl 	1988 	1 	68 	40
488. 	POR 	UAD 	WT 	Rui Oliveira 	1996 	1 	60 	40
489. 	BEL 	WGG 	PROF 	Frederik Backaert 	1990 	1 	55 	40
490. 	BEL 	TKA 	WT 	Steff Cras 	1996 	1 	40 	40
491. 	ITA 	ANS 	PROF 	Matteo Montaguti 	1984 	1 	30 	40
492. 	BEL 	SVB 	PROF 	Milan Menten 	1996 	1 	15 	40
493. 	BEL 	SVB 	PROF 	Edward Planckaert 	1995 	1 	10 	40
494. 	NED 	ROC 	PROF 	Jesper Asselman 	1990 	1 	0 	40
495. 	NED 	BBH 	PROF 	Jetse Bol 	1989 	1 	0 	40
496. 	USA 	AEV 	CONT 	Alex Hoehn 	1997 	1 	0 	40
497. 	BEL 	ROC 	PROF 	Arjen Livyns 	1994 	1 	0 	40
498. 	BEL 	WVA 	PROF 	Ludovic Robeet 	1994 	1 	0 	40
499. 	ITA 	ICA 	PROF 	Riccardo Minali 	1995 	2 	380 	38
500. 	POL 	CPT 	WT 	Lukasz Wisniowski 	1991 	2 	290 	38
501. 	BEL 	CPT 	WT 	Serge Pauwels 	1983 	1 	110 	38
502. 	BEL 	LTS 	WT 	Remy Mertz 	1995 	1 	97 	38
503. 	AUS 	MTS 	WT 	Callum Scotson 	1996 	1 	30 	38
504. 	LUX 	TFS 	WT 	Alex Kirsch 	1992 	1 	70 	36
505. 	ITA 	CJR 	PROF 	Matteo Malucelli 	1993 	1 	40 	36
506. 	NZL 	EF1 	WT 	Thomas Scully 	1990 	1 	0 	36
507. 	GBR 	MGT 	CONT 	Connor Swift 	1995 	1 	135 	35
508. 	BEL 	VCB 	PROF 	Bert De Backer 	1984 	1 	0 	35
509. 	BEL 	LTS 	WT 	Brent Van Moer 	1998 	1 	0 	35
510. 	AUS 	MTS 	WT 	Cameron Meyer 	1988 	4 	400 	34
511. 	CZE 	DQT 	WT 	Petr Vakoc 	1992 	1 	0 	34
512. 	BEL 	SUN 	WT 	Louis Vervaeke 	1993 	1 	16 	32
513. 	SUI 	ALM 	WT 	Silvan Dillier 	1990 	4 	490 	30
514. 	ITA 	EF1 	WT 	Sacha Modolo 	1987 	4 	405 	30
515. 	FRA 	AUB 	CONT 	Kevin Le Cunff 	1988 	1 	115 	30
516. 	AUS 	GFC 	WT 	Miles Scotson 	1994 	1 	98 	30
517. 	NZL 	TFS 	WT 	Alex Frame 	1993 	1 	68 	30
518. 	FRA 	TDE 	PROF 	Romain Cardis 	1992 	1 	50 	30
519. 	COL 	MOV 	WT 	Winner Anacona 	1988 	1 	40 	30
520. 	ESP 	ICA 	PROF 	Ruben Plaza 	1980 	1 	40 	30
521. 	GBR 	XYZ 		Scott Thwaites 	1990 	1 	40 	30
522. 	NED 	EVO 	CONT 	Wouter Wippert 	1990 	1 	40 	30
523. 	ESP 	COF 	PROF 	Jose Herrada 	1985 	1 	30 	30
524. 	JPN 	TFS 	WT 	Fumiyuki Beppu 	1983 	1 	28 	30
525. 	NED 	ROC 	PROF 	Lars Boom 	1985 	2 	26 	30
526. 	POR 	CPT 	WT 	Manuel Antunes Amaro 	1990 	1 	4 	30
527. 	KAZ 	AST 	WT 	Zhandos Bizhigitov 	1991 	1 	0 	30
528. 	FRA 	DMP 	PROF 	Alexandre Delettre 	1997 	1 	0 	30
529. 	FIN 	ALM 	WT 	Jaakko Hänninen 	1997 	1 	0 	30
530. 	SUI 	VCB 	PROF 	Patrick Müller 	1996 	1 	0 	30
531. 	SUI 	VBG 	CONT 	Roland Thalmann 	1993 	1 	0 	30
532. 	BEL 	SVB 	PROF 	Kenneth Van Rooy 	1993 	1 	0 	30
533. 	GER 	COC 	PROF 	Philipp Walsleben 	1987 	1 	0 	30
534. 	FRA 	ALM 	WT 	Alexandre Geniez 	1988 	2 	280 	25
535. 	NED 	ROC 	PROF 	Pieter Weening 	1981 	1 	235 	25
536. 	USA 	TDD 	WT 	Benjamin King 	1989 	2 	200 	25
537. 	ITA 	ANS 	PROF 	Matteo Pelucchi 	1989 	1 	180 	25
538. 	USA 	FPC 	CONT 	Travis McCabe 	1989 	1 	160 	25
539. 	BEL 	WGG 	PROF 	Tom Devriendt 	1991 	1 	40 	25
540. 	COL 	UAD 	WT 	Juan Sebastian Molano 	1994 	1 	0 	25
541. 	AUS 	EF1 	WT 	Lachlan Morton 	1992 	1 	0 	25
542. 	AUS 	EF1 	WT 	Mitchell Docker 	1986 	1 	0 	24
543. 	GER 	BOH 	WT 	Marcus Burghardt 	1983 	1 	105 	22
544. 	ITA 	UAD 	WT 	Roberto Ferrari 	1983 	1 	16 	22
545. 	NOR 	TDD 	WT 	Rasmus Fossum Tiller 	1996 	1 	15 	22
546. 	ITA 	UAD 	WT 	Manuele Mori 	1980 	1 	4 	22
547. 	ESP 	NIP 	PROF 	Juan Jose Lobato 	1988 	4 	520 	20
548. 	ESP 	AST 	WT 	Omar Fraile 	1990 	2 	275 	20
549. 	ITA 	AMO 	CONT 	Marco Tizza 	1992 	1 	200 	20
550. 	BEL 	LTS 	WT 	Frederik Frison 	1992 	1 	150 	20
551. 	ITA 	BRD 	PROF 	Paolo Simion 	1992 	1 	140 	20
552. 	FRA 	NRL 	CONT 	Julien Antomarchi 	1984 	1 	90 	20
553. 	FRA 	ALM 	WT 	François Bidard 	1992 	1 	70 	20
554. 	BEL 	WVA 	PROF 	Kevyn Ista 	1984 	1 	60 	20
555. 	ITA 	AST 	WT 	Manuele Boaro 	1987 	1 	40 	20
556. 	ITA 	COF 	PROF 	Filippo Fortin 	1989 	1 	8 	20
557. 	ESP 	CJR 	PROF 	Gonzalo Serrano 	1994 	1 	3 	20
558. 	GBR 	TDD 	WT 	Stephen Cummings 	1981 	1 	0 	20
559. 	FRA 	VCB 	PROF 	Cyril Gautier 	1987 	1 	0 	20
560. 	RUS 	GAZ 	PROF 	Stepan Kurianov 	1996 	1 	0 	20
561. 	BEL 	WVA 	PROF 	Kenny Molly 	1996 	1 	0 	20
562. 	COL 	ANS 	PROF 	Daniel Muñoz 	1996 	1 	0 	20
563. 	USA 	EF1 	WT 	Logan Owen 	1995 	1 	0 	20
564. 	COL 	MZN 	PROF 	Carlos Quintero 	1986 	1 	0 	20
565. 	FRA 	PCB 	PROF 	Clement Russo 	1995 	1 	0 	20
566. 	ITA 	DQT 	WT 	Fabio Sabatini 	1985 	1 	0 	20
567. 	ESP 	EUS 	PROF 	Sergio Samitier 	1995 	1 	0 	20
568. 	ITA 	GVP 	CONT 	Riccardo Stacchiotti 	1991 	1 	0 	20
569. 	BEL 	ALM 	WT 	Stijn Vandenbergh 	1984 	1 	0 	20
570. 	RUS 	XYZ 		Alexander Vdovin 	1993 	1 	0 	20
571. 	GBR 	LTS 	WT 	Adam Blythe 	1989 	2 	188 	18
572. 	FRA 	SKY 	WT 	Kenny Elissonde 	1991 	1 	120 	18
573. 	BEL 	LTS 	WT 	Enzo Wouters 	1996 	1 	62 	18
574. 	ITA 	DQT 	WT 	Eros Capecchi 	1986 	1 	0 	18
575. 	BEL 	LTS 	WT 	Nikolas Maes 	1986 	1 	0 	18
576. 	NED 	ICA 	PROF 	Dennis van Winden 	1987 	1 	56 	16
577. 	NED 	EF1 	WT 	Julius Van Den Berg 	1996 	1 	37 	16
578. 	USA 	RLY 	PROF 	Gavin Mannion 	1991 	2 	260 	15
579. 	DEN 	MTS 	WT 	Christopher Juul Jensen 	1989 	1 	82 	15
580. 	DEN 	TFS 	WT 	Niklas Eg 	1995 	1 	60 	15
581. 	USA 	TFS 	WT 	Peter Stetina 	1987 	1 	52 	15
582. 	FRA 	PCB 	PROF 	Kevin Ledanois 	1993 	1 	10 	15
583. 	UKR 	XYZ 		Vitaliy Buts 	1986 	1 	0 	15
584. 	KAZ 	AST 	WT 	Dmitriy Gruzdev 	1986 	1 	0 	15
585. 	RUS 	GAZ 	PROF 	Aleksey Rybalkin 	1993 	1 	0 	15
586. 	BEL 	BRT 	CONT 	Guillaume Seye 	1996 	1 	0 	15
587. 	SUI 	VBG 	CONT 	Colin Stüssi 	1993 	1 	0 	15
588. 	BEL 	SVB 	PROF 	Aaron Verwilst 	1997 	1 	0 	15
589. 	ITA 	SKY 	WT 	Leonardo Basso 	1993 	2 	242 	14
590. 	NOR 	RIW 	PROF 	Krister Hagen 	1989 	1 	0 	14
591. 	DEN 	RIW 	PROF 	Torkil Veyhe 	1990 	1 	0 	14
592. 	AUS 	SUN 	WT 	Robert Power 	1995 	2 	370 	13
593. 	FRA 	GFC 	WT 	Bruno Armirail 	1994 	1 	0 	13
594. 	NOR 	UAD 	WT 	Sven Erik Bystrom 	1992 	1 	54 	12
595. 	AUS 	TDD 	WT 	Mark Renshaw 	1982 	1 	0 	12
596. 	RSA 	TDD 	WT 	Jay Robert Thomson 	1986 	1 	0 	12
597. 	GER 	TKA 	WT 	Marcel Kittel 	1988 	6 	270 	10
598. 	ITA 	TKA 	WT 	Enrico Battaglin 	1989 	1 	180 	10
599. 	RUS 	GAZ 	PROF 	Ivan Rovny 	1987 	1 	130 	10
600. 	BEL 	TDD 	WT 	Julien Vermote 	1989 	1 	125 	10
601. 	EST 	WVA 	PROF 	Aksel Nommela 	1994 	1 	110 	10
602. 	GBR 	TKA 	WT 	Harry Tanfield 	1994 	1 	110 	10
603. 	ITA 	TFS 	WT 	Jacopo Mosca 	1993 	1 	100 	10
604. 	CRO 	ADR 	CONT 	Radoslav Rogina 	1979 	1 	80 	10
605. 	NED 	ROC 	PROF 	Nick van der Lijke 	1991 	1 	80 	10
606. 	GBR 	TDD 	WT 	Mark Cavendish 	1985 	6 	70 	10
607. 	ITA 	NSK 	PROF 	Luca Pacioni 	1993 	1 	55 	10
608. 	BEL 	TKA 	WT 	Jenthe Biermans 	1995 	1 	20 	10
609. 	NED 	BRT 	CONT 	Martijn Budding 	1995 	1 	10 	10
610. 	USA 	RLY 	PROF 	Kyle Murphy 	1991 	1 	10 	10
611. 	VEN 	MTR 	CONT 	Orluis Aular 	1996 	1 	0 	10
612. 	ITA 	TBM 	WT 	Andrea Garosio 	1993 	1 	0 	10
613. 	AUS 	MTS 	WT 	Kaden Groves 	1998 	1 	0 	10
614. 	DEN 	DQT 	WT 	Mikkel Frolich Honore 	1997 	1 	0 	10
615. 	FRA 	COF 	PROF 	Cyril Lemoine 	1983 	1 	0 	10
616. 	SUI 	TDD 	WT 	Gino Mäder 	1997 	1 	0 	10
617. 	BEL 	ROC 	PROF 	Stijn Steels 	1989 	1 	0 	10
618. 	RSA 	TDD 	WT 	Jaco Venter 	1987 	1 	0 	10
619. 	ISR 	ICA 	PROF 	Omer Goldstein 	1996 	1 	100 	8
620. 	NOR 	ICA 	PROF 	Sondre Holst Enger 	1993 	1 	96 	8
621. 	NOR 	ICA 	PROF 	August Jensen 	1991 	1 	81 	8
622. 	NZL 	MTS 	WT 	Sam Bewley 	1987 	1 	65 	8
623. 	BEL 	DQT 	WT 	Tim Declercq 	1989 	1 	40 	8
624. 	FRA 	ICA 	PROF 	Clément Carisey 	1992 	1 	0 	8
625. 	ISR 	ICA 	PROF 	Itmar Einhorn 	1997 	1 	0 	8
626. 	NED 	TFS 	WT 	Koen de Kort 	1982 	1 	40 	6
627. 	POL 	CJR 	PROF 	Alan Banaszek 	1997 	1 	20 	6
628. 	ESP 	CJR 	PROF 	Xavier Cañellas 	1997 	1 	0 	6
629. 	ESP 	CJR 	PROF 	Sebastian Mora 	1998 	1 	0 	6
630. 	ESP 	CJR 	PROF 	Joel Nicolau 	1997 	1 	0 	6
631. 	AUS 	DMP 	PROF 	Brenton Jones 	1991 	1 	110 	3
632. 	FRA 	GFC 	WT 	Romain Seigle 	1994 	1 	70 	3
633. 	FRA 	TDE 	PROF 	Jérôme Cousin 	1989 	1 	50 	3
634. 	ITA 	NIP 	PROF 	Joan Bou 	1997 	1 	20 	3
635. 	FRA 	DMP 	PROF 	Jeremy Leveau 	1992 	1 	8 	3
636. 	COL 	NIP 	PROF 	Ruben Acosta 	1996 	1 	0 	3
637. 	JPN 	NIP 	PROF 	Sho Hatsuyama 	1988 	1 	0 	3
638. 	POL 	DMP 	PROF 	Przemyslaw Kasperkiewicz 	1994 	1 	0 	3
639. 	ITA 	NIP 	PROF 	Giovanni Lonardi 	1996 	1 	0 	3
640. 	USA 	HBA 	PROF 	Jonny Brown 	1997 	1 	100 	2
641. 	POR 	HBA 	PROF 	Andre Carvahalo 	1997 	1 	0 	2
642. 	POL 	BOH 	WT 	Pawel Poljanski 	1990 	1 	0 	2
643. 	GER 	TBM 	WT 	Marcel Sieberg 	1982 	1 	0 	2
644. 	CZE 	HBA 	PROF 	Karel Vacek 	2000 	1 	0 	2
645. 	USA 	HBA 	PROF 	Kevin Vermaerke 	2000 	1 	0 	2
646. 	GBR 	SKY 	WT 	Chris Froome 	1985 	32 	1485 	0
647. 	FRA 	VCB 	PROF 	Arthur Vichot 	1988 	4 	540 	0
648. 	BEL 	ROC 	PROF 	Sean De Bie 	1991 	4 	495 	0
649. 	FRA 	GFC 	WT 	Anthony Roux 	1987 	4 	465 	0
650. 	RUS 	CJR 	PROF 	Sergey Chernetskiy 	1990 	4 	415 	0
651. 	GBR 	BOH 	WT 	Peter Kennaugh 	1989 	6 	406 	0
652. 	BEL 	MOV 	WT 	Jürgen Roelandts 	1985 	4 	392 	0
653. 	EST 	ICA 	PROF 	Mihkel Raim 	1993 	2 	391 	0
654. 	AUS 	TKA 	WT 	Nathan Haas 	1989 	2 	373 	0
655. 	FRA 	ALM 	WT 	Samuel Dumoulin 	1980 	2 	290 	0
656. 	AUT 	GFC 	WT 	Georg Preidler 	1990 	2 	280 	0
657. 	ESP 	TKA 	WT 	Daniel Navarro 	1983 	2 	270 	0
658. 	GER 	ALM 	WT 	Nico Denz 	1994 	2 	260 	0
659. 	FRA 	VCB 	PROF 	Lorenzo Manzin 	1994 	2 	245 	0
660. 	UKR 	XYZ 		Andriy Grivko 	1983 	2 	230 	0
661. 	BEL 	WVA 	PROF 	Kenny Dehaes 	1984 	2 	220 	0
662. 	CAN 	ICA 	PROF 	Guillaume Boivin 	1989 	1 	218 	0
663. 	USA 	CPT 	WT 	Joey Rosskopf 	1989 	2 	215 	0
664. 	NED 	ROC 	PROF 	Huub Duyn 	1984 	1 	215 	0
665. 	DEN 	EF1 	WT 	Matti Breschel 	1984 	1 	206 	0
666. 	POR 	CJR 	PROF 	Domingos Gonçalves 	1989 	1 	200 	0
667. 	BEL 	SVB 	PROF 	Preben Van Hecke 	1982 	1 	200 	0
668. 	GER 	LTS 	WT 	Roger Kluge 	1986 	1 	195 	0
669. 	ESP 	COF 	PROF 	Luis Angel Mate 	1984 	1 	190 	0
670. 	BLR 	XYZ 		Kanstantsin Siutsou 	1982 	1 	190 	0
671. 	ITA 	BRD 	PROF 	Andrea Guardini 	1989 	1 	185 	0
672. 	AUT 	TFS 	WT 	Michael Gogl 	1993 	1 	175 	0
673. 	FRA 	TDE 	PROF 	Damien Gaudin 	1986 	1 	170 	0
674. 	BEL 	COC 	PROF 	Jonas Rickaert 	1994 	1 	165 	0
675. 	POL 	CPT 	WT 	Lukasz Owsian 	1990 	1 	155 	0
676. 	ITA 	BRD 	PROF 	Luca Wackermann 	1992 	1 	155 	0
677. 	AUS 	TDD 	WT 	Ben O'Connor 	1995 	2 	150 	0
678. 	FRA 	GFC 	WT 	Olivier Le Gac 	1993 	1 	150 	0
679. 	USA 	EF1 	WT 	Taylor Phinney 	1990 	1 	150 	0
680. 	NOR 	UAD 	WT 	Stake Vegard Laengen 	1989 	1 	141 	0
681. 	USA 	RLY 	PROF 	Colin Joyce 	1994 	1 	140 	0
682. 	FRA 	VCB 	PROF 	Jérémy Lecroq 	1995 	1 	140 	0
683. 	ESP 	DMP 	PROF 	Javier Moreno 	1984 	1 	140 	0
684. 	FRA 	COF 	PROF 	Stéphane Rossetto 	1987 	1 	140 	0
