	Country 	UCI Team 	UCI Cat 	Rider 	Born 	Price 	Prev 	Score ↓
39. 	ECU 	MOV 	WT 	Richard Carapaz 	1993 	10 	880 	1110
40. 	AUS 	SUN 	WT 	Michael Matthews 	1990 	22 	1693 	1102
41. 	BEL 	TFS 	WT 	Jasper Stuyven 	1992 	26 	1905 	1100
42. 	FRA 	GFC 	WT 	Arnaud Démare 	1991 	20 	1852 	1050
43. 	DEN 	DQT 	WT 	Kasper Asgreen 	1995 	1 	163 	1047
44. 	POL 	BOH 	WT 	Rafal Majka 	1989 	10 	835 	1007
45. 	COL 	UAD 	WT 	Fernando Gaviria 	1994 	16 	629 	981
46. 	ESP 	DQT 	WT 	Enric Mas Nicolau 	1995 	16 	1100 	943
47. 	CZE 	DQT 	WT 	Zdeněk Štybar 	1985 	10 	985 	933
48. 	RUS 	SKY 	WT 	Pavel Sivakov 	1997 	2 	184 	925
49. 	NOR 	TJV 	WT 	Amund Groendahl Jansen 	1994 	1 	154 	912
50. 	LUX 	DQT 	WT 	Bob Jungels 	1992 	12 	1046 	910
51. 	BEL 	DQT 	WT 	Philippe Gilbert 	1982 	18 	1209 	898
52. 	NED 	DQT 	WT 	Fabio Jakobsen 	1996 	14 	1074 	890
53. 	AUS 	MTS 	WT 	Jack Haig 	1993 	2 	330 	875
54. 	GER 	TKA 	WT 	Nils Politt 	1994 	6 	770 	868
55. 	ITA 	NSK 	PROF 	Giovanni Visconti 	1983 	6 	670 	845
56. 	BEL 	TBM 	WT 	Dylan Teuns 	1992 	12 	1091 	802
57. 	ITA 	SKY 	WT 	Filippo Ganna 	1996 	1 	50 	791
58. 	POL 	SKY 	WT 	Michal Kwiatkowski 	1990 	22 	1518 	781
59. 	ITA 	BOH 	WT 	Davide Formolo 	1992 	8 	800 	777
60. 	GBR 	SKY 	WT 	Geraint Thomas 	1986 	24 	1748 	768
61. 	BEL 	UAD 	WT 	Jasper Philipsen 	1998 	2 	360 	765
62. 	AUS 	TBM 	WT 	Rohan Dennis 	1990 	14 	1226 	743
63. 	ITA 	TFS 	WT 	Giulio Ciccone 	1994 	2 	305 	735
64. 	NED 	TJV 	WT 	Steven Kruijswijk 	1987 	10 	1065 	725
65. 	FRA 	GFC 	WT 	Marc Sarreau 	1993 	2 	230 	720
66. 	FRA 	DQT 	WT 	Florian Senechal 	1993 	4 	500 	715
67. 	BEL 	EF1 	WT 	Sep Vanmarcke 	1988 	8 	834 	710
68. 	BEL 	LTS 	WT 	Jasper De Buyst 	1993 	2 	175 	710
69. 	COL 	DQT 	WT 	Alvaro Hodeg 	1996 	10 	662 	709
70. 	ITA 	EF1 	WT 	Alberto Bettiol 	1993 	2 	10 	705
71. 	FRA 	WGG 	PROF 	Guillaume Martin 	1993 	6 	600 	695
72. 	SUI 	SUN 	WT 	Marc Hirschi 	1998 	1 	120 	695
73. 	ITA 	ANS 	PROF 	Andrea Vendrame 	1994 	1 	140 	685
74. 	FRA 	ALM 	WT 	Benoit Cosnefroy 	1995 	2 	200 	675
75. 	BEL 	LTS 	WT 	Jens Keukeleire 	1988 	2 	302 	665
76. 	AUS 	EF1 	WT 	Simon Clarke 	1986 	1 	100 	665
77. 	AUT 	BOH 	WT 	Felix Großschartner 	1993 	4 	511 	662
78. 	FRA 	GFC 	WT 	Thibaut Pinot 	1990 	24 	2185 	655
79. 	COL 	SKY 	WT 	Ivan Ramiro Sosa 	1997 	6 	420 	655
80. 	ITA 	MTS 	WT 	Edoardo Affini 	1996 	1 	0 	655
81. 	FRA 	ALM 	WT 	Romain Bardet 	1990 	24 	2100 	650
82. 	AUT 	BOH 	WT 	Patrick Konrad 	1991 	8 	945 	650
83. 	POR 	UAD 	WT 	Rui Costa 	1986 	4 	510 	650
84. 	GBR 	MTS 	WT 	Simon Yates 	1992 	32 	2751 	645
85. 	GBR 	SKY 	WT 	Christopher Lawless 	1995 	2 	314 	637
86. 	FRA 	VCB 	PROF 	Bryan Coquard 	1992 	2 	230 	635
87. 	NED 	SUN 	WT 	Cees Bol 	1995 	1 	10 	633
88. 	IRL 	UAD 	WT 	Daniel Martin 	1986 	14 	935 	630
89. 	FRA 	PCB 	PROF 	Warren Barguil 	1991 	2 	355 	630
90. 	NOR 	SKY 	WT 	Kristoffer Halvorsen 	1996 	2 	175 	630
91. 	DEN 	TDD 	WT 	Michael Valgren 	1992 	14 	1375 	620
92. 	ESP 	AST 	WT 	Ion Izagirre 	1989 	12 	1135 	620
93. 	GER 	SUN 	WT 	Maximilian Walscheid 	1993 	4 	428 	612
94. 	GER 	TFS 	WT 	John Degenkolb 	1989 	8 	765 	609
95. 	NED 	TJV 	WT 	Jos van Emden 	1985 	2 	239 	607
96. 	ITA 	TDD 	WT 	Giacomo Nizzolo 	1989 	4 	492 	605
97. 	SLO 	TBM 	WT 	Matej Mohoric 	1994 	14 	1390 	580
98. 	GBR 	DQT 	WT 	James Knox 	1995 	1 	90 	568
99. 	DEN 	DQT 	WT 	Michael Mørkøv 	1985 	1 	125 	558
100. 	GBR 	SKY 	WT 	Tao Geoghegan Hart 	1995 	2 	290 	540
101. 	DEN 	TFS 	WT 	Mads Pedersen 	1995 	8 	615 	525
102. 	BEL 	LTS 	WT 	Victor Campenaerts 	1991 	6 	737 	520
103. 	BEL 	LTS 	WT 	Bjorg Lambrecht 	1997 	2 	244 	518
104. 	FRA 	COF 	PROF 	Christophe Laporte 	1992 	6 	725 	495
105. 	ESP 	TBM 	WT 	Ivan Garcia Cortina 	1995 	1 	170 	495
106. 	NED 	SUN 	WT 	Wilco Kelderman 	1991 	8 	880 	493
107. 	LAT 	TFS 	WT 	Toms Skujins 	1991 	6 	705 	485
108. 	FRA 	COF 	PROF 	Hugo Hofstetter 	1994 	6 	600 	485
109. 	NOR 	LTS 	WT 	Carl Fredrik Hagen 	1991 	1 	140 	483
110. 	GBR 	TKA 	WT 	Alex Dowsett 	1988 	1 	170 	479
111. 	FRA 	ALM 	WT 	Pierre Latour 	1993 	10 	1010 	475
112. 	FRA 	ALM 	WT 	Nans Peters 	1994 	1 	100 	460
113. 	FRA 	TDE 	PROF 	Anthony Turgis 	1994 	1 	30 	460
114. 	BEL 	ICA 	PROF 	Tom Van Asbroeck 	1990 	1 	56 	458
115. 	BEL 	WVA 	PROF 	Baptiste Planckaert 	1988 	2 	210 	455
116. 	ITA 	ANS 	PROF 	Fausto Masnada 	1993 	1 	50 	455
117. 	FRA 	GFC 	WT 	Valentin Madouas 	1996 	4 	490 	450
118. 	BEL 	TJV 	WT 	Laurens De Plus 	1995 	2 	200 	450
119. 	BEL 	ICA 	PROF 	Ben Hermans 	1986 	2 	375 	448
120. 	ESP 	MTS 	WT 	Mikel Nieve 	1984 	2 	294 	445
121. 	RUS 	TKA 	WT 	Ilnur Zakarin 	1989 	10 	335 	439
122. 	NED 	SKY 	WT 	Wout Poels 	1987 	4 	443 	438
123. 	NED 	TDE 	PROF 	Niki Terpstra 	1984 	12 	1426 	435
124. 	BEL 	COC 	PROF 	Dries De Bondt 	1991 	1 	140 	435
125. 	BEL 	PSV 	CONT 	Tim Merlier 	1992 	1 	70 	435
126. 	COL 	EF1 	WT 	Rigoberto Uran 	1987 	14 	1285 	434
127. 	GBR 	EF1 	WT 	Hugh Carthy 	1994 	2 	322 	434
128. 	COL 	EF1 	WT 	Daniel Martinez 	1996 	4 	510 	429
129. 	SLO 	MTS 	WT 	Luka Mezgec 	1988 	2 	176 	428
130. 	NED 	SUN 	WT 	Tom Dumoulin 	1990 	32 	2230 	422
131. 	NOR 	TDD 	WT 	Edvald Boasson Hagen 	1987 	10 	785 	408
132. 	FRA 	TDE 	PROF 	Lilian Calmejane 	1992 	4 	420 	400
133. 	ESP 	AST 	WT 	Gorka Izagirre 	1987 	4 	405 	400
134. 	ITA 	SKY 	WT 	Gianni Moscon 	1994 	20 	1423 	398
135. 	BEL 	LTS 	WT 	Thomas De Gendt 	1986 	4 	408 	393
136. 	ITA 	AST 	WT 	David Villella 	1991 	1 	100 	385
137. 	ITA 	ICA 	PROF 	Kristian Sbaragli 	1990 	2 	230 	375
138. 	BEL 	WGG 	PROF 	Timothy Dupont 	1987 	4 	590 	370
139. 	BEL 	TFS 	WT 	Edward Theuns 	1991 	2 	193 	365
140. 	AUS 	TFS 	WT 	Richie Porte 	1985 	12 	518 	360
141. 	LAT 	ICA 	PROF 	Krists Neilands 	1994 	2 	290 	360
142. 	USA 	EF1 	WT 	Tejay van Garderen 	1988 	4 	427 	358
143. 	NED 	TJV 	WT 	Timo Roosen 	1993 	4 	498 	355
144. 	ITA 	SKY 	WT 	Diego Rosa 	1989 	2 	264 	353
145. 	RSA 	MTS 	WT 	Daryl Impey 	1984 	4 	422 	350
146. 	FRA 	GFC 	WT 	Rudy Molard 	1989 	2 	365 	350
147. 	NED 	EF1 	WT 	Sebastian Langeveld 	1985 	1 	0 	346
148. 	ITA 	ICA 	PROF 	Davide Cimolai 	1989 	1 	140 	340
149. 	IRL 	SKY 	WT 	Eddie Dunbar 	1996 	1 	160 	339
150. 	BLR 	UAD 	WT 	Aliaksandr Riabushenko 	1995 	1 	41 	337
151. 	NED 	TJV 	WT 	Danny van Poppel 	1993 	6 	627 	325
152. 	ITA 	WGG 	PROF 	Andrea Pasqualon 	1988 	4 	490 	320
153. 	SLO 	TKA 	WT 	Simon Spilak 	1986 	1 	140 	320
154. 	RUS 	GAZ 	PROF 	Alexander Vlasov 	1996 	1 	0 	320
155. 	ITA 	UAD 	WT 	Simone Consonni 	1994 	2 	308 	315
156. 	AUS 	MTS 	WT 	Lucas Hamilton 	1996 	1 	177 	313
157. 	NZL 	TJV 	WT 	George Bennett 	1990 	10 	885 	310
158. 	NED 	TJV 	WT 	Antwan Tolhoek 	1994 	4 	416 	310
159. 	DEN 	TJV 	WT 	Jonas Vingegaard Rasmussen 	1996 	1 	0 	308
160. 	ESP 	AST 	WT 	Luis Leon Sanchez 	1983 	2 	279 	305
161. 	ITA 	UAD 	WT 	Valerio Conti 	1993 	1 	79 	305
162. 	UKR 	TBM 	WT 	Mark Padun 	1996 	1 	153 	300
163. 	FRA 	DQT 	WT 	Remi Cavagna 	1995 	4 	345 	298
164. 	NZL 	CPT 	WT 	Patrick Bevin 	1991 	4 	593 	290
165. 	SUI 	ALM 	WT 	Mathias Frank 	1986 	2 	320 	290
166. 	FRA 	TDE 	PROF 	Adrien Petit 	1990 	1 	80 	290
167. 	CZE 	AST 	WT 	Jan Hirt 	1991 	1 	50 	290
168. 	ESP 	COF 	PROF 	Jesus Herrada 	1990 	2 	230 	285
169. 	NOR 	WGG 	PROF 	Odd Christian Eiking 	1994 	1 	50 	285
170. 	GER 	TJV 	WT 	Tony Martin 	1985 	2 	355 	284
171. 	EST 	EF1 	WT 	Tanel Kangert 	1987 	1 	255 	280
172. 	ESP 	BBH 	PROF 	Angel Madrazo 	1988 	1 	40 	280
173. 	ECU 	EF1 	WT 	Jonathan Klever Caicedo 	1993 	1 	0 	280
174. 	BEL 	LTS 	WT 	Lawrence Naesen 	1992 	1 	44 	278
175. 	BEL 	COC 	PROF 	Roy Jans 	1990 	1 	180 	275
176. 	COL 	MOV 	WT 	Carlos Betancur 	1989 	1 	150 	275
177. 	ESP 	MOV 	WT 	Marc Soler 	1993 	6 	660 	270
178. 	SLO 	UAD 	WT 	Jan Polanc 	1992 	1 	131 	270
179. 	ITA 	ANS 	PROF 	Mattia Cattaneo 	1990 	2 	310 	265
180. 	NED 	TDD 	WT 	Tom Jelte Slagter 	1989 	1 	60 	262
181. 	ITA 	AST 	WT 	Davide Ballerini 	1994 	6 	670 	260
182. 	AUS 	SUN 	WT 	Jai Hindley 	1996 	1 	16 	257
183. 	USA 	EF1 	WT 	Lawson Craddock 	1992 	1 	100 	254
184. 	AUT 	TKA 	WT 	Marko Haller 	1991 	1 	70 	254
185. 	COL 	MTS 	WT 	Esteban Chaves 	1990 	10 	160 	250
186. 	USA 	EF1 	WT 	Joe Dombrowski 	1991 	1 	130 	250
187. 	NED 	ROC 	PROF 	Boy van Poppel 	1988 	1 	90 	250
188. 	FRA 	TDE 	PROF 	Jonathan Hivert 	1985 	2 	315 	245
189. 	NED 	SKY 	WT 	Dylan van Baarle 	1992 	4 	460 	242
190. 	ESP 	AST 	WT 	Pello Bilbao 	1990 	4 	525 	240
191. 	LAT 	WVA 	PROF 	Emils Liepins 	1992 	1 	10 	240
192. 	BEL 	SVB 	PROF 	Piet Allegaert 	1995 	1 	0 	240
193. 	BEL 	SVB 	PROF 	Amaury Capiot 	1993 	1 	175 	235
194. 	RUS 	GAZ 	PROF 	Nicolay Cherkasov 	1996 	1 	0 	235
195. 	POR 	MOV 	WT 	Nelson Oliveira 	1989 	2 	285 	230
196. 	GER 	TBM 	WT 	Phil Bauhaus 	1994 	2 	215 	227
197. 	FRA 	ALM 	WT 	Alexis Gougeard 	1993 	1 	100 	225
198. 	BEL 	LTS 	WT 	Tosh Van der Sande 	1990 	1 	38 	225
199. 	BEL 	VCB 	PROF 	Jonas Van Genechten 	1986 	2 	385 	220
200. 	ESP 	MOV 	WT 	Carlos Verona Quintanilla 	1992 	2 	325 	220
201. 	BEL 	WGG 	PROF 	Loic Vliegen 	1993 	1 	28 	220
202. 	ITA 	NIP 	PROF 	Damiano Cima 	1993 	1 	0 	220
203. 	TPE 	TBM 	WT 	Chun Kai Feng 	1988 	1 	0 	220
204. 	USA 	PDC 		Chris Fontecchio 	1965 	1 	0 	220
205. 	CRC 	MOV 	WT 	Andrey Amador 	1986 	1 	40 	215
206. 	GBR 	SKY 	WT 	Owain Doull 	1993 	1 	184 	214
207. 	FRA 	ALM 	WT 	Tony Gallopin 	1988 	2 	250 	210
208. 	FRA 	TDE 	PROF 	Thomas Boudat 	1994 	2 	200 	210
209. 	ITA 	NSK 	PROF 	Simone Velasco 	1995 	1 	130 	210
210. 	ITA 	TBM 	WT 	Domenico Pozzovivo 	1982 	14 	1280 	205
211. 	DEN 	AST 	WT 	Magnus Cort Nielsen 	1993 	4 	415 	200
212. 	EST 	TDE 	PROF 	Rein Taaramäe 	1987 	2 	335 	200
213. 	KAZ 	AST 	WT 	Yevgeniy Gidich 	1996 	1 	110 	200
214. 	CRO 	ANS 	PROF 	Josip Rumac 	1994 	1 	100 	200
215. 	BEL 	WGG 	PROF 	Aimé De Gendt 	1994 	1 	80 	200
216. 	ITA 	NSK 	PROF 	Davide Gabburo 	1993 	1 	0 	200
217. 	CYP 	GUE 	CONT 	Andreas Miltiadis 	1996 	1 	0 	200
218. 	GER 	DQT 	WT 	Jannik Steimle 	1996 	1 	0 	200
219. 	ARG 	DQT 	WT 	Maximiliano Richeze 	1983 	1 	88 	199
220. 	NZL 	MTS 	WT 	Dion Smith 	1993 	2 	255 	196
221. 	ITA 	CPT 	WT 	Alessandro De Marchi 	1986 	2 	390 	190
222. 	SUI 	GFC 	WT 	Sebastien Reichenbach 	1989 	2 	350 	190
223. 	BEL 	LTS 	WT 	Jelle Wallays 	1989 	1 	192 	190
224. 	AUT 	BOH 	WT 	Lukas Pöstlberger 	1992 	2 	130 	190
225. 	GER 	BOH 	WT 	Rüdiger Selig 	1989 	1 	73 	190
226. 	ITA 	CPT 	WT 	Jakub Mareczko 	1994 	1 	60 	188
227. 	ESP 	SKY 	WT 	David De La Cruz 	1989 	4 	440 	184
228. 	DEN 	HBA 	PROF 	Mikkel Bjerg 	1998 	1 	125 	182
229. 	BEL 	LTS 	WT 	Jelle Vanendert 	1985 	4 	587 	180
230. 	FRA 	WVA 	PROF 	Justin Jules 	1986 	2 	320 	180
231. 	USA 	TJV 	WT 	Sepp Kuss 	1994 	2 	294 	180
232. 	IRL 	SUN 	WT 	Nicholas Roche 	1984 	2 	150 	180
233. 	GBR 	SKY 	WT 	Ben Swift 	1987 	2 	20 	177
234. 	FRA 	COF 	PROF 	Nacer Bouhanni 	1990 	8 	270 	175
235. 	ESP 	EUS 	PROF 	Oscar Rodriquez 	1995 	1 	100 	175
236. 	ESP 	CJR 	PROF 	Jon Aberasturi Izaga 	1989 	1 	55 	175
237. 	AUS 	MTS 	WT 	Damien Howson 	1992 	1 	146 	173
238. 	ITA 	TBM 	WT 	Damiano Caruso 	1987 	6 	678 	172
239. 	GER 	SUN 	WT 	Nikias Arndt 	1991 	1 	97 	172
240. 	USA 	HBA 	PROF 	Ian Garrison 	1998 	1 	0 	172
241. 	POL 	BOH 	WT 	Maciej Bodnar 	1985 	1 	180 	171
242. 	DEN 	RIW 	PROF 	Alexander Kamp 	1993 	1 	165 	170
243. 	EST 	AUB 	CONT 	Alo Jakin 	1986 	1 	0 	170
244. 	BEL 	WVA 	PROF 	Lionel Taminiaux 	1996 	1 	0 	170
245. 	POL 	CPT 	WT 	Szymon Sajnok 	1997 	1 	145 	168
246. 	ESP 	CJR 	PROF 	Alex Aranburu 	1995 	1 	90 	166
247. 	CZE 	ELA 	CONT 	Jan Barta 	1984 	1 	116 	165
248. 	SWE 	GFC 	WT 	Tobias Ludvigsson 	1991 	1 	100 	160
249. 	ERI 	TDD 	WT 	Amanuel Gebrezgabihier 	1994 	1 	30 	160
250. 	SLO 	TBM 	WT 	Domen Novak 	1995 	1 	10 	160
251. 	RSA 	TDD 	WT 	Stefan de Bod 	1996 	1 	0 	160
252. 	GER 	CPT 	WT 	Simon Geschke 	1986 	1 	89 	158
253. 	IRL 	TFS 	WT 	Ryan Mullen 	1994 	2 	273 	156
254. 	ITA 	TFS 	WT 	Matteo Moschetti 	1996 	1 	80 	155
255. 	GER 	PCB 	PROF 	André Greipel 	1982 	6 	651 	150
256. 	ITA 	AST 	WT 	Dario Cataldo 	1985 	2 	230 	150
257. 	RSA 	TDD 	WT 	Reinardt Janse van Rensburg 	1989 	1 	160 	150
258. 	ALG 	TSG 	CONT 	Youcef Reguigui 	1990 	1 	100 	150
259. 	CAN 	RLY 	PROF 	Rob Britton 	1984 	1 	20 	150
260. 	HKG 	HKS 	CONT 	King Lok Cheung 	1991 	1 	0 	150
261. 	AUT 	ICA 	PROF 	Matthias Brändle 	1989 	1 	45 	148
262. 	DEN 	ABB 	CONT 	Martin Toft Madsen 	1985 	4 	410 	145
263. 	ESP 	MOV 	WT 	Carlos Barbero Questa 	1991 	2 	250 	145
264. 	LTU 	DMP 	PROF 	Evaldas Siskevicius 	1988 	1 	10 	145
265. 	ITA 	SEG 	CONT 	Alberto Dainese 	1998 	1 	0 	145
266. 	NED 	SUN 	WT 	Joris Nieuwenhuis 	1996 	1 	0 	145
267. 	NOR 	UXT 	CONT 	Anders Skaarseth 	1995 	1 	0 	145
268. 	DEN 	RIW 	PROF 	Rasmus Quaade 	1990 	2 	250 	144
269. 	AUS 	MTS 	WT 	Nicholas Schultz 	1994 	1 	103 	144
270. 	ITA 	NIP 	PROF 	Imerio Cima 	1997 	1 	0 	143
271. 	NED 	SUN 	WT 	Sam Oomen 	1995 	8 	701 	142
272. 	NED 	TJV 	WT 	Taco van der Hoorn 	1993 	4 	360 	142
273. 	AUS 	TBM 	WT 	Heinrich Haussler 	1984 	1 	5 	142
274. 	SVK 	BOH 	WT 	Juraj Sagan 	1988 	1 	30 	141
275. 	FRA 	COF 	PROF 	Nicolas Edet 	1987 	2 	340 	140
276. 	ROU 	DMP 	PROF 	Eduard Michael Grosu 	1992 	2 	300 	140
277. 	AUT 	TBM 	WT 	Hermann Pernsteiner 	1990 	2 	275 	140
278. 	ERI 	AST 	WT 	Merhawi Kudus Ghebremedhin 	1994 	1 	140 	140
279. 	USA 	RLY 	PROF 	Robin Carpenter 	1992 	1 	60 	140
280. 	ESP 	CPT 	WT 	Victor De La Parte 	1986 	1 	10 	140
281. 	SRB 	ADR 	CONT 	Dušan Rajović 	1997 	1 	0 	140
282. 	SLO 	TBM 	WT 	Jan Tratnik 	1990 	4 	429 	138
283. 	BLR 	SKY 	WT 	Vasil Kiryienka 	1981 	2 	287 	137
284. 	BEL 	NRL 	CONT 	Emiel Vermeulen 	1993 	1 	110 	135
285. 	FRA 	ICA 	PROF 	Rudy Barbier 	1992 	2 	80 	133
286. 	ITA 	TDD 	WT 	Enrico Gasparotto 	1982 	4 	590 	130
287. 	BEL 	COF 	PROF 	Dimitri Claeys 	1987 	1 	310 	130
288. 	NED 	PCB 	PROF 	Bram Welten 	1997 	2 	245 	130
289. 	FRA 	VCB 	PROF 	Quentin Pacher 	1992 	2 	210 	130
290. 	CAN 	RLY 	PROF 	Adam De Vos 	1993 	1 	25 	130
291. 	FRA 	PCB 	PROF 	Franck Bonnamour 	1995 	1 	0 	130
292. 	ERI 	BAI 	CONT 	Mekseb Debesay 	1991 	1 	0 	130
293. 	ITA 	TDD 	WT 	Alexander Konychev 	1998 	1 	0 	130
294. 	GBR 	SKY 	WT 	Luke Rowe 	1990 	1 	41 	128
295. 	BEL 	SVB 	PROF 	Benjamin Declercq 	1994 	1 	110 	125
296. 	ITA 	TFS 	WT 	Fabio Felline 	1990 	1 	97 	124
297. 	SWE 	RIW 	PROF 	Lucas Eriksson 	1996 	1 	0 	124
298. 	ESP 	SKY 	WT 	Jonathan Castroviejo 	1987 	6 	725 	123
299. 	LUX 	BOH 	WT 	Jempy Drucker 	1986 	4 	505 	122
300. 	UAE 	UAD 	WT 	Yousef Mohamed Mirza 	1988 	1 	16 	122
301. 	DEN 	SUN 	WT 	Søren Kragh Andersen 	1994 	6 	644 	121
302. 	ITA 	ANS 	PROF 	Manuel Belletti 	1985 	4 	500 	120
303. 	ITA 	TFS 	WT 	Gianluca Brambilla 	1987 	2 	360 	120
304. 	POR 	TKA 	WT 	Ruben Guerreiro 	1994 	2 	308 	120
305. 	NED 	ROC 	PROF 	Jan-Willem van Schip 	1994 	1 	160 	120
306. 	SLO 	TBM 	WT 	Grega Bole 	1985 	1 	120 	120
307. 	FRA 	ALM 	WT 	Quentin Jauregui 	1994 	1 	80 	120
308. 	BEL 	VCB 	PROF 	Kris Boeckmans 	1987 	1 	60 	120
309. 	ITA 	BRD 	PROF 	Lorenzo Rota 	1995 	1 	10 	120
310. 	BEL 	TKA 	WT 	Jens Debusschere 	1989 	6 	605 	119
311. 	USA 	SUN 	WT 	Chad Haga 	1988 	1 	104 	119
312. 	ESP 	MOV 	WT 	Eduard Prades 	1987 	4 	585 	115
313. 	LTU 	ALM 	WT 	Gediminas Bagdonas 	1985 	2 	335 	115
314. 	ITA 	UAD 	WT 	Fabio Aru 	1990 	6 	315 	115
315. 	BEL 	DQT 	WT 	Pieter Serry 	1988 	2 	300 	115
316. 	BEL 	SVB 	PROF 	Christophe Noppe 	1994 	1 	10 	115
317. 	DEN 	TKA 	WT 	Mads Würtz Schmidt 	1994 	1 	70 	114
318. 	BEL 	LTS 	WT 	Sander Armee 	1985 	1 	28 	113
319. 	ITA 	DQT 	WT 	Davide Martinelli 	1993 	1 	148 	112
320. 	FRA 	COF 	PROF 	Julien Simon 	1985 	4 	480 	110
321. 	ITA 	TDE 	PROF 	Niccolo Bonifazio 	1993 	2 	250 	110
322. 	ITA 	BRD 	PROF 	Giovanni Carboni 	1995 	1 	80 	110
323. 	COL 	ICA 	PROF 	Edwin Avila 	1989 	1 	60 	110
324. 	FRA 	ALM 	WT 	Geoffrey Bouchard 	1992 	1 	0 	110
325. 	ARG 	MOV 	WT 	Eduardo Sepulveda 	1991 	1 	0 	110
326. 	NED 	EF1 	WT 	Moreno Hofland 	1991 	1 	109 	106
327. 	BEL 	WGG 	PROF 	Xandro Meurisse 	1992 	4 	430 	105
328. 	USA 	TJV 	WT 	Neilson Powless 	1996 	2 	203 	105
329. 	POR 	TKA 	WT 	José Gonçalves 	1989 	1 	155 	104
330. 	AUT 	BOH 	WT 	Gregor Mühlberger 	1994 	2 	260 	102
331. 	AUS 	MTS 	WT 	Alexander Edmondson 	1993 	1 	0 	102
332. 	FRA 	ALM 	WT 	Alexis Vuillermoz 	1988 	2 	370 	100
333. 	NED 	TDE 	PROF 	Pim Ligthart 	1988 	2 	280 	100
334. 	RUS 	TSG 	CONT 	Artem Ovechkin 	1986 	1 	225 	100
335. 	ROU 	FPC 	CONT 	Serghei Tvetcov 	1988 	1 	145 	100
336. 	RWA 	DMP 	PROF 	Joseph Areruya 	1996 	1 	100 	100
337. 	AZE 	XYZ 		Elchin Asadov 	1987 	1 	100 	100
338. 	KAZ 	AST 	WT 	Daniil Fominykh 	1991 	1 	100 	100
339. 	ETH 	MTS 	WT 	Tsgabu Gebremariam Grmay 	1991 	1 	100 	100
340. 	CZE 	ELA 	CONT 	Frantisek Sisr 	1993 	1 	100 	100
