Year,Rider ID,Rider Name,Country,UCI Team,UCI Cat,Age,Price,Score
2020,45.0,Luis Leon Sanchez,ESP,AST,WT,37.0,2.0,0.0
2010,46.0,Carlos Sastre,ESP,CTT,PROF,,12.0,687.0
2011,46.0,Carlos Sastre,ESP,GEO,PROF,,6.0,115.0
2010,47.0,Borut Bozic,SLO,VAC,PROF,30.0,10.0,145.0
2011,47.0,Borut Bozic,SLO,VCD,WT,31.0,6.0,465.0
2012,47.0,Borut Bozic,SLO,AST,WT,32.0,6.0,395.0
2013,47.0,Borut Bozic,SLO,AST,WT,33.0,8.0,480.0
2014,47.0,Borut Bozic,SLO,AST,WT,34.0,6.0,330.0
2015,47.0,Borut Bozic,SLO,AST,WT,35.0,4.0,120.0
2016,47.0,Borut Bozic,SLO,COF,PROF,36.0,2.0,0.0
2017,47.0,Borut Bozic,SLO,TBM,WT,37.0,1.0,0.0
2018,47.0,Borut Bozic,SLO,TBM,WT,38.0,1.0,43.0
2010,48.0,Allan Davis,AUS,AST,WT,30.0,10.0,580.0
2011,48.0,Allan Davis,AUS,AST,WT,31.0,8.0,0.0
2012,48.0,Allan Davis,AUS,OGE,WT,32.0,2.0,440.0
2013,48.0,Allan Davis,AUS,OGE,WT,33.0,8.0,0.0
2014,48.0,Allan Davis,AUS,XYZ,,34.0,1.0,0.0
2010,49.0,Stijn Devolder,BEL,QST,WT,31.0,10.0,300.0
2011,49.0,Stijn Devolder,BEL,VCD,WT,32.0,8.0,0.0
2012,49.0,Stijn Devolder,BEL,VCD,WT,33.0,4.0,30.0
2013,49.0,Stijn Devolder,BEL,RLT,WT,34.0,1.0,190.0
2014,49.0,Stijn Devolder,BEL,TFR,WT,35.0,4.0,80.0
2015,49.0,Stijn Devolder,BEL,TFR,WT,36.0,2.0,225.0
2016,49.0,Stijn Devolder,BEL,TFS,WT,37.0,4.0,0.0
2017,49.0,Stijn Devolder,BEL,VWC,PROF,38.0,1.0,0.0
2018,49.0,Stijn Devolder,BEL,VWC,PROF,39.0,1.0,0.0
2019,49.0,Stijn Devolder,BEL,COC,PROF,40.0,1.0,0.0
2010,50.0,Oscar Freire,ESP,RAB,WT,34.0,10.0,1046.0
2011,50.0,Oscar Freire,ESP,RAB,WT,35.0,12.0,458.0
2012,50.0,Oscar Freire,ESP,KAT,WT,36.0,6.0,1150.0
2010,51.0,Andreas Klöden,GER,RSH,WT,35.0,10.0,285.0
2011,51.0,Andreas Klöden,GER,RSH,WT,36.0,6.0,757.0
2012,51.0,Andreas Klöden,GER,RNT,WT,37.0,8.0,250.0
2013,51.0,Andreas Klöden,GER,RLT,WT,38.0,4.0,160.0
2010,52.0,Nick Nuyens,BEL,RAB,WT,30.0,10.0,40.0
2011,52.0,Nick Nuyens,BEL,SBS,WT,31.0,4.0,700.0
2012,52.0,Nick Nuyens,BEL,STB,WT,32.0,10.0,0.0
2013,52.0,Nick Nuyens,BEL,GRS,WT,33.0,6.0,0.0
2014,52.0,Nick Nuyens,BEL,GRS,WT,34.0,4.0,0.0
2010,53.0,Luca Paolini,ITA,ASA,PROF,33.0,10.0,500.0
2011,53.0,Luca Paolini,ITA,KAT,WT,34.0,8.0,290.0
2012,53.0,Luca Paolini,ITA,KAT,WT,35.0,4.0,985.0
2013,53.0,Luca Paolini,ITA,KAT,WT,36.0,14.0,779.0
2014,53.0,Luca Paolini,ITA,KAT,WT,37.0,12.0,40.0
2015,53.0,Luca Paolini,ITA,KAT,WT,38.0,4.0,250.0
2016,53.0,Luca Paolini,ITA,XYZ,,39.0,4.0,0.0
2017,53.0,Luca Paolini,ITA,XYZ,,40.0,1.0,0.0
2010,54.0,Rein Taaramäe,EST,COF,PROF,23.0,10.0,100.0
2011,54.0,Rein Taaramäe,EST,COF,PROF,24.0,4.0,660.0
2012,54.0,Rein Taaramäe,EST,COF,PROF,25.0,8.0,155.0
2013,54.0,Rein Taaramäe,EST,COF,PROF,26.0,8.0,150.0
2014,54.0,Rein Taaramäe,EST,COF,PROF,27.0,6.0,165.0
2015,54.0,Rein Taaramäe,EST,AST,WT,28.0,4.0,425.0
2016,54.0,Rein Taaramäe,EST,KAT,WT,29.0,6.0,310.0
2017,54.0,Rein Taaramäe,EST,KAT,WT,30.0,6.0,130.0
2018,54.0,Rein Taaramäe,EST,TDE,PROF,31.0,1.0,335.0
2019,54.0,Rein Taaramäe,EST,TDE,PROF,32.0,2.0,200.0
2020,54.0,Rein Taaramäe,EST,TDE,PROF,33.0,1.0,0.0
2010,55.0,Christian Vande Velde,USA,GRM,WT,34.0,10.0,0.0
2011,55.0,Christian Vande Velde,USA,GRM,WT,35.0,6.0,241.0
2012,55.0,Christian Vande Velde,USA,GRS,WT,36.0,4.0,261.0
2013,55.0,Christian Vande Velde,USA,GRS,WT,37.0,4.0,30.0
2010,56.0,Fabian Wegmann,GER,MRM,WT,30.0,10.0,325.0
2011,56.0,Fabian Wegmann,GER,LEO,WT,31.0,6.0,415.0
2012,56.0,Fabian Wegmann,GER,GRS,WT,32.0,6.0,365.0
2013,56.0,Fabian Wegmann,GER,GRS,WT,33.0,8.0,210.0
2014,56.0,Fabian Wegmann,GER,GRS,WT,34.0,4.0,70.0
2015,56.0,Fabian Wegmann,GER,CLT,PROF,35.0,1.0,40.0
2016,56.0,Fabian Wegmann,GER,SSG,PROF,36.0,1.0,20.0
2010,57.0,Lars Ytting Bak,DEN,THR,WT,30.0,8.0,16.0
2011,57.0,Lars Ytting Bak,DEN,THR,WT,31.0,4.0,293.0
2012,57.0,Lars Ytting Bak,DEN,LTB,WT,32.0,4.0,196.0
2013,57.0,Lars Ytting Bak,DEN,LTB,WT,33.0,4.0,151.0
2014,57.0,Lars Ytting Bak,DEN,LTB,WT,34.0,2.0,70.0
2015,57.0,Lars Ytting Bak,DEN,LTS,WT,35.0,1.0,155.0
2016,57.0,Lars Ytting Bak,DEN,LTS,WT,36.0,2.0,0.0
2017,57.0,Lars Ytting Bak,DEN,LTS,WT,37.0,1.0,0.0
2018,57.0,Lars Ytting Bak,DEN,LTS,WT,38.0,1.0,0.0
2019,57.0,Lars Ytting Bak,DEN,TDD,WT,39.0,1.0,52.0
2010,58.0,Janez Brajkovic,SLO,RSH,WT,27.0,8.0,644.0
2011,58.0,Janez Brajkovic,SLO,RSH,WT,28.0,10.0,350.0
2012,58.0,Janez Brajkovic,SLO,AST,WT,29.0,4.0,584.0
2013,58.0,Janez Brajkovic,SLO,AST,WT,30.0,10.0,76.0
2014,58.0,Janez Brajkovic,SLO,AST,WT,31.0,2.0,100.0
2015,58.0,Janez Brajkovic,SLO,UHC,PROF,32.0,2.0,80.0
2016,58.0,Janez Brajkovic,SLO,UHC,PROF,33.0,1.0,20.0
2017,58.0,Janez Brajkovic,SLO,TBM,WT,34.0,1.0,0.0
2018,58.0,Janez Brajkovic,SLO,ADR,CONT,35.0,1.0,30.0
2019,58.0,Janez Brajkovic,SLO,XYZ,,36.0,1.0,0.0
2020,58.0,Janez Brajkovic,SLO,ADR,CONT,37.0,1.0,0.0
2010,59.0,Marcus Burghardt,GER,BMC,PROF,27.0,8.0,145.0
2011,59.0,Marcus Burghardt,GER,BMC,WT,28.0,6.0,0.0
2012,59.0,Marcus Burghardt,GER,BMC,WT,29.0,2.0,0.0
2013,59.0,Marcus Burghardt,GER,BMC,WT,30.0,1.0,80.0
2014,59.0,Marcus Burghardt,GER,BMC,WT,31.0,2.0,125.0
2015,59.0,Marcus Burghardt,GER,BMC,WT,32.0,2.0,66.0
2016,59.0,Marcus Burghardt,GER,BMC,WT,33.0,1.0,10.0
2017,59.0,Marcus Burghardt,GER,BOH,WT,34.0,1.0,160.0
2018,59.0,Marcus Burghardt,GER,BOH,WT,35.0,1.0,105.0
2019,59.0,Marcus Burghardt,GER,BOH,WT,36.0,1.0,22.0
2020,59.0,Marcus Burghardt,GER,BOH,WT,37.0,1.0,0.0
2010,60.0,Gerald Ciolek,GER,MRM,WT,24.0,8.0,165.0
2011,60.0,Gerald Ciolek,GER,QST,WT,25.0,4.0,340.0
2012,60.0,Gerald Ciolek,GER,OPQ,WT,26.0,4.0,120.0
2013,60.0,Gerald Ciolek,GER,MTN,PROF,27.0,2.0,630.0
2014,60.0,Gerald Ciolek,GER,MTN,PROF,28.0,10.0,220.0
2015,60.0,Gerald Ciolek,GER,MTN,PROF,29.0,4.0,39.0
2016,60.0,Gerald Ciolek,GER,SSG,PROF,30.0,1.0,50.0
2017,60.0,Gerald Ciolek,GER,ZZZ,,31.0,1.0,0.0
2010,61.0,Juan Jose Cobo,ESP,GCE,WT,29.0,8.0,0.0
2011,61.0,Juan Jose Cobo,ESP,GEO,PROF,30.0,2.0,1145.0
2012,61.0,Juan Jose Cobo,ESP,MOV,WT,31.0,12.0,0.0
2013,61.0,Juan Jose Cobo,ESP,MOV,WT,32.0,6.0,5.0
2014,61.0,Juan Jose Cobo,ESP,TRK,CONT,33.0,1.0,50.0
2015,61.0,Juan Jose Cobo,ESP,XYZ,,34.0,1.0,0.0
2010,62.0,Pierrick Fedrigo,FRA,BBO,PROF,32.0,8.0,140.0
2011,62.0,Pierrick Fedrigo,FRA,FDJ,PROF,33.0,6.0,290.0
2012,62.0,Pierrick Fedrigo,FRA,FDJ,WT,34.0,4.0,320.0
2013,62.0,Pierrick Fedrigo,FRA,FDJ,WT,35.0,6.0,70.0
2014,62.0,Pierrick Fedrigo,FRA,FDJ,WT,36.0,2.0,40.0
2015,62.0,Pierrick Fedrigo,FRA,BSE,PROF,37.0,1.0,290.0
2016,62.0,Pierrick Fedrigo,FRA,FVC,PROF,38.0,4.0,80.0
2010,63.0,Juan Antonio Flecha,ESP,SKY,WT,33.0,8.0,785.0
2011,63.0,Juan Antonio Flecha,ESP,SKY,WT,34.0,10.0,422.0
2012,63.0,Juan Antonio Flecha,ESP,SKY,WT,35.0,6.0,657.0
2013,63.0,Juan Antonio Flecha,ESP,VCD,WT,36.0,12.0,438.0
2010,64.0,Ryder Hesjedal,CAN,GRM,WT,30.0,8.0,990.0
2011,64.0,Ryder Hesjedal,CAN,GRM,WT,31.0,14.0,396.0
2012,64.0,Ryder Hesjedal,CAN,GRS,WT,32.0,6.0,1231.0
2013,64.0,Ryder Hesjedal,CAN,GRS,WT,33.0,18.0,365.0
2014,64.0,Ryder Hesjedal,CAN,GRS,WT,34.0,8.0,380.0
2015,64.0,Ryder Hesjedal,CAN,TCG,WT,35.0,6.0,435.0
2016,64.0,Ryder Hesjedal,CAN,TFS,WT,36.0,6.0,0.0
2010,65.0,Karsten Kroon,NED,BMC,PROF,34.0,8.0,80.0
2011,65.0,Karsten Kroon,NED,BMC,WT,35.0,4.0,0.0
2012,65.0,Karsten Kroon,NED,STB,WT,36.0,2.0,20.0
2013,65.0,Karsten Kroon,NED,TST,WT,37.0,1.0,0.0
2014,65.0,Karsten Kroon,NED,TCS,WT,38.0,1.0,0.0
2010,66.0,Gustav Erik Larsson,SWE,SAX,WT,30.0,8.0,444.0
2011,66.0,Gustav Erik Larsson,SWE,SBS,WT,31.0,8.0,250.0
2012,66.0,Gustav Erik Larsson,SWE,VCD,WT,32.0,4.0,222.0
2013,66.0,Gustav Erik Larsson,SWE,IAM,PROF,33.0,4.0,310.0
2014,66.0,Gustav Erik Larsson,SWE,IAM,PROF,34.0,6.0,55.0
2015,66.0,Gustav Erik Larsson,SWE,CLT,PROF,35.0,2.0,140.0
2016,66.0,Gustav Erik Larsson,SWE,XYZ,,36.0,2.0,0.0
2017,66.0,Gustav Erik Larsson,SWE,XYZ,,37.0,1.0,0.0
2010,67.0,Ezequiel Mosquera,ESP,XAC,PROF,35.0,8.0,845.0
2011,67.0,Ezequiel Mosquera,ESP,VCD,WT,36.0,14.0,0.0
2012,67.0,Ezequiel Mosquera,ESP,XYZ,,37.0,1.0,0.0
2013,67.0,Ezequiel Mosquera,ESP,XYZ,,38.0,1.0,0.0
2014,67.0,Ezequiel Mosquera,ESP,XYZ,,39.0,1.0,0.0
2010,68.0,Rinaldo Nocentini,ITA,ALM,WT,33.0,8.0,0.0
2011,68.0,Rinaldo Nocentini,ITA,ALM,WT,34.0,4.0,270.0
2012,68.0,Rinaldo Nocentini,ITA,ALM,WT,35.0,4.0,635.0
2013,68.0,Rinaldo Nocentini,ITA,ALM,WT,36.0,12.0,430.0
2014,68.0,Rinaldo Nocentini,ITA,ALM,WT,37.0,6.0,255.0
2015,68.0,Rinaldo Nocentini,ITA,ALM,WT,38.0,4.0,100.0
2016,68.0,Rinaldo Nocentini,ITA,TAV,CONT,39.0,1.0,30.0
2017,68.0,Rinaldo Nocentini,ITA,STA,CONT,40.0,1.0,0.0
2018,68.0,Rinaldo Nocentini,ITA,STA,CONT,41.0,1.0,0.0
2019,68.0,Rinaldo Nocentini,ITA,XYZ,,42.0,1.0,0.0
2010,69.0,Marco Pinotti,ITA,THR,WT,34.0,8.0,543.0
2011,69.0,Marco Pinotti,ITA,THR,WT,35.0,8.0,303.0
2012,69.0,Marco Pinotti,ITA,BMC,WT,36.0,4.0,483.0
2013,69.0,Marco Pinotti,ITA,BMC,WT,37.0,8.0,325.0
2010,70.0,Michael Rogers,AUS,THR,WT,31.0,8.0,762.0
2011,70.0,Michael Rogers,AUS,SKY,WT,32.0,12.0,0.0
2012,70.0,Michael Rogers,AUS,SKY,WT,33.0,2.0,840.0
2013,70.0,Michael Rogers,AUS,TST,WT,34.0,14.0,284.0
2014,70.0,Michael Rogers,AUS,TCS,WT,35.0,6.0,464.0
2015,70.0,Michael Rogers,AUS,TCS,WT,36.0,4.0,114.0
2016,70.0,Michael Rogers,AUS,TNK,WT,37.0,2.0,0.0
2010,71.0,Michele Scarponi,ITA,AND,PROF,31.0,8.0,1293.0
2011,71.0,Michele Scarponi,ITA,LAM,WT,32.0,16.0,1490.0
2012,71.0,Michele Scarponi,ITA,LAM,WT,33.0,18.0,765.0
2013,71.0,Michele Scarponi,ITA,LAM,WT,34.0,8.0,1002.0
2014,71.0,Michele Scarponi,ITA,AST,WT,35.0,18.0,50.0
2015,71.0,Michele Scarponi,ITA,AST,WT,36.0,4.0,335.0
2016,71.0,Michele Scarponi,ITA,AST,WT,37.0,4.0,253.0
2017,71.0,Michele Scarponi,ITA,AST,WT,38.0,4.0,135.0
2010,72.0,Peter Velits,SVK,THR,WT,25.0,8.0,551.0
2011,72.0,Peter Velits,SVK,THR,WT,26.0,10.0,74.0
2012,72.0,Peter Velits,SVK,OPQ,WT,27.0,8.0,235.0
2013,72.0,Peter Velits,SVK,OPQ,WT,28.0,6.0,225.0
2014,72.0,Peter Velits,SVK,BMC,WT,29.0,4.0,190.0
2015,72.0,Peter Velits,SVK,BMC,WT,30.0,4.0,38.0
2016,72.0,Peter Velits,SVK,BMC,WT,31.0,1.0,0.0
2010,73.0,Michael Albasini,SUI,THR,WT,30.0,6.0,325.0
2011,73.0,Michael Albasini,SUI,THR,WT,31.0,6.0,434.0
2012,73.0,Michael Albasini,SUI,OGE,WT,32.0,6.0,706.0
2013,73.0,Michael Albasini,SUI,OGE,WT,33.0,14.0,216.0
2014,73.0,Michael Albasini,SUI,OGE,WT,34.0,4.0,681.0
2015,73.0,Michael Albasini,SUI,OGE,WT,35.0,10.0,408.0
2016,73.0,Michael Albasini,SUI,OGE,WT,36.0,6.0,545.0
2017,73.0,Michael Albasini,SUI,ORS,WT,37.0,6.0,1325.0
2018,73.0,Michael Albasini,SUI,MTS,WT,38.0,18.0,374.0
2019,73.0,Michael Albasini,SUI,MTS,WT,39.0,2.0,74.0
2020,73.0,Michael Albasini,SUI,MTS,WT,40.0,1.0,0.0
2010,74.0,Lars Boom,NED,RAB,WT,25.0,6.0,288.0
2011,74.0,Lars Boom,NED,RAB,WT,26.0,6.0,505.0
2012,74.0,Lars Boom,NED,RAB,WT,27.0,10.0,1047.0
2013,74.0,Lars Boom,NED,BLA,WT,28.0,18.0,502.0
2014,74.0,Lars Boom,NED,BEL,WT,29.0,12.0,362.0
2015,74.0,Lars Boom,NED,AST,WT,30.0,8.0,512.0
2016,74.0,Lars Boom,NED,AST,WT,31.0,8.0,230.0
2017,74.0,Lars Boom,NED,TLJ,WT,32.0,4.0,609.0
2018,74.0,Lars Boom,NED,TLJ,WT,33.0,6.0,26.0
2019,74.0,Lars Boom,NED,ROC,PROF,34.0,2.0,30.0
2010,75.0,Graeme Brown,AUS,RAB,WT,31.0,6.0,340.0
2011,75.0,Graeme Brown,AUS,RAB,WT,32.0,8.0,60.0
2012,75.0,Graeme Brown,AUS,RAB,WT,33.0,4.0,0.0
2013,75.0,Graeme Brown,AUS,BLA,WT,34.0,1.0,0.0
2014,75.0,Graeme Brown,AUS,BEL,WT,35.0,1.0,0.0
2015,75.0,Graeme Brown,AUS,DPC,PROF,36.0,1.0,0.0
2016,75.0,Graeme Brown,AUS,DPC,PROF,37.0,1.0,0.0
2010,76.0,Rui Costa,POR,GCE,WT,24.0,6.0,285.0
2011,76.0,Rui Costa,POR,MOV,WT,25.0,6.0,440.0
2012,76.0,Rui Costa,POR,MOV,WT,26.0,6.0,1332.0
2013,76.0,Rui Costa,POR,MOV,WT,27.0,22.0,1760.0
2014,76.0,Rui Costa,POR,LAM,WT,28.0,22.0,1275.0
2015,76.0,Rui Costa,POR,LAM,WT,29.0,20.0,1335.0
2016,76.0,Rui Costa,POR,LAM,WT,30.0,22.0,1130.0
2017,76.0,Rui Costa,POR,UAD,WT,31.0,16.0,751.0
2018,76.0,Rui Costa,POR,UAD,WT,32.0,8.0,510.0
2019,76.0,Rui Costa,POR,UAD,WT,33.0,4.0,650.0
2020,76.0,Rui Costa,POR,UAD,WT,34.0,6.0,0.0
2010,77.0,Philip Deignan,IRL,CTT,PROF,27.0,6.0,0.0
2011,77.0,Philip Deignan,IRL,RSH,WT,28.0,1.0,10.0
2012,77.0,Philip Deignan,IRL,UHC,PROF,29.0,1.0,0.0
2013,77.0,Philip Deignan,IRL,UHC,PROF,30.0,1.0,40.0
2014,77.0,Philip Deignan,IRL,SKY,WT,31.0,1.0,124.0
2015,77.0,Philip Deignan,IRL,SKY,WT,32.0,2.0,19.0
2016,77.0,Philip Deignan,IRL,SKY,WT,33.0,1.0,4.0
2017,77.0,Philip Deignan,IRL,SKY,WT,34.0,1.0,5.0
2018,77.0,Philip Deignan,IRL,SKY,WT,35.0,1.0,0.0
2010,78.0,Romain Feillu,FRA,VAC,PROF,26.0,6.0,515.0
2011,78.0,Romain Feillu,FRA,VCD,WT,27.0,6.0,645.0
2012,78.0,Romain Feillu,FRA,VCD,WT,28.0,8.0,160.0
2013,78.0,Romain Feillu,FRA,VCD,WT,29.0,6.0,80.0
2014,78.0,Romain Feillu,FRA,BSE,PROF,30.0,2.0,100.0
2015,78.0,Romain Feillu,FRA,BSE,PROF,31.0,1.0,95.0
2016,78.0,Romain Feillu,FRA,AUB,CONT,32.0,1.0,345.0
2017,78.0,Romain Feillu,FRA,AUB,CONT,33.0,6.0,0.0
2018,78.0,Romain Feillu,FRA,AUB,CONT,34.0,1.0,0.0
2019,78.0,Romain Feillu,FRA,AUB,CONT,35.0,1.0,0.0
2010,79.0,Francesco Gavazzi,ITA,LAM,WT,26.0,6.0,175.0
2011,79.0,Francesco Gavazzi,ITA,LAM,WT,27.0,4.0,180.0
2012,79.0,Francesco Gavazzi,ITA,AST,WT,28.0,2.0,275.0
2013,79.0,Francesco Gavazzi,ITA,AST,WT,29.0,6.0,126.0
2014,79.0,Francesco Gavazzi,ITA,AST,WT,30.0,2.0,160.0
2015,79.0,Francesco Gavazzi,ITA,YEL,PROF,31.0,2.0,135.0
2016,79.0,Francesco Gavazzi,ITA,AND,PROF,32.0,2.0,615.0
2017,79.0,Francesco Gavazzi,ITA,AND,PROF,33.0,6.0,600.0
2018,79.0,Francesco Gavazzi,ITA,ANS,PROF,34.0,4.0,360.0
2019,79.0,Francesco Gavazzi,ITA,ANS,PROF,35.0,2.0,85.0
2020,79.0,Francesco Gavazzi,ITA,ANS,PROF,36.0,1.0,0.0
2010,80.0,Linus Gerdemann,GER,MRM,WT,28.0,6.0,137.0
2011,80.0,Linus Gerdemann,GER,LEO,WT,29.0,6.0,139.0
2012,80.0,Linus Gerdemann,GER,RNT,WT,30.0,2.0,140.0
2013,80.0,Linus Gerdemann,GER,XYZ,,31.0,1.0,0.0
2014,80.0,Linus Gerdemann,GER,MTN,PROF,32.0,2.0,0.0
2015,80.0,Linus Gerdemann,GER,CLT,PROF,33.0,1.0,310.0
2016,80.0,Linus Gerdemann,GER,SSG,PROF,34.0,4.0,0.0
2010,81.0,Maxim Iglinskiy,KAZ,AST,WT,29.0,6.0,685.0
2011,81.0,Maxim Iglinskiy,KAZ,AST,WT,30.0,10.0,0.0
2012,81.0,Maxim Iglinskiy,KAZ,AST,WT,31.0,2.0,665.0
2013,81.0,Maxim Iglinskiy,KAZ,AST,WT,32.0,12.0,405.0
2014,81.0,Maxim Iglinskiy,KAZ,AST,WT,33.0,8.0,0.0
2015,81.0,Maxim Iglinskiy,KAZ,XYZ,,34.0,1.0,0.0
2010,82.0,Andreas Klier,GER,CTT,PROF,34.0,6.0,0.0
2011,82.0,Andreas Klier,GER,GRM,WT,35.0,4.0,20.0
2012,82.0,Andreas Klier,GER,GRS,WT,36.0,1.0,0.0
2013,82.0,Andreas Klier,GER,GRS,WT,37.0,1.0,0.0
2010,83.0,Sebastian Langeveld,NED,RAB,WT,25.0,6.0,210.0
2011,83.0,Sebastian Langeveld,NED,RAB,WT,26.0,4.0,483.0
2012,83.0,Sebastian Langeveld,NED,OGE,WT,27.0,6.0,91.0
2013,83.0,Sebastian Langeveld,NED,OGE,WT,28.0,2.0,415.0
2014,83.0,Sebastian Langeveld,NED,GRS,WT,29.0,8.0,500.0
2015,83.0,Sebastian Langeveld,NED,TCG,WT,30.0,8.0,76.0
2016,83.0,Sebastian Langeveld,NED,CPT,WT,31.0,4.0,90.0
2017,83.0,Sebastian Langeveld,NED,CDT,WT,32.0,1.0,275.0
2018,83.0,Sebastian Langeveld,NED,EFD,WT,33.0,2.0,0.0
2019,83.0,Sebastian Langeveld,NED,EF1,WT,34.0,1.0,346.0
2020,83.0,Sebastian Langeveld,NED,EF1,WT,35.0,2.0,0.0
2010,84.0,David Le Lay,FRA,ALM,WT,31.0,6.0,0.0
2011,84.0,David Le Lay,FRA,ALM,WT,32.0,1.0,0.0
2012,84.0,David Le Lay,FRA,SAU,PROF,33.0,1.0,40.0
2013,84.0,David Le Lay,FRA,SOJ,PROF,34.0,1.0,0.0
2014,84.0,David Le Lay,FRA,XYZ,,35.0,1.0,0.0
2015,84.0,David Le Lay,FRA,XYZ,,36.0,1.0,0.0
2010,85.0,Martijn Maaskant,NED,GRM,WT,27.0,6.0,25.0
2011,85.0,Martijn Maaskant,NED,GRM,WT,28.0,4.0,100.0
2012,85.0,Martijn Maaskant,NED,GRS,WT,29.0,2.0,0.0
2013,85.0,Martijn Maaskant,NED,GRS,WT,30.0,1.0,0.0
2014,85.0,Martijn Maaskant,NED,UHC,PROF,31.0,1.0,0.0
2010,86.0,Egoi Martinez,ESP,EUS,WT,32.0,6.0,100.0
2011,86.0,Egoi Martinez,ESP,EUS,WT,33.0,1.0,0.0
2012,86.0,Egoi Martinez,ESP,EUS,WT,34.0,1.0,160.0
2013,86.0,Egoi Martinez,ESP,EUS,WT,35.0,2.0,20.0
2010,87.0,Robbie McEwen,AUS,KAT,WT,38.0,6.0,395.0
2011,87.0,Robbie McEwen,AUS,RSH,WT,39.0,6.0,330.0
2012,87.0,Robbie McEwen,AUS,OGE,WT,40.0,4.0,0.0
2010,88.0,David Moncoutié,FRA,COF,PROF,35.0,6.0,415.0
2011,88.0,David Moncoutié,FRA,COF,PROF,36.0,6.0,370.0
2012,88.0,David Moncoutié,FRA,COF,PROF,37.0,4.0,20.0
2010,89.0,Maxime Monfort,BEL,THR,WT,27.0,6.0,165.0
2011,89.0,Maxime Monfort,BEL,LEO,WT,28.0,4.0,341.0
2012,89.0,Maxime Monfort,BEL,RNT,WT,29.0,4.0,270.0
2013,89.0,Maxime Monfort,BEL,RLT,WT,30.0,6.0,115.0
2014,89.0,Maxime Monfort,BEL,LTB,WT,31.0,2.0,180.0
2015,89.0,Maxime Monfort,BEL,LTS,WT,32.0,4.0,185.0
2016,89.0,Maxime Monfort,BEL,LTS,WT,33.0,2.0,185.0
2017,89.0,Maxime Monfort,BEL,LTS,WT,34.0,2.0,140.0
2018,89.0,Maxime Monfort,BEL,LTS,WT,35.0,1.0,59.0
2019,89.0,Maxime Monfort,BEL,LTS,WT,36.0,1.0,0.0
2010,90.0,Daniel Moreno,ESP,OLO,WT,29.0,6.0,30.0
2011,90.0,Daniel Moreno,ESP,KAT,WT,30.0,2.0,965.0
2012,90.0,Daniel Moreno,ESP,KAT,WT,31.0,12.0,900.0
2013,90.0,Daniel Moreno,ESP,KAT,WT,32.0,14.0,1450.0
2014,90.0,Daniel Moreno,ESP,KAT,WT,33.0,18.0,800.0
2015,90.0,Daniel Moreno,ESP,KAT,WT,34.0,14.0,1418.0
2016,90.0,Daniel Moreno,ESP,MOV,WT,35.0,22.0,573.0
2017,90.0,Daniel Moreno,ESP,MOV,WT,36.0,8.0,125.0
2018,90.0,Daniel Moreno,ESP,EFD,WT,37.0,1.0,0.0
2019,90.0,Daniel Moreno,ESP,XYZ,,38.0,1.0,0.0
2010,91.0,Kevin Seeldraeyers,BEL,QST,WT,24.0,6.0,0.0
2011,91.0,Kevin Seeldraeyers,BEL,QST,WT,25.0,1.0,55.0
2012,91.0,Kevin Seeldraeyers,BEL,AST,WT,26.0,1.0,11.0
2013,91.0,Kevin Seeldraeyers,BEL,AST,WT,27.0,1.0,230.0
2014,91.0,Kevin Seeldraeyers,BEL,WGG,PROF,28.0,4.0,0.0
2015,91.0,Kevin Seeldraeyers,BEL,TRK,CONT,29.0,1.0,0.0
2010,92.0,Chris Anker Sørensen,DEN,SAX,WT,26.0,6.0,150.0
2011,92.0,Chris Anker Sørensen,DEN,SBS,WT,27.0,4.0,480.0
2012,92.0,Chris Anker Sørensen,DEN,STB,WT,28.0,6.0,375.0
2013,92.0,Chris Anker Sørensen,DEN,TST,WT,29.0,8.0,350.0
2014,92.0,Chris Anker Sørensen,DEN,TCS,WT,30.0,6.0,4.0
2015,92.0,Chris Anker Sørensen,DEN,TCS,WT,31.0,2.0,200.0
2016,92.0,Chris Anker Sørensen,DEN,FVC,PROF,32.0,2.0,0.0
2017,92.0,Chris Anker Sørensen,DEN,RIW,CONT,33.0,1.0,0.0
2018,92.0,Chris Anker Sørensen,DEN,RIW,CONT,34.0,1.0,0.0
2010,93.0,Chris Sutton,AUS,SKY,WT,26.0,6.0,0.0
2011,93.0,Chris Sutton,AUS,SKY,WT,27.0,1.0,335.0
2012,93.0,Chris Sutton,AUS,SKY,WT,28.0,4.0,15.0
2013,93.0,Chris Sutton,AUS,SKY,WT,29.0,6.0,20.0
2014,93.0,Chris Sutton,AUS,SKY,WT,30.0,2.0,0.0
2015,93.0,Chris Sutton,AUS,SKY,WT,31.0,1.0,10.0
2016,93.0,Chris Sutton,AUS,XYZ,,32.0,1.0,0.0
2017,93.0,Chris Sutton,AUS,XYZ,,33.0,1.0,0.0
2010,94.0,Niki Terpstra,NED,MRM,WT,26.0,6.0,310.0
2011,94.0,Niki Terpstra,NED,QST,WT,27.0,6.0,345.0
2012,94.0,Niki Terpstra,NED,OPQ,WT,28.0,4.0,1260.0
2013,94.0,Niki Terpstra,NED,OPQ,WT,29.0,20.0,818.0
2014,94.0,Niki Terpstra,NED,OPQ,WT,30.0,14.0,1285.0
2015,94.0,Niki Terpstra,NED,EQS,WT,31.0,22.0,1272.0
2016,94.0,Niki Terpstra,NED,EQS,WT,32.0,22.0,877.0
