	Country 	UCI Team 	UCI Cat 	Rider 	Born 	Price 	Prev 	Score ↓ 	
94. 	USA 	RNT 	WT 	Chris Horner 	1971 	6 	535 	393 	[+]
95. 	NED 	VCD 	WT 	Kenny van Hummel 	1982 	2 	215 	390 	[+]
96. 	DEN 	RAB 	WT 	Matti Breschel 	1984 	10 	90 	390 	[+]
97. 	ITA 	OPQ 	WT 	Dario Cataldo 	1985 	2 	190 	387 	[+]
98. 	USA 	GRS 	WT 	Tyler Farrar 	1984 	14 	1024 	383 	[+]
99. 	RUS 	KAT 	WT 	Alexandr Kolobnev 	1981 	4 	355 	380 	[+]
100. 	COL 	COL 	PROF 	Fabio Duarte 	1986 	4 	255 	380 	[+]
101. 	DEN 	STB 	WT 	Chris Anker Sørensen 	1984 	6 	480 	375 	[+]
102. 	FRA 	SAU 	PROF 	Julien Simon 	1985 	2 	165 	375 	[+]
103. 	AUS 	OGE 	WT 	Luke Durbridge 	1991 	1 	0 	374 	[+]
104. 	KAZ 	AST 	WT 	Alexandre Vinokourov 	1973 	10 	712 	370 	[+]
105. 	GER 	GRS 	WT 	Fabian Wegmann 	1980 	6 	415 	365 	[+]
106. 	BEL 	VCD 	WT 	Björn Leukemans 	1977 	16 	1220 	360 	[+]
107. 	ITA 	LIQ 	WT 	Ivan Basso 	1977 	10 	800 	360 	[+]
108. 	POL 	OPQ 	WT 	Michal Kwiatkowski 	1990 	2 	210 	359 	[+]
109. 	LTU 	GRS 	WT 	Ramunas Navardauskas 	1988 	2 	215 	358 	[+]
110. 	NED 	VCD 	WT 	Wout Poels 	1987 	8 	550 	355 	[+]
111. 	FRA 	FDJ 	WT 	Jérémy Roy 	1983 	1 	70 	350 	[+]
112. 	USA 	OPQ 	WT 	Levi Leipheimer 	1973 	10 	935 	345 	[+]
113. 	ESP 	EUS 	WT 	Mikel Nieve 	1984 	6 	405 	345 	[+]
114. 	LUX 	RNT 	WT 	Fränk Schleck 	1980 	16 	1344 	340 	[+]
115. 	AUS 	OGE 	WT 	Simon Clarke 	1986 	4 	265 	330 	[+]
116. 	ESP 	RNT 	WT 	Haimar Zubeldia 	1977 	2 	195 	325 	[+]
117. 	ITA 	COG 	PROF 	Gianluca Brambilla 	1987 	2 	110 	322 	[+]
118. 	ESP 	MOV 	WT 	Francisco Ventoso 	1982 	4 	325 	320 	[+]
119. 	FRA 	FDJ 	WT 	Pierrick Fedrigo 	1978 	4 	290 	320 	[+]
120. 	BEL 	LTB 	WT 	Gianni Meersman 	1985 	2 	150 	320 	[+]
121. 	CRO 	AST 	WT 	Robert Kiserlovski 	1986 	2 	49 	320 	[+]
122. 	AUS 	SKY 	WT 	Richie Porte 	1985 	4 	325 	317 	[+]
123. 	GBR 	EDR 	CONT 	Jonathan Tiernan-Locke 	1984 	1 	60 	315 	[+]
124. 	ITA 	FAR 	PROF 	Oscar Gatto 	1985 	4 	305 	310 	[+]
125. 	SUI 	RNT 	WT 	Grégory Rast 	1980 	4 	300 	310 	[+]
126. 	FRA 	FDJ 	WT 	Matthieu Ladagnous 	1984 	4 	240 	310 	[+]
127. 	IRL 	ALM 	WT 	Nicholas Roche 	1984 	2 	150 	310 	[+]
128. 	FRA 	EUC 	PROF 	Alexandre Pichot 	1983 	1 	20 	310 	[+]
129. 	BLR 	FDJ 	WT 	Yauheni Hutarovich 	1983 	8 	585 	305 	[+]
130. 	NED 	RAB 	WT 	Laurens ten Dam 	1980 	2 	150 	305 	[+]
131. 	RUS 	KAT 	WT 	Denis Menchov 	1978 	8 	760 	300 	[+]
132. 	KAZ 	AST 	WT 	Dmitriy Gruzdev 	1986 	2 	100 	300 	[+]
133. 	EST 	AST 	WT 	Tanel Kangert 	1987 	1 	4 	299 	[+]
134. 	CZE 	OPQ 	WT 	Zdeněk Štybar 	1985 	2 	110 	295 	[+]
135. 	NED 	ARG 	PROF 	Tom Veelers 	1984 	2 	110 	295 	[+]
136. 	USA 	GRS 	WT 	David Zabriskie 	1979 	2 	185 	290 	[+]
137. 	ITA 	FAR 	PROF 	Elia Favilli 	1989 	1 	0 	290 	[+]
138. 	USA 	GRS 	WT 	Tom Danielson 	1978 	4 	366 	285 	[+]
139. 	FRA 	RNT 	WT 	Tony Gallopin 	1988 	4 	260 	280 	[+]
140. 	GBR 	SKY 	WT 	Ben Swift 	1987 	2 	140 	280 	[+]
141. 	ESP 	EUS 	WT 	Gorka Verdugo 	1978 	1 	0 	278 	[+]
142. 	BEL 	GRS 	WT 	Johan Vansummeren 	1981 	4 	350 	277 	[+]
143. 	GBR 	SKY 	WT 	Alex Dowsett 	1988 	4 	365 	275 	[+]
144. 	NED 	UHC 	PROF 	Marc de Maar 	1984 	2 	200 	275 	[+]
145. 	ITA 	AST 	WT 	Francesco Gavazzi 	1984 	2 	180 	275 	[+]
146. 	ITA 	ASA 	PROF 	Danilo Di Luca 	1976 	1 	20 	275 	[+]
147. 	BEL 	RNT 	WT 	Maxime Monfort 	1983 	4 	341 	270 	[+]
148. 	BEL 	RAB 	WT 	Maarten Wynants 	1982 	1 	60 	270 	[+]
149. 	ITA 	LIQ 	WT 	Elia Viviani 	1989 	2 	50 	270 	[+]
150. 	NED 	ARG 	PROF 	Koen de Kort 	1982 	1 	10 	270 	[+]
151. 	ITA 	ALM 	WT 	Manuel Belletti 	1985 	2 	185 	265 	[+]
152. 	USA 	GRS 	WT 	Christian Vande Velde 	1976 	4 	241 	261 	[+]
153. 	ITA 	LIQ 	WT 	Eros Capecchi 	1986 	2 	157 	260 	[+]
154. 	FRA 	SAU 	PROF 	Jonathan Hivert 	1985 	2 	150 	260 	[+]
155. 	AUS 	RAB 	WT 	Michael Matthews 	1990 	8 	300 	255 	[+]
156. 	ESP 	MOV 	WT 	Beñat Intxausti 	1986 	4 	282 	251 	[+]
157. 	GER 	RNT 	WT 	Andreas Klöden 	1975 	8 	757 	250 	[+]
158. 	FRA 	ALM 	WT 	Lloyd Mondory 	1982 	4 	240 	250 	[+]
159. 	SUI 	BMC 	WT 	Johann Tschopp 	1982 	1 	75 	250 	[+]
160. 	POL 	LIQ 	WT 	Maciej Bodnar 	1985 	1 	0 	250 	[+]
161. 	ITA 	COG 	PROF 	Sacha Modolo 	1987 	2 	100 	245 	[+]
162. 	ITA 	ASA 	PROF 	Francesco Reda 	1982 	1 	0 	245 	[+]
163. 	ERI 	OGE 	WT 	Daniel Teklehaimanot 	1988 	2 	100 	240 	[+]
164. 	ITA 	LIQ 	WT 	Damiano Caruso 	1987 	1 	45 	240 	[+]
165. 	SVK 	OPQ 	WT 	Peter Velits 	1985 	8 	74 	235 	[+]
166. 	NED 	RAB 	WT 	Wilco Kelderman 	1991 	1 	25 	230 	[+]
167. 	RUS 	KAT 	WT 	Vladimir Gusev 	1982 	4 	180 	225 	[+]
168. 	LTU 	SKT 	CONT 	Gediminas Bagdonas 	1985 	2 	140 	225 	[+]
169. 	SWE 	VCD 	WT 	Gustav Erik Larsson 	1980 	4 	250 	222 	[+]
170. 	BEL 	OGE 	WT 	Jens Keukeleire 	1988 	2 	90 	220 	[+]
171. 	ESP 	EUS 	WT 	Pablo Urtasun 	1980 	1 	0 	220 	[+]
172. 	POL 	APP 	PROF 	Bartosz Huzarski 	1980 	1 	60 	215 	[+]
173. 	CRC 	MOV 	WT 	Andrey Amador 	1986 	1 	30 	215 	[+]
174. 	ESP 	MOV 	WT 	Sergio Pardilla 	1984 	1 	7 	215 	[+]
175. 	FRA 	SAU 	PROF 	Jimmy Engoulvent 	1979 	1 	0 	215 	[+]
176. 	AUS 	OGE 	WT 	Cameron Meyer 	1988 	1 	2 	213 	[+]
177. 	COL 	COF 	PROF 	Leonardo Duque 	1980 	2 	155 	210 	[+]
178. 	RUS 	TT1 	PROF 	Alexander Serebryakov 	1987 	1 	0 	210 	[+]
179. 	BEL 	TSV 	PROF 	Pieter Serry 	1988 	1 	0 	210 	[+]
180. 	SLO 	VBG 	CONT 	Robert Vrecer 	1980 	1 	0 	210 	[+]
181. 	AUS 	OGE 	WT 	Stuart O'Grady 	1973 	4 	340 	208 	[+]
182. 	SLO 	KAT 	WT 	Simon Spilak 	1986 	2 	80 	207 	[+]
183. 	BEL 	OPQ 	WT 	Kristof Vandewalle 	1985 	1 	85 	205 	[+]
184. 	ESP 	MOV 	WT 	Javier Moreno 	1984 	1 	60 	201 	[+]
185. 	ITA 	LAM 	WT 	Alessandro Petacchi 	1974 	10 	710 	200 	[+]
186. 	BEL 	TSV 	PROF 	Laurens De Vreese 	1988 	1 	30 	200 	[+]
187. 	POL 	LIQ 	WT 	Sylwester Szmyd 	1978 	1 	7 	200 	[+]
188. 	DEN 	STB 	WT 	Mads Christensen 	1984 	1 	0 	200 	[+]
189. 	ESP 	KAT 	WT 	Xavier Florencio 	1979 	1 	0 	200 	[+]
190. 	CRO 	ASA 	PROF 	Vladimir Miholjevic 	1974 	1 	0 	200 	[+]
191. 	CAN 	SPI 	PROF 	Ryan Roth 	1983 	1 	0 	200 	[+]
192. 	DEN 	LTB 	WT 	Lars Ytting Bak 	1980 	4 	293 	196 	[+]
193. 	FRA 	SAU 	PROF 	Jérôme Coppel 	1986 	6 	400 	195 	[+]
194. 	FRA 	SAU 	PROF 	Guillaume Levarlet 	1985 	1 	15 	195 	[+]
195. 	ITA 	STB 	WT 	Matteo Tosatto 	1974 	1 	30 	193 	[+]
196. 	RUS 	KAT 	WT 	Pavel Brutt 	1982 	6 	463 	192 	[+]
197. 	POL 	OPQ 	WT 	Michal Golas 	1984 	1 	80 	192 	[+]
198. 	FRA 	GRS 	WT 	Christophe Le Mevel 	1980 	4 	292 	190 	[+]
199. 	LAT 	KAT 	WT 	Gatis Smukulis 	1987 	2 	172 	187 	[+]
200. 	NZL 	RNT 	WT 	Jesse Sergent 	1988 	4 	330 	185 	[+]
201. 	FRA 	COF 	PROF 	Samuel Dumoulin 	1980 	4 	225 	185 	[+]
202. 	ESP 	EUS 	WT 	Ion Izagirre 	1989 	1 	0 	183 	[+]
203. 	SUI 	RNT 	WT 	Oliver Zaugg 	1981 	4 	430 	180 	[+]
204. 	AUT 	SKY 	WT 	Bernhard Eisel 	1981 	4 	335 	180 	[+]
205. 	ITA 	LAM 	WT 	Adriano Malori 	1988 	2 	150 	180 	[+]
206. 	AUS 	SKY 	WT 	Mathew Hayman 	1978 	8 	590 	175 	[+]
207. 	ITA 	OPQ 	WT 	Francesco Chicchi 	1980 	2 	130 	175 	[+]
208. 	COL 	COL 	PROF 	Esteban Chaves 	1990 	1 	0 	175 	[+]
209. 	RUS 	KAT 	WT 	Eduard Vorganov 	1982 	1 	0 	175 	[+]
210. 	FRA 	BSC 	PROF 	Laurent Pichon 	1986 	2 	190 	170 	[+]
211. 	JPN 	EUC 	PROF 	Yukiya Arashiro 	1984 	2 	10 	170 	[+]
212. 	ITA 	AND 	PROF 	Fabio Felline 	1990 	1 	0 	170 	[+]
213. 	KAZ 	AST 	WT 	Alexandr Dyachenko 	1983 	2 	125 	168 	[+]
214. 	GBR 	SKY 	WT 	Geraint Thomas 	1986 	6 	487 	166 	[+]
215. 	FRA 	VCD 	WT 	Romain Feillu 	1984 	8 	645 	160 	[+]
216. 	FRA 	ALM 	WT 	John Gadret 	1979 	8 	510 	160 	[+]
217. 	FRA 	ALM 	WT 	Jean-Christophe Peraud 	1977 	6 	395 	160 	[+]
218. 	AUS 	OGE 	WT 	Leigh Howard 	1989 	1 	97 	160 	[+]
219. 	FRA 	SAU 	PROF 	Stéphane Poulhiès 	1985 	1 	15 	160 	[+]
220. 	GER 	RNT 	WT 	Jens! Voigt 	1971 	2 	0 	160 	[+]
221. 	BEL 	COF 	PROF 	Jan Ghyselinck 	1988 	1 	0 	160 	[+]
222. 	ESP 	EUS 	WT 	Egoi Martinez 	1978 	1 	0 	160 	[+]
223. 	ITA 	AST 	WT 	Paolo Tiralongo 	1977 	2 	120 	156 	[+]
224. 	RSA 	GRS 	WT 	Robbie Hunter 	1977 	1 	50 	156 	[+]
225. 	EST 	COF 	PROF 	Rein Taaramäe 	1987 	8 	660 	155 	[+]
226. 	ITA 	AND 	PROF 	Roberto Ferrari 	1983 	2 	120 	155 	[+]
227. 	SLO 	LIQ 	WT 	Kristjan Koren 	1986 	1 	30 	155 	[+]
228. 	KAZ 	AST 	WT 	Assan Bazayev 	1981 	1 	0 	155 	[+]
229. 	RUS 	RVL 	PROF 	Sergey Firsanov 	1982 	1 	0 	152 	[+]
230. 	GER 	OPQ 	WT 	Bert Grabsch 	1975 	6 	459 	150 	[+]
231. 	POR 	CJR 	PROF 	Manuel Cardoso 	1983 	4 	230 	150 	[+]
232. 	GER 	ARG 	PROF 	Simon Geschke 	1986 	2 	140 	150 	[+]
233. 	BEL 	VCD 	WT 	Kris Boeckmans 	1987 	2 	0 	150 	[+]
234. 	NED 	UHC 	PROF 	Boy van Poppel 	1988 	1 	0 	150 	[+]
235. 	SUI 	BMC 	WT 	Steve Morabito 	1983 	1 	45 	149 	[+]
236. 	ITA 	AND 	PROF 	Emanuele Sella 	1981 	4 	320 	145 	[+]
237. 	BEL 	OPQ 	WT 	Dries Devenyns 	1983 	4 	300 	145 	[+]
238. 	NED 	VCD 	WT 	Johnny Hoogerland 	1983 	4 	260 	145 	[+]
239. 	GER 	RNT 	WT 	Linus Gerdemann 	1982 	2 	139 	140 	[+]
240. 	ESP 	MOV 	WT 	Angel Madrazo 	1988 	1 	62 	140 	[+]
241. 	NZL 	GRS 	WT 	Jack Bauer 	1985 	1 	35 	140 	[+]
242. 	ITA 	TT1 	PROF 	Daniele Colli 	1982 	1 	30 	140 	[+]
243. 	RUS 	KAT 	WT 	Petr Ignatenko 	1987 	1 	0 	140 	[+]
244. 	LAT 	COF 	PROF 	Aleksejs Saramotins 	1982 	1 	0 	140 	[+]
245. 	NED 	RAB 	WT 	Tom Jelte Slagter 	1989 	1 	0 	140 	[+]
246. 	FRA 	BSC 	PROF 	Florian Vachon 	1985 	1 	0 	140 	[+]
247. 	FRA 	ALM 	WT 	Hubert Dupont 	1980 	2 	155 	135 	[+]
248. 	BEL 	TSV 	PROF 	Michael Van Staeyen 	1988 	2 	100 	135 	[+]
249. 	AUS 	GRS 	WT 	Nathan Haas 	1989 	1 	0 	135 	[+]
250. 	FRA 	FDJ 	WT 	Steve Chainel 	1983 	1 	45 	130 	[+]
251. 	GER 	LIQ 	WT 	Dominik Nerz 	1989 	1 	35 	130 	[+]
252. 	DEN 	STB 	WT 	Michael Mørkøv 	1985 	2 	130 	129 	[+]
253. 	GBR 	SKY 	WT 	Ian Stannard 	1987 	2 	200 	125 	[+]
254. 	ITA 	LIQ 	WT 	Daniel Oss 	1987 	2 	55 	125 	[+]
255. 	ESP 	EUS 	WT 	Mikel Landa 	1989 	1 	25 	125 	[+]
256. 	BUL 	KTS 	CONT 	Ivailo Gabrovski 	1978 	1 	0 	125 	[+]
257. 	USA 	GRS 	WT 	Alex Howes 	1988 	1 	0 	125 	[+]
258. 	SLO 	TT1 	PROF 	Aldo Ino Ilesic 	1984 	1 	0 	125 	[+]
259. 	ESP 	MOV 	WT 	Jose Joaquin Rojas 	1985 	12 	985 	122 	[+]
260. 	GER 	OPQ 	WT 	Gerald Ciolek 	1986 	4 	340 	120 	[+]
261. 	POR 	RNT 	WT 	Tiago Machado 	1985 	2 	215 	120 	[+]
262. 	ITA 	ALM 	WT 	Matteo Montaguti 	1984 	1 	70 	120 	[+]
263. 	GBR 	BMC 	WT 	Stephen Cummings 	1981 	2 	20 	120 	[+]
264. 	CAN 	SPI 	PROF 	Guillaume Boivin 	1989 	1 	0 	120 	[+]
265. 	ARG 	STB 	WT 	Juan Jose Haedo 	1981 	2 	210 	115 	[+]
266. 	CZE 	APP 	PROF 	Leopold König 	1987 	2 	195 	115 	[+]
267. 	BLR 	MOV 	WT 	Branislau Samoilau 	1985 	1 	10 	110 	[+]
268. 	ITA 	IDE 	CONT 	Andrea Palini 	1989 	1 	0 	110 	[+]
269. 	USA 	XRG 	CONT 	Fred Rodriguez 	1973 	1 	0 	110 	[+]
270. 	ITA 	AND 	PROF 	Riccardo Chiarini 	1984 	2 	200 	105 	[+]
271. 	GER 	ARG 	PROF 	Roger Kluge 	1986 	1 	40 	104 	[+]
272. 	ITA 	COG 	PROF 	Stefano Pirazzi 	1987 	1 	50 	102 	[+]
273. 	BEL 	OPQ 	WT 	Julien Vermote 	1989 	1 	0 	102 	[+]
274. 	IRL 	OPQ 	WT 	Matthew Brammeier 	1985 	2 	220 	100 	[+]
275. 	ESP 	RAB 	WT 	Carlos Barredo 	1981 	2 	200 	100 	[+]
276. 	ITA 	COG 	PROF 	Enrico Battaglin 	1989 	2 	200 	100 	[+]
277. 	GRE 	SPT 	CONT 	Ioannis Tamouridis 	1980 	2 	200 	100 	[+]
278. 	LTU 	OGE 	WT 	Aidis Kruopis 	1986 	2 	155 	100 	[+]
279. 	ESP 	CJR 	PROF 	David De La Fuente 	1981 	2 	140 	100 	[+]
280. 	SUI 	BMC 	WT 	Martin Kohler 	1985 	2 	120 	100 	[+]
281. 	MDA 	LTR 	CONT 	Alexandre Pliuschin 	1987 	2 	110 	100 	[+]
282. 	NED 	RAB 	WT 	Stef Clement 	1982 	2 	105 	100 	[+]
283. 	USA 	RNT 	WT 	Matthew Busche 	1985 	2 	100 	100 	[+]
284. 	NED 	ARG 	PROF 	Ronan van Zandbeek 	1988 	1 	30 	100 	[+]
285. 	BEL 	ACC 	PROF 	Steven Caethoven 	1981 	1 	25 	100 	[+]
286. 	LUX 	ALM 	WT 	Ben Gastauer 	1987 	1 	20 	100 	[+]
287. 	CAN 	EUC 	PROF 	David Veilleux 	1987 	1 	10 	100 	[+]
288. 	LUX 	RNT 	WT 	Laurent Didier 	1984 	1 	0 	100 	[+]
289. 	JPN 	ARG 	PROF 	Yukihiro Doi 	1983 	1 	0 	100 	[+]
290. 	USA 	LIQ 	WT 	Timothy Duggan 	1982 	1 	0 	100 	[+]
291. 	FIN 	LAN 	PROF 	Matti Helminen 	1975 	1 	0 	100 	[+]
292. 	RSA 	MTN 	CONT 	Reinardt Janse van Rensburg 	1989 	1 	0 	100 	[+]
293. 	CZE 	ADP 	CONT 	Milan Kadlec 	1974 	1 	0 	100 	[+]
294. 	NED 	VCD 	WT 	Wesley Kreder 	1990 	1 	0 	100 	[+]
295. 	ITA 	ASA 	PROF 	Danilo Napolitano 	1981 	1 	0 	100 	[+]
296. 	FIN 	XYZ 		Jarkko Niemi 	1982 	1 	0 	100 	[+]
297. 	JPN 	BGT 	CONT 	Ryota Nishizono 	1987 	1 	0 	100 	[+]
298. 	CAN 	SPI 	PROF 	Francois Parisien 	1982 	1 	0 	100 	[+]
299. 	RUS 	KAT 	WT 	Alexander Porsev 	1986 	1 	0 	100 	[+]
300. 	FRA 	RLM 	CONT 	Fabien Schmidt 	1989 	1 	0 	100 	[+]
301. 	RUS 	LOK 	CONT 	Evgeny Shalunov 	1992 	1 	0 	100 	[+]
302. 	BRA 	PRC 	CONT 	Luiz Tavares 	1977 	1 	0 	100 	[+]
303. 	AUT 	APP 	PROF 	Daniel Schorn 	1988 	1 	0 	95 	[+]
