	Country 	UCI Team 	UCI Cat 	Rider 	Born 	Price 	Prev 	Score ↓ 	
302. 	GBR 	AHB 	CONT 	Tao Geoghegan Hart 	1995 	1 	40 	140 	[+]
303. 	GER 	RNR 	CONT 	Pascal Ackermann 	1994 	1 	30 	140 	[+]
304. 	ITA 	LAM 	WT 	Valerio Conti 	1993 	1 	10 	140 	[+]
305. 	ITA 	XYZ 		Simone Consonni 	1994 	1 	0 	140 	[+]
306. 	FRA 	WGG 	PROF 	Guillaume Martin 	1993 	1 	0 	140 	[+]
307. 	USA 	AHB 	CONT 	Neilson Powless 	1996 	1 	0 	140 	[+]
308. 	NOR 	SKY 	WT 	Lars Nordhaug 	1984 	2 	215 	135 	[+]
309. 	ITA 	AND 	PROF 	Marco Frapporti 	1985 	1 	0 	135 	[+]
310. 	ITA 	WGG 	PROF 	Danilo Napolitano 	1981 	2 	155 	130 	[+]
311. 	AUT 	BOA 	PROF 	Patrick Konrad 	1991 	1 	53 	130 	[+]
312. 	RUS 	KAT 	WT 	Pavel Kochetkov 	1986 	1 	22 	130 	[+]
313. 	NED 	RDT 	CONT 	Martijn Tusveld 	1993 	1 	0 	130 	[+]
314. 	ITA 	STH 	PROF 	Andrea Fedi 	1991 	4 	305 	125 	[+]
315. 	ITA 	AND 	PROF 	Franco Pellizotti 	1978 	2 	165 	125 	[+]
316. 	CZE 	CCC 	PROF 	Jan Hirt 	1991 	2 	130 	125 	[+]
317. 	ITA 	WGG 	PROF 	Marco Marcato 	1984 	2 	115 	125 	[+]
318. 	SUI 	BMC 	WT 	Michael Schär 	1986 	1 	24 	125 	[+]
319. 	KAZ 	AST 	WT 	Arman Kamyshev 	1991 	1 	15 	125 	[+]
320. 	ESP 	MOV 	WT 	Jose Joaquin Rojas 	1985 	4 	255 	123 	[+]
321. 	BEL 	TLJ 	WT 	Maarten Wynants 	1982 	1 	64 	122 	[+]
322. 	FRA 	FDJ 	WT 	Matthieu Ladagnous 	1984 	1 	18 	122 	[+]
323. 	KAZ 	AST 	WT 	Dmitriy Gruzdev 	1986 	1 	7 	122 	[+]
324. 	DEN 	CPT 	WT 	Matti Breschel 	1984 	6 	440 	120 	[+]
325. 	FRA 	ALM 	WT 	Alexis Vuillermoz 	1988 	4 	375 	120 	[+]
326. 	CAN 	OPM 	CONT 	Rob Britton 	1984 	2 	130 	120 	[+]
327. 	NED 	ROP 	PROF 	Huub Duyn 	1984 	2 	120 	120 	[+]
328. 	NED 	ROP 	PROF 	Jesper Asselman 	1990 	1 	72 	120 	[+]
329. 	DEN 	KAT 	WT 	Michael Mørkøv 	1985 	1 	45 	120 	[+]
330. 	BEL 	LTS 	WT 	Sander Armee 	1985 	1 	0 	120 	[+]
331. 	NOR 	TJO 	CONT 	Bjørn Tore Hoem 	1991 	1 	0 	120 	[+]
332. 	BEL 	TSV 	PROF 	Eliot Lietaer 	1990 	1 	0 	120 	[+]
333. 	ITA 	STH 	PROF 	Jakub Mareczko 	1994 	1 	0 	120 	[+]
334. 	NED 	ROP 	PROF 	Nick van der Lijke 	1991 	1 	0 	120 	[+]
335. 	ITA 	EQS 	WT 	Davide Martinelli 	1993 	2 	0 	116 	[+]
336. 	EST 	CAT 	CONT 	Mihkel Raim 	1993 	1 	0 	116 	[+]
337. 	ISR 	CAT 	CONT 	Guy Sagiv 	1994 	1 	0 	116 	[+]
338. 	ISR 	CAT 	CONT 	Aviv Yechezkel 	1994 	1 	0 	116 	[+]
339. 	DEN 	TGA 	WT 	Søren Kragh Andersen 	1994 	2 	0 	115 	[+]
340. 	BEL 	LTS 	WT 	Tosh Van der Sande 	1990 	4 	285 	110 	[+]
341. 	BEL 	WGG 	PROF 	Gaëtan Bille 	1988 	4 	240 	110 	[+]
342. 	ESP 	MOV 	WT 	Jesus Herrada 	1990 	4 	219 	110 	[+]
343. 	MAR 	SKD 	CONT 	Soufiane Haddi 	1991 	4 	200 	110 	[+]
344. 	BEL 	TGA 	WT 	Zico Waeytens 	1991 	2 	160 	110 	[+]
345. 	GER 	BOA 	PROF 	Emanuel Buchmann 	1992 	2 	143 	110 	[+]
346. 	GER 	MOV 	WT 	Jasha Sütterlin 	1992 	1 	65 	110 	[+]
347. 	RUS 	GAZ 	PROF 	Alexander Foliforov 	1992 	1 	10 	110 	[+]
348. 	FRA 	DEN 	PROF 	Lilian Calmejane 	1992 	1 	0 	110 	[+]
349. 	LUX 	SSG 	PROF 	Alex Kirsch 	1992 	1 	0 	110 	[+]
350. 	SVK 	TNK 	WT 	Erik Baška 	1994 	1 	0 	108 	[+]
351. 	SVK 	TNK 	WT 	Juraj Sagan 	1988 	1 	0 	108 	[+]
352. 	RSA 	OGE 	WT 	Daryl Impey 	1984 	4 	227 	105 	[+]
353. 	AUT 	TGA 	WT 	Georg Preidler 	1990 	2 	145 	105 	[+]
354. 	GBR 	WGG 	PROF 	Mark McNally 	1989 	1 	50 	105 	[+]
355. 	POR 	CPT 	WT 	Andre Cardoso 	1984 	1 	45 	105 	[+]
356. 	ESP 	CJR 	PROF 	Jaime Roson 	1993 	1 	0 	105 	[+]
357. 	AUS 	OGE 	WT 	Simon Gerrans 	1980 	18 	283 	101 	[+]
358. 	LTU 	FDJ 	WT 	Ignatas Konovalovas 	1985 	4 	235 	100 	[+]
359. 	ERI 	DDD 	WT 	Natnael Berhane 	1991 	2 	224 	100 	[+]
360. 	EST 	COF 	PROF 	Gert Joeaar 	1987 	4 	200 	100 	[+]
361. 	ROU 	AND 	PROF 	Serghei Tvetcov 	1988 	4 	200 	100 	[+]
362. 	ESP 	CJR 	PROF 	Angel Madrazo 	1988 	2 	104 	100 	[+]
363. 	ITA 	LAM 	WT 	Roberto Ferrari 	1983 	1 	100 	100 	[+]
364. 	AUS 	IAM 	WT 	David Tanner 	1984 	1 	100 	100 	[+]
365. 	BEL 	TSV 	PROF 	Preben Van Hecke 	1982 	1 	100 	100 	[+]
366. 	FRA 	ALM 	WT 	Cyril Gautier 	1987 	1 	80 	100 	[+]
367. 	ITA 	BOA 	PROF 	Cesare Benedetti 	1987 	1 	68 	100 	[+]
368. 	USA 	IAM 	WT 	Larry Warbasse 	1990 	1 	30 	100 	[+]
369. 	SUI 	BMC 	WT 	Tom Bohli 	1994 	1 	20 	100 	[+]
370. 	FRA 	ADT 	CONT 	Julien Duval 	1990 	1 	10 	100 	[+]
371. 	AZE 	BCP 	CONT 	Elchin Asadov 	1987 	1 	0 	100 	[+]
372. 	AZE 	BCP 	CONT 	Maksym Averin 	1985 	1 	0 	100 	[+]
373. 	USA 	AHB 	CONT 	Gregory Daniel 	1994 	1 	0 	100 	[+]
374. 	SUI 	IAM 	WT 	Jonathan Fumeaux 	1988 	1 	0 	100 	[+]
375. 	TUN 	SKD 	CONT 	Maher Hasnaoui 	1989 	1 	0 	100 	[+]
376. 	JPN 	BGT 	CONT 	Sho Hatsuyama 	1988 	1 	0 	100 	[+]
377. 	NOR 	FDJ 	WT 	Daniel Hoelgaard 	1993 	1 	0 	100 	[+]
378. 	CAN 	GQC 	CONT 	Bruno Langlois 	1979 	1 	0 	100 	[+]
379. 	MEX 	CAT 	CONT 	Luis Lemus 	1992 	1 	0 	100 	[+]
380. 	DEN 	ONE 	PROF 	Martin Mortensen 	1984 	1 	0 	100 	[+]
381. 	JPN 	BGT 	CONT 	Ryota Nishizono 	1987 	1 	0 	100 	[+]
382. 	RWA 	DDD 	WT 	Adrien Niyonshuti 	1987 	1 	0 	100 	[+]
383. 	UKR 	KLS 	CONT 	Oleksandr Polivoda 	1987 	1 	0 	100 	[+]
384. 	AUS 	OGE 	WT 	Robert Power 	1995 	1 	0 	100 	[+]
385. 	BRA 	FSC 	PROF 	Flavio Cardoso 	1980 	1 	0 	100 	[+]
386. 	KAZ 	TSE 	CONT 	Nikita Stalnov 	1991 	1 	0 	100 	[+]
387. 	RWA 	DDD 	WT 	Bonaventure Uwizeyimana 	1993 	1 	0 	100 	[+]
388. 	SWE 	TTB 	CONT 	Alexander Wetterhall 	1986 	1 	0 	100 	[+]
389. 	AUT 	CCC 	PROF 	Felix Großschartner 	1993 	1 	0 	96 	[+]
390. 	NED 	TGA 	WT 	Ramon Sinkeldam 	1989 	4 	385 	95 	[+]
391. 	FRA 	COF 	PROF 	Clement Venturini 	1993 	1 	30 	95 	[+]
392. 	SUI 	BMC 	WT 	Danilo Wyss 	1985 	2 	176 	94 	[+]
393. 	BEL 	KAT 	WT 	Jurgen Van Den Broeck 	1983 	6 	360 	90 	[+]
394. 	BEL 	EQS 	WT 	Nikolas Maes 	1986 	2 	127 	90 	[+]
395. 	FRA 	FDJ 	WT 	Kevin Reza 	1988 	2 	115 	90 	[+]
396. 	COL 	MOV 	WT 	Winner Anacona 	1988 	2 	94 	90 	[+]
397. 	NED 	CPT 	WT 	Sebastian Langeveld 	1985 	4 	76 	90 	[+]
398. 	FRA 	COF 	PROF 	Romain Hardy 	1988 	1 	20 	90 	[+]
399. 	COL 	AND 	PROF 	Egan Bernal 	1997 	1 	0 	90 	[+]
400. 	GER 	VAT 	PROF 	Jonas Koch 	1993 	1 	0 	90 	[+]
401. 	USA 	CPT 	WT 	Benjamin King 	1989 	1 	40 	86 	[+]
402. 	DEN 	SSG 	PROF 	Mads Pedersen 	1995 	1 	80 	85 	[+]
403. 	ESP 	MOV 	WT 	Javier Moreno 	1984 	1 	2 	85 	[+]
404. 	ITA 	CCC 	PROF 	Davide Rebellin 	1971 	6 	438 	80 	[+]
405. 	FRA 	FVC 	PROF 	Pierrick Fedrigo 	1978 	4 	290 	80 	[+]
406. 	NED 	TLJ 	WT 	Mike Teunissen 	1992 	4 	289 	80 	[+]
407. 	BEL 	WGG 	PROF 	Tom Devriendt 	1991 	1 	100 	80 	[+]
408. 	SWE 	TGA 	WT 	Tobias Ludvigsson 	1991 	1 	45 	80 	[+]
409. 	ESP 	CJR 	PROF 	Luis Mas 	1989 	1 	44 	80 	[+]
410. 	ESP 	DMP 	PROF 	Delio Fernandez 	1986 	1 	15 	80 	[+]
411. 	BEL 	TSV 	PROF 	Gijs Van Hoecke 	1991 	1 	10 	80 	[+]
412. 	GBR 	WGN 	CONT 	Daniel Pearson 	1994 	1 	0 	80 	[+]
413. 	RUS 	GAZ 	PROF 	Andrey Solomennikov 	1987 	1 	0 	80 	[+]
414. 	ITA 	XYZ 		Andrea Vendrame 	1994 	1 	0 	80 	[+]
415. 	BEL 	LTS 	WT 	Louis Vervaeke 	1993 	1 	0 	80 	[+]
416. 	FRA 	ADT 	CONT 	Yannis Yssaad 	1993 	1 	0 	80 	[+]
417. 	NED 	TLJ 	WT 	Tom Leezer 	1985 	1 	40 	77 	[+]
418. 	BLR 	ZZZ 		Yauheni Hutarovich 	1983 	6 	430 	75 	[+]
419. 	ERI 	DDD 	WT 	Merhawi Kudus Ghebremedhin 	1994 	1 	10 	75 	[+]
420. 	USA 	AHB 	CONT 	Colin Joyce 	1994 	1 	0 	75 	[+]
421. 	BEL 	LTS 	WT 	Kris Boeckmans 	1987 	16 	795 	70 	[+]
422. 	BEL 	FVC 	PROF 	Boris Vallee 	1993 	2 	210 	70 	[+]
423. 	BEL 	DDD 	WT 	Serge Pauwels 	1983 	2 	200 	70 	[+]
424. 	NED 	LTS 	WT 	Pim Ligthart 	1988 	2 	195 	70 	[+]
425. 	UKR 	AST 	WT 	Andriy Grivko 	1983 	2 	172 	70 	[+]
426. 	FRA 	DEN 	PROF 	Thomas Boudat 	1994 	2 	170 	70 	[+]
427. 	LTU 	VWT 	CONT 	Aidis Kruopis 	1986 	2 	160 	70 	[+]
428. 	RUS 	GAZ 	PROF 	Evgeny Shalunov 	1992 	1 	70 	70 	[+]
429. 	RUS 	LOK 	CONT 	Sergey Shilov 	1988 	1 	25 	70 	[+]
430. 	FRA 	FDJ 	WT 	Laurent Pichon 	1986 	1 	20 	70 	[+]
431. 	NOR 	KAT 	WT 	Sven Erik Bystrom 	1992 	1 	10 	70 	[+]
432. 	CAN 	DEN 	PROF 	Ryan Anderson 	1987 	1 	6 	70 	[+]
433. 	NED 	TGA 	WT 	Laurens ten Dam 	1980 	2 	0 	70 	[+]
434. 	FRA 	COF 	PROF 	Loic Chetout 	1992 	1 	0 	70 	[+]
435. 	FRA 	FVC 	PROF 	Anthony Delaplace 	1989 	1 	0 	70 	[+]
436. 	FRA 	WGG 	PROF 	Guillaume Martin 	1993 	1 	0 	70 	[+]
437. 	ITA 	TFS 	WT 	Jacopo Mosca 	1993 	1 	0 	70 	[+]
438. 	GBR 	ONE 	PROF 	Chris Opie 	1987 	1 	0 	70 	[+]
439. 	AUS 	ONE 	PROF 	Steele Von Hoff 	1987 	1 	0 	70 	[+]
440. 	GBR 	ONE 	PROF 	Peter Williams 	1986 	1 	0 	70 	[+]
441. 	RUS 	TNK 	WT 	Nikolai Trussov 	1985 	2 	125 	68 	[+]
442. 	FRA 	FDJ 	WT 	Johan Le Bon 	1990 	2 	108 	67 	[+]
443. 	BEL 	WBC 	CONT 	Kevyn Ista 	1984 	1 	0 	65 	[+]
444. 	ESP 	MOV 	WT 	Jose Herrada 	1985 	2 	149 	63 	[+]
445. 	CAN 	OGE 	WT 	Svein Tuft 	1977 	1 	59 	61 	[+]
446. 	USA 	CPT 	WT 	Joe Dombrowski 	1991 	4 	270 	60 	[+]
447. 	ROU 	NIP 	PROF 	Eduard Michael Grosu 	1992 	4 	250 	60 	[+]
448. 	ITA 	SKY 	WT 	Salvatore Puccio 	1989 	2 	155 	60 	[+]
449. 	ITA 	IAM 	WT 	Matteo Pelucchi 	1989 	2 	140 	60 	[+]
450. 	POL 	LAM 	WT 	Przemyslaw Niemiec 	1980 	2 	130 	60 	[+]
451. 	USA 	TFS 	WT 	Kiel Reijnen 	1986 	2 	112 	60 	[+]
452. 	SLO 	ADR 	CONT 	Jure Golcer 	1977 	1 	100 	60 	[+]
453. 	ESP 	TNN 	PROF 	Javier Megias 	1983 	1 	70 	60 	[+]
454. 	AUS 	IAM 	WT 	Leigh Howard 	1989 	1 	50 	60 	[+]
455. 	GER 	BOA 	PROF 	Rüdiger Selig 	1989 	1 	28 	60 	[+]
456. 	AUS 	LTS 	WT 	Adam Hansen 	1981 	1 	20 	60 	[+]
457. 	CAN 	DEN 	PROF 	Antoine Duchesne 	1991 	1 	10 	60 	[+]
458. 	GER 	BOA 	PROF 	Christoph Pfingsten 	1992 	1 	10 	60 	[+]
459. 	POL 	CCC 	PROF 	Jaroslaw Marycz 	1987 	1 	8 	60 	[+]
460. 	POL 	VAT 	PROF 	Pawel Cieslik 	1986 	1 	0 	60 	[+]
461. 	FRA 	FDJ 	WT 	David Gaudu 	1996 	1 	0 	60 	[+]
462. 	POR 	AHB 	CONT 	Ruben Guerreiro 	1994 	1 	0 	60 	[+]
463. 	ESP 	UKO 	CONT 	Oscar Pujol 	1983 	1 	0 	60 	[+]
464. 	GER 	BOA 	PROF 	Michael Schwarzmann 	1991 	1 	0 	60 	[+]
465. 	NED 	ROP 	PROF 	Antwan Tolhoek 	1994 	1 	0 	60 	[+]
466. 	FRA 	COF 	PROF 	Stéphane Rossetto 	1987 	2 	160 	55 	[+]
467. 	NZL 	CPT 	WT 	Jack Bauer 	1985 	2 	130 	55 	[+]
468. 	AUS 	OGE 	WT 	Michael Hepburn 	1991 	2 	125 	55 	[+]
469. 	BEL 	CRV 	CONT 	Gerry Druyts 	1991 	1 	0 	55 	[+]
470. 	AUS 	OGE 	WT 	Alexander Edmondson 	1993 	1 	0 	55 	[+]
471. 	GBR 	SKY 	WT 	Alex Peters 	1994 	1 	0 	54 	[+]
472. 	FRA 	FVC 	PROF 	Florian Vachon 	1985 	4 	395 	50 	[+]
473. 	ITA 	LAM 	WT 	Davide Cimolai 	1989 	4 	285 	50 	[+]
474. 	RUS 	KAT 	WT 	Alexei Tsatevich 	1989 	2 	162 	50 	[+]
475. 	POL 	SKY 	WT 	Michal Golas 	1984 	2 	150 	50 	[+]
476. 	SLO 	LAM 	WT 	Luca Pibernik 	1993 	2 	110 	50 	[+]
477. 	LAT 	CPT 	WT 	Toms Skujins 	1991 	2 	110 	50 	[+]
478. 	AUT 	TFS 	WT 	Riccardo Zoidl 	1988 	1 	80 	50 	[+]
479. 	NZL 	LTS 	WT 	Gregory Henderson 	1976 	1 	45 	50 	[+]
480. 	GER 	SSG 	PROF 	Gerald Ciolek 	1986 	1 	39 	50 	[+]
481. 	FRA 	FVC 	PROF 	Kevin Ledanois 	1993 	2 	30 	50 	[+]
482. 	BEL 	AST 	WT 	Laurens De Vreese 	1988 	1 	30 	50 	[+]
483. 	POR 	CJR 	PROF 	Ricardo Vilela 	1987 	1 	30 	50 	[+]
484. 	FRA 	ALM 	WT 	Maxime Daniel 	1991 	1 	20 	50 	[+]
485. 	POL 	CCC 	PROF 	Alan Banaszek 	1997 	1 	0 	50 	[+]
486. 	POR 	EFG 	CONT 	Joni Brandao 	1989 	1 	0 	50 	[+]
487. 	GBR 	WGN 	CONT 	Mark Christian 	1990 	1 	0 	50 	[+]
488. 	BEL 	TSV 	PROF 	Floris De Tier 	1992 	1 	0 	50 	[+]
489. 	AUS 	BOA 	PROF 	Zakkari Dempster 	1987 	1 	0 	50 	[+]
490. 	POL 	ONE 	PROF 	Karol Domagalski 	1989 	1 	0 	50 	[+]
491. 	FRA 	ADT 	CONT 	Thibault Ferasse 	1994 	1 	0 	50 	[+]
492. 	NED 	ROP 	PROF 	Michel Kreder 	1987 	1 	0 	50 	[+]
493. 	GBR 	WGN 	CONT 	Christopher Latham 	1994 	1 	0 	50 	[+]
494. 	USA 	HSD 	CONT 	Travis McCabe 	1989 	1 	0 	50 	[+]
495. 	SLO 	ADR 	CONT 	Domen Novak 	1995 	1 	0 	50 	[+]
496. 	ESP 	CJR 	PROF 	Diego Rubio 	1991 	1 	0 	50 	[+]
497. 	SUI 	VOL 	CONT 	Patrick Schelling 	1990 	1 	0 	50 	[+]
498. 	BEL 	WGG 	PROF 	Robin Stenuit 	1990 	1 	0 	50 	[+]
499. 	ITA 	NMG 	CONT 	Paolo Toto 	1991 	1 	0 	50 	[+]
500. 	RUS 	LOK 	CONT 	Alexander Vdovin 	1993 	1 	0 	50 	[+]
501. 	ITA 	AND 	PROF 	Davide Vigano 	1984 	1 	0 	50 	[+]
502. 	AUS 	TNK 	WT 	Jay McCarthy 	1992 	2 	120 	48 	[+]
503. 	NED 	TLJ 	WT 	Timo Roosen 	1993 	1 	34 	47 	[+]
504. 	AUS 	OGE 	WT 	Damien Howson 	1992 	1 	7 	46 	[+]
505. 	FRA 	FDJ 	WT 	Marc Sarreau 	1993 	2 	180 	45 	[+]
506. 	NOR 	CPT 	WT 	Kristoffer Skjerping 	1993 	1 	0 	45 	[+]
507. 	SUI 	BMC 	WT 	Silvan Dillier 	1990 	4 	335 	44 	[+]
508. 	BEL 	BMC 	WT 	Dylan Teuns 	1992 	4 	200 	44 	[+]
509. 	FRA 	EQS 	WT 	Maxime Bouet 	1986 	1 	6 	44 	[+]
510. 	BLR 	CCC 	PROF 	Branislau Samoilau 	1985 	1 	0 	44 	[+]
511. 	FRA 	ALM 	WT 	Axel Domont 	1990 	1 	0 	42 	[+]
512. 	UKR 	KLS 	CONT 	Mykhaylo Kononenko 	1987 	1 	0 	42 	[+]
513. 	ITA 	AST 	WT 	Andrea Guardini 	1989 	4 	285 	40 	[+]
514. 	CRO 	LAM 	WT 	Kristijan Durasek 	1987 	4 	225 	40 	[+]
515. 	ETH 	LAM 	WT 	Tsgabu Gebremariam Grmay 	1991 	4 	200 	40 	[+]
516. 	DEN 	DMP 	PROF 	Asbjorn Kragh Andersen 	1992 	1 	175 	40 	[+]
517. 	FRA 	ALM 	WT 	Damien Gaudin 	1986 	1 	72 	40 	[+]
518. 	AUT 	IAM 	WT 	Stefan Denifl 	1987 	1 	70 	40 	[+]
519. 	BEL 	LTS 	WT 	Stig Broeckx 	1990 	1 	60 	40 	[+]
520. 	GER 	BMC 	WT 	Rick Zabel 	1993 	1 	52 	40 	[+]
521. 	KAZ 	AST 	WT 	Rusian Tleubayev 	1987 	1 	50 	40 	[+]
522. 	FRA 	AUB 	CONT 	Theo Vimpere 	1990 	1 	50 	40 	[+]
523. 	NED 	ROP 	PROF 	Wesley Kreder 	1990 	1 	40 	40 	[+]
524. 	COL 	STH 	PROF 	Daniel Martinez 	1996 	1 	30 	40 	[+]
525. 	ITA 	LAM 	WT 	Federico Zurlo 	1994 	1 	20 	40 	[+]
526. 	RUS 	TNK 	WT 	Ivan Rovny 	1987 	1 	10 	40 	[+]
527. 	GER 	BOA 	PROF 	Dominik Nerz 	1989 	1 	8 	40 	[+]
528. 	NZL 	CPT 	WT 	Patrick Bevin 	1991 	1 	0 	40 	[+]
529. 	ESP 	EUS 	CONT 	Mikel Bizkarra 	1989 	1 	0 	40 	[+]
530. 	BEL 	VWT 	CONT 	Joeri Calleeuw 	1985 	1 	0 	40 	[+]
531. 	CAN 	SPC 	CONT 	Kristofer Dahl 	1992 	1 	0 	40 	[+]
532. 	BEL 	WGG 	PROF 	Boris Dron 	1988 	1 	0 	40 	[+]
533. 	USA 	BMC 	WT 	Taylor Eisenhart 	1994 	1 	0 	40 	[+]
534. 	POL 	VAT 	PROF 	Pawel Franczak 	1991 	1 	0 	40 	[+]
535. 	SUI 	XYZ 		Kilian Frankiny 	1994 	1 	0 	40 	[+]
536. 	RSA 	DDD 	WT 	Ryan Gibbons 	1994 	1 	0 	40 	[+]
537. 	NOR 	TSS 	CONT 	Carl Fredrik Hagen 	1991 	1 	0 	40 	[+]
538. 	NOR 	TJO 	CONT 	Truls Engen Korsæth 	1993 	1 	0 	40 	[+]
539. 	ITA 	BAR 	PROF 	Mirco Maestri 	1991 	1 	0 	40 	[+]
540. 	GER 	SSG 	PROF 	Christian Mager 	1992 	1 	0 	40 	[+]
541. 	NED 	WGG 	PROF 	Marco Minnaard 	1989 	1 	0 	40 	[+]
542. 	AZE 	BCP 	CONT 	Kirill Pozdnyakov 	1989 	1 	0 	40 	[+]
543. 	ESP 	UKO 	CONT 	Benjamin Prades 	1983 	1 	0 	40 	[+]
544. 	NED 	PVC 	CONT 	Wim Stroetinga 	1985 	1 	0 	40 	[+]
545. 	NOR 	IAM 	WT 	Stake Vegard Laengen 	1989 	1 	0 	40 	[+]
546. 	GER 	ALM 	WT 	Patrick Gretsch 	1987 	1 	32 	38 	[+]
547. 	LTU 	ALM 	WT 	Gediminas Bagdonas 	1985 	1 	12 	38 	[+]
548. 	ESP 	SKD 	CONT 	Francisco Mancebo 	1976 	1 	75 	35 	[+]
549. 	USA 	TGA 	WT 	Chad Haga 	1988 	1 	45 	35 	[+]
550. 	ESP 	COF 	PROF 	Luis Angel Mate 	1984 	1 	0 	35 	[+]
551. 	DEN 	SSG 	PROF 	Rasmus Guldhammer 	1989 	8 	535 	30 	[+]
552. 	ARG 	FVC 	PROF 	Eduardo Sepulveda 	1991 	10 	445 	30 	[+]
553. 	FRA 	COF 	PROF 	Rudy Molard 	1989 	4 	350 	30 	[+]
554. 	ESP 	LTS 	WT 	Rafael Valls 	1987 	4 	240 	30 	[+]
555. 	POR 	KAT 	WT 	Tiago Machado 	1985 	4 	235 	30 	[+]
556. 	BEL 	COF 	PROF 	Michael Van Staeyen 	1988 	4 	200 	30 	[+]
557. 	FRA 	DEN 	PROF 	Romain Sicard 	1988 	2 	110 	30 	[+]
558. 	ITA 	TAV 	CONT 	Rinaldo Nocentini 	1977 	1 	100 	30 	[+]
559. 	ESP 	TFS 	WT 	Haimar Zubeldia 	1977 	1 	100 	30 	[+]
560. 	BEL 	TGA 	WT 	Bert De Backer 	1984 	1 	80 	30 	[+]
561. 	BEL 	COF 	PROF 	Kenneth Vanbilsen 	1990 	1 	20 	30 	[+]
562. 	FRA 	FDJ 	WT 	Jérémy Roy 	1983 	1 	18 	30 	[+]
563. 	ITA 	EQS 	WT 	Fabio Sabatini 	1985 	1 	14 	30 	[+]
564. 	AUS 	OGE 	WT 	Mitchell Docker 	1986 	1 	7 	30 	[+]
565. 	ITA 	BAR 	PROF 	Simone Andreetta 	1993 	1 	0 	30 	[+]
566. 	ITA 	AND 	PROF 	Marco Benfatto 	1988 	1 	0 	30 	[+]
567. 	POR 	W52 	CONT 	Samuel Caldeira 	1985 	1 	0 	30 	[+]
568. 	BEL 	TSV 	PROF 	Tim Declercq 	1989 	1 	0 	30 	[+]
569. 	FRA 	FDJ 	WT 	Mickael Delage 	1985 	1 	0 	30 	[+]
570. 	GER 	ALM 	WT 	Nico Denz 	1994 	1 	0 	30 	[+]
571. 	ITA 	NMG 	CONT 	Gian Marco Di Francesco 	1989 	1 	0 	30 	[+]
572. 	BEL 	LTS 	WT 	Gert Dockx 	1988 	1 	0 	30 	[+]
573. 	AUT 	RSW 	CONT 	Markus Eibegger 	1984 	1 	0 	30 	[+]
574. 	ITA 	AMO 	CONT 	Pierpaolo Ficara 	1991 	1 	0 	30 	[+]
575. 	ITA 	AMO 	CONT 	Mattia Gavazzi 	1983 	1 	0 	30 	[+]
576. 	CZE 	VAT 	PROF 	Karel Hnik 	1991 	1 	0 	30 	[+]
577. 	GBR 	MGT 	CONT 	Tobyn Horton 	1986 	1 	0 	30 	[+]
578. 	NOR 	COH 	CONT 	August Jensen 	1991 	1 	0 	30 	[+]
579. 	FRA 	FDJ 	WT 	Yoann Offredo 	1986 	1 	0 	30 	[+]
580. 	FRA 	ADT 	CONT 	Stéphane Poulhiès 	1985 	1 	0 	30 	[+]
581. 	FRA 	DEN 	PROF 	Perrig Quemeneur 	1984 	1 	0 	30 	[+]
582. 	SUI 	IAM 	WT 	Marcel Wyss 	1986 	1 	0 	30 	[+]
583. 	ITA 	PVC 	CONT 	Marco Zanotti 	1988 	1 	0 	30 	[+]
584. 	FRA 	COF 	PROF 	Christophe Laporte 	1992 	4 	320 	25 	[+]
585. 	BEL 	WGG 	PROF 	Frederik Backaert 	1990 	1 	90 	25 	[+]
586. 	COL 	MOV 	WT 	Carlos Betancur 	1989 	8 	65 	25 	[+]
587. 	USA 	TFS 	WT 	Peter Stetina 	1987 	1 	60 	25 	[+]
588. 	GER 	BOA 	PROF 	Paul Voss 	1986 	1 	38 	25 	[+]
589. 	USA 	UHC 	PROF 	Tanner Putt 	1992 	1 	30 	25 	[+]
590. 	FRA 	FDJ 	WT 	Lorenzo Manzin 	1994 	1 	20 	25 	[+]
591. 	GBR 	JLT 	CONT 	Graham Briggs 	1983 	1 	0 	25 	[+]
592. 	AUS 	DPC 	PROF 	Brendan Canty 	1992 	1 	0 	25 	[+]
593. 	AUS 	DPC 	PROF 	William Clarke 	1985 	1 	0 	25 	[+]
594. 	CAN 	RLY 	CONT 	Adam De Vos 	1993 	1 	0 	25 	[+]
595. 	GBR 	MGT 	CONT 	Erick Rowsell 	1990 	1 	0 	25 	[+]
596. 	ITA 	BAR 	PROF 	Simone Sterbini 	1993 	1 	0 	25 	[+]
597. 	ESP 	SKY 	WT 	David Lopez 	1981 	2 	124 	24 	[+]
598. 	USA 	SKY 	WT 	Ian Boswell 	1991 	1 	93 	24 	[+]
599. 	GER 	SKY 	WT 	Christian Knees 	1981 	1 	0 	24 	[+]
600. 	NED 	TLJ 	WT 	Martijn Keizer 	1988 	2 	199 	20 	[+]
601. 	LUX 	TFS 	WT 	Fränk Schleck 	1980 	2 	180 	20 	[+]
602. 	BEL 	TSV 	PROF 	Thomas Sprengers 	1990 	2 	110 	20 	[+]
603. 	GER 	BOA 	PROF 	Andreas Schillinger 	1983 	1 	90 	20 	[+]
604. 	SLO 	UHC 	PROF 	Janez Brajkovic 	1983 	1 	80 	20 	[+]
605. 	DEN 	SSG 	PROF 	Michael Carbel 	1995 	1 	60 	20 	[+]
