	Country 	Trade Team 	Rider 	Born 	Price 	Prev 	Score ↓ 	
59. 	GER 	RUS 	Romy Kasper 	1988 	2 	275 	455 	[+]
60. 	AUS 	NXX 	Rachel Neylan 	1982 	1 	50 	435 	[+]
61. 	CAN 	OPK 	Leah Kirchman 	1990 	2 	215 	425 	[+]
62. 	GER 	GEW 	Claudia Lichtenberg-Häusler 	1985 	8 	910 	420 	[+]
63. 	USA 	NOW 	Alison Powers 	1979 	1 	0 	415 	[+]
64. 	BEL 	LBL 	Sofie De Vuyst 	1987 	4 	495 	390 	[+]
65. 	FRA 	FUT 	Pascale Jeuland 	1987 	2 	251 	385 	[+]
66. 	NED 	LNL 	Chantal van den Broek-Blaak 	1989 	10 	1152 	375 	[+]
67. 	ITA 	FHT 	Fabiana Luperini 	1974 	2 	325 	370 	[+]
68. 	ITA 	DPZ 	Giada Borgato 	1989 	2 	95 	365 	[+]
69. 	RUS 	MIC 	Alexandra Burchenkova 	1988 	6 	738 	345 	[+]
70. 	NED 	DLT 	Mascha Pijnenborg 	1981 	2 	284 	340 	[+]
71. 	ITA 	MCG 	Marta Bastianelli 	1987 	2 	90 	335 	[+]
72. 	CAN 	FUT 	Karol-Ann Canuel 	1988 	4 	566 	325 	[+]
73. 	LTU 	DPZ 	Inga Cilvinaite 	1986 	1 	0 	325 	[+]
74. 	RSA 	LBL 	Lise Olivier 	1983 	1 	0 	325 	[+]
75. 	AUS 	LNL 	Carla Ryan 	1985 	2 	50 	320 	[+]
76. 	ITA 	BPK 	Simona Frapporti 	1988 	1 	74 	310 	[+]
77. 	AUS 	XYZ 	Amy Cure 	1992 	1 	0 	286 	[+]
78. 	SUI 	GSD 	Patricia Schwager 	1983 	1 	0 	285 	[+]
79. 	BEL 	KLT 	Evelyn Arys 	1990 	2 	205 	278 	[+]
80. 	NOR 	HPU 	Lise Nöstvold 	1987 	2 	259 	275 	[+]
81. 	AUT 	XYZ 	Martina Ritter 	1982 	1 	0 	275 	[+]
82. 	NED 	DLT 	Laura van der Kamp 	1992 	1 	0 	265 	[+]
83. 	RUS 	RUS 	Natalia Boyarskaya 	1983 	6 	751 	260 	[+]
84. 	ESP 	BPD 	Anna Sanchis Chafer 	1987 	1 	0 	260 	[+]
85. 	USA 	EXG 	Kristin McGrath 	1982 	2 	140 	250 	[+]
86. 	NOR 	HPU 	Emilie Moberg 	1991 	2 	175 	245 	[+]
87. 	AUS 	GEW 	Amanda Spratt 	1987 	4 	499 	240 	[+]
88. 	BEL 	VLL 	Maaike Polspoel 	1989 	2 	200 	240 	[+]
89. 	AUT 	FUT 	Andrea Graus 	1979 	2 	170 	240 	[+]
90. 	USA 	EXG 	Theresa Cliff-Ryan 	1978 	4 	385 	230 	[+]
91. 	FRA 	FUT 	Edwige Pitel 	1967 	2 	260 	230 	[+]
92. 	NZL 	VDK 	Emily Collins 	1990 	1 	110 	230 	[+]
93. 	NED 	SKI 	Janneke Kanis 	1985 	1 	65 	230 	[+]
94. 	BEL 	VLL 	Kelly Druyts 	1989 	1 	6 	230 	[+]
95. 	AUS 	FHT 	Gracie Elvin 	1988 	1 	0 	230 	[+]
96. 	FRA 	HPU 	Christel Ferrier-Bruneau 	1979 	6 	685 	220 	[+]
97. 	AUS 	AIS 	Taryn Heather 	1982 	1 	140 	220 	[+]
98. 	GBR 	LNL 	Lucy Martin 	1990 	1 	0 	220 	[+]
99. 	USA 	OPK 	Jade Wilcoxson 	1978 	1 	0 	210 	[+]
100. 	USA 	TIB 	Lauren Hall 	1979 	1 	25 	207 	[+]
101. 	NED 	DLT 	Nina Kessler 	1988 	1 	0 	205 	[+]
102. 	BEL 	LBL 	Kaat Hannes 	1991 	1 	70 	200 	[+]
103. 	ITA 	FHT 	Luisa Tamanini 	1980 	1 	0 	200 	[+]
104. 	USA 	TIB 	Amanda Miller 	1986 	4 	0 	192 	[+]
105. 	NED 	SKI 	Suzanne de Goede 	1984 	2 	190 	188 	[+]
106. 	USA 	EXG 	Tayler Wiles 	1989 	1 	0 	185 	[+]
107. 	SWE 	LNL 	Isabelle Söderberg 	1989 	4 	315 	180 	[+]
108. 	AUS 	SLU 	Lauren Rowney 	1988 	1 	0 	180 	[+]
109. 	RSA 	LBL 	Cherise Taylor 	1989 	1 	0 	180 	[+]
110. 	GBR 	FHT 	Nicole Cooke 	1983 	20 	1080 	175 	[+]
111. 	GBR 	XYZ 	Julia Shaw 	1965 	1 	120 	175 	[+]
112. 	NED 	SLT 	Vera Koedooder 	1983 	2 	183 	174 	[+]
113. 	GER 	SLU 	Lisa Brennauer 	1988 	2 	49 	170 	[+]
114. 	POL 	ABD 	Paulina Brzezna 	1981 	2 	180 	165 	[+]
115. 	SWE 	SLU 	Emilia Fahlin 	1988 	4 	468 	163 	[+]
116. 	THA 	XYZ 	Jutatip Maneephan 	1988 	1 	80 	160 	[+]
117. 	FRA 	FUT 	Sandrine Bideau 	1989 	1 	0 	160 	[+]
118. 	RUS 	BPK 	Julia Martisova 	1976 	4 	607 	150 	[+]
119. 	SLO 	DPZ 	Polona Batagelj 	1989 	4 	460 	150 	[+]
120. 	ITA 	MCG 	Susanna Zorzi 	1992 	1 	42 	150 	[+]
121. 	NED 	WIM 	Kim de Baat 	1991 	1 	0 	150 	[+]
122. 	ITA 	MIC 	Valentina Scandolara 	1990 	4 	405 	140 	[+]
123. 	RUS 	BPK 	Oxana Kozonchuk 	1988 	1 	80 	140 	[+]
124. 	NED 	RBW 	Roxane Knetemann 	1987 	1 	58 	140 	[+]
125. 	RUS 	XYZ 	Anastasiya Chulkova 	1985 	1 	0 	140 	[+]
126. 	DEN 	XYZ 	Cathrine Grage 	1976 	1 	0 	140 	[+]
127. 	UKR 	PCW 	Eivgenia Vysotska 	1975 	1 	0 	140 	[+]
128. 	NOR 	XYZ 	Cecilie Gotaas Johnsen 	1976 	1 	0 	138 	[+]
129. 	AUS 	BPD 	Joanne Hogan 	1982 	1 	60 	135 	[+]
130. 	USA 	FCL 	Flavia Oliveira 	1981 	1 	60 	135 	[+]
131. 	AUS 	FUT 	Carlee Taylor 	1989 	1 	50 	135 	[+]
132. 	RUS 	RUS 	Irina Molicheva 	1988 	1 	32 	135 	[+]
133. 	GER 	NXX 	Martina Zwick 	1989 	2 	180 	130 	[+]
134. 	NED 	KLT 	Petra Dijkman 	1979 	1 	34 	130 	[+]
135. 	BEL 	VLL 	Jolien D'hoore 	1990 	1 	6 	130 	[+]
136. 	CAN 	TIB 	Tara Whitten 	1980 	4 	395 	126 	[+]
137. 	FIN 	XYZ 	Pia Sundstedt 	1975 	2 	230 	125 	[+]
138. 	NED 	RBW 	Thalita de Jong 	1993 	2 	105 	125 	[+]
139. 	BEL 	VLL 	Else Belmans 	1983 	1 	0 	125 	[+]
140. 	FRA 	BRE 	Coralie Demay 	1992 	1 	0 	125 	[+]
141. 	CZE 	XYZ 	Martina Sablikova 	1987 	1 	0 	125 	[+]
142. 	NZL 	TIB 	Joanne Kiesanowski 	1979 	1 	120 	120 	[+]
143. 	LTU 	VAI 	Rasa Leleivyte 	1988 	14 	1415 	115 	[+]
144. 	FIN 	XYZ 	Lotta Henttala (Lepistö) 	1989 	1 	0 	114 	[+]
145. 	CAN 	OPK 	Denise Ramsden 	1990 	2 	208 	110 	[+]
146. 	CHN 	GPC 	Xin Liu 	1986 	1 	0 	110 	[+]
147. 	AUS 	NXX 	Belinda Goss 	1984 	4 	470 	100 	[+]
148. 	VEN 	XYZ 	Angie Gonzales Garcia 	1981 	4 	400 	100 	[+]
149. 	SUI 	EXG 	Pascale Schnider 	1984 	4 	330 	100 	[+]
150. 	FRA 	FUT 	Marion Rousse 	1991 	2 	135 	100 	[+]
151. 	AUS 	GEW 	Jessie Maclean 	1985 	2 	90 	100 	[+]
152. 	JPN 	XYZ 	Mayuko Hagiwara 	1986 	1 	80 	100 	[+]
153. 	SUI 	FHT 	Jennifer Hohl 	1986 	1 	20 	100 	[+]
154. 	RUS 	FHT 	Yulia Blindyuk 	1984 	1 	0 	100 	[+]
155. 	ITA 	FHT 	Maria Confalonieri 	1993 	1 	0 	100 	[+]
156. 	IRL 	NOW 	Olivia Dillon 	1973 	1 	0 	100 	[+]
157. 	NOR 	XYZ 	Hildegunn Hovdenak 	1985 	1 	0 	100 	[+]
158. 	GER 	NXX 	Marlen Jöhrend 	1986 	1 	0 	100 	[+]
159. 	KOR 	XYZ 	Reum Na Ah 	1990 	1 	0 	100 	[+]
160. 	FIN 	XYZ 	Anne Palm 	1969 	1 	0 	100 	[+]
161. 	LTU 	XYZ 	Vilija Sereikaite 	1987 	1 	0 	100 	[+]
162. 	NZL 	XYZ 	Reta Trotman 	1989 	1 	0 	100 	[+]
163. 	NOR 	XYZ 	Thrude Natholmen 	1973 	1 	0 	96 	[+]
164. 	FRA 	FUT 	Amelie Rivat 	1989 	1 	30 	95 	[+]
165. 	CZE 	MIC 	Martina Ruzickova 	1980 	1 	0 	95 	[+]
166. 	USA 	XYZ 	Laura Van Gilder 	1964 	1 	90 	90 	[+]
167. 	RSA 	LBL 	Joanna Van de Winkel 	1982 	1 	50 	90 	[+]
168. 	AUS 	GEW 	Alexis Rhodes 	1984 	2 	0 	90 	[+]
169. 	POL 	XYZ 	Katarzyna Pawlowska 	1989 	1 	0 	90 	[+]
170. 	RUS 	RUS 	Svetlana Stolbova 	1973 	10 	963 	85 	[+]
171. 	NED 	LNL 	Marieke van Wanroij 	1979 	2 	125 	80 	[+]
172. 	GBR 	SLU 	Katie Colclough 	1990 	1 	78 	80 	[+]
173. 	FRA 	BCF 	Alexia Muffat 	1992 	1 	70 	80 	[+]
174. 	USA 	EXG 	Andrea Dvorak 	1980 	1 	45 	80 	[+]
175. 	AUS 	XYZ 	Miranda Griffiths 	1981 	1 	0 	80 	[+]
176. 	GUM 	XYZ 	Lenore Pipes 	1985 	1 	0 	80 	[+]
177. 	SUI 	XYZ 	Jutta Stienen 	1972 	1 	0 	80 	[+]
178. 	ITA 	BPK 	Silvia Valsecchi 	1982 	1 	0 	75 	[+]
179. 	ITA 	DPZ 	Alessandra D'Ettorre 	1978 	2 	200 	70 	[+]
180. 	CAN 	EPI 	Veronique Labonte 	1980 	2 	128 	70 	[+]
181. 	ITA 	MCG 	Valentina Carretta 	1989 	1 	14 	70 	[+]
182. 	CAN 	XYZ 	Jasmin Duehring 	1992 	1 	0 	70 	[+]
183. 	RUS 	XYZ 	Marina Likhanov 	1990 	1 	0 	70 	[+]
184. 	NED 	DPD 	Esther Olthuis 	1978 	1 	0 	70 	[+]
185. 	BEL 	BCF 	Alexandra Tondeur 	1987 	1 	0 	70 	[+]
186. 	ITA 	TOG 	Barbara Guarischi 	1990 	1 	120 	65 	[+]
187. 	NZL 	VDK 	Kate Chilcott 	1991 	1 	60 	65 	[+]
188. 	GER 	XYZ 	Madeleine Sandig 	1983 	1 	30 	65 	[+]
189. 	FRA 	BIG 	Roxane Fournier 	1991 	1 	0 	65 	[+]
190. 	GBR 	DLT 	Emma Trott 	1989 	1 	0 	65 	[+]
191. 	FRA 	XYZ 	Jeannie Longo 	1958 	4 	330 	60 	[+]
192. 	FRA 	GSD 	Melanie Bravard 	1987 	2 	140 	60 	[+]
193. 	GER 	XYZ 	Sarah-Lena Hofmann 	1992 	1 	70 	60 	[+]
194. 	CAN 	XYZ 	Joanie Caron 	1984 	1 	30 	60 	[+]
195. 	ITA 	XYZ 	Eva Lechner 	1985 	1 	20 	60 	[+]
196. 	UKR 	XYZ 	Olena Sharga 	1986 	1 	16 	60 	[+]
197. 	UKR 	FCL 	Tetyana Riabchenko 	1989 	1 	5 	60 	[+]
198. 	NED 	SRA 	Jessica Glasbergen 	1979 	1 	0 	60 	[+]
199. 	CZE 	XYZ 	Katarina Hranaiova 	1984 	1 	0 	60 	[+]
200. 	TPE 	ATT 	Mei Yu Hsiao 	1985 	1 	0 	60 	[+]
201. 	GBR 	VIO 	Sarah Storey 	1978 	1 	0 	55 	[+]
202. 	NOR 	HPU 	Thea Thorsen 	1993 	1 	0 	55 	[+]
203. 	NED 	SKI 	Monique van de Ree 	1988 	1 	10 	53 	[+]
204. 	NED 	SKI 	Esra Tromp 	1990 	1 	2 	53 	[+]
205. 	NED 	SKI 	Kelly Markus 	1993 	1 	0 	53 	[+]
206. 	CAN 	EXG 	Rhae-Christie Shaw 	1975 	4 	451 	50 	[+]
207. 	BEL 	VLL 	Latoya Brulee 	1988 	1 	66 	50 	[+]
208. 	NED 	LNL 	Marijn de Vries 	1978 	1 	42 	50 	[+]
209. 	ITA 	VAI 	Valentina Bastianelli 	1987 	1 	0 	50 	[+]
210. 	RUS 	XYZ 	Aleksandra Chekina 	1993 	1 	0 	50 	[+]
211. 	FRA 	XYZ 	Sophie Creux 	1981 	1 	0 	50 	[+]
212. 	NZL 	BCF 	Emma Crum 	1989 	1 	0 	50 	[+]
213. 	BEL 	KRE 	Lensy Debboudt 	1977 	1 	0 	50 	[+]
214. 	CHN 	GPC 	Huang Dong Yan 	1993 	1 	0 	50 	[+]
215. 	POL 	XYZ 	Marta Kozakiewicz 	1985 	1 	0 	50 	[+]
216. 	RUS 	RUS 	Alina Bondarenko 	1993 	1 	0 	45 	[+]
217. 	AUS 	RBW 	Lauren Kitchen 	1990 	2 	50 	42 	[+]
218. 	SWE 	HPU 	Sara Mustonen 	1981 	4 	574 	40 	[+]
219. 	GER 	BPK 	Elke Gebhardt 	1983 	1 	40 	40 	[+]
220. 	FRA 	GSD 	Lucie Pader 	1992 	1 	15 	40 	[+]
221. 	NED 	DLT 	Anouska Koster 	1993 	1 	0 	40 	[+]
222. 	AZE 	XYZ 	Olena Pavlukhina 	1989 	1 	0 	40 	[+]
223. 	FRA 	FUT 	Fiona Dutriaux 	1989 	1 	0 	35 	[+]
224. 	MEX 	MIC 	Veronica Leal Balderas 	1977 	1 	0 	35 	[+]
225. 	NED 	DLT 	Pauliena Rooijakkers 	1993 	1 	0 	35 	[+]
226. 	SWE 	AGG 	Jessica Kihlbom 	1989 	1 	0 	33 	[+]
227. 	USA 	EXG 	Jaquelyn Crowell 	1988 	2 	140 	30 	[+]
228. 	BEL 	KLT 	Anne Arnouts 	1989 	1 	70 	30 	[+]
229. 	NED 	DPD 	Nathalie van Gogh 	1974 	1 	60 	30 	[+]
230. 	FRA 	XYZ 	Marie-Laure Cloarec 	1984 	1 	50 	30 	[+]
231. 	DEN 	DPD 	Julie Leth 	1992 	1 	2 	30 	[+]
232. 	NOR 	XYZ 	Miriam Bjornsrud 	1992 	1 	0 	30 	[+]
233. 	ITA 	DPZ 	Giulia Donato 	1978 	1 	0 	30 	[+]
234. 	RUS 	XYZ 	Anna Evseeva 	1988 	1 	0 	30 	[+]
235. 	GER 	XYZ 	Manuela Hartl 	1975 	1 	0 	30 	[+]
236. 	NOR 	HPU 	Tone Hatteland Lima 	1979 	1 	0 	30 	[+]
237. 	USA 	XYZ 	Debbie Milne 	1969 	1 	0 	30 	[+]
238. 	FRA 	XYZ 	Eva Mottet 	1994 	1 	0 	30 	[+]
239. 	FRA 	LKT 	Fanny Riberot 	1983 	1 	0 	30 	[+]
240. 	GBR 	DPD 	Eileen Roe 	1989 	1 	0 	30 	[+]
241. 	SUI 	TOG 	Doris Schweizer 	1989 	1 	0 	30 	[+]
242. 	ITA 	GCV 	Chiara Vanni 	1989 	1 	0 	30 	[+]
243. 	SWE 	AGG 	Hanna Nilsson 	1992 	1 	12 	28 	[+]
244. 	CAN 	FUT 	Julie Beveridge 	1988 	2 	281 	25 	[+]
245. 	NED 	DLT 	Winanda Spoor 	1991 	2 	190 	25 	[+]
246. 	NED 	DLT 	Janneke Ensing 	1986 	2 	129 	25 	[+]
247. 	CAN 	OPK 	Lex Albrecht 	1987 	1 	48 	25 	[+]
248. 	UKR 	XYZ 	Nina Ovcharenko 	1984 	1 	10 	25 	[+]
249. 	AUS 	XYZ 	Amy Bradley 	1984 	1 	0 	25 	[+]
250. 	CAN 	XYZ 	Gillian Carleton 	1989 	1 	0 	25 	[+]
251. 	FRA 	XYZ 	Kelly Gambier 	1988 	1 	0 	25 	[+]
252. 	GER 	VIT 	Mieke Kröger 	1993 	1 	0 	25 	[+]
253. 	NED 	XYZ 	Rozanne Slik 	1991 	1 	0 	25 	[+]
254. 	NOR 	HPU 	Marie Voreland 	1990 	1 	0 	25 	[+]
255. 	BEL 	LBL 	Ludivine Henrion 	1984 	8 	790 	20 	[+]
256. 	LUX 	KLT 	Nathalie Lamborelle 	1988 	2 	210 	20 	[+]
257. 	RSA 	LBL 	Robyn De Groot 	1982 	1 	45 	20 	[+]
258. 	ITA 	KLT 	Martina Corazza 	1979 	1 	40 	20 	[+]
259. 	BEL 	SLT 	Celine Van Severen 	1993 	1 	40 	20 	[+]
260. 	GER 	XYZ 	Esther Fennel 	1981 	1 	25 	20 	[+]
261. 	AUT 	KSK 	Jacqueline Hahn 	1991 	1 	20 	20 	[+]
262. 	BEL 	LBL 	Ann Sophie Duyck 	1987 	1 	0 	20 	[+]
263. 	BRA 	XYZ 	Clemilda Fernandes Silva 	1979 	1 	0 	20 	[+]
264. 	DEN 	XYZ 	Mette Fugl Rasmussen 	1980 	1 	0 	20 	[+]
265. 	AUS 	VDK 	Jasmin Hurikino 	1991 	1 	0 	20 	[+]
266. 	LTU 	DPZ 	Edita Janeliunaite 	1988 	1 	0 	20 	[+]
267. 	DEN 	BWL 	Fie Larsen 	1993 	1 	0 	20 	[+]
268. 	ITA 	BPK 	Dalia Muccioli 	1993 	1 	0 	20 	[+]
269. 	DEN 	BWL 	Nina Nielsen 	1993 	1 	0 	20 	[+]
270. 	BEL 	LBL 	Kim Schoonbaert 	1986 	1 	0 	20 	[+]
271. 	UKR 	VAI 	Aleksandra Sosenko 	1991 	1 	0 	20 	[+]
272. 	BEL 	KLT 	Annelies Van Doorslaer 	1989 	1 	0 	20 	[+]
273. 	SWE 	AGG 	Malin Rydlund 	1977 	1 	20 	18 	[+]
274. 	SWE 	AGG 	Beata Sandström 	1987 	1 	0 	18 	[+]
275. 	NED 	SLT 	Birgit Lavrijssen 	1991 	1 	4 	16 	[+]
276. 	NOR 	XYZ 	Tine Andreassen 	1979 	1 	0 	16 	[+]
277. 	BEL 	SLT 	Kimberly Buyl 	1988 	1 	0 	16 	[+]
278. 	NED 	SLT 	Claudia Koster 	1992 	1 	0 	16 	[+]
279. 	NOR 	XYZ 	Anne-Katrine Meland 	1985 	1 	0 	16 	[+]
280. 	BEL 	SLT 	Inge Roggeman 	1981 	1 	0 	16 	[+]
281. 	NED 	SLT 	Geerike Schreurs 	1989 	1 	0 	16 	[+]
282. 	NOR 	XYZ 	Camilla Sørgjerd 	1978 	1 	0 	16 	[+]
283. 	USA 	OPK 	Janel Holcomb 	1978 	1 	115 	15 	[+]
284. 	USA 	FCS 	Kathryn Donovan 	1982 	1 	75 	15 	[+]
285. 	USA 	XYZ 	Lindsay Bayer 	1984 	1 	0 	15 	[+]
286. 	GER 	NXX 	Daniela Gass 	1980 	1 	0 	15 	[+]
287. 	FRA 	XYZ 	Justine Morinaud 	1994 	1 	0 	15 	[+]
288. 	ITA 	VAI 	Anna Trevisi 	1992 	1 	0 	15 	[+]
289. 	BEL 	XYZ 	Kaat Van der Meulen 	1995 	1 	0 	15 	[+]
290. 	FIN 	XYZ 	Anna Lindström 	1982 	1 	0 	14 	[+]
291. 	FIN 	XYZ 	Jutta Nieminen 	1978 	1 	0 	14 	[+]
292. 	FIN 	FCL 	Sari Saarelainen 	1981 	1 	0 	14 	[+]
293. 	ESP 	LKT 	Eneritz Iturriagaechevarria 	1980 	2 	100 	10 	[+]
294. 	BEL 	VLL 	Ine Beyen 	1987 	1 	0 	10 	[+]
295. 	NED 	JVA 	Silke Kogelman 	1988 	1 	0 	10 	[+]
296. 	KOR 	XYZ 	Aejung Lee 	1990 	1 	0 	10 	[+]
297. 	NED 	RES 	Ashlynn Van Baarle 	1994 	1 	0 	10 	[+]
298. 	BEL 	VLL 	Anisha Vekemans 	1991 	1 	0 	10 	[+]
299. 	AZE 	DLT 	Elena Chalykh 	1974 	1 	70 	5 	[+]
300. 	THA 	XYZ 	Sutharat Boonsawat 	1988 	1 	0 	5 	[+]
301. 	BEL 	KLT 	Grace Verbeke 	1984 	20 	1471 	0 	[+]
302. 	ITA 	TOG 	Elena Berlato 	1988 	8 	779 	0 	[+]
303. 	ITA 	DPZ 	Rossella Callovi 	1991 	6 	645 	0 	[+]
304. 	POL 	HPU 	Sylwia Kapusta-Szydlak 	1982 	6 	577 	0 	[+]
305. 	AUS 	BPD 	Ruth Corset 	1977 	4 	560 	0 	[+]
306. 	USA 	TIB 	Meredith Miller 	1973 	4 	454 	0 	[+]
307. 	CAN 	TIB 	Erinne Willock 	1981 	4 	415 	0 	[+]
308. 	NED 	DLT 	Irene van den Broek 	1980 	4 	397 	0 	[+]
309. 	VEN 	XYZ 	Danielys Garcia Buitrago 	1986 	2 	350 	0 	[+]
310. 	UKR 	XYZ 	Hanna Solovey 	1992 	2 	330 	0 	[+]
311. 	NZL 	FCL 	Catherine Cheatley 	1983 	4 	305 	0 	[+]
312. 	USA 	ZZZ 	Mara Abbott 	1985 	10 	270 	0 	[+]
313. 	RUS 	LKT 	Yulia Ilinikh 	1985 	2 	250 	0 	[+]
314. 	IRL 	GSD 	Siobhan Horgan 	1978 	2 	240 	0 	[+]
315. 	USA 	EXG 	Coryn Rivera 	1992 	2 	226 	0 	[+]
316. 	ITA 	KLT 	Annalisa Cucinotta 	1986 	2 	205 	0 	[+]
317. 	FRA 	BIG 	Elodie Hegoburu 	1989 	2 	185 	0 	[+]
318. 	VEN 	XYZ 	Maria Briceno 	1985 	2 	180 	0 	[+]
319. 	UKR 	XYZ 	Elizaveta Oshurkova 	1991 	2 	180 	0 	[+]
320. 	USA 	TIB 	Jennifer Purcell 	1978 	2 	180 	0 	[+]
321. 	VEN 	BPD 	Lilibeth Chacon 	1992 	2 	150 	0 	[+]
322. 	UKR 	XYZ 	Lesya Kalitovska 	1988 	1 	146 	0 	[+]
323. 	FRA 	BIG 	Mélodie Lesueur 	1990 	2 	140 	0 	[+]
324. 	GER 	NXX 	Anna Bianca Schnitzmeier 	1990 	2 	140 	0 	[+]
325. 	FRA 	DEB 	Ludivine Loze 	1984 	1 	130 	0 	[+]
326. 	USA 	TIB 	Lindsey Myers 	1989 	1 	125 	0 	[+]
327. 	NED 	XYZ 	Heleen van Vliet 	1982 	1 	125 	0 	[+]
328. 	NED 	SKI 	Regina Bruins 	1986 	4 	120 	0 	[+]
329. 	GER 	XYZ 	Hanna Amend 	1990 	1 	120 	0 	[+]
330. 	BEL 	VLL 	Sjoukje Dufoer 	1987 	1 	120 	0 	[+]
331. 	CAN 	XYZ 	Sue Schlatter 	1963 	1 	120 	0 	[+]
