	Country 	UCI Team 	UCI Cat 	Rider 	Born 	Price 	Prev 	Score ↓ 	
306. 	FRA 	FDJ 	PROF 	Frédéric Guesdon 	1971 	2 	130 	90 	[+]
307. 	GER 	MIE 	CONT 	Stefan Schumacher 	1981 	4 	0 	90 	[+]
308. 	FRA 	FDJ 	PROF 	Arthur Vichot 	1988 	1 	0 	90 	[+]
309. 	KAZ 	AST 	WT 	Andrey Zeits 	1986 	1 	0 	90 	[+]
310. 	BEL 	QST 	WT 	Kristof Vandewalle 	1985 	2 	130 	85 	[+]
311. 	BEL 	LAN 	PROF 	Davy Commeyne 	1980 	2 	30 	85 	[+]
312. 	FRA 	ALM 	WT 	Mikael Cherel 	1986 	1 	0 	85 	[+]
313. 	ITA 	AST 	WT 	Enrico Gasparotto 	1982 	6 	320 	84 	[+]
314. 	SLO 	LAM 	WT 	Simon Spilak 	1986 	6 	340 	80 	[+]
315. 	FRA 	ALM 	WT 	Maxime Bouet 	1986 	2 	110 	80 	[+]
316. 	ESP 	EUS 	WT 	Ruben Perez 	1981 	2 	105 	80 	[+]
317. 	RUS 	XYZ 		Sergey Chernetskiy 	1990 	1 	30 	80 	[+]
318. 	POL 	VCD 	WT 	Michal Golas 	1984 	1 	0 	80 	[+]
319. 	GER 	TRS 	CONT 	David Kopp 	1979 	1 	0 	80 	[+]
320. 	FRA 	SAU 	PROF 	Christophe Laborie 	1986 	1 	0 	80 	[+]
321. 	BEL 	QST 	WT 	Fréderique Robert 	1989 	1 	0 	80 	[+]
322. 	ITA 	COG 	PROF 	Filippo Savini 	1985 	1 	0 	80 	[+]
323. 	BEL 	QST 	WT 	Guillaume Van Keirsbulck 	1991 	1 	0 	80 	[+]
324. 	SUI 	BMC 	WT 	Johann Tschopp 	1982 	2 	135 	75 	[+]
325. 	GER 	THR 	WT 	Patrick Gretsch 	1987 	2 	20 	75 	[+]
326. 	SVK 	THR 	WT 	Peter Velits 	1985 	10 	551 	74 	[+]
327. 	ITA 	VCD 	WT 	Matteo Carrara 	1979 	4 	150 	70 	[+]
328. 	BEL 	TSV 	PROF 	Dominique Cornu 	1985 	2 	115 	70 	[+]
329. 	FRA 	EUC 	PROF 	Sebastien Turgot 	1984 	2 	110 	70 	[+]
330. 	FRA 	BMC 	WT 	Amaël Moinard 	1982 	2 	100 	70 	[+]
331. 	CAN 	CSM 	PROF 	Will Routley 	1983 	2 	100 	70 	[+]
332. 	ITA 	COG 	PROF 	Simone Stortoni 	1985 	2 	70 	70 	[+]
333. 	RUS 	KAT 	WT 	Serguei Ivanov 		6 	65 	70 	[+]
334. 	BEL 	TSV 	PROF 	Jerome Baugnies 	1987 	2 	50 	70 	[+]
335. 	FRA 	FDJ 	PROF 	Jérémy Roy 	1983 	2 	30 	70 	[+]
336. 	BEL 	COF 	PROF 	Kevyn Ista 	1984 	2 	25 	70 	[+]
337. 	ESP 	OLO 	WT 	Vicente Reynes 	1981 	2 	20 	70 	[+]
338. 	BEL 	TSV 	PROF 	Pieter Jacobs 	1986 	1 	15 	70 	[+]
339. 	ITA 	COG 	PROF 	Federico Canuti 	1985 	1 	10 	70 	[+]
340. 	ESP 	EUS 	WT 	Pello Bilbao 	1990 	1 	0 	70 	[+]
341. 	BEL 	VWA 	PROF 	Thomas Degand 	1986 	1 	0 	70 	[+]
342. 	FRA 	BSC 	PROF 	Armindo Fonseca 	1989 	1 	0 	70 	[+]
343. 	ITA 	ALM 	WT 	Matteo Montaguti 	1984 	1 	0 	70 	[+]
344. 	NED 	XYZ 		Wim Stroetinga 	1985 	1 	0 	70 	[+]
345. 	FRA 	EUC 	PROF 	Sébastien Chavanel 	1981 	2 	85 	65 	[+]
346. 	FRA 	FDJ 	PROF 	Anthony Roux 	1987 	2 	55 	65 	[+]
347. 	AUS 	THR 	WT 	Mark Renshaw 	1982 	2 	75 	62 	[+]
348. 	ESP 	MOV 	WT 	Angel Madrazo 	1988 	1 	0 	62 	[+]
349. 	AUS 	RAB 	WT 	Graeme Brown 	1979 	8 	340 	60 	[+]
350. 	BEL 	LEO 	WT 	Wouter Weylandt 	1984 	6 	305 	60 	[+]
351. 	ESP 	CJR 	PROF 	Javier Moreno 	1984 	4 	150 	60 	[+]
352. 	BEL 	RAB 	WT 	Maarten Wynants 	1982 	2 	90 	60 	[+]
353. 	BEL 	LAN 	PROF 	Frédéric Amorison 	1978 	2 	80 	60 	[+]
354. 	ITA 	QST 	WT 	Davide Malacarne 	1987 	2 	40 	60 	[+]
355. 	FRA 	SAU 	PROF 	Jérémie Galland 	1983 	2 	35 	60 	[+]
356. 	POL 	APP 	PROF 	Bartosz Huzarski 	1980 	2 	25 	60 	[+]
357. 	AUT 	GEO 	PROF 	Matthias Brändle 	1989 	1 	0 	60 	[+]
358. 	ESP 	ORB 	CONT 	Víctor Cabedo 	1989 	1 	0 	60 	[+]
359. 	FRA 	AUB 	CONT 	Mathieu Drujon 	1983 	1 	0 	60 	[+]
360. 	POL 	CCC 	PROF 	Bartlomiej Matysiak 	1984 	1 	0 	60 	[+]
361. 	COL 	CEP 	PROF 	Nairo Quintana 	1990 	1 	0 	60 	[+]
362. 	AUS 	SBS 	WT 	David Tanner 	1984 	1 	0 	60 	[+]
363. 	GBR 	RCS 	CONT 	Jonathan Tiernan-Locke 	1984 	1 	0 	60 	[+]
364. 	BEL 	WBC 	CONT 	Jonas Van Genechten 	1986 	1 	0 	60 	[+]
365. 	ESP 	DER 	PROF 	Francisco Vila 	1975 	1 	0 	60 	[+]
366. 	SWE 	SKY 	WT 	Thomas Löfkvist 	1984 	8 	185 	55 	[+]
367. 	ITA 	LIQ 	WT 	Daniel Oss 	1987 	4 	150 	55 	[+]
368. 	FRA 	SAU 	PROF 	Fabrice Jeandesboz 	1984 	1 	0 	55 	[+]
369. 	BEL 	QST 	WT 	Kevin Seeldraeyers 	1986 	1 	0 	55 	[+]
370. 	ITA 	LIQ 	WT 	Valerio Agnoli 	1985 	2 	56 	52 	[+]
371. 	UKR 	AST 	WT 	Andriy Grivko 	1983 	4 	177 	50 	[+]
372. 	RSA 	RSH 	WT 	Robbie Hunter 	1977 	2 	100 	50 	[+]
373. 	AUS 	UHC 	PROF 	Rory Sutherland 	1982 	2 	60 	50 	[+]
374. 	ESP 	CJR 	PROF 	Aitor Galdos 	1979 	2 	30 	50 	[+]
375. 	GER 	QST 	WT 	Andreas Stauff 	1987 	2 	20 	50 	[+]
376. 	ITA 	DAN 	CONT 	Luca Ascani 	1983 	1 	0 	50 	[+]
377. 	COL 	EPM 	CONT 	Giovanny Baez 	1981 	1 	0 	50 	[+]
378. 	ESP 	EDR 	CONT 	Iker Camaño 	1979 	1 	0 	50 	[+]
379. 	ESP 	BOA 	CONT 	Delio Fernandez 	1986 	1 	0 	50 	[+]
380. 	FRA 	LPM 	CONT 	Benjamin Giraud 	1986 	1 	0 	50 	[+]
381. 	ITA 	FAR 	PROF 	Andrea Guardini 	1989 	1 	0 	50 	[+]
382. 	FRA 	SKS 	PROF 	Thierry Hupond 	1984 	1 	0 	50 	[+]
383. 	COL 	CEP 	PROF 	Luis Laverde 	1979 	1 	0 	50 	[+]
384. 	RUS 	XYZ 		Alexei Markov 	1979 	1 	0 	50 	[+]
385. 	KAZ 	RSH 	WT 	Dmitriy Muravyev 	1979 	1 	0 	50 	[+]
386. 	NOR 	SKY 	WT 	Lars Nordhaug 	1984 	1 	0 	50 	[+]
387. 	ITA 	COG 	PROF 	Stefano Pirazzi 	1987 	1 	0 	50 	[+]
388. 	COL 	DAN 	CONT 	Miguel Rubiano 	1984 	1 	0 	50 	[+]
389. 	ITA 	LIQ 	WT 	Elia Viviani 	1989 	1 	0 	50 	[+]
390. 	CRO 	AST 	WT 	Robert Kiserlovski 	1986 	6 	331 	49 	[+]
391. 	COL 	MOV 	WT 	Juan Mauricio Soler 		2 	20 	46 	[+]
392. 	SUI 	ALM 	WT 	Martin Elmiger 	1978 	6 	290 	45 	[+]
393. 	FRA 	FDJ 	PROF 	Steve Chainel 	1983 	4 	150 	45 	[+]
394. 	SUI 	BMC 	WT 	Steve Morabito 	1983 	2 	125 	45 	[+]
395. 	ITA 	LIQ 	WT 	Damiano Caruso 	1987 	1 	15 	45 	[+]
396. 	GER 	LAM 	WT 	Danilo Hondo 	1974 	6 	367 	40 	[+]
397. 	ITA 	LIQ 	WT 	Jacopo Guarnieri 	1987 	4 	175 	40 	[+]
398. 	FRA 	ALM 	WT 	Christophe Riblon 	1981 	4 	155 	40 	[+]
399. 	ITA 	KAT 	WT 	Giampaolo Caruso 	1980 	4 	144 	40 	[+]
400. 	UKR 	VCD 	WT 	Ruslan Pidgornyy 	1977 	2 	20 	40 	[+]
401. 	ITA 	SKY 	WT 	Morris Possoni 	1984 	2 	15 	40 	[+]
402. 	FRA 	AST 	WT 	Rémi Di Gregorio 	1985 	1 	10 	40 	[+]
403. 	ESP 	EUS 	WT 	Francisco Aramendia 	1986 	2 	0 	40 	[+]
404. 	RUS 	VCD 	WT 	Maxim Belkov 	1985 	1 	0 	40 	[+]
405. 	ITA 	LAM 	WT 	Matteo Bono 	1983 	1 	0 	40 	[+]
406. 	FRA 	OLO 	WT 	David Boucher 	1980 	1 	0 	40 	[+]
407. 	FRA 	EUC 	PROF 	Jérôme Cousin 	1989 	1 	0 	40 	[+]
408. 	FRA 	COF 	PROF 	Rémy Cusin 	1986 	1 	0 	40 	[+]
409. 	SUI 	APP 	PROF 	Andreas Dietziker 	1982 	1 	0 	40 	[+]
410. 	LTU 	LAN 	PROF 	Egidijus Juodvalkis 	1988 	1 	0 	40 	[+]
411. 	GER 	SKS 	PROF 	Roger Kluge 	1986 	1 	0 	40 	[+]
412. 	ESP 	CJR 	PROF 	Diego Milan 	1985 	1 	0 	40 	[+]
413. 	ESP 	ACG 	PROF 	Jose Vicente Toribio 	1985 	1 	0 	40 	[+]
414. 	ESP 	EUS 	WT 	Amets Txurruka 	1982 	1 	0 	40 	[+]
415. 	LTU 	AST 	WT 	Tomas Vaitkus 	1982 	1 	0 	40 	[+]
416. 	BEL 	TSV 	PROF 	Jelle Wallays 	1989 	1 	0 	40 	[+]
417. 	ITA 	LIQ 	WT 	Tiziano Dall'Antonia 	1983 	2 	51 	37 	[+]
418. 	ESP 	RSH 	WT 	Markel Irizar 	1980 	2 	25 	35 	[+]
419. 	NZL 	EDR 	CONT 	Jack Bauer 	1985 	1 	0 	35 	[+]
420. 	GER 	LIQ 	WT 	Dominik Nerz 	1989 	1 	0 	35 	[+]
421. 	FRA 	COF 	PROF 	Adrien Petit 	1990 	1 	0 	35 	[+]
422. 	VEN 	AND 	PROF 	Jackson Rodriguez 	1985 	1 	0 	35 	[+]
423. 	BEL 	OLO 	WT 	Jan Bakelants 	1986 	2 	30 	34 	[+]
424. 	NED 	RAB 	WT 	Rick Flens 	1983 	2 	125 	30 	[+]
425. 	ITA 	GEO 	PROF 	Daniele Colli 	1982 	2 	110 	30 	[+]
426. 	SLO 	AST 	WT 	Gorazd Stangelj 		2 	102 	30 	[+]
427. 	SLO 	LIQ 	WT 	Kristjan Koren 	1986 	2 	100 	30 	[+]
428. 	BEL 	LAN 	PROF 	Bert Scheirlinckx 	1974 	2 	100 	30 	[+]
429. 	GBR 	SKY 	WT 	Russell Downing 	1978 	2 	90 	30 	[+]
430. 	FRA 	AUB 	CONT 	Maxime Mederel 	1980 	1 	70 	30 	[+]
431. 	NED 	VCD 	WT 	Wouter Mol 	1982 	2 	40 	30 	[+]
432. 	NED 	LEO 	WT 	Joost Posthuma 	1981 	2 	40 	30 	[+]
433. 	CAN 	SKY 	WT 	Michael Barry 	1975 	1 	10 	30 	[+]
434. 	FRA 	ALM 	WT 	Blel Kadri 	1986 	1 	10 	30 	[+]
435. 	FRA 	COF 	PROF 	Julien El Fares 	1985 	2 	0 	30 	[+]
436. 	CRC 	MOV 	WT 	Andrey Amador 	1986 	1 	0 	30 	[+]
437. 	CZE 	APP 	PROF 	Jan Barta 	1984 	1 	0 	30 	[+]
438. 	BEL 	TSV 	PROF 	Laurens De Vreese 	1988 	1 	0 	30 	[+]
439. 	ESP 	ORB 	CONT 	Ricardo Garcia 	1988 	1 	0 	30 	[+]
440. 	ESP 	GEO 	PROF 	David Gutierrez G. 	1982 	1 	0 	30 	[+]
441. 	NED 	RIJ 	CONT 	Yoeri Havik 	1991 	1 	0 	30 	[+]
442. 	SLO 	ADR 	CONT 	Blaz Jarc 	1988 	1 	0 	30 	[+]
443. 	NED 	VCD 	WT 	Martijn Keizer 	1988 	1 	0 	30 	[+]
444. 	RUS 	TIK 	CONT 	Nikita Novikov 	1989 	1 	0 	30 	[+]
445. 	ESP 	MOV 	WT 	Francisco Perez 	1978 	1 	0 	30 	[+]
446. 	USA 	GRM 	WT 	Thomas Peterson 	1986 	1 	0 	30 	[+]
447. 	USA 	RSH 	WT 	Bjorn Selander 	1988 	1 	0 	30 	[+]
448. 	GER 	XYZ 		Rüdiger Selig 	1989 	1 	0 	30 	[+]
449. 	GER 	APP 	PROF 	Timon Seubert 	1987 	1 	0 	30 	[+]
450. 	ESP 	GOB 	CONT 	Oscar Sevilla 	1976 	1 	0 	30 	[+]
451. 	ITA 	SBS 	WT 	Matteo Tosatto 	1974 	1 	0 	30 	[+]
452. 	NED 	SKS 	PROF 	Ronan van Zandbeek 	1988 	1 	0 	30 	[+]
453. 	SVK 	THR 	WT 	Martin Velits 	1985 	4 	151 	27 	[+]
454. 	BEL 	SKT 	CONT 	Niko Eeckhout 	1970 	2 	170 	25 	[+]
455. 	ITA 	AND 	PROF 	Alessandro Bertolini 	1971 	2 	85 	25 	[+]
456. 	BEL 	VWA 	PROF 	Steven Caethoven 	1981 	1 	15 	25 	[+]
457. 	USA 	KBS 	CONT 	Jesse Anthony 	1985 	1 	0 	25 	[+]
458. 	ITA 	ASA 	PROF 	Claudio Corioni 	1982 	1 	0 	25 	[+]
459. 	KAZ 	AST 	WT 	Valentin Iglinskiy 	1984 	1 	0 	25 	[+]
460. 	NED 	RB3 	CONT 	Wilco Kelderman 	1991 	1 	0 	25 	[+]
461. 	ESP 	EUS 	WT 	Mikel Landa 	1989 	1 	0 	25 	[+]
462. 	ITA 	FAR 	PROF 	Matteo Rabottini 	1987 	1 	0 	25 	[+]
463. 	ITA 	GEO 	PROF 	Daniele Ratto 	1989 	1 	0 	25 	[+]
464. 	KAZ 	AST 	WT 	Sergey Renev 	1985 	1 	0 	25 	[+]
465. 	ITA 	LEO 	WT 	Davide Vigano 	1984 	1 	0 	25 	[+]
466. 	ITA 	LIQ 	WT 	Mauro Finetto 	1985 	2 	110 	20 	[+]
467. 	BEL 	COF 	PROF 	Nico Sijmens 	1978 	2 	50 	20 	[+]
468. 	ARG 	SBS 	WT 	Lucas Haedo 	1983 	2 	40 	20 	[+]
469. 	FRA 	EUC 	PROF 	Alexandre Pichot 	1983 	2 	40 	20 	[+]
470. 	POR 	BSP 	CONT 	Sergio Ribeiro 	1980 	1 	40 	20 	[+]
471. 	ESP 	RAB 	WT 	Juan Manuel Garate 	1976 	2 	35 	20 	[+]
472. 	GBR 	SKY 	WT 	Stephen Cummings 	1981 	2 	20 	20 	[+]
473. 	ITA 	KAT 	WT 	Danilo Di Luca 	1976 	12 	0 	20 	[+]
474. 	GER 	GRM 	WT 	Andreas Klier 	1976 	4 	0 	20 	[+]
475. 	ESP 	GEO 	PROF 	David Blanco 	1975 	1 	0 	20 	[+]
476. 	GER 	SKS 	PROF 	Johannes Fröhlinger 	1985 	1 	0 	20 	[+]
477. 	LUX 	ALM 	WT 	Ben Gastauer 	1987 	1 	0 	20 	[+]
478. 	RSA 	MTN 	CONT 	Daryl Impey 	1984 	1 	0 	20 	[+]
479. 	UKR 	RSH 	WT 	Yaroslav Popovych 	1980 	1 	0 	20 	[+]
480. 	ESP 	CJR 	PROF 	Julian Sanchez 	1980 	1 	0 	20 	[+]
481. 	NED 	RAB 	WT 	Dennis van Winden 	1987 	1 	0 	20 	[+]
482. 	BEL 	KAT 	WT 	Maxime Vantomme 	1986 	1 	0 	20 	[+]
483. 	BEL 	TSV 	PROF 	Zico Waeytens 	1991 	1 	0 	20 	[+]
484. 	GBR 	EDR 	CONT 	Ian Wilkinson 	1979 	1 	0 	20 	[+]
485. 	USA 	THR 	WT 	Craig Lewis 	1985 	1 	7 	16 	[+]
486. 	JPN 	FAR 	PROF 	Takashi Miyazawa 	1978 	2 	100 	15 	[+]
487. 	FRA 	SAU 	PROF 	Guillaume Levarlet 	1985 	2 	50 	15 	[+]
488. 	RUS 	KAT 	WT 	Nikolai Trussov 	1985 	2 	40 	15 	[+]
489. 	ESP 	EUS 	WT 	Mikel Astarloza 	1979 	1 	0 	15 	[+]
490. 	NED 	SKS 	PROF 	Robin Chaigneau 	1988 	1 	0 	15 	[+]
491. 	FRA 	RLM 	CONT 	Benoît Daeninck 	1981 	1 	0 	15 	[+]
492. 	URU 	CJR 	PROF 	Fabricio Ferrari 	1985 	1 	0 	15 	[+]
493. 	FRA 	LPM 	CONT 	Justin Jules 	1986 	1 	0 	15 	[+]
494. 	FRA 	ALM 	WT 	Julien Loubet 	1985 	1 	0 	15 	[+]
495. 	GER 	TRS 	CONT 	Florian Monreal 	1986 	1 	0 	15 	[+]
496. 	ITA 	VCD 	WT 	Marcello Pavarin 	1986 	1 	0 	15 	[+]
497. 	FRA 	SAU 	PROF 	Stéphane Poulhiès 	1985 	1 	0 	15 	[+]
498. 	AUS 	LIQ 	WT 	Cameron Wurf 	1983 	1 	0 	15 	[+]
499. 	GER 	OLO 	WT 	Sebastian Lang 		1 	10 	14 	[+]
500. 	JPN 	EUC 	PROF 	Yukiya Arashiro 	1984 	6 	300 	10 	[+]
501. 	GBR 	OLO 	WT 	Adam Blythe 	1989 	4 	160 	10 	[+]
502. 	ITA 	BMC 	WT 	Ivan Santaromita 	1984 	2 	110 	10 	[+]
503. 	BLR 	MOV 	WT 	Branislau Samoilau 	1985 	2 	100 	10 	[+]
504. 	COL 	GEO 	PROF 	Mauricio Ardila 	1979 	2 	90 	10 	[+]
505. 	POR 	RSH 	WT 	Sergio Paulinho 	1980 	2 	80 	10 	[+]
506. 	USA 	BMC 	WT 	Brent Bookwalter 	1984 	2 	50 	10 	[+]
507. 	FRA 	SAU 	PROF 	Laurent Mangèl 	1981 	2 	50 	10 	[+]
508. 	POL 	CCC 	PROF 	Marek Rutkiewicz 	1981 	2 	40 	10 	[+]
509. 	RUS 	KAT 	WT 	Artem Ovechkin 	1986 	2 	30 	10 	[+]
510. 	SLO 	GEO 	PROF 	Marko Kump 	1988 	2 	25 	10 	[+]
511. 	FRA 	EUC 	PROF 	Mathieu Claude 	1983 	1 	5 	10 	[+]
512. 	ITA 	APP 	PROF 	Cesare Benedetti 	1987 	1 	0 	10 	[+]
513. 	NED 	SKS 	PROF 	Koen de Kort 	1982 	1 	0 	10 	[+]
514. 	IRL 	RSH 	WT 	Philip Deignan 	1983 	1 	0 	10 	[+]
515. 	BEL 	SKT 	CONT 	Dries Hollanders 	1986 	1 	0 	10 	[+]
516. 	FRA 	SAU 	PROF 	Cyril Lemoine 	1983 	1 	0 	10 	[+]
517. 	GBR 	GRM 	WT 	Daniel Lloyd 	1980 	1 	0 	10 	[+]
518. 	ESP 	ACG 	PROF 	Juan Jose Lobato 	1988 	1 	0 	10 	[+]
519. 	BEL 	QST 	WT 	Nikolas Maes 	1986 	1 	0 	10 	[+]
520. 	CAN 	EUC 	PROF 	David Veilleux 	1987 	1 	0 	10 	[+]
521. 	POL 	LIQ 	WT 	Sylwester Szmyd 	1978 	2 	96 	7 	[+]
522. 	ITA 	LIQ 	WT 	Fabio Sabatini 	1985 	2 	85 	7 	[+]
523. 	ESP 	MOV 	WT 	Sergio Pardilla 	1984 	4 	30 	7 	[+]
524. 	ITA 	LIQ 	WT 	Alessandro Vanotti 	1980 	1 	5 	7 	[+]
525. 	GBR 	GRM 	WT 	Roger Hammond 	1974 	8 	425 	5 	[+]
526. 	VEN 	AND 	PROF 	Carlos Jose Ochoa 	1980 	1 	0 	5 	[+]
527. 	BEL 	OLO 	WT 	Klaas Lodewyck 	1988 	4 	175 	4 	[+]
528. 	RUS 	AST 	WT 	Evgeni Petrov 	1978 	2 	104 	4 	[+]
529. 	EST 	AST 	WT 	Tanel Kangert 	1987 	2 	100 	4 	[+]
530. 	FIN 	OLO 	WT 	Jussi Veikkanen 	1981 	2 	100 	4 	[+]
531. 	ESP 	AST 	WT 	Josep Jufre 	1975 	2 	72 	4 	[+]
532. 	KAZ 	AST 	WT 	Andrey Kashechkin 	1980 	2 	47 	4 	[+]
533. 	BEL 	OLO 	WT 	Francis De Greef 	1985 	1 	0 	4 	[+]
534. 	BEL 	OLO 	WT 	Gert Dockx 	1988 	1 	0 	4 	[+]
535. 	BEL 	OLO 	WT 	Olivier Kaisen 	1983 	1 	0 	4 	[+]
536. 	NZL 	THR 	WT 	Hayden Roulston 	1981 	4 	236 	2 	[+]
537. 	LTU 	MOV 	WT 	Ignatas Konovalovas 	1985 	4 	200 	2 	[+]
538. 	AUS 	GRM 	WT 	Cameron Meyer 	1988 	1 	0 	2 	[+]
539. 	ESP 	VCD 	WT 	Ezequiel Mosquera 	1975 	14 	845 	0 	[+]
540. 	AUS 	SKY 	WT 	Michael Rogers 	1979 	12 	762 	0 	[+]
541. 	KAZ 	AST 	WT 	Maxim Iglinskiy 	1981 	10 	685 	0 	[+]
542. 	AUS 	AST 	WT 	Allan Davis 	1980 	8 	580 	0 	[+]
543. 	ITA 	VCD 	WT 	Riccardo Riccò 	1983 	16 	490 	0 	[+]
544. 	RUS 	KAT 	WT 	Vladimir Karpets 	1980 	6 	344 	0 	[+]
545. 	ITA 	LAM 	WT 	Leonardo Bertagnolli 	1978 	6 	320 	0 	[+]
546. 	FRA 	COF 	PROF 	Nicolas Vogondy 	1977 	6 	320 	0 	[+]
547. 	BEL 	VCD 	WT 	Stijn Devolder 	1979 	8 	300 	0 	[+]
548. 	CZE 	THR 	WT 	Frantisek Rabon 	1983 	6 	297 	0 	[+]
549. 	USA 	RSH 	WT 	Lance Armstrong 		6 	290 	0 	[+]
550. 	AUS 	OLO 	WT 	Matthew Lloyd 	1983 	6 	280 	0 	[+]
551. 	ITA 	AND 	PROF 	Francesco Ginanni 	1985 	4 	275 	0 	[+]
552. 	NED 	LAN 	PROF 	Bobbie Traksel 	1981 	4 	250 	0 	[+]
553. 	ESP 	MOV 	WT 	Ruben Plaza 	1980 	4 	245 	0 	[+]
554. 	BEL 	TSV 	PROF 	Kris Boeckmans 	1987 	2 	245 	0 	[+]
555. 	ESP 	EUS 	WT 	Koldo Fernandez 	1981 	2 	245 	0 	[+]
556. 	GER 	LEO 	WT 	Jens! Voigt 	1971 	4 	221 	0 	[+]
557. 	NZL 	GRM 	WT 	Julian Dean 	1975 	4 	220 	0 	[+]
558. 	FRA 	FDJ 	PROF 	Cédric Pineau 	1985 	4 	220 	0 	[+]
559. 	ITA 	XYZ 		Angelo Furlan 	1977 	4 	202 	0 	[+]
560. 	ITA 	XYZ 		Enrico Rossi 	1982 	4 	200 	0 	[+]
561. 	LAT 	COF 	PROF 	Aleksejs Saramotins 	1982 	4 	200 	0 	[+]
562. 	HUN 	ARH 	CONT 	Peter Kusztor 	1984 	2 	200 	0 	[+]
563. 	UKR 	ISE 	CONT 	Vitaliy Popkov 	1983 	2 	200 	0 	[+]
564. 	AUS 	OLO 	WT 	Adam Hansen 	1981 	4 	190 	0 	[+]
565. 	GER 	SKY 	WT 	Christian Knees 	1981 	4 	170 	0 	[+]
566. 	GER 	FAR 	PROF 	Patrik Sinkewitz 	1980 	4 	170 	0 	[+]
567. 	FRA 	EUC 	PROF 	Anthony Charteau 	1979 	4 	160 	0 	[+]
568. 	ESP 	XYZ 		Serafin Martinez 	1984 	4 	160 	0 	[+]
569. 	NED 	VCD 	WT 	Jens Mouris 	1980 	4 	160 	0 	[+]
570. 	GER 	OLO 	WT 	Marcel Sieberg 	1982 	4 	155 	0 	[+]
571. 	KAZ 	AST 	WT 	Assan Bazayev 	1981 	4 	150 	0 	[+]
572. 	SUI 	TT1 	PROF 	Rubens Bertogliati 	1979 	4 	150 	0 	[+]
573. 	IRI 	TPT 	CONT 	Hossein Askari 	1975 	2 	150 	0 	[+]
574. 	GER 	BMC 	WT 	Marcus Burghardt 	1983 	6 	145 	0 	[+]
575. 	ESP 	ACG 	PROF 	David Bernabeu 	1975 	4 	140 	0 	[+]
576. 	BLR 	KAT 	WT 	Aleksandr Kuschynski 	1979 	4 	140 	0 	[+]
577. 	BEL 	TSV 	PROF 	Johan Coenen 	1979 	2 	135 	0 	[+]
578. 	ESP 	MOV 	WT 	Jose Ivan Gutierrez 	1978 	2 	130 	0 	[+]
579. 	POL 	LIQ 	WT 	Maciej Bodnar 	1985 	2 	125 	0 	[+]
580. 	FRA 	FDJ 	PROF 	Benoît Vaugrenard 	1982 	2 	125 	0 	[+]
581. 	BEL 	LAN 	PROF 	Geert Verheyen 		2 	125 	0 	[+]
582. 	GER 	EDR 	CONT 	Paul Voss 	1986 	2 	110 	0 	[+]
583. 	USA 	BMC 	WT 	Chad Beyer 	1986 	2 	100 	0 	[+]
584. 	KAZ 	AST 	WT 	Maxim Gourov 	1979 	2 	100 	0 	[+]
585. 	USA 	RSH 	WT 	Benjamin King 	1989 	2 	100 	0 	[+]
586. 	EST 	COF 	PROF 	Kalle Kriit 	1983 	2 	100 	0 	[+]
587. 	POL 	SBS 	WT 	Jaroslaw Marycz 	1987 	2 	100 	0 	[+]
588. 	IRL 	GKT 	CONT 	David McCann 	1973 	2 	100 	0 	[+]
589. 	FRA 	ALM 	WT 	Sébastian Minard 	1982 	2 	100 	0 	[+]
590. 	POL 	CCC 	PROF 	Jacek Morajko 	1981 	2 	100 	0 	[+]
591. 	BRA 	XYZ 		Luiz Tavares 	1977 	2 	100 	0 	[+]
592. 	BEL 	OLO 	WT 	Jurgen Van De Walle 	1977 	2 	100 	0 	[+]
593. 	BEL 	KAT 	WT 	Stijn Vandenbergh 	1984 	2 	100 	0 	[+]
594. 	LAT 	XYZ 		Raivis Belohvoščiks 	1976 	1 	100 	0 	[+]
595. 	ESP 	EUS 	WT 	Egoi Martinez 	1978 	1 	100 	0 	[+]
596. 	ESP 	XYZ 		Enrique Mata 		1 	90 	0 	[+]
597. 	NED 	BMC 	WT 	Karsten Kroon 	1976 	4 	80 	0 	[+]
598. 	NED 	LAN 	PROF 	Dirk Bellemakers 	1984 	2 	80 	0 	[+]
599. 	FRA 	SAU 	PROF 	Arnaud Coyot 	1980 	2 	80 	0 	[+]
600. 	KAZ 	AST 	WT 	Dmitriy Fofonov 	1976 	2 	80 	0 	[+]
601. 	ITA 	FAR 	PROF 	Luca Mazzanti 	1974 	2 	80 	0 	[+]
602. 	FRA 	COF 	PROF 	Damien Monier 	1982 	2 	80 	0 	[+]
603. 	NED 	VWA 	PROF 	Bram Schmitz 	1977 	2 	80 	0 	[+]
604. 	CAN 	CSM 	PROF 	Guillaume Boivin 	1989 	2 	70 	0 	[+]
605. 	ITA 	GEO 	PROF 	Fabio Felline 	1990 	2 	70 	0 	[+]
606. 	BEL 	TSV 	PROF 	Grégory Joseph 		2 	70 	0 	[+]
607. 	UKR 	XYZ 		Mikhaylo Khalilov 	1975 	2 	70 	0 	[+]
608. 	AUS 	SBS 	WT 	Luke Roberts 	1977 	2 	70 	0 	[+]
609. 	ITA 	AST 	WT 	Mirco Lorenzetto 		2 	65 	0 	[+]
610. 	ESP 	ACG 	PROF 	Jose Benitez 	1981 	2 	60 	0 	[+]
611. 	UKR 	ISE 	CONT 	Dmytro Grabovskyy 	1985 	2 	60 	0 	[+]
612. 	CAN 	UHC 	PROF 	Christian Meier 	1985 	2 	60 	0 	[+]
