	Country 	UCI Team 	UCI Cat 	Rider 	Born 	Price 	Prev 	Score ↓ 	
66. 	NED 	RAB 	WT 	Sebastian Langeveld 	1985 	4 	210 	483 	[+]
67. 	DEN 	SBS 	WT 	Chris Anker Sørensen 	1984 	4 	150 	480 	[+]
68. 	ITA 	LIQ 	WT 	Simone Ponzi 	1987 	1 	0 	480 	[+]
69. 	GER 	THR 	WT 	John Degenkolb 	1989 	2 	0 	477 	[+]
70. 	BEL 	OLO 	WT 	Jelle Vanendert 	1985 	1 	0 	475 	[+]
71. 	FRA 	FDJ 	PROF 	Yoann Offredo 	1986 	6 	410 	465 	[+]
72. 	SLO 	VCD 	WT 	Borut Bozic 	1980 	6 	145 	465 	[+]
73. 	RUS 	KAT 	WT 	Pavel Brutt 	1982 	1 	0 	463 	[+]
74. 	GER 	THR 	WT 	Bert Grabsch 	1975 	2 	125 	459 	[+]
75. 	ESP 	RAB 	WT 	Oscar Freire 	1976 	12 	1046 	458 	[+]
76. 	BEL 	OLO 	WT 	Jurgen Van Den Broeck 	1983 	8 	455 	450 	[+]
77. 	POR 	MOV 	WT 	Rui Costa 	1986 	6 	285 	440 	[+]
78. 	ITA 	MIE 	CONT 	Davide Rebellin 	1971 	1 	0 	435 	[+]
79. 	SUI 	THR 	WT 	Michael Albasini 	1980 	6 	325 	434 	[+]
80. 	SLO 	TT1 	PROF 	Jure Kocjan 	1984 	2 	110 	430 	[+]
81. 	SUI 	LEO 	WT 	Oliver Zaugg 	1981 	2 	30 	430 	[+]
82. 	ESP 	SKY 	WT 	Juan Antonio Flecha 	1977 	10 	785 	422 	[+]
83. 	GER 	LEO 	WT 	Fabian Wegmann 	1980 	6 	325 	415 	[+]
84. 	ESP 	EUS 	WT 	Mikel Nieve 	1984 	6 	390 	405 	[+]
85. 	FRA 	SAU 	PROF 	Jérôme Coppel 	1986 	4 	230 	400 	[+]
86. 	CAN 	GRM 	WT 	Ryder Hesjedal 	1980 	14 	990 	396 	[+]
87. 	FRA 	ALM 	WT 	Jean-Christophe Peraud 	1977 	2 	120 	395 	[+]
88. 	COL 	ASA 	PROF 	Carlos Betancur 	1989 	1 	0 	395 	[+]
89. 	NED 	VWA 	PROF 	Stefan van Dijk 	1976 	2 	50 	390 	[+]
90. 	ITA 	LEO 	WT 	Giacomo Nizzolo 	1989 	1 	0 	390 	[+]
91. 	POL 	LAM 	WT 	Przemyslaw Niemiec 	1980 	2 	95 	375 	[+]
92. 	NED 	VCD 	WT 	Lieuwe Westra 	1982 	2 	80 	375 	[+]
93. 	FRA 	COF 	PROF 	David Moncoutié 	1975 	6 	415 	370 	[+]
94. 	NED 	VCD 	WT 	Pim Ligthart 	1988 	1 	0 	370 	[+]
95. 	USA 	GRM 	WT 	Tom Danielson 	1978 	4 	230 	366 	[+]
96. 	GBR 	SKY 	WT 	Alex Dowsett 	1988 	1 	0 	365 	[+]
97. 	RUS 	KAT 	WT 	Alexandr Kolobnev 	1981 	10 	815 	355 	[+]
98. 	SLO 	RSH 	WT 	Janez Brajkovic 	1983 	10 	644 	350 	[+]
99. 	BEL 	GRM 	WT 	Johan Vansummeren 	1981 	4 	0 	350 	[+]
100. 	USA 	BMC 	WT 	Taylor Phinney 	1990 	4 	100 	348 	[+]
101. 	NED 	RAB 	WT 	Bram Tankink 	1978 	2 	50 	348 	[+]
102. 	NED 	QST 	WT 	Niki Terpstra 	1984 	6 	310 	345 	[+]
103. 	BEL 	LEO 	WT 	Maxime Monfort 	1983 	4 	165 	341 	[+]
104. 	ESP 	MOV 	WT 	Xavier Tondo 	1978 	10 	532 	340 	[+]
105. 	GER 	QST 	WT 	Gerald Ciolek 	1986 	4 	165 	340 	[+]
106. 	AUS 	LEO 	WT 	Stuart O'Grady 	1973 	2 	4 	340 	[+]
107. 	BLR 	THR 	WT 	Kanstantsin Siutsou 	1982 	4 	16 	338 	[+]
108. 	AUT 	THR 	WT 	Bernhard Eisel 	1981 	6 	470 	335 	[+]
109. 	AUS 	SKY 	WT 	Chris Sutton 	1984 	1 	0 	335 	[+]
110. 	AUS 	RSH 	WT 	Robbie McEwen 	1972 	6 	395 	330 	[+]
111. 	NZL 	RSH 	WT 	Jesse Sergent 	1988 	1 	0 	330 	[+]
112. 	AUS 	SBS 	WT 	Richie Porte 	1985 	16 	1010 	325 	[+]
113. 	ESP 	MOV 	WT 	Francisco Ventoso 	1982 	4 	140 	325 	[+]
114. 	ITA 	AND 	PROF 	Emanuele Sella 	1981 	4 	100 	320 	[+]
115. 	CAN 	CSM 	PROF 	Svein Tuft 	1977 	6 	235 	310 	[+]
116. 	NED 	RAB 	WT 	Theo Bos 	1983 	4 	220 	310 	[+]
117. 	FRA 	EUC 	PROF 	Pierre Rolland 	1986 	2 	60 	310 	[+]
118. 	NED 	RAB 	WT 	Maarten Tjallingii 	1977 	2 	60 	305 	[+]
119. 	ITA 	FAR 	PROF 	Oscar Gatto 	1985 	1 	0 	305 	[+]
120. 	ITA 	THR 	WT 	Marco Pinotti 	1976 	8 	543 	303 	[+]
121. 	BEL 	QST 	WT 	Dries Devenyns 	1983 	2 	135 	300 	[+]
122. 	SUI 	RSH 	WT 	Grégory Rast 	1980 	2 	110 	300 	[+]
123. 	AUS 	RAB 	WT 	Michael Matthews 	1990 	2 	50 	300 	[+]
124. 	JPN 	RSH 	WT 	Fumiyuki Beppu 	1983 	1 	0 	300 	[+]
125. 	DEN 	THR 	WT 	Lars Ytting Bak 	1980 	4 	16 	293 	[+]
126. 	FRA 	GRM 	WT 	Christophe Le Mevel 	1980 	4 	170 	292 	[+]
127. 	ITA 	KAT 	WT 	Luca Paolini 	1977 	8 	500 	290 	[+]
128. 	NOR 	BMC 	WT 	Alexander Kristoff 	1987 	4 	230 	290 	[+]
129. 	FRA 	FDJ 	PROF 	Pierrick Fedrigo 	1978 	6 	140 	290 	[+]
130. 	BLR 	MOV 	WT 	Vasil Kiryienka 	1981 	2 	50 	285 	[+]
131. 	ESP 	MOV 	WT 	Pablo Lastras 	1976 	6 	305 	282 	[+]
132. 	ESP 	MOV 	WT 	Beñat Intxausti 	1986 	4 	200 	282 	[+]
133. 	AUS 	SBS 	WT 	Baden Cooke 	1978 	2 	30 	280 	[+]
134. 	ITA 	KAT 	WT 	Filippo Pozzato 	1981 	14 	994 	275 	[+]
135. 	FRA 	SKS 	PROF 	Alexandre Geniez 	1988 	1 	0 	275 	[+]
136. 	DEN 	SBS 	WT 	Nicki Sørensen 	1975 	2 	100 	270 	[+]
137. 	ITA 	ALM 	WT 	Rinaldo Nocentini 	1977 	4 	0 	270 	[+]
138. 	USA 	BMC 	WT 	George Hincapie 	1973 	8 	380 	265 	[+]
139. 	AUS 	AST 	WT 	Simon Clarke 	1986 	1 	0 	265 	[+]
140. 	UKR 	LAM 	WT 	Oleksandr Kvachuk 	1983 	1 	0 	265 	[+]
141. 	GER 	RAB 	WT 	Paul Martens 	1983 	8 	485 	260 	[+]
142. 	NED 	VCD 	WT 	Johnny Hoogerland 	1983 	4 	155 	260 	[+]
143. 	BEL 	RSH 	WT 	Sébastien Rosseler 	1981 	4 	150 	260 	[+]
144. 	FRA 	COF 	PROF 	Tony Gallopin 	1988 	2 	25 	260 	[+]
145. 	COL 	GEO 	PROF 	Fabio Duarte 	1986 	1 	0 	255 	[+]
146. 	SWE 	SBS 	WT 	Gustav Erik Larsson 	1980 	8 	444 	250 	[+]
147. 	AUS 	GRM 	WT 	Heinrich Haussler 	1984 	12 	290 	250 	[+]
148. 	USA 	GRM 	WT 	Christian Vande Velde 	1976 	6 	0 	241 	[+]
149. 	FRA 	ALM 	WT 	Lloyd Mondory 	1982 	4 	170 	240 	[+]
150. 	NED 	RAB 	WT 	Pieter Weening 	1981 	2 	90 	240 	[+]
151. 	FRA 	FDJ 	PROF 	Matthieu Ladagnous 	1984 	2 	60 	240 	[+]
152. 	ITA 	ASA 	PROF 	Stefano Garzelli 	1973 	8 	480 	235 	[+]
153. 	ESP 	MOV 	WT 	David Lopez 	1981 	2 	80 	232 	[+]
154. 	POR 	RSH 	WT 	Manuel Cardoso 	1983 	2 	55 	230 	[+]
155. 	FRA 	COF 	PROF 	Samuel Dumoulin 	1980 	4 	110 	225 	[+]
156. 	COL 	AND 	PROF 	Jose Serpa 	1979 	2 	75 	225 	[+]
157. 	AUS 	GRM 	WT 	Jack Bobridge 	1989 	2 	40 	225 	[+]
158. 	USA 	THR 	WT 	Tejay van Garderen 	1988 	6 	211 	222 	[+]
159. 	IRL 	THR 	WT 	Matthew Brammeier 	1985 	2 	100 	220 	[+]
160. 	FRA 	FDJ 	PROF 	Anthony Geslin 	1980 	2 	100 	220 	[+]
161. 	AUS 	SKS 	PROF 	Mitchell Docker 	1986 	2 	15 	220 	[+]
162. 	FRA 	EUC 	PROF 	Christophe Kern 	1981 	1 	0 	220 	[+]
163. 	ESP 	RAB 	WT 	Luis Leon Sanchez 	1983 	16 	1130 	215 	[+]
164. 	POR 	RSH 	WT 	Tiago Machado 	1985 	6 	140 	215 	[+]
165. 	NED 	SKS 	PROF 	Kenny van Hummel 	1982 	2 	95 	215 	[+]
166. 	LTU 	GRM 	WT 	Ramunas Navardauskas 	1988 	1 	0 	215 	[+]
167. 	ARG 	SBS 	WT 	Juan Jose Haedo 	1981 	6 	355 	210 	[+]
168. 	POL 	RSH 	WT 	Michal Kwiatkowski 	1990 	1 	0 	210 	[+]
169. 	ESP 	AND 	PROF 	Angel Vicioso 	1977 	1 	10 	205 	[+]
170. 	ESP 	RAB 	WT 	Carlos Barredo 	1981 	4 	270 	200 	[+]
171. 	NED 	QST 	WT 	Marc de Maar 	1984 	4 	200 	200 	[+]
172. 	GRE 	SPT 	CONT 	Ioannis Tamouridis 	1980 	2 	200 	200 	[+]
173. 	GER 	LEO 	WT 	Robert Wagner 	1983 	4 	150 	200 	[+]
174. 	RUS 	VCD 	WT 	Sergey Lagutin 	1981 	2 	130 	200 	[+]
175. 	GBR 	SKY 	WT 	Ian Stannard 	1987 	2 	100 	200 	[+]
176. 	ITA 	AND 	PROF 	Riccardo Chiarini 	1984 	2 	30 	200 	[+]
177. 	POL 	CCC 	PROF 	Tomasz Marczynski 	1984 	1 	10 	200 	[+]
178. 	ITA 	COG 	PROF 	Enrico Battaglin 	1989 	1 	0 	200 	[+]
179. 	FRA 	QST 	WT 	Jérôme Pineau 	1980 	4 	235 	195 	[+]
180. 	ESP 	RSH 	WT 	Haimar Zubeldia 	1977 	4 	190 	195 	[+]
181. 	DEN 	THR 	WT 	Alex Rasmussen 	1984 	2 	120 	195 	[+]
182. 	CZE 	APP 	PROF 	Leopold König 	1987 	1 	0 	195 	[+]
183. 	SWE 	AST 	WT 	Fredrik Kessiakoff 	1980 	2 	0 	194 	[+]
184. 	NED 	VCD 	WT 	Joost van Leijen 	1984 	2 	100 	190 	[+]
185. 	CAN 	FDJ 	PROF 	Dominique Rollin 	1982 	2 	60 	190 	[+]
186. 	ITA 	QST 	WT 	Dario Cataldo 	1985 	2 	50 	190 	[+]
187. 	BEL 	RSH 	WT 	Ben Hermans 	1986 	2 	40 	190 	[+]
188. 	FRA 	FDJ 	PROF 	Arnaud Gerard 	1984 	1 	0 	190 	[+]
189. 	FRA 	BSC 	PROF 	Laurent Pichon 	1986 	1 	0 	190 	[+]
190. 	USA 	GRM 	WT 	David Zabriskie 	1979 	6 	355 	185 	[+]
191. 	BEL 	GRM 	WT 	Sep Vanmarcke 	1988 	6 	335 	185 	[+]
192. 	ITA 	COG 	PROF 	Manuel Belletti 	1985 	4 	200 	185 	[+]
193. 	FRA 	ALM 	WT 	Anthony Ravard 	1983 	4 	175 	185 	[+]
194. 	RUS 	KAT 	WT 	Vladimir Gusev 	1982 	12 	320 	180 	[+]
195. 	ITA 	LAM 	WT 	Francesco Gavazzi 	1984 	4 	175 	180 	[+]
196. 	NED 	SKS 	PROF 	Roy Curvers 	1979 	1 	0 	180 	[+]
197. 	DEN 	SBS 	WT 	Kasper Klostergaard 	1983 	1 	0 	180 	[+]
198. 	NED 	RAB 	WT 	Jos van Emden 	1985 	4 	185 	175 	[+]
199. 	FRA 	FDJ 	PROF 	Thibaut Pinot 	1990 	2 	85 	175 	[+]
200. 	ITA 	LAM 	WT 	Diego Ulissi 	1989 	1 	0 	175 	[+]
201. 	LAT 	THR 	WT 	Gatis Smukulis 	1987 	1 	0 	172 	[+]
202. 	ITA 	SKY 	WT 	Davide Appollonio 	1989 	6 	210 	170 	[+]
203. 	BEL 	VCD 	WT 	Thomas De Gendt 	1986 	4 	235 	168 	[+]
204. 	BEL 	LAN 	PROF 	Bert De Waele 	1975 	4 	250 	165 	[+]
205. 	FRA 	SAU 	PROF 	Julien Simon 	1985 	2 	30 	165 	[+]
206. 	FRA 	FDJ 	PROF 	Arnold Jeannesson 	1986 	1 	0 	160 	[+]
207. 	FRA 	EUC 	PROF 	Vincent Jerome 	1984 	1 	0 	160 	[+]
208. 	ITA 	LIQ 	WT 	Eros Capecchi 	1986 	2 	40 	157 	[+]
209. 	ITA 	MOV 	WT 	Marzio Bruseghin 	1974 	4 	20 	157 	[+]
210. 	COL 	COF 	PROF 	Leonardo Duque 	1980 	4 	245 	155 	[+]
211. 	LTU 	LAN 	PROF 	Aidis Kruopis 	1986 	2 	30 	155 	[+]
212. 	FRA 	ALM 	WT 	Hubert Dupont 	1980 	1 	15 	155 	[+]
213. 	FRA 	FDJ 	PROF 	Mickael Delage 	1985 	1 	10 	155 	[+]
214. 	IRL 	ALM 	WT 	Nicholas Roche 	1984 	8 	540 	150 	[+]
215. 	FRA 	ALM 	WT 	Sebastien Hinault 	1974 	4 	225 	150 	[+]
216. 	FRA 	SAU 	PROF 	Jonathan Hivert 	1985 	2 	80 	150 	[+]
217. 	BEL 	VWA 	PROF 	Staf Scheirlinckx 	1979 	2 	75 	150 	[+]
218. 	ITA 	LAM 	WT 	Adriano Malori 	1988 	2 	70 	150 	[+]
219. 	BEL 	OLO 	WT 	Kenny Dehaes 	1984 	2 	30 	150 	[+]
220. 	AUT 	LEO 	WT 	Stefan Denifl 	1987 	2 	30 	150 	[+]
221. 	BEL 	ALM 	WT 	Kristof Goddaert 	1986 	1 	15 	150 	[+]
222. 	BEL 	FDJ 	PROF 	Gianni Meersman 	1985 	1 	0 	150 	[+]
223. 	ITA 	GEO 	PROF 	Matteo Pelucchi 	1989 	1 	0 	150 	[+]
224. 	NED 	RAB 	WT 	Laurens ten Dam 	1980 	1 	0 	150 	[+]
225. 	NZL 	SKY 	WT 	Gregory Henderson 	1976 	6 	375 	140 	[+]
226. 	ITA 	BMC 	WT 	Mauro Santambrogio 	1984 	6 	270 	140 	[+]
227. 	GBR 	SKY 	WT 	Ben Swift 	1987 	4 	145 	140 	[+]
228. 	GER 	SKS 	PROF 	Simon Geschke 	1986 	2 	40 	140 	[+]
229. 	LTU 	SKT 	CONT 	Gediminas Bagdonas 	1985 	1 	0 	140 	[+]
230. 	FRA 	TT1 	PROF 	Laszio Bodrogi 	1976 	1 	0 	140 	[+]
231. 	ESP 	GEO 	PROF 	David De La Fuente 	1981 	1 	0 	140 	[+]
232. 	GER 	LEO 	WT 	Linus Gerdemann 	1982 	6 	137 	139 	[+]
233. 	ESP 	EUS 	WT 	Jonathan Castroviejo 	1987 	1 	0 	136 	[+]
234. 	FRA 	EUC 	PROF 	Damien Gaudin 	1986 	1 	0 	135 	[+]
235. 	FRA 	FDJ 	PROF 	William Bonnet 	1982 	4 	225 	130 	[+]
236. 	BEL 	QST 	WT 	Kevin De Weert 	1982 	2 	80 	130 	[+]
237. 	DEN 	SBS 	WT 	Michael Mørkøv 	1985 	2 	80 	130 	[+]
238. 	ITA 	SKY 	WT 	Dario Cioni 		2 	70 	130 	[+]
239. 	ITA 	QST 	WT 	Francesco Chicchi 	1980 	2 	65 	130 	[+]
240. 	POR 	RSH 	WT 	Nelson Oliveira 	1989 	1 	0 	130 	[+]
241. 	KAZ 	AST 	WT 	Alexandr Dyachenko 	1983 	1 	0 	125 	[+]
242. 	BRA 	GRM 	WT 	Murilo Antonio Fischer 	1979 	2 	100 	122 	[+]
243. 	ITA 	AND 	PROF 	Roberto Ferrari 	1983 	4 	200 	120 	[+]
244. 	FRA 	FDJ 	PROF 	Sandy Casar 	1979 	4 	190 	120 	[+]
245. 	FRA 	RSH 	WT 	Geoffroy Lequatre 	1981 	2 	60 	120 	[+]
246. 	ITA 	LAM 	WT 	Daniele Pietropolli 	1980 	2 	32 	120 	[+]
247. 	ITA 	AST 	WT 	Paolo Tiralongo 	1977 	1 	2 	120 	[+]
248. 	FRA 	EUC 	PROF 	Cyril Gautier 	1987 	1 	0 	120 	[+]
249. 	FRA 	BSC 	PROF 	Florian Guillou 	1982 	1 	0 	120 	[+]
250. 	COL 	GOB 	CONT 	Sergio Henao 	1987 	1 	0 	120 	[+]
251. 	GER 	TSP 	CONT 	Grischa Janorschke 	1987 	1 	0 	120 	[+]
252. 	DEN 	SBS 	WT 	Jonas Aaen Jørgensen 	1986 	1 	0 	120 	[+]
253. 	SUI 	BMC 	WT 	Martin Kohler 	1985 	1 	0 	120 	[+]
254. 	NED 	VCD 	WT 	Rob Ruijgh 	1986 	1 	0 	120 	[+]
255. 	USA 	GRM 	WT 	Peter Stetina 	1987 	1 	0 	120 	[+]
256. 	COL 	EPM 	CONT 	Juan Pablo Suarez 	1985 	1 	0 	120 	[+]
257. 	USA 	GRM 	WT 	Andrew Talansky 	1988 	1 	0 	120 	[+]
258. 	ESP 	GEO 	PROF 	Carlos Sastre 		6 	687 	115 	[+]
259. 	ESP 	MOV 	WT 	David Arroyo 	1980 	8 	570 	110 	[+]
260. 	NED 	SKS 	PROF 	Tom Veelers 	1984 	4 	180 	110 	[+]
261. 	KAZ 	XYZ 		Andrey Mizourov 	1973 	2 	100 	110 	[+]
262. 	MDA 	KAT 	WT 	Alexandre Pliuschin 	1987 	2 	100 	110 	[+]
263. 	ITA 	COG 	PROF 	Gianluca Brambilla 	1987 	2 	40 	110 	[+]
264. 	RUS 	KAT 	WT 	Mikhail Ignatiev 	1985 	2 	40 	110 	[+]
265. 	CZE 	QST 	WT 	Zdeněk Štybar 	1985 	1 	0 	110 	[+]
266. 	ITA 	ASA 	PROF 	Fabio Taborre 	1985 	1 	0 	110 	[+]
267. 	NED 	RAB 	WT 	Stef Clement 	1982 	2 	50 	105 	[+]
268. 	FRA 	FDJ 	PROF 	Rémi Pauriol 	1982 	1 	0 	105 	[+]
269. 	BEL 	OLO 	WT 	Bart De Clercq 	1986 	1 	0 	104 	[+]
270. 	ESP 	MOV 	WT 	Imanol Erviti 	1983 	2 	120 	102 	[+]
271. 	ITA 	COG 	PROF 	Sacha Modolo 	1987 	6 	290 	100 	[+]
272. 	BEL 	QST 	WT 	Gert Steegmans 	1980 	4 	180 	100 	[+]
273. 	BEL 	KAT 	WT 	Leif Hoste 	1977 	4 	150 	100 	[+]
274. 	GER 	LEO 	WT 	Dominic Klemme 	1986 	2 	84 	100 	[+]
275. 	FRA 	SAU 	PROF 	Jimmy Casper 	1978 	2 	80 	100 	[+]
276. 	SUI 	BMC 	WT 	Mathias Frank 	1986 	2 	60 	100 	[+]
277. 	USA 	RSH 	WT 	Matthew Busche 	1985 	2 	50 	100 	[+]
278. 	BEL 	COF 	PROF 	Romain Zingle 	1987 	2 	50 	100 	[+]
279. 	RUS 	TT1 	PROF 	Alexander Efimkin 	1981 	2 	40 	100 	[+]
280. 	BEL 	TSV 	PROF 	Michael Van Staeyen 	1988 	2 	40 	100 	[+]
281. 	NED 	GRM 	WT 	Martijn Maaskant 	1983 	4 	25 	100 	[+]
282. 	ITA 	BMC 	WT 	Manuel Quinziato 	1979 	2 	10 	100 	[+]
283. 	FIN 	SKY 	WT 	Kjell Carlstrom 		1 	0 	100 	[+]
284. 	MDA 	TCT 	CONT 	Sergiu Cioban 	1988 	1 	0 	100 	[+]
285. 	KAZ 	XYZ 		Dmitriy Gruzdev 	1986 	1 	0 	100 	[+]
286. 	CZE 	PSK 	CONT 	Jiri Hudecek 	1986 	1 	0 	100 	[+]
287. 	GBR 	SKY 	WT 	Peter Kennaugh 	1989 	1 	0 	100 	[+]
288. 	MAR 	XYZ 		Mouhssine Lahsaini 	1985 	1 	0 	100 	[+]
289. 	SWE 	CYK 	CONT 	Philip Lindau 	1991 	1 	0 	100 	[+]
290. 	BRA 	FUN 	CONT 	Magno Nazaret 	1986 	1 	0 	100 	[+]
291. 	SVK 	XYZ 		Pavol Polievka 	1969 	1 	0 	100 	[+]
292. 	LUX 	CCD 	CONT 	Christian Poos 	1977 	1 	0 	100 	[+]
293. 	DEN 	VPC 	CONT 	Rasmus Quaade 	1990 	1 	0 	100 	[+]
294. 	ISR 	XYZ 		Eyal Rahat 	1984 	1 	0 	100 	[+]
295. 	ERI 	XYZ 		Daniel Teklehaimanot 	1988 	1 	0 	100 	[+]
296. 	BEL 	TSV 	PROF 	Pieter Van Speybroeck 	1987 	1 	0 	100 	[+]
297. 	NED 	RAB 	WT 	Tom Leezer 	1985 	2 	100 	98 	[+]
298. 	AUS 	THR 	WT 	Leigh Howard 	1989 	2 	0 	97 	[+]
299. 	AUT 	LEO 	WT 	Thomas Rohregger 	1982 	1 	0 	96 	[+]
300. 	NED 	GRM 	WT 	Michel Kreder 	1987 	4 	100 	95 	[+]
301. 	POL 	LIQ 	WT 	Maciej Paterski 	1986 	2 	20 	95 	[+]
302. 	COL 	CEP 	PROF 	Robinson Chalapud 	1984 	1 	0 	95 	[+]
303. 	DEN 	RAB 	WT 	Matti Breschel 	1984 	12 	840 	90 	[+]
304. 	BEL 	COF 	PROF 	Jens Keukeleire 	1988 	6 	340 	90 	[+]
305. 	GER 	UHC 	PROF 	Robert Förster 	1978 	4 	185 	90 	[+]
