Rider ID,Country,UCI Team 2012,Rider Name,Price 2012,Score 2012,Gender,Born,Age 2012,UCI Team 2013,Price 2013,Score 2013,Age 2013,UCI Team 2014,Price 2014,Score 2014,Age 2014,UCI Team 2015,Price 2015,Score 2015,Age 2015,UCI Team 2016,Price 2016,Score 2016,Age 2016,UCI Team 2017,Price 2017,Score 2017,Age 2017,UCI Team 2018,Price 2018,Score 2018,Age 2018,UCI Team 2019,Price 2019,Score 2019,Age 2019,UCI Team 2020,Price 2020,Score 2020,Age 2020
2223,NED,ZWH,Charlotte Peeters,1.0,0.0,Women,1980.0,32.0,DUR,1.0,0.0,33.0,DUR,1.0,0.0,34.0,XYZ,1.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,
1665,AUT,KSK,Karin Pekovits,1.0,0.0,Women,1984.0,28.0,XYZ,1.0,0.0,29.0,XYZ,1.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
2124,NED,XYZ,Marianne Peltzer,1.0,0.0,Women,1986.0,26.0,XYZ,1.0,0.0,27.0,XYZ,1.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
1660,AUT,KSK,Christina Perchtold,1.0,0.0,Women,1993.0,19.0,SQS,1.0,0.0,20.0,NOE,1.0,0.0,21.0,NOE,1.0,0.0,22.0,NOE,1.0,100.0,23.0,CBT,1.0,100.0,24.0,HCT,1.0,0.0,25.0,HMT,1.0,0.0,26.0,XYZ,1.0,0.0,27.0
1994,ESP,DEB,Inmaculada Pereiro,1.0,0.0,Women,1972.0,40.0,XYZ,1.0,0.0,41.0,XYZ,1.0,0.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,
1958,AUS,XYZ,Natasha Perry,1.0,0.0,Women,1979.0,33.0,XYZ,1.0,0.0,34.0,XYZ,1.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,
2148,NZL,XYZ,Emma Petersen,1.0,0.0,Women,1990.0,22.0,XYZ,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
1775,DEN,NXX,Maria Grandt Petersen,1.0,0.0,Women,1991.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
2374,FRA,XYZ,Melanie Pette,1.0,0.0,Women,1987.0,25.0,BCF,1.0,0.0,26.0,BCF,1.0,0.0,27.0,XYZ,1.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,
1540,USA,EXG,Jessica Phillips,1.0,0.0,Women,1978.0,34.0,XYZ,1.0,0.0,35.0,XYZ,1.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,
1530,USA,DPZ,Amber Pierce,1.0,0.0,Women,1981.0,31.0,PZC,1.0,0.0,32.0,OPW,2.0,0.0,33.0,PEP,1.0,16.0,34.0,NOE,1.0,0.0,35.0,COL,1.0,0.0,36.0,XYZ,1.0,0.0,37.0,,,,,,,,
2382,ITA,XYZ,Chiara Pierobon,1.0,0.0,Women,1993.0,19.0,TOG,1.0,0.0,20.0,TOG,1.0,0.0,21.0,TOG,1.0,60.0,22.0,XYZ,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,,,,
1662,AUT,KSK,Daniela Pintarelli,1.0,0.0,Women,1983.0,29.0,SQS,1.0,0.0,30.0,SQS,1.0,0.0,31.0,XYZ,1.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,
1718,ITA,MCG,Giulia Pironato,1.0,0.0,Women,1993.0,19.0,XYZ,1.0,0.0,20.0,XYZ,1.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,
1666,AUT,KSK,Lisa Pleyer,1.0,0.0,Women,1978.0,34.0,XYZ,1.0,0.0,35.0,XYZ,1.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,
2405,GER,XYZ,Stephanie Pohl,1.0,0.0,Women,1987.0,25.0,TPO,1.0,0.0,26.0,XYZ,1.0,295.0,27.0,XYZ,4.0,190.0,28.0,CBT,2.0,115.0,29.0,CBT,2.0,195.0,30.0,XYZ,2.0,0.0,31.0,XYZ,1.0,0.0,32.0,,,,
2099,NED,XYZ,Evelien Post,1.0,0.0,Women,1985.0,27.0,XYZ,1.0,0.0,28.0,XYZ,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
1485,ITA,BPK,Gloria Presti,1.0,0.0,Women,1989.0,23.0,,,,,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1677,RSA,LBL,An-Li Pretorius,1.0,0.0,Women,1987.0,25.0,XYZ,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,XYZ,1.0,130.0,28.0,LBL,1.0,0.0,29.0,LSL,1.0,0.0,30.0,XYZ,1.0,0.0,31.0,,,,,,,,
2041,GER,XYZ,Bianca Purath,1.0,0.0,Women,1985.0,27.0,XYZ,1.0,0.0,28.0,XYZ,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
1993,ESP,DEB,Inmaculada Rafael,1.0,0.0,Women,1976.0,36.0,XYZ,1.0,0.0,37.0,XYZ,1.0,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,
2359,FRA,XYZ,Emmeline Ragot,1.0,0.0,Women,1986.0,26.0,XYZ,1.0,0.0,27.0,XYZ,1.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
1468,ESP,BPD,Catalina Rayo Ramis,1.0,0.0,Women,1990.0,22.0,XYZ,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
1773,AUT,NXX,Elisabeth Reiner,1.0,0.0,Women,1983.0,29.0,XYZ,1.0,0.0,30.0,XYZ,1.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,
2426,USA,XYZ,Jennifer Reither,1.0,0.0,Women,1974.0,38.0,VDK,1.0,0.0,39.0,XYZ,1.0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,
2172,SUI,XYZ,Sonja Reusser,1.0,0.0,Women,1985.0,27.0,XYZ,1.0,0.0,28.0,XYZ,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
1744,ITA,MIC,Vanessa Elettra Ricci,1.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2023,FRA,XYZ,Sylvie Riedle,1.0,0.0,Women,1969.0,43.0,XYZ,1.0,0.0,44.0,XYZ,1.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,
1663,AUT,KSK,Iris Riepan,1.0,0.0,Women,1990.0,22.0,SQS,1.0,0.0,23.0,SQS,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,
2064,ITA,XYZ,Ilaria Rinaldi,1.0,0.0,Women,1985.0,27.0,XYZ,1.0,0.0,28.0,XYZ,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
2121,NED,XYZ,Linda Ringlever,1.0,0.0,Women,1982.0,30.0,XYZ,1.0,0.0,31.0,XYZ,1.0,0.0,32.0,,,,,XYZ,1.0,40.0,34.0,XYZ,1.0,0.0,35.0,XYZ,1.0,0.0,36.0,,,,,,,,
2422,EST,XYZ,Liisi Rist,1.0,0.0,Women,1991.0,21.0,MIC,1.0,116.0,22.0,MIC,1.0,100.0,23.0,ISG,2.0,100.0,24.0,XYZ,1.0,100.0,25.0,XYZ,1.0,100.0,26.0,XYZ,1.0,100.0,27.0,XYZ,1.0,100.0,28.0,XYZ,1.0,0.0,29.0
2383,GBR,XYZ,Amy Roberts,1.0,0.0,Women,1994.0,18.0,WHT,1.0,0.0,19.0,WHT,1.0,0.0,20.0,WHT,1.0,45.0,21.0,WHT,1.0,45.0,22.0,WHT,1.0,0.0,23.0,PHV,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,
1437,FRA,BCF,Mireille Robin,1.0,0.0,Women,1975.0,37.0,XYZ,1.0,0.0,38.0,XYZ,1.0,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
2080,MEX,XYZ,Mayra Rocha,1.0,0.0,Women,1988.0,24.0,GKS,1.0,0.0,25.0,GKS,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,
1863,NED,SLT,Anouk Rockx,1.0,0.0,Women,1992.0,20.0,XYZ,1.0,0.0,21.0,XYZ,1.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
2003,ESP,XYZ,Rosario Rodriguez Gomez,1.0,0.0,Women,1982.0,30.0,XYZ,1.0,0.0,31.0,XYZ,1.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,
2248,GBR,VIO,Claire Rose (Galloway),1.0,0.0,Women,1987.0,25.0,BCC,1.0,0.0,26.0,BCC,1.0,0.0,27.0,XYZ,1.0,0.0,28.0,PAC,1.0,25.0,29.0,XYZ,1.0,150.0,30.0,XYZ,2.0,0.0,31.0,,,,,,,,
2103,NED,XYZ,Ingrid Rouw,1.0,0.0,Women,1978.0,34.0,XYZ,1.0,0.0,35.0,XYZ,1.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,
1734,GBR,MFP,Penny Rowson,1.0,0.0,Women,1992.0,20.0,BCC,1.0,0.0,21.0,MFP,1.0,0.0,22.0,MAT,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,,,,,,,,
1893,USA,TIB,Kendall Ryan,1.0,0.0,Women,1992.0,20.0,XYZ,1.0,0.0,21.0,XYZ,1.0,18.0,22.0,TIB,1.0,72.0,23.0,TIB,1.0,0.0,24.0,TIB,1.0,150.0,25.0,TIB,2.0,146.0,26.0,TIB,2.0,0.0,27.0,TIB,1.0,0.0,28.0
2146,NOR,XYZ,Kristine Saastad,1.0,0.0,Women,1987.0,25.0,XYZ,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,
2373,FRA,XYZ,Iris Sachet,1.0,0.0,Women,1994.0,18.0,BCF,1.0,0.0,19.0,BCF,1.0,0.0,20.0,XYZ,1.0,170.0,21.0,XYZ,1.0,10.0,22.0,SAS,1.0,0.0,23.0,XYZ,1.0,30.0,24.0,CMW,1.0,0.0,25.0,XYZ,1.0,0.0,26.0
2027,GBR,XYZ,Ella Sadler-Andrews,1.0,0.0,Women,1991.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
1995,ESP,DEB,Irene San Sebastian,1.0,0.0,Women,1990.0,22.0,BPD,1.0,0.0,23.0,BPD,1.0,30.0,24.0,BPD,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,,,,,,,,,,,,,
1795,USA,OPK,Kristin Sanders,1.0,0.0,Women,1971.0,41.0,XYZ,1.0,0.0,42.0,XYZ,1.0,0.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,
2377,ITA,XYZ,Ilaria Sanguineti,1.0,0.0,Women,1994.0,18.0,BPK,1.0,0.0,19.0,XYZ,1.0,0.0,20.0,BPK,1.0,205.0,21.0,BPK,2.0,155.0,22.0,BPK,2.0,250.0,23.0,VAL,2.0,286.0,24.0,VAL,4.0,230.0,25.0,VAL,4.0,0.0,26.0
1464,ESP,BPD,Ane Santesteban,1.0,0.0,Women,1990.0,22.0,BPD,1.0,100.0,23.0,ALE,1.0,0.0,24.0,ISG,1.0,215.0,25.0,ALE,2.0,265.0,26.0,ALE,4.0,220.0,27.0,ALE,4.0,785.0,28.0,WNT,10.0,580.0,29.0,WNT,6.0,0.0,30.0
2012,FRA,XYZ,Eleonore Saraiva,1.0,0.0,Women,1991.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
1784,LUX,NXX,Fabienne Schauss,1.0,0.0,Women,1984.0,28.0,XYZ,1.0,0.0,29.0,XYZ,1.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
1632,GER,GSD,Lina-Kristin Schink,1.0,0.0,Women,1983.0,29.0,GKS,1.0,0.0,30.0,GKS,1.0,0.0,31.0,XYZ,1.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,
1661,AUT,KSK,Claudia Schlager,1.0,0.0,Women,1968.0,44.0,SQS,1.0,0.0,45.0,SQS,1.0,0.0,46.0,XYZ,1.0,0.0,47.0,,,,,,,,,,,,,,,,,,,,
1987,DEN,XYZ,Trine Schmidt,1.0,0.0,Women,1988.0,24.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,,,,,,LSL,1.0,3.0,29.0,TVC,1.0,63.0,30.0,TVC,1.0,0.0,31.0,ILB,1.0,0.0,32.0
1634,LUX,GSD,Anne-Marie Schmitt,1.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1898,USA,TIB,Samantha Schneider,1.0,0.0,Women,1990.0,22.0,TIB,1.0,0.0,23.0,TIB,1.0,20.0,24.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,,,,,,,,,,,,,
1960,AUT,XYZ,Bernadette Schober,1.0,0.0,Women,1984.0,28.0,XYZ,1.0,0.0,29.0,XYZ,1.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
1449,RSA,BIZ,Anriette Schoeman,1.0,0.0,Women,1977.0,35.0,XYZ,1.0,0.0,36.0,XYZ,1.0,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,
2246,GBR,VIO,Gaby Shaw,1.0,0.0,Women,1992.0,20.0,BCC,1.0,0.0,21.0,BCC,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,PAC,1.0,0.0,24.0,WNT,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,BRO,1.0,0.0,27.0,CAT,1.0,0.0,28.0
2050,HKG,XYZ,Fan Li Shen,1.0,0.0,Women,1991.0,21.0,GPC,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
1618,CHN,GPC,Lina Shi,1.0,0.0,Women,1991.0,21.0,GPC,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
2186,UKR,XYZ,Rimma Shidlovskaya,1.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2371,FRA,XYZ,Marion Sicot,1.0,0.0,Women,1992.0,20.0,BCF,1.0,0.0,21.0,BCF,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,SEF,1.0,0.0,24.0,,,,,DVE,1.0,0.0,26.0,DVE,1.0,0.0,27.0,XYZ,1.0,0.0,28.0
1528,LTU,DPZ,Agne Silinyte,1.0,0.0,Women,1991.0,21.0,PZC,1.0,100.0,22.0,FFT,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,
1861,GBR,SLT,Emma Silversides,1.0,0.0,Women,1978.0,34.0,,,,,XYZ,1.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,
2228,NED,ZWH,Suzan Simons,1.0,0.0,Women,1987.0,25.0,XYZ,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,
1727,GBR,MFP,Annabel Simpson,1.0,0.0,Women,1990.0,22.0,XYZ,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,DRP,1.0,0.0,27.0,DRP,1.0,0.0,28.0,BRO,1.0,0.0,29.0,XYZ,1.0,0.0,30.0
1796,BLR,PCW,Alena Sitsko,1.0,0.0,Women,1987.0,25.0,XYZ,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,
1579,CZE,FUT,Gabriela Slamova,1.0,0.0,Women,1991.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
2127,NED,XYZ,Melissa Slewe,1.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1450,RSA,BIZ,Cashandra Slingerland,1.0,0.0,Women,1974.0,38.0,XYZ,1.0,0.0,39.0,XYZ,1.0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,
2109,NED,XYZ,Jessica Smits,1.0,0.0,Women,1991.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
2083,NED,XYZ,Adrienne Snijder,1.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2112,NED,RUI,Julia Soek,1.0,0.0,Women,1990.0,22.0,SLT,1.0,25.0,23.0,GIW,1.0,0.0,24.0,TLP,1.0,55.0,25.0,TLP,1.0,175.0,26.0,SUN,2.0,177.0,27.0,SUN,2.0,16.0,28.0,SUN,1.0,0.0,29.0,SUN,1.0,0.0,30.0
1915,LTU,VAI,Katarzyna Sosna,1.0,0.0,Women,1990.0,22.0,VAI,1.0,8.0,23.0,VAI,1.0,60.0,24.0,VAI,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,,,,,,,,,,,,,
1911,ITA,VAI,Eleonora Spaliviero,1.0,0.0,Women,1989.0,23.0,,,,,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2092,NED,JVA,Chloe Spier,1.0,0.0,Women,1992.0,20.0,XYZ,1.0,0.0,21.0,XYZ,1.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
1458,RSA,BIZ,Marissa Stander,1.0,0.0,Women,1978.0,34.0,XYZ,1.0,0.0,35.0,XYZ,1.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,
2130,NED,XYZ,Nadia Stappenbelt,1.0,0.0,Women,1990.0,22.0,XYZ,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
1520,ITA,DPZ,Francesca Stefani,1.0,0.0,Women,1991.0,21.0,TOG,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
2046,GER,XYZ,Lena Stegger,1.0,0.0,Women,1991.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
2174,SWE,XYZ,Jennie Stenerhag,1.0,0.0,Women,1975.0,37.0,XYZ,1.0,0.0,38.0,XYZ,1.0,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
2362,ITA,XYZ,Anna Zita Maria Stricker,1.0,0.0,Women,1994.0,18.0,MCG,2.0,0.0,19.0,ALE,4.0,30.0,20.0,ISG,2.0,125.0,21.0,ISG,1.0,0.0,22.0,BTC,1.0,85.0,23.0,BDM,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,
2365,NED,XYZ,Sabrina Stultiëns,1.0,0.0,Women,1993.0,19.0,RBW,1.0,20.0,20.0,RBW,1.0,290.0,21.0,TLP,4.0,230.0,22.0,TLP,2.0,0.0,23.0,SUN,1.0,337.0,24.0,WAD,4.0,766.0,25.0,CCC,10.0,0.0,26.0,CCC,2.0,0.0,27.0
1456,RSA,BIZ,Liliana Swanepoel,1.0,0.0,Women,,,,,,,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1519,ITA,DPZ,Alice Tagliapietra,1.0,0.0,Women,1993.0,19.0,FLF,1.0,0.0,20.0,XYZ,1.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,
1816,NED,RBW,Rebecca Talen,1.0,0.0,Women,1993.0,19.0,RBW,1.0,0.0,20.0,XYZ,1.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,
1615,CHN,GPC,Kerong Tang,1.0,0.0,Women,1988.0,24.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,
2411,ITA,XYZ,Roberta Tasca,1.0,0.0,Women,1994.0,18.0,SEF,1.0,0.0,19.0,SEF,1.0,0.0,20.0,XYZ,1.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,
2427,USA,XYZ,Starla Teddergreen,1.0,0.0,Women,1979.0,33.0,VDK,1.0,0.0,34.0,XYZ,1.0,0.0,35.0,,,,,,,,,HBS,1.0,0.0,38.0,HBS,1.0,0.0,39.0,HBS,1.0,0.0,40.0,XYZ,1.0,0.0,41.0
2119,NED,XYZ,Linda ter Beek,1.0,0.0,Women,1987.0,25.0,XYZ,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,
1961,AUT,XYZ,Barbara Tesar,1.0,0.0,Women,1982.0,30.0,SQS,1.0,0.0,31.0,SQS,1.0,0.0,32.0,XYZ,1.0,0.0,33.0,,,,,,,,,,,,,,,,,,,,
1534,USA,EXG,Alison Tetrick,1.0,0.0,Women,1985.0,27.0,EXG,1.0,0.0,28.0,EXG,1.0,55.0,29.0,OPW,1.0,145.0,30.0,CYL,1.0,30.0,31.0,CPC,1.0,0.0,32.0,XYZ,1.0,0.0,33.0,,,,,,,,
1432,FRA,BCF,Beatrice Thomas,1.0,0.0,Women,1981.0,31.0,XYZ,1.0,0.0,32.0,XYZ,1.0,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
2361,GBR,XYZ,Jo Tindley,1.0,0.0,Women,1987.0,25.0,MFP,1.0,0.0,26.0,MFP,1.0,0.0,27.0,XYZ,1.0,0.0,28.0,,,,,,,,,,,,,,,,,CAT,1.0,0.0,33.0
1595,ITA,GCV,Francesca Tognali,1.0,0.0,Women,1985.0,27.0,XYZ,1.0,0.0,28.0,XYZ,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
1714,ITA,MCG,Alessandra Tomasini,1.0,0.0,Women,1993.0,19.0,XYZ,1.0,0.0,20.0,XYZ,1.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,
1448,NOR,BIZ,Linn Torp,1.0,0.0,Women,1977.0,35.0,XYZ,1.0,0.0,36.0,XYZ,1.0,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,
1971,CAN,XYZ,Jenny Trew,1.0,0.0,Women,1981.0,31.0,XYZ,1.0,0.0,32.0,XYZ,1.0,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
1510,GBR,DPD,Laura Trott,1.0,0.0,Women,1992.0,20.0,WHT,2.0,90.0,21.0,WHT,2.0,100.0,22.0,MAT,2.0,0.0,23.0,MAT,1.0,0.0,24.0,,,,,,,,,,,,,,,,
2114,NED,XYZ,Karin Truijen,1.0,0.0,Women,1982.0,30.0,XYZ,1.0,0.0,31.0,XYZ,1.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,
1946,AND,XYZ,Ariadna Tudel Cuberes,1.0,0.0,Women,1978.0,34.0,XYZ,1.0,0.0,35.0,XYZ,1.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,
2118,NED,SRA,Laura Turpijn,1.0,0.0,Women,1978.0,34.0,XYZ,1.0,0.0,35.0,XYZ,1.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,
1556,SUI,FCL,Jessica Uebelhart,1.0,0.0,Women,1990.0,22.0,FCL,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,BMW,1.0,14.0,25.0,HBS,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,,,,,,,,,,,,
1683,ESP,LKT,Ana Usabiaga Balerdi,1.0,0.0,Women,1990.0,22.0,LKT,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
1688,ESP,LKT,Irene Usabiaga,1.0,0.0,Women,1993.0,19.0,LKT,1.0,0.0,20.0,LKT,1.0,0.0,21.0,XYZ,1.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,
1716,ITA,MCG,Elena Valentini,1.0,0.0,Women,1992.0,20.0,TOG,1.0,0.0,21.0,XYZ,1.0,21.0,22.0,BTC,1.0,0.0,23.0,NOE,1.0,0.0,24.0,,,,,,,,,,,,,,,,
2139,NED,XYZ,Susanne van As,1.0,0.0,Women,1980.0,32.0,XYZ,1.0,0.0,33.0,XYZ,1.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,
1942,BEL,WIM,Ilse Van de Pontseele,1.0,0.0,Women,1984.0,28.0,XYZ,1.0,0.0,29.0,XYZ,1.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
2089,NED,SRA,Bianca van den Hoek,1.0,0.0,Women,1976.0,36.0,PHV,1.0,0.0,37.0,PHV,1.0,0.0,38.0,PHV,1.0,0.0,39.0,XYZ,1.0,0.0,40.0,,,,,,,,,,,,,,,,
2093,NED,SRA,Daisy van der Aa,1.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2357,GBR,XYZ,Lucy van der Haar,1.0,0.0,Women,1994.0,18.0,SKI,2.0,336.0,19.0,GIW,6.0,595.0,20.0,TLP,12.0,380.0,21.0,WHT,6.0,110.0,22.0,WHT,1.0,50.0,23.0,WHT,1.0,0.0,24.0,HPU,1.0,165.0,25.0,HPU,2.0,0.0,26.0
2404,NED,XYZ,Janine van der Meer,1.0,0.0,Women,1994.0,18.0,TPO,1.0,10.0,19.0,FTZ,1.0,0.0,20.0,XYZ,1.0,0.0,21.0,XYZ,1.0,0.0,22.0,,,,,HCT,1.0,230.0,24.0,PHV,2.0,30.0,25.0,XYZ,1.0,0.0,26.0
1815,NED,RBW,Monique van der Vorst,1.0,0.0,Women,1984.0,28.0,,,,,XYZ,1.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
2116,NED,XYZ,Kim van Dijk,1.0,0.0,Women,1984.0,28.0,XYZ,1.0,0.0,29.0,XYZ,1.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
1767,NED,NWC,Mara van Doremalen,1.0,0.0,Women,1992.0,20.0,XYZ,1.0,0.0,21.0,XYZ,1.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
2097,NED,XYZ,Elise van Hage,1.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1826,NED,RUI,Nathalie van Katwijk,1.0,0.0,Women,1985.0,27.0,XYZ,1.0,0.0,28.0,XYZ,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
2104,NED,XYZ,Irene van Lith,1.0,0.0,Women,1991.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
1672,BEL,LBL,Katrien Van Looy,1.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1707,NED,LNL,Marieke van Nek,1.0,0.0,Women,1988.0,24.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,
2141,NED,RUI,Tessa van Nieuwpoort,1.0,0.0,Women,1991.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
