Rider ID,Country,UCI Team 2012,Rider Name,Price 2012,Score 2012,Gender,Born,Age 2012,UCI Team 2013,Price 2013,Score 2013,Age 2013,UCI Team 2014,Price 2014,Score 2014,Age 2014,UCI Team 2015,Price 2015,Score 2015,Age 2015,UCI Team 2016,Price 2016,Score 2016,Age 2016,UCI Team 2017,Price 2017,Score 2017,Age 2017,UCI Team 2018,Price 2018,Score 2018,Age 2018,UCI Team 2019,Price 2019,Score 2019,Age 2019,UCI Team 2020,Price 2020,Score 2020,Age 2020
1827,NED,RUI,Noortje Tabak,1.0,0.0,Women,1988.0,24.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,
1440,GBR,BCF,Claire Thomas,1.0,0.0,Women,1972.0,40.0,XYZ,1.0,0.0,41.0,VPM,1.0,30.0,42.0,XYZ,1.0,0.0,43.0,XYZ,1.0,0.0,44.0,ISO,1.0,0.0,45.0,XYZ,1.0,0.0,46.0,,,,,,,,
2213,VEN,XYZ,Ludy Correa,1.0,0.0,Women,1991.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
2199,USA,PWM,Liza Rachetto,1.0,0.0,Women,1974.0,38.0,VDK,1.0,0.0,39.0,VDK,1.0,0.0,40.0,BMW,1.0,0.0,41.0,HBS,1.0,0.0,42.0,HBS,1.0,0.0,43.0,HBS,1.0,0.0,44.0,HBS,1.0,0.0,45.0,DNA,1.0,0.0,46.0
1544,USA,EXG,Lauren Tamayo,1.0,0.0,Women,1983.0,29.0,EXG,1.0,0.0,30.0,UHC,1.0,40.0,31.0,UHC,1.0,40.0,32.0,UHC,1.0,2.0,33.0,XYZ,1.0,0.0,34.0,XYZ,1.0,0.0,35.0,,,,,,,,
2209,VEN,XYZ,Gleydimar Tapia,1.0,0.0,Women,1992.0,20.0,XYZ,1.0,0.0,21.0,XYZ,1.0,0.0,22.0,,,,,BPD,1.0,0.0,24.0,,,,,,,,,,,,,,,,
2153,NZL,XYZ,Rushlee Buchanan,1.0,0.0,Women,1988.0,24.0,TIB,1.0,0.0,25.0,UHC,1.0,40.0,26.0,UHC,1.0,40.0,27.0,UHC,1.0,0.0,28.0,UHC,1.0,10.0,29.0,UHC,1.0,60.0,30.0,XYZ,1.0,0.0,31.0,XYZ,1.0,0.0,32.0
2169,SUI,XYZ,Mirjam Schwager,1.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,18.0,25.0,XYZ,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,,,,,,,,,,,,,,,,
1747,SWE,MIC,Karin Aune,1.0,0.0,Women,1975.0,37.0,,,,,XYZ,1.0,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
2074,SKN,XYZ,Kathryn Bertine,1.0,0.0,Women,1975.0,37.0,COL,1.0,0.0,38.0,XYZ,1.0,0.0,39.0,,,,,CYL,1.0,0.0,41.0,,,,,,,,,,,,,,,,
2008,FRA,XYZ,Alna Burato,1.0,0.0,Women,1985.0,27.0,XYZ,1.0,0.0,28.0,XYZ,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
1950,AUS,XYZ,Annette Edmondson,1.0,0.0,Women,1991.0,21.0,GEW,2.0,400.0,22.0,GEW,6.0,60.0,23.0,WHT,4.0,205.0,24.0,WHT,2.0,0.0,25.0,WHT,1.0,342.0,26.0,WHT,4.0,92.0,27.0,XYZ,2.0,80.0,28.0,XYZ,1.0,0.0,29.0
1741,ITA,MIC,Sara Grifi,1.0,0.0,Women,1988.0,24.0,MCG,1.0,0.0,25.0,TOG,1.0,0.0,26.0,TOG,1.0,0.0,27.0,XYZ,1.0,0.0,28.0,,,,,,,,,,,,,,,,
1696,RUS,LKT,Anna Potokina,1.0,0.0,Women,1987.0,25.0,LKT,1.0,0.0,26.0,SEF,1.0,10.0,27.0,SEF,1.0,245.0,28.0,SEF,2.0,0.0,29.0,SER,1.0,0.0,30.0,SER,1.0,30.0,31.0,SER,1.0,0.0,32.0,SER,1.0,0.0,33.0
1729,GBR,MFP,Hannah Rich,1.0,0.0,Women,1991.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
2022,FRA,XYZ,Stephanie Viel,1.0,0.0,Women,1985.0,27.0,XYZ,1.0,0.0,28.0,XYZ,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
1967,BEL,XYZ,Marlene Wintgens,1.0,0.0,Women,1993.0,19.0,XYZ,1.0,0.0,20.0,XYZ,1.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,
1999,ESP,DEB,Leire Olaberria,1.0,0.0,Women,1977.0,35.0,XYZ,1.0,0.0,36.0,XYZ,1.0,100.0,37.0,XYZ,2.0,0.0,38.0,XYZ,1.0,0.0,39.0,,,,,,,,,,,,,,,,
1985,DEN,XYZ,Michelle Quaade,1.0,0.0,Women,1991.0,21.0,RYT,1.0,0.0,22.0,TRY,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,,,,,XYZ,1.0,10.0,28.0,XYZ,1.0,0.0,29.0
1968,BEL,XYZ,Sanne Cant,1.0,0.0,Women,1990.0,22.0,XYZ,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
1969,CAN,XYZ,Anna Harkowska,1.0,0.0,Women,1980.0,32.0,GKS,1.0,0.0,33.0,GKS,1.0,0.0,34.0,XYZ,1.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,
2161,RUS,XYZ,Elena Kuchinskaya,1.0,0.0,Women,1984.0,28.0,RVL,1.0,330.0,29.0,RVL,1.0,110.0,30.0,SEF,2.0,170.0,31.0,SEF,1.0,125.0,32.0,XYZ,2.0,0.0,33.0,XYZ,1.0,0.0,34.0,,,,,,,,
2150,NZL,XYZ,Jeannie Kuhajec,1.0,0.0,Women,1973.0,39.0,VDK,1.0,0.0,40.0,VDK,1.0,0.0,41.0,XYZ,1.0,0.0,42.0,,,,,,,,,,,,,,,,,,,,
1785,NZL,OPK,Courteney Lowe,1.0,0.0,Women,1991.0,21.0,OPW,1.0,0.0,22.0,OPW,1.0,0.0,23.0,PEP,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,
1462,CHI,BPD,Paola Munoz Grandon,1.0,0.0,Women,1986.0,26.0,XYZ,1.0,0.0,27.0,XYZ,1.0,0.0,28.0,,,,,,,,,BDP,1.0,0.0,31.0,XYZ,1.0,0.0,32.0,,,,,,,,
2154,NZL,XYZ,Serena Sheridan,1.0,0.0,Women,1980.0,32.0,XYZ,1.0,0.0,33.0,XYZ,1.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,
2215,VEN,XYZ,Nathaly Velazco,1.0,0.0,Women,1986.0,26.0,XYZ,1.0,0.0,27.0,XYZ,1.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
1879,USA,SLU,Ally Stacher,2.0,0.0,Women,1987.0,25.0,SLU,1.0,0.0,26.0,SLU,1.0,0.0,27.0,OPW,1.0,0.0,28.0,XYZ,1.0,0.0,29.0,,,,,,,,,,,,,,,,
2206,VEN,XYZ,Arielys Bello,1.0,0.0,Women,1990.0,22.0,XYZ,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
1547,BRA,FCL,Rosane Kirch,1.0,0.0,Women,1976.0,36.0,XYZ,1.0,0.0,37.0,XYZ,1.0,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,
1628,FRA,GSD,Eugenie Mermillod,1.0,0.0,Women,1986.0,26.0,XYZ,1.0,0.0,27.0,XYZ,1.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
1733,GBR,MFP,Joanna Rowsell,1.0,0.0,Women,1988.0,24.0,WHT,1.0,100.0,25.0,WHT,1.0,0.0,26.0,PIS,1.0,0.0,27.0,PAC,1.0,0.0,28.0,,,,,,,,,,,,,,,,
2151,AUS,XYZ,Kendelle Hodges,1.0,0.0,Women,1991.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,COL,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,,,,,,,,
1446,FRA,BIG,Steffi Jamoneau,1.0,0.0,Women,1991.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
1467,ESP,BPD,Bianca Martin Ortega,1.0,0.0,Women,1992.0,20.0,XYZ,1.0,0.0,21.0,XYZ,1.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
1954,AUS,XYZ,Josephine Tomic,1.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1844,NED,SKI,Anne de Wildt,1.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1484,ITA,BPK,Eleonora Patuzzo,4.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1887,CAN,TIB,Veronique Fortin,1.0,0.0,Women,1980.0,32.0,XYZ,1.0,0.0,33.0,XYZ,1.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,
1752,USA,NOW,Ashley James,1.0,0.0,Women,1990.0,22.0,XYZ,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
2210,VEN,XYZ,Karelia Machado,1.0,0.0,Women,1979.0,33.0,XYZ,1.0,0.0,34.0,XYZ,1.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,
1711,SWE,LNL,Madelene Olsson,1.0,0.0,Women,1982.0,30.0,AGG,1.0,14.0,31.0,XYZ,1.0,0.0,32.0,XYZ,1.0,0.0,33.0,XYZ,1.0,0.0,34.0,,,,,,,,,,,,,,,,
1551,ITA,FCL,Federica Primavera,1.0,0.0,Women,1990.0,22.0,XYZ,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
2122,NED,XYZ,Lisanne Soemanta,1.0,0.0,Women,1987.0,25.0,PHV,1.0,35.0,26.0,PHV,1.0,0.0,27.0,XYZ,1.0,0.0,28.0,XYZ,1.0,0.0,29.0,,,,,,,,,,,,,,,,
1622,CHN,GPC,Wan Yiu Jamie Wong,1.0,0.0,Women,1986.0,26.0,GPC,1.0,0.0,27.0,GPC,1.0,0.0,28.0,GPC,1.0,0.0,29.0,XYZ,1.0,0.0,30.0,,,,,,,,,,,,,,,,
2179,UKR,XYZ,Anna Nahirna,1.0,0.0,Women,1988.0,24.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,,,,,,,,,,,,,,LCW,1.0,0.0,31.0,XYZ,1.0,0.0,32.0
2029,GBR,XYZ,Hannah Layland,1.0,0.0,Women,1994.0,18.0,XYZ,1.0,0.0,19.0,XYZ,1.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
2053,IRL,XYZ,Caroline Ryan,1.0,0.0,Women,1979.0,33.0,XYZ,1.0,100.0,34.0,XYZ,1.0,100.0,35.0,XYZ,1.0,0.0,36.0,XYZ,1.0,0.0,37.0,,,,,,,,,,,,,,,,
2168,SUI,XYZ,Jessica Schneeberger,1.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,CGS,1.0,0.0,31.0
1586,FRA,FUT,Manon Souyris,1.0,0.0,Women,1993.0,19.0,FUT,1.0,20.0,20.0,FUT,1.0,15.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,
2113,NED,SRA,Juliette Wigbold,1.0,0.0,Women,1986.0,26.0,XYZ,1.0,0.0,27.0,XYZ,1.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
1903,ITA,TOG,Giulia Ronchi,1.0,0.0,Women,1992.0,20.0,XYZ,1.0,0.0,21.0,XYZ,1.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
1840,RUS,RUS,Verena Absalyamova,1.0,0.0,Women,1986.0,26.0,XYZ,1.0,0.0,27.0,XYZ,1.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
1424,SWE,AGG,Linea Fredäng,1.0,0.0,Women,1982.0,30.0,XYZ,1.0,0.0,31.0,XYZ,1.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,
1833,RUS,RUS,Evgenya Romanyuta,1.0,0.0,Women,1988.0,24.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,
1517,SWE,DPD,Martina Thomasson,1.0,0.0,Women,1985.0,27.0,AGG,1.0,74.0,28.0,XYZ,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
1684,ESP,LKT,Arantxa Garcia Morte,1.0,0.0,Women,1990.0,22.0,XYZ,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
2028,GBR,OPK,Emma Grant,1.0,0.0,Women,1991.0,21.0,MFP,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,EPI,1.0,0.0,24.0,CVB,1.0,0.0,25.0,COL,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,T20,1.0,80.0,28.0,T20,1.0,0.0,29.0
2117,NED,XYZ,Kirsten Peetoom,1.0,0.0,Women,1988.0,24.0,XYZ,1.0,80.0,25.0,PHV,1.0,15.0,26.0,XYZ,1.0,0.0,27.0,XYZ,1.0,250.0,28.0,MVC,2.0,0.0,29.0,JFE,1.0,30.0,30.0,RES,1.0,0.0,31.0,XYZ,1.0,0.0,32.0
2072,ITA,XYZ,Vania Rossi,1.0,0.0,Women,1983.0,29.0,XYZ,1.0,0.0,30.0,XYZ,1.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,
2216,VEN,XYZ,Zaily Salazar,1.0,0.0,Women,1992.0,20.0,XYZ,1.0,0.0,21.0,XYZ,1.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
1425,SWE,AGG,Linnea Sjöblom,1.0,0.0,Women,1989.0,23.0,AGG,1.0,14.0,24.0,FFT,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,,,,,,,,,,,,,,,,
1572,RUS,FHT,Elena Utrobina,1.0,0.0,Women,1985.0,27.0,LKT,1.0,0.0,28.0,XYZ,1.0,50.0,29.0,XYZ,1.0,0.0,30.0,HBS,1.0,0.0,31.0,,,,,,,,,,,,,,,,
1848,NED,SKI,Linda van Rijen,1.0,0.0,Women,1988.0,24.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,
2010,FRA,XYZ,Aurore Verhoeven,1.0,0.0,Women,1990.0,22.0,TPO,1.0,70.0,23.0,LKT,1.0,5.0,24.0,LTK,1.0,100.0,25.0,LTK,1.0,0.0,26.0,XYZ,1.0,70.0,27.0,SPM,1.0,0.0,28.0,XYZ,1.0,60.0,29.0,MUL,1.0,0.0,30.0
1975,CAN,XYZ,Moriah Macgregor,1.0,0.0,Women,1974.0,38.0,XYZ,1.0,0.0,39.0,XYZ,1.0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,
2201,USA,XYZ,Mary Zider,1.0,0.0,Women,1984.0,28.0,COL,1.0,0.0,29.0,COL,1.0,0.0,30.0,COL,1.0,5.0,31.0,CVB,1.0,0.0,32.0,XYZ,1.0,0.0,33.0,,,,,,,,,,,,
1983,DEN,XYZ,Henriette Christensen,1.0,0.0,Women,1988.0,24.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,
1740,ITA,MIC,Lorena Foresi,1.0,0.0,Women,1988.0,24.0,,,,,XYZ,1.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,
1982,DEN,XYZ,Dorte Lohse Rasmussen,1.0,0.0,Women,1971.0,41.0,XYZ,1.0,0.0,42.0,XYZ,1.0,0.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,
1868,SWE,SLT,Monica Holler,2.0,0.0,Women,1984.0,28.0,,,,,XYZ,1.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
2167,SUI,XYZ,Jasmin Achermann,1.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2415,ITA,XYZ,Alessia Aimone Secat,1.0,0.0,Women,,,SEF,1.0,0.0,,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1750,USA,NOW,Addyson Albershardt,1.0,0.0,Women,1994.0,18.0,XYZ,1.0,0.0,19.0,XYZ,1.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
1469,ESP,BPD,Cristina Alcalde,1.0,0.0,Women,1980.0,32.0,BPD,1.0,0.0,33.0,XYZ,1.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,
1599,ITA,GCV,Veronica Alessio,1.0,0.0,Women,1987.0,25.0,XYZ,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,
2417,USA,XYZ,Grace Alexander,1.0,0.0,Women,1994.0,18.0,OPW,1.0,0.0,19.0,XYZ,1.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
1481,ITA,BPK,Alice Algisi,1.0,0.0,Women,1993.0,19.0,BPK,1.0,0.0,20.0,BPK,1.0,0.0,21.0,ALE,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,
2030,GBR,XYZ,Jessica Allen,1.0,0.0,Women,1989.0,23.0,FUT,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2157,POR,XYZ,Ester Alves,1.0,0.0,Women,1981.0,31.0,XYZ,1.0,0.0,32.0,XYZ,1.0,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
2193,USA,XYZ,Hanan Alves-Hyde,1.0,0.0,Women,1985.0,27.0,XYZ,1.0,0.0,28.0,XYZ,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
2428,USA,XYZ,Elle Anderson,1.0,0.0,Women,1988.0,24.0,VDK,1.0,0.0,25.0,VDK,1.0,0.0,26.0,BMW,1.0,0.0,27.0,RLW,1.0,0.0,28.0,,,,,,,,,,,,,,,,
2177,SWE,ZZZ,Veronica Andreasson,1.0,0.0,Women,1981.0,31.0,XYZ,1.0,0.0,32.0,XYZ,1.0,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
1912,ITA,VAI,Francesca Anichini,1.0,0.0,Women,1992.0,20.0,XYZ,1.0,0.0,21.0,XYZ,1.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
2082,MEX,XYZ,Nancy Arreola,1.0,0.0,Women,1988.0,24.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,,,,,,T20,1.0,0.0,29.0,,,,,,,,,,,,
2376,ITA,XYZ,Alice Arzuffi,1.0,0.0,Women,1994.0,18.0,FLF,1.0,0.0,19.0,BPK,1.0,42.0,20.0,ISG,1.0,105.0,21.0,LZE,1.0,232.0,22.0,LWK,2.0,50.0,23.0,BDM,1.0,85.0,24.0,VAL,1.0,140.0,25.0,BDU,2.0,0.0,26.0
1636,SUI,GSD,Emilie Aubry,1.0,0.0,Women,1989.0,23.0,BCT,1.0,0.0,24.0,BCT,1.0,0.0,25.0,BCT,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,,,,,,,,,,,,,,,,
1839,RUS,RUS,Tatiana Averina,1.0,0.0,Women,,,XYZ,1.0,0.0,,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1587,FRA,FUT,Marion Azam,1.0,0.0,Women,1991.0,21.0,BCF,1.0,0.0,22.0,BCF,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,
2062,ITA,XYZ,Giada Balzan,1.0,0.0,Women,1991.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
1944,BEL,WIM,Sanne Bamelis,1.0,0.0,Women,1991.0,21.0,SLT,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
1567,ITA,FHT,Giorgia Baraldo,1.0,0.0,Women,1993.0,19.0,XYZ,1.0,0.0,20.0,XYZ,1.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,
1550,ITA,FCL,Annalisa Barbieri,1.0,0.0,Women,1991.0,21.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
1791,USA,OPK,Anna Barensfeld,1.0,0.0,Women,1983.0,29.0,TIB,1.0,0.0,30.0,XYZ,1.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,
2384,GBR,XYZ,Elinor Barker,1.0,0.0,Women,1994.0,18.0,WHT,1.0,0.0,19.0,WHT,1.0,0.0,20.0,MAT,1.0,0.0,21.0,MAT,1.0,0.0,22.0,XYZ,1.0,100.0,23.0,WHT,1.0,0.0,24.0,DRP,1.0,0.0,25.0,XYZ,1.0,0.0,26.0
1508,GBR,DPD,Hannah Barnes,1.0,0.0,Women,1993.0,19.0,MGM,1.0,0.0,20.0,UHC,2.0,50.0,21.0,UHC,1.0,265.0,22.0,LPR,2.0,550.0,23.0,LPR,6.0,928.0,24.0,CSR,12.0,642.0,25.0,CSR,10.0,186.0,26.0,CSR,4.0,0.0,27.0
1509,GBR,DPD,Jane Barr,1.0,0.0,Women,1981.0,31.0,BCC,1.0,0.0,32.0,BCC,1.0,0.0,33.0,XYZ,1.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,
2380,ITA,XYZ,Beatrice Bartelloni,1.0,0.0,Women,1993.0,19.0,WHT,1.0,0.0,20.0,WHT,1.0,70.0,21.0,ALE,1.0,16.0,22.0,VAI,1.0,0.0,23.0,TOG,1.0,0.0,24.0,SBT,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,
1771,AUS,NXX,Katherine Bates,1.0,0.0,Women,1982.0,30.0,,,,,XYZ,1.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,
2244,GBR,VIO,Rohan Battison,1.0,0.0,Women,1988.0,24.0,MGM,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,
2392,SUI,XYZ,Caroline Baur,1.0,0.0,Women,1993.0,19.0,BCT,1.0,0.0,20.0,XYZ,1.0,0.0,21.0,BCT,1.0,0.0,22.0,XYZ,1.0,0.0,23.0,,,,,,,,,,,,,,,,
2042,GER,XYZ,Christina Becker,1.0,0.0,Women,1977.0,35.0,XYZ,1.0,0.0,36.0,XYZ,1.0,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,
2386,BEL,XYZ,Isabelle Beckers,1.0,0.0,Women,1983.0,29.0,BCT,1.0,0.0,30.0,LBL,1.0,0.0,31.0,LBL,1.0,0.0,32.0,LBL,1.0,0.0,33.0,LSL,1.0,3.0,34.0,LSL,1.0,0.0,35.0,XYZ,1.0,0.0,36.0,,,,
1938,BEL,WIM,Davina Beke,1.0,0.0,Women,1986.0,26.0,XYZ,1.0,0.0,27.0,XYZ,1.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
2094,NED,XYZ,Danielle Bekkering,1.0,0.0,Women,1976.0,36.0,XYZ,1.0,0.0,37.0,XYZ,1.0,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,
2100,NED,XYZ,Eyelien Bekkering,1.0,0.0,Women,1978.0,34.0,XYZ,1.0,0.0,35.0,XYZ,1.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,
2071,ITA,ZZZ,Tania Belvederesi,1.0,0.0,Women,1978.0,34.0,XYZ,1.0,0.0,35.0,XYZ,1.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,
1643,NOR,HPU,Johanne Bergseth,1.0,0.0,Women,1987.0,25.0,XYZ,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,
2066,ITA,XYZ,Marta Bernini,1.0,0.0,Women,1963.0,49.0,XYZ,1.0,0.0,50.0,XYZ,1.0,0.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,
2396,FRA,XYZ,Laurie Berthon,1.0,0.0,Women,1991.0,21.0,BCF,1.0,0.0,22.0,BCF,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,
1597,ITA,GCV,Odette Bertolin,1.0,0.0,Women,1983.0,29.0,XYZ,1.0,0.0,30.0,XYZ,1.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,
1883,BEL,SPM,Lien Beyen,1.0,0.0,Women,1985.0,27.0,XYZ,1.0,0.0,28.0,XYZ,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
1922,USA,VDK,Kathleen Billington,1.0,0.0,Women,1981.0,31.0,XYZ,1.0,0.0,32.0,XYZ,1.0,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
1904,ITA,TOG,Irene Bitto,1.0,0.0,Women,1993.0,19.0,TOG,1.0,60.0,20.0,TOG,1.0,0.0,21.0,TOG,1.0,50.0,22.0,TOG,1.0,15.0,23.0,TOG,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,
1692,FRA,LKT,Emilie Blanquefort,1.0,0.0,Women,1988.0,24.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,
2190,UKR,XYZ,Yelizaveta Bochkarova,1.0,0.0,Women,1978.0,34.0,XYZ,1.0,0.0,35.0,XYZ,1.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,
2393,SUI,XYZ,Stefanie Bochsler,1.0,0.0,Women,1994.0,18.0,BCT,1.0,0.0,19.0,XYZ,1.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
1758,BEL,NWC,Lisa Bogaert,1.0,0.0,Women,1993.0,19.0,XYZ,1.0,0.0,20.0,XYZ,1.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,
2408,ITA,XYZ,Gloria Boldrini,1.0,0.0,Women,1994.0,18.0,MIC,1.0,0.0,19.0,XYZ,1.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
2063,ITA,ZZZ,Giulia Bonetti,1.0,0.0,Women,1989.0,23.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2220,NED,ZWH,Amanda Bongaards,1.0,0.0,Women,1988.0,24.0,DUR,1.0,0.0,25.0,DUR,1.0,0.0,26.0,XYZ,1.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,
1690,ESP,LKT,Maria Bonnin,1.0,0.0,Women,1990.0,22.0,XYZ,1.0,0.0,23.0,XYZ,1.0,0.0,24.0,,,,,LTK,1.0,0.0,26.0,,,,,,,,,,,,,,,,
