	Country 	UCI Team 	UCI Cat 	Rider 	Born 	Price 	Prev 	Score ↓ 	
66. 	AUS 	OGE 	WT 	Simon Gerrans 	1980 	16 	1045 	502 	[+]
67. 	GBR 	SKY 	WT 	Geraint Thomas 	1986 	8 	166 	500 	[+]
68. 	NOR 	SKY 	WT 	Edvald Boasson Hagen 	1987 	26 	1535 	487 	[+]
69. 	FRA 	ALM 	WT 	Samuel Dumoulin 	1980 	4 	185 	485 	[+]
70. 	SLO 	AST 	WT 	Borut Bozic 	1980 	8 	395 	480 	[+]
71. 	DEN 	TST 	WT 	Matti Breschel 	1984 	8 	390 	480 	[+]
72. 	CZE 	TNE 	PROF 	Jan Barta 	1984 	10 	605 	470 	[+]
73. 	FRA 	EUC 	PROF 	Sebastien Turgot 	1984 	10 	530 	470 	[+]
74. 	BEL 	OPQ 	WT 	Gianni Meersman 	1985 	6 	320 	464 	[+]
75. 	ITA 	RLT 	WT 	Giacomo Nizzolo 	1989 	12 	630 	460 	[+]
76. 	FRA 	FDJ 	WT 	Arthur Vichot 	1988 	2 	80 	460 	[+]
77. 	ESP 	COF 	PROF 	Daniel Navarro 	1983 	2 	75 	460 	[+]
78. 	NED 	OGE 	WT 	Pieter Weening 	1981 	1 	10 	460 	[+]
79. 	ITA 	CAN 	WT 	Moreno Moser 	1990 	14 	699 	455 	[+]
80. 	BEL 	OPQ 	WT 	Nikolas Maes 	1986 	1 	0 	450 	[+]
81. 	ESP 	VCD 	WT 	Juan Antonio Flecha 	1977 	12 	657 	438 	[+]
82. 	FRA 	EUC 	PROF 	Thomas Voeckler 	1979 	24 	1455 	435 	[+]
83. 	DEN 	TST 	WT 	Michael Mørkøv 	1985 	2 	129 	435 	[+]
84. 	UKR 	AST 	WT 	Andriy Grivko 	1983 	8 	408 	431 	[+]
85. 	ITA 	LAM 	WT 	Adriano Malori 	1988 	2 	180 	431 	[+]
86. 	FRA 	ALM 	WT 	Christophe Riblon 	1981 	1 	40 	431 	[+]
87. 	ITA 	ALM 	WT 	Rinaldo Nocentini 	1977 	12 	635 	430 	[+]
88. 	BEL 	BLA 	WT 	Sep Vanmarcke 	1988 	12 	510 	430 	[+]
89. 	RSA 	OGE 	WT 	Daryl Impey 	1984 	2 	75 	426 	[+]
90. 	ITA 	AST 	WT 	Simone Ponzi 	1987 	4 	42 	425 	[+]
91. 	BEL 	OPQ 	WT 	Stijn Vandenbergh 	1984 	1 	5 	425 	[+]
92. 	FRA 	FDJ 	WT 	Matthieu Ladagnous 	1984 	6 	310 	420 	[+]
93. 	ESP 	MOV 	WT 	Jose Joaquin Rojas 	1985 	4 	122 	415 	[+]
94. 	NED 	OGE 	WT 	Sebastian Langeveld 	1985 	2 	91 	415 	[+]
95. 	KAZ 	AST 	WT 	Maxim Iglinskiy 	1981 	12 	665 	405 	[+]
96. 	SUI 	IAM 	PROF 	Martin Elmiger 	1978 	1 	10 	405 	[+]
97. 	GBR 	SKY 	WT 	Ian Stannard 	1987 	2 	125 	402 	[+]
98. 	AUS 	OGE 	WT 	Michael Matthews 	1990 	8 	255 	400 	[+]
99. 	BEL 	LTB 	WT 	Kenny Dehaes 	1984 	1 	30 	400 	[+]
100. 	BLR 	SKY 	WT 	Vasil Kiryienka 	1981 	8 	475 	396 	[+]
101. 	BEL 	OPQ 	WT 	Kristof Vandewalle 	1985 	2 	205 	385 	[+]
102. 	ITA 	BMC 	WT 	Daniel Oss 	1987 	2 	125 	380 	[+]
103. 	NED 	ARG 	WT 	Tom Dumoulin 	1990 	2 	75 	373 	[+]
104. 	FRA 	EUC 	PROF 	Damien Gaudin 	1986 	1 	60 	371 	[+]
105. 	CAN 	GRS 	WT 	Ryder Hesjedal 	1980 	18 	1231 	365 	[+]
106. 	ESP 	EUS 	WT 	Igor Anton 	1983 	8 	400 	360 	[+]
107. 	BEL 	VCD 	WT 	Björn Leukemans 	1977 	12 	360 	355 	[+]
108. 	ITA 	KAT 	WT 	Giampaolo Caruso 	1980 	1 	0 	354 	[+]
109. 	DEN 	TST 	WT 	Chris Anker Sørensen 	1984 	8 	375 	350 	[+]
110. 	GER 	ARG 	WT 	Simon Geschke 	1986 	4 	150 	350 	[+]
111. 	CZE 	TNE 	PROF 	Leopold König 	1987 	2 	115 	350 	[+]
112. 	FRA 	ALM 	WT 	Romain Bardet 	1990 	1 	15 	350 	[+]
113. 	ITA 	CJR 	PROF 	Francesco Lasca 	1988 	1 	0 	350 	[+]
114. 	USA 	GRS 	WT 	Tom Danielson 	1978 	4 	285 	345 	[+]
115. 	ITA 	MOV 	WT 	Giovanni Visconti 	1983 	10 	545 	340 	[+]
116. 	BEL 	TSV 	PROF 	Michael Van Staeyen 	1988 	2 	135 	335 	[+]
117. 	ESP 	EUS 	WT 	Mikel Nieve 	1984 	6 	345 	330 	[+]
118. 	FRA 	RLT 	WT 	Tony Gallopin 	1988 	6 	280 	330 	[+]
119. 	COL 	JSH 	CONT 	Janier Acevedo 	1984 	1 	0 	330 	[+]
120. 	ITA 	BMC 	WT 	Marco Pinotti 	1976 	8 	483 	325 	[+]
121. 	SWE 	IAM 	PROF 	Gustav Erik Larsson 	1980 	4 	222 	310 	[+]
122. 	ESP 	EUS 	WT 	Ion Izagirre 	1989 	2 	183 	310 	[+]
123. 	BLR 	SKY 	WT 	Kanstantsin Siutsou 	1982 	2 	60 	310 	[+]
124. 	ITA 	VIN 	PROF 	Oscar Gatto 	1985 	6 	310 	305 	[+]
125. 	ESP 	MOV 	WT 	Francisco Ventoso 	1982 	6 	320 	290 	[+]
126. 	FRA 	ALM 	WT 	Jean-Christophe Peraud 	1977 	4 	160 	290 	[+]
127. 	ITA 	BAR 	PROF 	Francesco Bongiorno 	1990 	1 	0 	290 	[+]
128. 	NED 	VCD 	WT 	Lieuwe Westra 	1982 	16 	836 	288 	[+]
129. 	BEL 	OPQ 	WT 	Pieter Serry 	1988 	4 	210 	287 	[+]
130. 	AUT 	GMS 	CONT 	Riccardo Zoidl 	1988 	1 	60 	285 	[+]
131. 	ITA 	BMC 	WT 	Ivan Santaromita 	1984 	1 	10 	285 	[+]
132. 	LUX 	RLT 	WT 	Bob Jungels 	1992 	2 	0 	285 	[+]
133. 	SLO 	ARG 	WT 	Luka Mezgec 	1988 	1 	0 	285 	[+]
134. 	AUS 	TST 	WT 	Michael Rogers 	1979 	14 	840 	284 	[+]
135. 	CRO 	RLT 	WT 	Robert Kiserlovski 	1986 	6 	320 	280 	[+]
136. 	AUT 	SKY 	WT 	Bernhard Eisel 	1981 	4 	180 	280 	[+]
137. 	GRE 	EUS 	WT 	Ioannis Tamouridis 	1980 	2 	100 	280 	[+]
138. 	ITA 	XYZ 		David Villella 	1991 	1 	0 	280 	[+]
139. 	ESP 	SKY 	WT 	David Lopez 	1981 	2 	80 	272 	[+]
140. 	FRA 	EUC 	PROF 	Pierre Rolland 	1986 	8 	395 	265 	[+]
141. 	ESP 	CJR 	PROF 	David Arroyo 	1980 	1 	0 	265 	[+]
142. 	ESP 	BLA 	WT 	Luis Leon Sanchez 	1983 	14 	821 	260 	[+]
143. 	FRA 	ARG 	WT 	Warren Barguil 	1991 	2 	0 	260 	[+]
144. 	AUS 	GRS 	WT 	Rohan Dennis 	1990 	2 	0 	251 	[+]
145. 	ESP 	MOV 	WT 	Jesus Herrada 	1990 	1 	0 	250 	[+]
146. 	ESP 	MOV 	WT 	Jose Herrada 	1985 	1 	30 	247 	[+]
147. 	ESP 	EUS 	WT 	Pablo Urtasun 	1980 	2 	220 	245 	[+]
148. 	AUS 	SKY 	WT 	Mathew Hayman 	1978 	10 	175 	245 	[+]
149. 	JPN 	EUC 	PROF 	Yukiya Arashiro 	1984 	2 	170 	245 	[+]
150. 	KAZ 	AST 	WT 	Alexandr Dyachenko 	1983 	4 	168 	245 	[+]
151. 	ITA 	BAR 	PROF 	Stefano Pirazzi 	1987 	2 	102 	245 	[+]
152. 	LAT 	IAM 	PROF 	Aleksejs Saramotins 	1982 	2 	140 	240 	[+]
153. 	NOR 	BLA 	WT 	Lars Nordhaug 	1984 	12 	500 	235 	[+]
154. 	ITA 	CAN 	WT 	Ivan Basso 	1977 	6 	360 	230 	[+]
155. 	BEL 	AST 	WT 	Kevin Seeldraeyers 	1986 	1 	11 	230 	[+]
156. 	ESP 	5HR 	CONT 	Francisco Mancebo 	1976 	1 	0 	230 	[+]
157. 	SVK 	OPQ 	WT 	Peter Velits 	1985 	6 	235 	225 	[+]
158. 	GER 	BLA 	WT 	Paul Martens 	1983 	2 	75 	225 	[+]
159. 	BEL 	LTB 	WT 	Jens Debusschere 	1989 	1 	0 	225 	[+]
160. 	AUS 	BLA 	WT 	Mark Renshaw 	1982 	8 	410 	221 	[+]
161. 	AUT 	IAM 	PROF 	Matthias Brändle 	1989 	1 	50 	220 	[+]
162. 	BEL 	CRE 	PROF 	Sébastien Delfosse 	1982 	1 	0 	220 	[+]
163. 	SUI 	OGE 	WT 	Michael Albasini 	1980 	14 	706 	216 	[+]
164. 	BEL 	TSV 	PROF 	Sven Vandousselaere 	1988 	1 	20 	215 	[+]
165. 	ARG 	LAM 	WT 	Maximiliano Richeze 	1983 	1 	50 	211 	[+]
166. 	GER 	GRS 	WT 	Fabian Wegmann 	1980 	8 	365 	210 	[+]
167. 	ESP 	MOV 	WT 	Ruben Plaza 	1980 	1 	0 	210 	[+]
168. 	ITA 	TST 	WT 	Daniele Bennati 	1980 	10 	615 	204 	[+]
169. 	NED 	VCD 	WT 	Kenny van Hummel 	1982 	8 	390 	200 	[+]
170. 	FRA 	ALM 	WT 	Maxime Bouet 	1986 	1 	15 	200 	[+]
171. 	ITA 	VIN 	PROF 	Mauro Finetto 	1985 	1 	0 	200 	[+]
172. 	DEN 	TTF 	CONT 	Rasmus Quaade 	1990 	1 	0 	200 	[+]
173. 	ITA 	BAR 	PROF 	Edoardo Zardini 	1989 	1 	0 	200 	[+]
174. 	GBR 	MOV 	WT 	Alex Dowsett 	1988 	4 	275 	195 	[+]
175. 	NED 	BLA 	WT 	Tom Jelte Slagter 	1989 	4 	140 	195 	[+]
176. 	ITA 	CAN 	WT 	Daniele Ratto 	1989 	1 	0 	195 	[+]
177. 	AUS 	OGE 	WT 	Simon Clarke 	1986 	6 	330 	191 	[+]
178. 	LTU 	GRS 	WT 	Ramunas Navardauskas 	1988 	10 	358 	190 	[+]
179. 	AUS 	TST 	WT 	Jonathan Cantwell 	1982 	1 	30 	190 	[+]
180. 	BEL 	RLT 	WT 	Stijn Devolder 	1979 	1 	30 	190 	[+]
181. 	FRA 	FDJ 	WT 	Johan Le Bon 	1990 	1 	0 	190 	[+]
182. 	ESP 	MOV 	WT 	Jonathan Castroviejo 	1987 	8 	401 	185 	[+]
183. 	ITA 	CCC 	PROF 	Davide Rebellin 	1971 	1 	10 	185 	[+]
184. 	BEL 	OGE 	WT 	Jens Keukeleire 	1988 	4 	220 	180 	[+]
185. 	NED 	VCD 	WT 	Barry Markus 	1991 	1 	15 	180 	[+]
186. 	ITA 	AST 	WT 	Fabio Aru 	1990 	1 	20 	177 	[+]
187. 	FRA 	BSE 	PROF 	Florian Vachon 	1985 	2 	140 	175 	[+]
188. 	RUS 	KAT 	WT 	Maxim Belkov 	1985 	1 	2 	173 	[+]
189. 	NED 	BLA 	WT 	Theo Bos 	1983 	10 	500 	170 	[+]
190. 	ITA 	BAR 	PROF 	Sacha Modolo 	1987 	4 	245 	170 	[+]
191. 	ESP 	EUS 	WT 	Mikel Landa 	1989 	2 	125 	170 	[+]
192. 	ESP 	EUS 	WT 	Juan Jose Lobato 	1988 	1 	0 	170 	[+]
193. 	FRA 	COF 	PROF 	Nicolas Edet 	1987 	1 	10 	165 	[+]
194. 	ITA 	BAR 	PROF 	Andrea Pasqualon 	1988 	1 	0 	165 	[+]
195. 	SWE 	ARG 	WT 	Tobias Ludvigsson 	1991 	1 	0 	162 	[+]
196. 	RUS 	KAT 	WT 	Alexandr Kolobnev 	1981 	8 	380 	160 	[+]
197. 	FRA 	SOJ 	PROF 	Jonathan Hivert 	1985 	4 	260 	160 	[+]
198. 	GER 	RLT 	WT 	Andreas Klöden 	1975 	4 	250 	160 	[+]
199. 	CRC 	MOV 	WT 	Andrey Amador 	1986 	4 	215 	160 	[+]
200. 	ITA 	AST 	WT 	Andrea Guardini 	1989 	4 	80 	160 	[+]
201. 	ITA 	VCD 	WT 	Mirko Selvaggi 	1985 	1 	0 	160 	[+]
202. 	ITA 	LAM 	WT 	Damiano Cunego 	1981 	16 	925 	155 	[+]
203. 	FRA 	FDJ 	WT 	Francis Mourey 	1980 	1 	0 	155 	[+]
204. 	SUI 	BMC 	WT 	Michael Schär 	1986 	1 	0 	152 	[+]
205. 	DEN 	LTB 	WT 	Lars Ytting Bak 	1980 	4 	196 	151 	[+]
206. 	BEL 	BLA 	WT 	Maarten Wynants 	1982 	6 	270 	150 	[+]
207. 	EST 	COF 	PROF 	Rein Taaramäe 	1987 	8 	155 	150 	[+]
208. 	COL 	COL 	PROF 	Darwin Atapuma 	1988 	2 	90 	150 	[+]
209. 	NED 	ARG 	WT 	Ramon Sinkeldam 	1989 	1 	40 	150 	[+]
210. 	RUS 	KAT 	WT 	Alexei Tsatevich 	1989 	1 	20 	150 	[+]
211. 	USA 	RLT 	WT 	Matthew Busche 	1985 	2 	100 	145 	[+]
212. 	BEL 	TSV 	PROF 	Pieter Jacobs 	1986 	1 	40 	145 	[+]
213. 	POR 	CJR 	PROF 	Andre Cardoso 	1984 	1 	0 	145 	[+]
214. 	FRA 	FDJ 	WT 	Alexandre Geniez 	1988 	4 	20 	140 	[+]
215. 	GBR 	XYZ 		Simon Yates 	1992 	1 	0 	140 	[+]
216. 	RUS 	VCD 	WT 	Sergey Lagutin 	1981 	8 	425 	138 	[+]
217. 	RSA 	ARG 	WT 	Reinardt Janse van Rensburg 	1989 	2 	100 	137 	[+]
218. 	ITA 	LAM 	WT 	Roberto Ferrari 	1983 	6 	155 	136 	[+]
219. 	POL 	CAN 	WT 	Maciej Bodnar 	1985 	4 	250 	135 	[+]
220. 	RUS 	KAT 	WT 	Sergey Chernetskiy 	1990 	2 	70 	135 	[+]
221. 	DEN 	CAN 	WT 	Brian Bach Vandborg 	1981 	1 	0 	135 	[+]
222. 	BEL 	OPQ 	WT 	Tom Boonen 	1980 	26 	2007 	130 	[+]
223. 	NED 	BLA 	WT 	Laurens ten Dam 	1980 	6 	305 	130 	[+]
224. 	ITA 	BAR 	PROF 	Enrico Battaglin 	1989 	2 	100 	130 	[+]
225. 	FRA 	FDJ 	WT 	Arnold Jeannesson 	1986 	2 	80 	130 	[+]
226. 	FRA 	EUC 	PROF 	Cyril Gautier 	1987 	1 	20 	130 	[+]
227. 	FRA 	FDJ 	WT 	Yoann Offredo 	1986 	8 	0 	130 	[+]
228. 	RUS 	KAT 	WT 	Alexander Porsev 	1986 	2 	100 	128 	[+]
229. 	AUS 	OGE 	WT 	Matthew Goss 	1986 	14 	831 	126 	[+]
230. 	ITA 	AST 	WT 	Francesco Gavazzi 	1984 	6 	275 	126 	[+]
231. 	CRO 	ADR 	CONT 	Radoslav Rogina 	1979 	1 	0 	126 	[+]
232. 	AUS 	OGE 	WT 	Luke Durbridge 	1991 	12 	374 	125 	[+]
233. 	ITA 	ALM 	WT 	Manuel Belletti 	1985 	6 	265 	125 	[+]
234. 	GER 	BMC 	WT 	Dominik Nerz 	1989 	2 	130 	125 	[+]
235. 	UKR 	RLT 	WT 	Yaroslav Popovych 	1980 	1 	30 	125 	[+]
236. 	AUS 	OGE 	WT 	Brett Lancaster 	1979 	1 	0 	125 	[+]
237. 	ITA 	EUC 	PROF 	Davide Malacarne 	1987 	1 	0 	125 	[+]
238. 	BEL 	CRE 	PROF 	Baptiste Planckaert 	1988 	1 	0 	125 	[+]
239. 	TUR 	KTS 	CONT 	Mustafa Sayar 	1989 	1 	0 	125 	[+]
240. 	RUS 	KAT 	WT 	Yury Trofimov 	1984 	1 	60 	124 	[+]
241. 	AUS 	OGE 	WT 	Cameron Meyer 	1988 	8 	213 	122 	[+]
242. 	SLO 	EUS 	WT 	Robert Vrecer 	1980 	2 	210 	120 	[+]
243. 	POL 	OPQ 	WT 	Michal Golas 	1984 	4 	192 	120 	[+]
244. 	NED 	VCD 	WT 	Boy van Poppel 	1988 	2 	150 	120 	[+]
245. 	ITA 	IAM 	PROF 	Marco Bandiera 	1984 	1 	20 	120 	[+]
246. 	FRA 	SOJ 	PROF 	Julien El Fares 	1985 	1 	0 	120 	[+]
247. 	RUS 	KAT 	WT 	Vladimir Isaychev 	1986 	1 	40 	118 	[+]
248. 	NED 	BLA 	WT 	Jos van Emden 	1985 	2 	0 	116 	[+]
249. 	BEL 	RLT 	WT 	Maxime Monfort 	1983 	6 	270 	115 	[+]
250. 	POL 	TNE 	PROF 	Bartosz Huzarski 	1980 	2 	215 	115 	[+]
251. 	RUS 	CEF 	CONT 	Ivan Rovny 	1987 	1 	20 	115 	[+]
252. 	FRA 	EUC 	PROF 	Bryan Coquard 	1992 	2 	0 	115 	[+]
253. 	ITA 	OPQ 	WT 	Matteo Trentin 	1989 	2 	60 	110 	[+]
254. 	AUT 	ARG 	WT 	Georg Preidler 	1990 	1 	50 	110 	[+]
255. 	FRA 	ALM 	WT 	Blel Kadri 	1986 	1 	40 	110 	[+]
256. 	ITA 	BAR 	PROF 	Andrea Di Corrado 	1988 	1 	25 	110 	[+]
257. 	ITA 	AND 	PROF 	Mattia Gavazzi 	1983 	2 	0 	110 	[+]
258. 	LUX 	AJW 	PROF 	Jempy Drucker 	1986 	1 	0 	105 	[+]
259. 	AUS 	GRS 	WT 	Lachlan Morton 	1992 	1 	0 	105 	[+]
260. 	NED 	VCD 	WT 	Danny van Poppel 	1993 	1 	0 	105 	[+]
261. 	CRO 	LAM 	WT 	Kristijan Durasek 	1987 	1 	0 	102 	[+]
262. 	CAN 	OGE 	WT 	Svein Tuft 	1977 	8 	447 	101 	[+]
263. 	NED 	ARG 	WT 	Tom Veelers 	1984 	6 	295 	100 	[+]
264. 	ITA 	CAN 	WT 	Damiano Caruso 	1987 	4 	240 	100 	[+]
265. 	LAT 	KAT 	WT 	Gatis Smukulis 	1987 	2 	187 	100 	[+]
266. 	ITA 	AND 	PROF 	Fabio Felline 	1990 	2 	170 	100 	[+]
267. 	NED 	VCD 	WT 	Johnny Hoogerland 	1983 	6 	145 	100 	[+]
268. 	USA 	ZZZ 		Fred Rodriguez 	1973 	1 	110 	100 	[+]
269. 	IRL 	CSS 	PROF 	Matthew Brammeier 	1985 	2 	100 	100 	[+]
270. 	ITA 	BAR 	PROF 	Sonny Colbrelli 	1990 	2 	70 	100 	[+]
271. 	GER 	KAT 	WT 	Rüdiger Selig 	1989 	2 	70 	100 	[+]
272. 	VEN 	VCD 	WT 	Jose Rujano 	1982 	4 	60 	100 	[+]
273. 	FRA 	FDJ 	WT 	Anthony Geslin 	1980 	2 	60 	100 	[+]
274. 	USA 	GRS 	WT 	Peter Stetina 	1987 	2 	35 	100 	[+]
275. 	LTU 	OGE 	WT 	Tomas Vaitkus 	1982 	1 	35 	100 	[+]
276. 	RUS 	RVL 	PROF 	Ilnur Zakarin 	1989 	1 	2 	100 	[+]
277. 	USA 	OPT 	CONT 	Tom Zirbel 	1978 	1 	1 	100 	[+]
278. 	CAN 	CSS 	PROF 	Zachary Bell 	1982 	1 	0 	100 	[+]
279. 	DEN 	CUL 	CONT 	Magnus Cort Nielsen 	1993 	1 	0 	100 	[+]
280. 	BEL 	ARG 	WT 	Bert De Backer 	1984 	1 	0 	100 	[+]
281. 	NED 	CRE 	PROF 	Reinier Honig 	1983 	1 	0 	100 	[+]
282. 	LTU 	MTN 	PROF 	Ignatas Konovalovas 	1985 	1 	0 	100 	[+]
283. 	UKR 	KLS 	CONT 	Denys Kostyuk 	1982 	1 	0 	100 	[+]
284. 	FRA 	LPM 	CONT 	Yannick Martinez 	1988 	1 	0 	100 	[+]
285. 	KAZ 	KTS 	CONT 	Andrey Mizourov 	1973 	1 	0 	100 	[+]
286. 	RSA 	MTN 	PROF 	Jay Robert Thomson 	1986 	1 	0 	100 	[+]
287. 	FIN 	FDJ 	WT 	Jussi Veikkanen 	1981 	1 	0 	100 	[+]
288. 	ITA 	MOV 	WT 	Eros Capecchi 	1986 	6 	260 	97 	[+]
289. 	AUS 	LTB 	WT 	Adam Hansen 	1981 	1 	6 	96 	[+]
290. 	ITA 	AJW 	PROF 	Danilo Napolitano 	1981 	2 	100 	95 	[+]
291. 	ITA 	IAM 	PROF 	Matteo Pelucchi 	1989 	1 	40 	95 	[+]
292. 	ERI 	EUC 	PROF 	Natnael Berhane 	1991 	1 	0 	95 	[+]
293. 	GER 	BLA 	WT 	Robert Wagner 	1983 	1 	0 	91 	[+]
294. 	FRA 	FDJ 	WT 	Jérémy Roy 	1983 	8 	350 	90 	[+]
295. 	ITA 	AND 	PROF 	Francesco Reda 	1982 	2 	245 	90 	[+]
296. 	FRA 	FDJ 	WT 	Benoît Vaugrenard 	1982 	1 	15 	90 	[+]
297. 	ESP 	EUS 	WT 	Jon Aberasturi Izaga 	1989 	1 	0 	90 	[+]
298. 	COL 	AND 	PROF 	Miguel Rubiano 	1984 	8 	425 	85 	[+]
299. 	FRA 	COF 	PROF 	Adrien Petit 	1990 	2 	80 	85 	[+]
300. 	SUI 	BMC 	WT 	Danilo Wyss 	1985 	1 	20 	85 	[+]
301. 	ESP 	KAT 	WT 	Angel Vicioso 	1977 	1 	20 	84 	[+]
302. 	BEL 	LTB 	WT 	Jurgen Van Den Broeck 	1983 	12 	665 	82 	[+]
303. 	SUI 	IAM 	PROF 	Johann Tschopp 	1982 	4 	250 	80 	[+]
304. 	FRA 	VCD 	WT 	Romain Feillu 	1984 	6 	160 	80 	[+]
