	Country 	UCI Team 	UCI Cat 	Rider 	Born 	Price 	Prev 	Score ↓ 	
77. 	GER 	LAM 	WT 	Danilo Hondo 	1974 	1 	0 	367 	[+]
78. 	USA 	GRM 	WT 	David Zabriskie 	1979 	4 	230 	355 	[+]
79. 	ARG 	SAX 	WT 	Juan Jose Haedo 	1981 	2 	20 	355 	[+]
80. 	GBR 	SKY 	WT 	Bradley Wiggins 	1980 	16 	625 	350 	[+]
81. 	RUS 	KAT 	WT 	Vladimir Karpets 	1980 	4 	410 	344 	[+]
82. 	AUS 	RAB 	WT 	Graeme Brown 	1979 	6 	95 	340 	[+]
83. 	BEL 	COF 	PROF 	Jens Keukeleire 	1988 	1 	0 	340 	[+]
84. 	SLO 	LAM 	WT 	Simon Spilak 	1986 	1 	0 	340 	[+]
85. 	BEL 	TSV 	PROF 	Sep Vanmarcke 	1988 	1 	0 	335 	[+]
86. 	CRO 	LIQ 	WT 	Robert Kiserlovski 	1986 	1 	0 	331 	[+]
87. 	GER 	MRM 	WT 	Fabian Wegmann 	1980 	10 	565 	325 	[+]
88. 	SUI 	THR 	WT 	Michael Albasini 	1980 	6 	175 	325 	[+]
89. 	ITA 	AND 	PROF 	Leonardo Bertagnolli 	1978 	4 	285 	320 	[+]
90. 	ITA 	AST 	WT 	Enrico Gasparotto 	1982 	2 	75 	320 	[+]
91. 	RUS 	KAT 	WT 	Vladimir Gusev 	1982 	1 	0 	320 	[+]
92. 	FRA 	BBO 	PROF 	Nicolas Vogondy 	1977 	1 	0 	320 	[+]
93. 	NED 	MRM 	WT 	Niki Terpstra 	1984 	6 	336 	310 	[+]
94. 	BEL 	QST 	WT 	Wouter Weylandt 	1984 	4 	170 	305 	[+]
95. 	ESP 	GCE 	WT 	Pablo Lastras 	1976 	2 	110 	305 	[+]
96. 	BEL 	QST 	WT 	Stijn Devolder 	1979 	10 	565 	300 	[+]
97. 	JPN 	BBO 	PROF 	Yukiya Arashiro 	1984 	2 	30 	300 	[+]
98. 	CZE 	THR 	WT 	Frantisek Rabon 	1983 	4 	370 	297 	[+]
99. 	AUS 	CTT 	PROF 	Heinrich Haussler 	1984 	18 	1065 	290 	[+]
100. 	USA 	RSH 	WT 	Lance Armstrong 		16 	568 	290 	[+]
101. 	SUI 	ALM 	WT 	Martin Elmiger 	1978 	4 	305 	290 	[+]
102. 	ITA 	CSF 	PROF 	Sacha Modolo 	1987 	1 	0 	290 	[+]
103. 	NED 	RAB 	WT 	Lars Boom 	1985 	6 	130 	288 	[+]
104. 	GER 	RSH 	WT 	Andreas Klöden 	1975 	10 	642 	285 	[+]
105. 	POR 	GCE 	WT 	Rui Costa 	1986 	6 	190 	285 	[+]
106. 	AUS 	OLO 	WT 	Matthew Lloyd 	1983 	2 	0 	280 	[+]
107. 	ITA 	AND 	PROF 	Francesco Ginanni 	1985 	1 	0 	275 	[+]
108. 	USA 	RSH 	WT 	Levi Leipheimer 	1973 	16 	583 	270 	[+]
109. 	ESP 	QST 	WT 	Carlos Barredo 	1981 	4 	250 	270 	[+]
110. 	ITA 	BMC 	PROF 	Mauro Santambrogio 	1984 	1 	0 	270 	[+]
111. 	BEL 	LAN 	PROF 	Bert De Waele 	1975 	4 	180 	250 	[+]
112. 	NED 	VAC 	PROF 	Bobbie Traksel 	1981 	1 	0 	250 	[+]
113. 	ESP 	GCE 	WT 	Ruben Plaza 	1980 	4 	285 	245 	[+]
114. 	ESP 	EUS 	WT 	Koldo Fernandez 	1981 	4 	280 	245 	[+]
115. 	COL 	COF 	PROF 	Leonardo Duque 	1980 	2 	60 	245 	[+]
116. 	BEL 	TSV 	PROF 	Kris Boeckmans 	1987 	1 	0 	245 	[+]
117. 	COL 	GCE 	WT 	Rigoberto Uran 	1987 	2 	125 	240 	[+]
118. 	NZL 	THR 	WT 	Hayden Roulston 	1981 	2 	75 	236 	[+]
119. 	FRA 	QST 	WT 	Jérôme Pineau 	1980 	4 	275 	235 	[+]
120. 	CAN 	GRM 	WT 	Svein Tuft 	1977 	4 	150 	235 	[+]
121. 	BEL 	TSV 	PROF 	Thomas De Gendt 	1986 	1 	0 	235 	[+]
122. 	FRA 	SAU 	PROF 	Jérôme Coppel 	1986 	2 	70 	230 	[+]
123. 	USA 	GRM 	WT 	Tom Danielson 	1978 	2 	10 	230 	[+]
124. 	NOR 	BMC 	PROF 	Alexander Kristoff 	1987 	1 	0 	230 	[+]
125. 	FRA 	BBO 	PROF 	William Bonnet 	1982 	4 	210 	225 	[+]
126. 	FRA 	ALM 	WT 	Sebastien Hinault 	1974 	2 	30 	225 	[+]
127. 	GER 	SAX 	WT 	Jens! Voigt 	1971 	6 	279 	221 	[+]
128. 	FRA 	QST 	WT 	Sylvain Chavanel 	1979 	14 	818 	220 	[+]
129. 	BEL 	OLO 	WT 	Jürgen Roelandts 	1985 	4 	120 	220 	[+]
130. 	NZL 	GRM 	WT 	Julian Dean 	1975 	2 	20 	220 	[+]
131. 	NED 	CTT 	PROF 	Theo Bos 	1983 	2 	0 	220 	[+]
132. 	FRA 	RLM 	CONT 	Cédric Pineau 	1985 	1 	0 	220 	[+]
133. 	USA 	THR 	WT 	Tejay van Garderen 	1988 	1 	0 	211 	[+]
134. 	NED 	RAB 	WT 	Sebastian Langeveld 	1985 	6 	310 	210 	[+]
135. 	ITA 	CTT 	PROF 	Davide Appollonio 	1989 	1 	0 	210 	[+]
136. 	GBR 	SKY 	WT 	Geraint Thomas 	1986 	1 	0 	210 	[+]
137. 	FRA 	ALM 	WT 	John Gadret 	1979 	1 	0 	205 	[+]
138. 	ITA 	LAM 	WT 	Angelo Furlan 	1977 	2 	80 	202 	[+]
139. 	BLR 	FDJ 	WT 	Yauheni Hutarovich 	1983 	4 	345 	200 	[+]
140. 	LTU 	CTT 	PROF 	Ignatas Konovalovas 	1985 	4 	305 	200 	[+]
141. 	ITA 	FLM 	PROF 	Enrico Rossi 	1982 	4 	160 	200 	[+]
142. 	ITA 	DER 	PROF 	Roberto Ferrari 	1983 	2 	10 	200 	[+]
143. 	ITA 	CSF 	PROF 	Manuel Belletti 	1985 	1 	0 	200 	[+]
144. 	NED 	UHC 	CONT 	Marc de Maar 	1984 	1 	0 	200 	[+]
145. 	ESP 	EUS 	WT 	Beñat Intxausti 	1986 	1 	0 	200 	[+]
146. 	HUN 	ARH 	CONT 	Peter Kusztor 	1984 	1 	0 	200 	[+]
147. 	UKR 	ISE 	CONT 	Vitaliy Popkov 	1983 	1 	0 	200 	[+]
148. 	LAT 	THR 	WT 	Aleksejs Saramotins 	1982 	1 	0 	200 	[+]
149. 	GRE 	SPT 	CONT 	Ioannis Tamouridis 	1980 	1 	0 	200 	[+]
150. 	KGZ 	GNT 	CONT 	Eugen Wacker 	1974 	1 	0 	200 	[+]
151. 	ESP 	RSH 	WT 	Haimar Zubeldia 	1977 	4 	271 	190 	[+]
152. 	FRA 	FDJ 	WT 	Sandy Casar 	1979 	4 	260 	190 	[+]
153. 	AUS 	THR 	WT 	Adam Hansen 	1981 	2 	10 	190 	[+]
154. 	SWE 	SKY 	WT 	Thomas Löfkvist 	1984 	14 	846 	185 	[+]
155. 	GER 	MRM 	WT 	Robert Förster 	1978 	1 	0 	185 	[+]
156. 	NED 	RAB 	WT 	Jos van Emden 	1985 	1 	0 	185 	[+]
157. 	BEL 	RSH 	WT 	Gert Steegmans 	1980 	4 	0 	180 	[+]
158. 	NED 	SKS 	PROF 	Tom Veelers 	1984 	1 	0 	180 	[+]
159. 	UKR 	AST 	WT 	Andriy Grivko 	1983 	2 	122 	177 	[+]
160. 	ITA 	LAM 	WT 	Francesco Gavazzi 	1984 	6 	290 	175 	[+]
161. 	ITA 	LIQ 	WT 	Jacopo Guarnieri 	1987 	2 	110 	175 	[+]
162. 	BEL 	TSV 	PROF 	Klaas Lodewyck 	1988 	1 	0 	175 	[+]
163. 	FRA 	ALM 	WT 	Anthony Ravard 	1983 	1 	0 	175 	[+]
164. 	FRA 	FDJ 	WT 	Christophe Le Mevel 	1980 	4 	235 	170 	[+]
165. 	GER 	MRM 	WT 	Christian Knees 	1981 	4 	210 	170 	[+]
166. 	BEL 	SKT 	CONT 	Niko Eeckhout 	1970 	2 	125 	170 	[+]
167. 	FRA 	ALM 	WT 	Lloyd Mondory 	1982 	2 	120 	170 	[+]
168. 	GER 	ISD 	PROF 	Patrik Sinkewitz 	1980 	1 	0 	170 	[+]
169. 	GER 	MRM 	WT 	Gerald Ciolek 	1986 	8 	450 	165 	[+]
170. 	BEL 	THR 	WT 	Maxime Monfort 	1983 	6 	252 	165 	[+]
171. 	ESP 	XAC 	PROF 	Serafin Martinez 	1984 	2 	20 	160 	[+]
172. 	NED 	VAC 	PROF 	Jens Mouris 	1980 	2 	20 	160 	[+]
173. 	FRA 	BBO 	PROF 	Anthony Charteau 	1979 	2 	5 	160 	[+]
174. 	GBR 	OLO 	WT 	Adam Blythe 	1989 	1 	0 	160 	[+]
175. 	NED 	VAC 	PROF 	Johnny Hoogerland 	1983 	12 	570 	155 	[+]
176. 	FRA 	ALM 	WT 	Christophe Riblon 	1981 	2 	100 	155 	[+]
177. 	GER 	THR 	WT 	Marcel Sieberg 	1982 	2 	25 	155 	[+]
178. 	SVK 	THR 	WT 	Martin Velits 	1985 	1 	0 	151 	[+]
179. 	BEL 	OLO 	WT 	Leif Hoste 	1977 	4 	280 	150 	[+]
180. 	DEN 	SAX 	WT 	Chris Anker Sørensen 	1984 	6 	217 	150 	[+]
181. 	SUI 	AND 	PROF 	Rubens Bertogliati 	1979 	4 	150 	150 	[+]
182. 	ITA 	VAC 	PROF 	Matteo Carrara 	1979 	4 	120 	150 	[+]
183. 	ESP 	XAC 	PROF 	David Garcia 		2 	60 	150 	[+]
184. 	KAZ 	AST 	WT 	Assan Bazayev 	1981 	2 	50 	150 	[+]
185. 	BEL 	RSH 	WT 	Sébastien Rosseler 	1981 	2 	40 	150 	[+]
186. 	FRA 	BBO 	PROF 	Steve Chainel 	1983 	2 	20 	150 	[+]
187. 	ESP 	ACA 	PROF 	Javier Moreno 	1984 	2 	20 	150 	[+]
188. 	IRI 	TPT 	CONT 	Hossein Askari 	1975 	1 	0 	150 	[+]
189. 	ITA 	LIQ 	WT 	Daniel Oss 	1987 	1 	0 	150 	[+]
190. 	GER 	SKS 	PROF 	Robert Wagner 	1983 	1 	0 	150 	[+]
191. 	SLO 	VAC 	PROF 	Borut Bozic 	1980 	10 	565 	145 	[+]
192. 	GER 	BMC 	PROF 	Marcus Burghardt 	1983 	8 	545 	145 	[+]
193. 	GBR 	SKY 	WT 	Ben Swift 	1987 	4 	70 	145 	[+]
194. 	ITA 	KAT 	WT 	Giampaolo Caruso 	1980 	1 	0 	144 	[+]
195. 	FRA 	BBO 	PROF 	Pierrick Fedrigo 	1978 	8 	505 	140 	[+]
196. 	BLR 	LIQ 	WT 	Aleksandr Kuschynski 	1979 	4 	200 	140 	[+]
197. 	POR 	RSH 	WT 	Tiago Machado 	1985 	2 	100 	140 	[+]
198. 	ESP 	BSP 	CONT 	David Bernabeu 	1975 	1 	0 	140 	[+]
199. 	ESP 	CMO 	PROF 	Francisco Ventoso 	1982 	1 	0 	140 	[+]
200. 	GER 	MRM 	WT 	Linus Gerdemann 	1982 	6 	120 	137 	[+]
201. 	BEL 	QST 	WT 	Dries Devenyns 	1983 	2 	50 	135 	[+]
202. 	BEL 	TSV 	PROF 	Johan Coenen 	1979 	1 	0 	135 	[+]
203. 	SUI 	BBO 	PROF 	Johann Tschopp 	1982 	1 	0 	135 	[+]
204. 	AUS 	SKY 	WT 	Mathew Hayman 	1978 	4 	190 	130 	[+]
205. 	FRA 	FDJ 	WT 	Frédéric Guesdon 	1971 	4 	150 	130 	[+]
206. 	RUS 	VAC 	PROF 	Sergey Lagutin 	1981 	2 	100 	130 	[+]
207. 	ESP 	GCE 	WT 	Jose Ivan Gutierrez 	1978 	1 	0 	130 	[+]
208. 	BEL 	TSV 	PROF 	Kristof Vandewalle 	1985 	1 	0 	130 	[+]
209. 	GER 	THR 	WT 	Bert Grabsch 	1975 	4 	332 	125 	[+]
210. 	FRA 	FDJ 	WT 	Benoît Vaugrenard 	1982 	4 	210 	125 	[+]
211. 	POL 	LIQ 	WT 	Maciej Bodnar 	1985 	2 	100 	125 	[+]
212. 	VEN 	ISD 	PROF 	Jose Rujano 	1982 	2 	0 	125 	[+]
213. 	NED 	RAB 	WT 	Rick Flens 	1983 	1 	0 	125 	[+]
214. 	SUI 	BMC 	PROF 	Steve Morabito 	1983 	1 	0 	125 	[+]
215. 	BEL 	LAN 	PROF 	Geert Verheyen 		1 	0 	125 	[+]
216. 	ITA 	BMC 	PROF 	Alessandro Ballan 	1979 	16 	210 	120 	[+]
217. 	FRA 	OLO 	WT 	Jean-Christophe Peraud 	1977 	2 	80 	120 	[+]
218. 	ESP 	GCE 	WT 	Imanol Erviti 	1983 	1 	0 	120 	[+]
219. 	DEN 	SAX 	WT 	Alex Rasmussen 	1984 	1 	0 	120 	[+]
220. 	BEL 	SKS 	PROF 	Dominique Cornu 	1985 	2 	60 	115 	[+]
221. 	RUS 	KAT 	WT 	Denis Galimzyanov 	1987 	1 	0 	115 	[+]
222. 	FRA 	COF 	PROF 	Samuel Dumoulin 	1980 	2 	120 	110 	[+]
223. 	SUI 	RSH 	WT 	Grégory Rast 	1980 	2 	82 	110 	[+]
224. 	ITA 	LIQ 	WT 	Mauro Finetto 	1985 	2 	10 	110 	[+]
225. 	FRA 	ALM 	WT 	Maxime Bouet 	1986 	1 	0 	110 	[+]
226. 	ITA 	FLM 	PROF 	Daniele Colli 	1982 	1 	0 	110 	[+]
227. 	SLO 	CMO 	PROF 	Jure Kocjan 	1984 	1 	0 	110 	[+]
228. 	ITA 	LIQ 	WT 	Ivan Santaromita 	1984 	1 	0 	110 	[+]
229. 	FRA 	BBO 	PROF 	Sebastien Turgot 	1984 	1 	0 	110 	[+]
230. 	GER 	MRM 	WT 	Paul Voss 	1986 	1 	0 	110 	[+]
231. 	ESP 	EUS 	WT 	Ruben Perez 	1981 	2 	110 	105 	[+]
232. 	RUS 	KAT 	WT 	Evgeni Petrov 	1978 	2 	10 	104 	[+]
233. 	SLO 	AST 	WT 	Gorazd Stangelj 		1 	0 	102 	[+]
234. 	EST 	COF 	PROF 	Rein Taaramäe 	1987 	10 	540 	100 	[+]
235. 	ESP 	EUS 	WT 	Egoi Martinez 	1978 	6 	345 	100 	[+]
236. 	NED 	RAB 	WT 	Tom Leezer 	1985 	4 	270 	100 	[+]
237. 	FRA 	FDJ 	WT 	Anthony Geslin 	1980 	4 	150 	100 	[+]
238. 	KAZ 	TPT 	CONT 	Andrey Mizourov 	1973 	2 	100 	100 	[+]
239. 	IRL 	GNT 	CONT 	David McCann 	1973 	2 	90 	100 	[+]
240. 	FRA 	COF 	PROF 	Sébastian Minard 	1982 	2 	80 	100 	[+]
241. 	DEN 	SAX 	WT 	Nicki Sørensen 	1975 	2 	80 	100 	[+]
242. 	RSA 	GRM 	WT 	Robbie Hunter 	1977 	2 	70 	100 	[+]
243. 	FRA 	COF 	PROF 	Amaël Moinard 	1982 	2 	45 	100 	[+]
244. 	FIN 	FDJ 	WT 	Jussi Veikkanen 	1981 	2 	40 	100 	[+]
245. 	BEL 	LAN 	PROF 	Bert Scheirlinckx 	1974 	2 	30 	100 	[+]
246. 	BEL 	QST 	WT 	Jurgen Van De Walle 	1977 	2 	25 	100 	[+]
247. 	ITA 	CMO 	PROF 	Emanuele Sella 	1981 	4 	0 	100 	[+]
248. 	MEX 	XYZ 		Raul Alcala 	1964 	1 	0 	100 	[+]
249. 	ROU 	XYZ 		George Daniel Anghelache 	1983 	1 	0 	100 	[+]
250. 	LAT 	FLM 	PROF 	Raivis Belohvoščiks 	1976 	1 	0 	100 	[+]
251. 	CZE 	PSK 	CONT 	Petr Bencik 	1976 	1 	0 	100 	[+]
252. 	USA 	BMC 	PROF 	Chad Beyer 	1986 	1 	0 	100 	[+]
253. 	CRC 	XYZ 		Jose Bonilla 	1978 	1 	0 	100 	[+]
254. 	IRL 	SKT 	CONT 	Matthew Brammeier 	1985 	1 	0 	100 	[+]
255. 	NAM 	XYZ 		Jacques Celliers 	1978 	1 	0 	100 	[+]
256. 	MDA 	XYZ 		Sergiu Cioban 	1988 	1 	0 	100 	[+]
257. 	VEN 	XYZ 		Jose Contreras 	1978 	1 	0 	100 	[+]
258. 	MAR 	XYZ 		Mohammaed Said El Ammoury 	1977 	1 	0 	100 	[+]
259. 	BRA 	GRM 	WT 	Murilo Antonio Fischer 	1979 	1 	0 	100 	[+]
260. 	JPN 	GGA 	CONT 	Shinichi Fukushima 	1971 	1 	0 	100 	[+]
261. 	SLO 	KTA 	CONT 	Gregor Gazvoda 	1981 	1 	0 	100 	[+]
262. 	VEN 	XYZ 		Tomas Gil 	1977 	1 	0 	100 	[+]
263. 	KAZ 	AST 	WT 	Maxim Gourov 	1979 	1 	0 	100 	[+]
264. 	NAM 	XYZ 		Joris Harteveld 	1968 	1 	0 	100 	[+]
265. 	SRB 	ZAN 	CONT 	Esad Hasanovic 	1985 	1 	0 	100 	[+]
266. 	GUA 	XYZ 		Edgar Hoch 	1985 	1 	0 	100 	[+]
267. 	EST 	XYZ 		Tanel Kangert 	1987 	1 	0 	100 	[+]
268. 	LTU 	CCD 	CONT 	Vytautas Kaupas 	1982 	1 	0 	100 	[+]
269. 	USA 	TLS 	CONT 	Benjamin King 	1989 	1 	0 	100 	[+]
270. 	BUL 	HEM 	CONT 	Vladimir Koev 	1979 	1 	0 	100 	[+]
271. 	SLO 	LIQ 	WT 	Kristjan Koren 	1986 	1 	0 	100 	[+]
272. 	NED 	GRM 	WT 	Michel Kreder 	1987 	1 	0 	100 	[+]
273. 	EST 	COF 	PROF 	Kalle Kriit 	1983 	1 	0 	100 	[+]
274. 	CRO 	RAR 	CONT 	Matija Kvasina 	1981 	1 	0 	100 	[+]
275. 	MAR 	XYZ 		Mouhssine Lahsaini 	1985 	1 	0 	100 	[+]
276. 	ISR 	XYZ 		Niv Libner 	1987 	1 	0 	100 	[+]
277. 	POL 	SAX 	WT 	Jaroslaw Marycz 	1987 	1 	0 	100 	[+]
278. 	JPN 	PPO 	CONT 	Takashi Miyazawa 	1978 	1 	0 	100 	[+]
279. 	POL 	MRZ 	CONT 	Jacek Morajko 	1981 	1 	0 	100 	[+]
280. 	ROU 	XYZ 		Andrei Nechita 	1988 	1 	0 	100 	[+]
281. 	SVK 	AMO 	CONT 	Jakub Novak 	1988 	1 	0 	100 	[+]
282. 	ESP 	CCL 	CONT 	Santiago Perez 	1977 	1 	0 	100 	[+]
283. 	BUL 	BOA 	CONT 	Danail Petrov 	1978 	1 	0 	100 	[+]
284. 	USA 	TLS 	CONT 	Taylor Phinney 	1990 	1 	0 	100 	[+]
285. 	MDA 	KAT 	WT 	Alexandre Pliuschin 	1987 	1 	0 	100 	[+]
286. 	CRC 	XYZ 		Henry Raabe 	1983 	1 	0 	100 	[+]
287. 	ISR 	XYZ 		Eyal Rahat 	1984 	1 	0 	100 	[+]
288. 	GUA 	XYZ 		Manuel Rodas 	1984 	1 	0 	100 	[+]
289. 	CRO 	LOB 	CONT 	Radoslav Rogina 	1979 	1 	0 	100 	[+]
290. 	CAN 	JBC 	CONT 	Will Routley 	1983 	1 	0 	100 	[+]
291. 	BLR 	QST 	WT 	Branislau Samoilau 	1985 	1 	0 	100 	[+]
292. 	IRI 	TPT 	CONT 	Mahdi Sohrabi 	1981 	1 	0 	100 	[+]
293. 	POR 	BSP 	CONT 	Rui Miguel Barbosa Sousa 	1976 	1 	0 	100 	[+]
294. 	GBR 	SKY 	WT 	Ian Stannard 	1987 	1 	0 	100 	[+]
295. 	AUT 	XYZ 		Harald Starzengruber 		1 	0 	100 	[+]
296. 	SWE 	SPV 	CONT 	Michael Stevenson 	1984 	1 	0 	100 	[+]
297. 	BRA 	SJC 	PROF 	Luiz Tavares 	1977 	1 	0 	100 	[+]
298. 	FRA 	BSC 	CONT 	Florian Vachon 	1985 	1 	0 	100 	[+]
299. 	NED 	VAC 	PROF 	Joost van Leijen 	1984 	1 	0 	100 	[+]
300. 	BEL 	KAT 	WT 	Stijn Vandenbergh 	1984 	1 	0 	100 	[+]
301. 	POL 	LIQ 	WT 	Sylwester Szmyd 	1978 	2 	140 	96 	[+]
302. 	NED 	SKS 	PROF 	Kenny van Hummel 	1982 	6 	165 	95 	[+]
303. 	POL 	MIE 	CONT 	Przemyslaw Niemiec 	1980 	1 	0 	95 	[+]
304. 	NED 	RAB 	WT 	Pieter Weening 	1981 	4 	190 	90 	[+]
305. 	COL 	RAB 	WT 	Mauricio Ardila 	1979 	1 	0 	90 	[+]
306. 	GBR 	SKY 	WT 	Russell Downing 	1978 	1 	0 	90 	[+]
