	Country 	Trade Team 	Rider 	Born 	Price 	Prev 	Score ↓ 	
333. 	NED 	LWW 	Kelly Markus 	1993 	1 	10 	0 	[+]
334. 	ITA 	BPK 	Jaime Nielsen 	1985 	1 	10 	0 	[+]
335. 	SWE 	LZE 	Hanna Nilsson 	1992 	1 	10 	0 	[+]
336. 	CHN 	XYZ 	Wantong Wang 	1994 	1 	10 	0 	[+]
337. 	FRA 	XYZ 	Fiona Dutriaux 	1989 	1 	5 	0 	[+]
338. 	USA 	CVB 	Mary Zider 	1984 	1 	5 	0 	[+]
339. 	AUT 	XYZ 	Jacqueline Hahn 	1991 	2 	0 	0 	[+]
340. 	AUS 	XYZ 	Taryn Heather 	1982 	2 	0 	0 	[+]
341. 	ITA 	XYZ 	Fabiana Luperini 	1974 	2 	0 	0 	[+]
342. 	BEL 	LZE 	Maaike Polspoel 	1989 	2 	0 	0 	[+]
343. 	NZL 	XYZ 	Reta Trotman 	1989 	2 	0 	0 	[+]
344. 	ITA 	XYZ 	Alice Algisi 	1993 	1 	0 	0 	[+]
345. 	USA 	RLW 	Erica Allar 	1985 	1 	0 	0 	[+]
346. 	USA 	ISG 	Bethany Allen 	1982 	1 	0 	0 	[+]
347. 	USA 	RLW 	Elle Anderson 	1988 	1 	0 	0 	[+]
348. 	NOR 	XYZ 	Tine Andreassen 	1979 	1 	0 	0 	[+]
349. 	GBR 	PAC 	Kate Archibald 	1994 	1 	0 	0 	[+]
350. 	SUI 	XYZ 	Emilie Aubry 	1989 	1 	0 	0 	[+]
351. 	ITA 	VAI 	Monia Baccaille 	1984 	1 	0 	0 	[+]
352. 	AUT 	NOE 	Anna Badegruber 	1997 	1 	0 	0 	[+]
353. 	KAZ 	XYZ 	Marzhan Baitleuova 	1994 	1 	0 	0 	[+]
354. 	ITA 	MIC 	Francesca Balducci 	1996 	1 	0 	0 	[+]
355. 	ITA 	MIC 	Michela Balducci 	1995 	1 	0 	0 	[+]
356. 	GBR 	MAT 	Elinor Barker 	1994 	1 	0 	0 	[+]
357. 	ITA 	XYZ 	Valentina Bastianelli 	1987 	1 	0 	0 	[+]
358. 	SUI 	XYZ 	Caroline Baur 	1993 	1 	0 	0 	[+]
359. 	BEL 	LBL 	Isabelle Beckers 	1983 	1 	0 	0 	[+]
360. 	ITA 	ASA 	Sofia Beggin 	1997 	1 	0 	0 	[+]
361. 	SKN 	CYL 	Kathryn Bertine 	1975 	1 	0 	0 	[+]
362. 	ITA 	TOG 	Martina Biolo 	1996 	1 	0 	0 	[+]
363. 	AUT 	NOE 	Nathalie Birli 	1992 	1 	0 	0 	[+]
364. 	ITA 	BPK 	Elena Bissolati 	1997 	1 	0 	0 	[+]
365. 	ESP 	LTK 	Maria Bonnin 	1990 	1 	0 	0 	[+]
366. 	USA 	XYZ 	Jamie Bookwalter 	1986 	1 	0 	0 	[+]
367. 	ITA 	BPK 	Simona Bortolotti 	1994 	1 	0 	0 	[+]
368. 	BEL 	XYZ 	Latoya Brulee 	1988 	1 	0 	0 	[+]
369. 	ITA 	VAI 	Alessia Bulleri 	1993 	1 	0 	0 	[+]
370. 	RUS 	XYZ 	Alexandra Burchenkova 	1988 	1 	0 	0 	[+]
371. 	ITA 	XYZ 	Rossella Callovi 	1991 	1 	0 	0 	[+]
372. 	CAN 	XYZ 	Gillian Carleton 	1989 	1 	0 	0 	[+]
373. 	CAN 	XYZ 	Joanie Caron 	1984 	1 	0 	0 	[+]
374. 	ESP 	BPD 	Coral Casado Ortiz 	1996 	1 	0 	0 	[+]
375. 	ITA 	SEF 	Anna Ceolini 	1991 	1 	0 	0 	[+]
376. 	RUS 	XYZ 	Aleksandra Chekina 	1993 	1 	0 	0 	[+]
377. 	GBR 	WHT 	Anna Christian 	1995 	1 	0 	0 	[+]
378. 	RUS 	XYZ 	Anastasiia Chursina 	1995 	1 	0 	0 	[+]
379. 	ITA 	SEF 	Sofia Cilenti 	1995 	1 	0 	0 	[+]
380. 	LTU 	XYZ 	Inga Cilvinaite 	1986 	1 	0 	0 	[+]
381. 	USA 	TIB 	Cheryl Clark 	1986 	1 	0 	0 	[+]
382. 	CAN 	XYZ 	Justine Clift 	1987 	1 	0 	0 	[+]
383. 	GBR 	MAT 	Alice Cobb 	1995 	1 	0 	0 	[+]
384. 	ITA 	XYZ 	Veronica Cornolti 	1994 	1 	0 	0 	[+]
385. 	IRL 	PAC 	Lauren Creamer 	1992 	1 	0 	0 	[+]
386. 	ITA 	ISG 	Claudia Cretti 	1996 	1 	0 	0 	[+]
387. 	BEL 	VLL 	Gilke Croket 	1992 	1 	0 	0 	[+]
388. 	AUS 	XYZ 	Amy Cure 	1992 	1 	0 	0 	[+]
389. 	GBR 	PAC 	Katie Curtis 	1988 	1 	0 	0 	[+]
390. 	USA 	CVB 	Jessica Cutler 	1979 	1 	0 	0 	[+]
391. 	ITA 	XYZ 	Alessandra D'Ettorre 	1978 	1 	0 	0 	[+]
392. 	ITA 	XYZ 	Azzura D’Intino 	1991 	1 	0 	0 	[+]
393. 	ITA 	TOG 	Nicole Dal Santo 	1995 	1 	0 	0 	[+]
394. 	RSA 	BPD 	Heidi Dalton 	1995 	1 	0 	0 	[+]
395. 	BEL 	VLL 	Nel De Crits 	1991 	1 	0 	0 	[+]
396. 	ITA 	MIC 	Manuela De Iuliis 	1991 	1 	0 	0 	[+]
397. 	BEL 	LWW 	Pia De Quint 	1988 	1 	0 	0 	[+]
398. 	BEL 	VLL 	Nicky Degrendele 	1996 	1 	0 	0 	[+]
399. 	BEL 	VLL 	Fien Delbaere 	1996 	1 	0 	0 	[+]
400. 	FRA 	FUT 	Coralie Demay 	1992 	1 	0 	0 	[+]
401. 	GER 	NOE 	Julia Deurlein 	1990 	1 	0 	0 	[+]
402. 	RUS 	ASA 	Kseniya Dobrynina 	1994 	1 	0 	0 	[+]
403. 	CHN 	XYZ 	Huang Dong Yan 	1993 	1 	0 	0 	[+]
404. 	BEL 	VLL 	Demmy Druyts 	1995 	1 	0 	0 	[+]
405. 	BEL 	VLL 	Jessy Druyts 	1994 	1 	0 	0 	[+]
406. 	BEL 	VLL 	Lenny Druyts 	1997 	1 	0 	0 	[+]
407. 	SWE 	XYZ 	Mirella Ehrin 	1976 	1 	0 	0 	[+]
408. 	SLO 	BTC 	Tanja Elsner 	1993 	1 	0 	0 	[+]
409. 	SRB 	BTC 	Jelena Eric 	1996 	1 	0 	0 	[+]
410. 	ESP 	BPD 	Elisabeth Escursell Valero 	1996 	1 	0 	0 	[+]
411. 	ESP 	LWW 	Dorleta Eskamendi Gil 	1992 	1 	0 	0 	[+]
412. 	RUS 	XYZ 	Anna Evseeva 	1988 	1 	0 	0 	[+]
413. 	GBR 	XYZ 	Anne Ewing 	1987 	1 	0 	0 	[+]
414. 	ESP 	LTK 	Empar Felix Tur 	1997 	1 	0 	0 	[+]
415. 	GER 	XYZ 	Esther Fennel 	1981 	1 	0 	0 	[+]
416. 	ESP 	LTK 	Maria Fernandez Calderon 	1997 	1 	0 	0 	[+]
417. 	ITA 	XYZ 	Jennifer Fiori 	1986 	1 	0 	0 	[+]
418. 	SUI 	XYZ 	Ramona Forchini 	1994 	1 	0 	0 	[+]
419. 	ITA 	BPK 	Giorgia Fraiegari 	1995 	1 	0 	0 	[+]
420. 	GBR 	LTK 	Chloe Fraser 	1993 	1 	0 	0 	[+]
421. 	ARG 	XYZ 	Evelyn Garcia 	1982 	1 	0 	0 	[+]
422. 	ESP 	LTK 	Rocio del Alba Garcia Martinez 	1997 	1 	0 	0 	[+]
423. 	POL 	XYZ 	Karolina Garczynska 	1991 	1 	0 	0 	[+]
424. 	GBR 	PAC 	Grace Garner 	1997 	1 	0 	0 	[+]
425. 	ITA 	SEF 	Alice Gasparini 	1997 	1 	0 	0 	[+]
426. 	AUT 	NOE 	Astrid Gassner 	1995 	1 	0 	0 	[+]
427. 	KAZ 	ASA 	Nedezda Geneleva 	1997 	1 	0 	0 	[+]
428. 	KAZ 	ASA 	Tatyana Geneleva 	1997 	1 	0 	0 	[+]
429. 	BEL 	LWW 	Tara Gins 	1990 	1 	0 	0 	[+]
430. 	USA 	XYZ 	Christina Gokey-Smith 	1973 	1 	0 	0 	[+]
431. 	ESP 	LTK 	Lucia Gonzalez Blanco 	1990 	1 	0 	0 	[+]
432. 	GBR 	PAC 	Amy Gornall 	1996 	1 	0 	0 	[+]
433. 	GBR 	CVB 	Emma Grant 	1991 	1 	0 	0 	[+]
434. 	MEX 	XYZ 	Alessandra Grassi Herrera 	1976 	1 	0 	0 	[+]
435. 	AUS 	XYZ 	Miranda Griffiths 	1981 	1 	0 	0 	[+]
436. 	ITA 	XYZ 	Sara Grifi 	1988 	1 	0 	0 	[+]
437. 	FRA 	FUT 	Victorie Guilman 	1995 	1 	0 	0 	[+]
438. 	ITA 	MIC 	Nina Gulino 	1988 	1 	0 	0 	[+]
439. 	NOR 	HPU 	Janicke Gunvaldsen 	1981 	1 	0 	0 	[+]
440. 	POL 	XYZ 	Paulina Guz 	1991 	1 	0 	0 	[+]
441. 	GBR 	MAT 	Corrine Hall 	1991 	1 	0 	0 	[+]
442. 	GBR 	PAC 	Ejay Harris 	1998 	1 	0 	0 	[+]
443. 	NOR 	HPU 	Tone Hatteland Lima 	1979 	1 	0 	0 	[+]
444. 	GBR 	PAC 	Bethany Hayward 	1996 	1 	0 	0 	[+]
445. 	USA 	PAC 	Sarah Headley 	1995 	1 	0 	0 	[+]
446. 	SWE 	XYZ 	Hanna Helamb 	1994 	1 	0 	0 	[+]
447. 	LUX 	LBL 	Chantal Hoffmann 	1987 	1 	0 	0 	[+]
448. 	USA 	XYZ 	Janel Holcomb 	1978 	1 	0 	0 	[+]
449. 	NED 	BPD 	Roos Hoogeboom 	1982 	1 	0 	0 	[+]
450. 	GBR 	XYZ 	Ella Hopkins 	1990 	1 	0 	0 	[+]
451. 	NOR 	XYZ 	Hildegunn Hovdenak 	1985 	1 	0 	0 	[+]
452. 	ESP 	BPD 	Erati Idirin Egana 	1995 	1 	0 	0 	[+]
453. 	RUS 	XYZ 	Yulia Ilinikh 	1985 	1 	0 	0 	[+]
454. 	SUI 	XYZ 	Linda Indergand 	1993 	1 	0 	0 	[+]
455. 	BEL 	LWW 	Sarah Inghelbrecht 	1992 	1 	0 	0 	[+]
456. 	LTU 	XYZ 	Edita Janeliunaite 	1988 	1 	0 	0 	[+]
457. 	LTU 	LWW 	Gabriele Jankute 	1993 	1 	0 	0 	[+]
458. 	HKG 	XYZ 	Xiu Jie Jiang 	1989 	1 	0 	0 	[+]
459. 	NED 	XYZ 	Sigrid Jochems 	1987 	1 	0 	0 	[+]
460. 	NOR 	XYZ 	Thrude Karlsen 	1973 	1 	0 	0 	[+]
461. 	USA 	T16 	Kaitlin Keough (Antonneau) 	1992 	1 	0 	0 	[+]
462. 	SLO 	BTC 	Spela Kern 	1990 	1 	0 	0 	[+]
463. 	USA 	XYZ 	Maura Kinsella 	1991 	1 	0 	0 	[+]
464. 	DEN 	BMS 	Margriet Kloppenburg 	1988 	1 	0 	0 	[+]
465. 	AUT 	XYZ 	Christina Kollmann 	1988 	1 	0 	0 	[+]
466. 	AUT 	NOE 	Lisa Lackner 	1982 	1 	0 	0 	[+]
467. 	LUX 	XYZ 	Nathalie Lamborelle 	1988 	1 	0 	0 	[+]
468. 	DEN 	XYZ 	Annika Langvad 	1984 	1 	0 	0 	[+]
469. 	ESP 	BPD 	Paula Lanz Blazque 	1996 	1 	0 	0 	[+]
470. 	UKR 	VAI 	Silvija Latozaite 	1993 	1 	0 	0 	[+]
471. 	GBR 	PAC 	Sharon Laws 	1974 	1 	0 	0 	[+]
472. 	CAN 	RLW 	Kirsti Lay 	1988 	1 	0 	0 	[+]
473. 	MRI 	BPD 	Kimberly Le Court de Billot 	1996 	1 	0 	0 	[+]
474. 	ESP 	BPD 	Lierni Lekuona Extebeste 	1995 	1 	0 	0 	[+]
475. 	ITA 	TOG 	Elena Leonardi 	1995 	1 	0 	0 	[+]
476. 	ESP 	BPD 	Naia Leonet Irureta 	1997 	1 	0 	0 	[+]
477. 	FRA 	XYZ 	Mélodie Lesueur 	1990 	1 	0 	0 	[+]
478. 	FRA 	XYZ 	Jenifer Letue 	1990 	1 	0 	0 	[+]
479. 	CHN 	XYZ 	Hongyu Liang 	1990 	1 	0 	0 	[+]
480. 	RUS 	XYZ 	Marina Likhanov 	1990 	1 	0 	0 	[+]
481. 	USA 	HBS 	Allison Linnell 	1990 	1 	0 	0 	[+]
482. 	ESP 	LTK 	Elisabet Llaber Ferrer 	1997 	1 	0 	0 	[+]
483. 	BEL 	JFE 	Steffi Lodewijks 	1993 	1 	0 	0 	[+]
484. 	ESP 	LTK 	Belen Lopez 	1984 	1 	0 	0 	[+]
485. 	USA 	XYZ 	Kristin Lotito 	1981 	1 	0 	0 	[+]
486. 	NZL 	XYZ 	Courteney Lowe 	1991 	1 	0 	0 	[+]
487. 	GBR 	XYZ 	Melissa Lowther 	1996 	1 	0 	0 	[+]
488. 	COL 	MIC 	Laura Camila Lozano Ramirez 	1986 	1 	0 	0 	[+]
489. 	CHN 	XYZ 	Xiao Ling Luo 	1988 	1 	0 	0 	[+]
490. 	AUS 	XYZ 	Jessie Maclean 	1985 	1 	0 	0 	[+]
491. 	LUX 	NOE 	Elise Maes 	1992 	1 	0 	0 	[+]
492. 	ITA 	ISG 	Angela Maffeis 	1996 	1 	0 	0 	[+]
493. 	CAN 	RLW 	Katherine Maine 	1997 	1 	0 	0 	[+]
494. 	RUS 	XYZ 	Ekaterina Malomoura 	1982 	1 	0 	0 	[+]
495. 	ITA 	BPK 	Michela Maltese 	1995 	1 	0 	0 	[+]
496. 	AUS 	OGE 	Alexandra Manly 	1996 	1 	0 	0 	[+]
497. 	ITA 	XYZ 	Emma Marcelli 	1985 	1 	0 	0 	[+]
498. 	RUS 	XYZ 	Julia Martisova 	1976 	1 	0 	0 	[+]
499. 	USA 	XYZ 	Kristin McGrath 	1982 	1 	0 	0 	[+]
500. 	GBR 	MAT 	Amira Mellor 	1997 	1 	0 	0 	[+]
501. 	BEL 	SEF 	Molly Meywisch 	1995 	1 	0 	0 	[+]
502. 	USA 	UHC 	Abigail Mickey 	1990 	1 	0 	0 	[+]
503. 	USA 	DNA 	Amanda Miller 	1986 	1 	0 	0 	[+]
504. 	USA 	XYZ 	Meredith Miller 	1973 	1 	0 	0 	[+]
505. 	AUS 	PAC 	Nicole Moerig 	1984 	1 	0 	0 	[+]
506. 	USA 	UHC 	Shawn Morelli 	1976 	1 	0 	0 	[+]
507. 	ITA 	ALE 	Dalia Muccioli 	1993 	1 	0 	0 	[+]
508. 	FRA 	XYZ 	Alexia Muffat 	1992 	1 	0 	0 	[+]
509. 	AUS 	WHT 	Peta Mullens 	1988 	1 	0 	0 	[+]
510. 	USA 	TIB 	Lindsey Myers 	1989 	1 	0 	0 	[+]
511. 	KOR 	XYZ 	Reum Na Ah 	1990 	1 	0 	0 	[+]
512. 	ITA 	BPK 	Giorgia Nanni 	1994 	1 	0 	0 	[+]
513. 	SWE 	LWW 	Alexandra Nessmar 	1994 	1 	0 	0 	[+]
514. 	ITA 	VAI 	Nicole Nesti 	1997 	1 	0 	0 	[+]
515. 	ITA 	MIC 	Federica Nicolai 	1995 	1 	0 	0 	[+]
516. 	NED 	XYZ 	Natasja Nieuwenhuizen 	1994 	1 	0 	0 	[+]
517. 	DEN 	BMS 	Louise Norman Hansen 	1995 	1 	0 	0 	[+]
518. 	RUS 	SEF 	Elena Novikova 	1975 	1 	0 	0 	[+]
519. 	ESP 	XYZ 	Leire Olaberria 	1977 	1 	0 	0 	[+]
520. 	RSA 	BPD 	Lise Olivier 	1983 	1 	0 	0 	[+]
521. 	SWE 	XYZ 	Madelene Olsson 	1982 	1 	0 	0 	[+]
522. 	SWE 	ISG 	Sara Olsson 	1990 	1 	0 	0 	[+]
523. 	CAN 	RLW 	Catherine Ouellette 	1996 	1 	0 	0 	[+]
524. 	GBR 	MAT 	Harriet Owen 	1993 	1 	0 	0 	[+]
525. 	ESP 	BPD 	Lourdes Oyarbide 	1994 	1 	0 	0 	[+]
526. 	FRA 	XYZ 	Lucie Pader 	1992 	1 	0 	0 	[+]
527. 	GBR 	SEF 	Abby-Mae Parkinson 	1997 	1 	0 	0 	[+]
528. 	COL 	VAI 	Jessica Marcela Parra Rojas 	1995 	1 	0 	0 	[+]
529. 	KAZ 	ASA 	Viktoriya Pastarnak 	1997 	1 	0 	0 	[+]
530. 	USA 	XYZ 	Morgan Patton 	1988 	1 	0 	0 	[+]
531. 	NED 	XYZ 	Mascha Pijnenborg 	1981 	1 	0 	0 	[+]
532. 	CAN 	CBT 	Gabrielle Pilote-Fortin 	1993 	1 	0 	0 	[+]
533. 	GUM 	XYZ 	Lenore Pipes 	1985 	1 	0 	0 	[+]
534. 	KAZ 	ASA 	Faina Potapova 	1996 	1 	0 	0 	[+]
535. 	USA 	HBS 	Liza Rachetto 	1974 	1 	0 	0 	[+]
536. 	CAN 	XYZ 	Denise Ramsden 	1990 	1 	0 	0 	[+]
537. 	DEN 	BMS 	Tine Rasch 	1976 	1 	0 	0 	[+]
538. 	ITA 	MIC 	Vittoria Reati 	1996 	1 	0 	0 	[+]
539. 	AUT 	NOE 	Sandra Reisenhofer 	1995 	1 	0 	0 	[+]
540. 	GBR 	XYZ 	Evie Richards 	1997 	1 	0 	0 	[+]
541. 	FRA 	FUT 	Greta Richioud 	1996 	1 	0 	0 	[+]
542. 	AUT 	LWW 	Sarah Rijkes 	1991 	1 	0 	0 	[+]
543. 	ESP 	LTK 	Teresa Ripoll Sabate 	1997 	1 	0 	0 	[+]
544. 	COL 	BPD 	Andreina Patricia Rivera Risco 	1991 	1 	0 	0 	[+]
545. 	MEX 	ASA 	Carolina Rodriguez Gutierrez 	1993 	1 	0 	0 	[+]
546. 	ESP 	LTK 	Gloria Rodriguez 	1992 	1 	0 	0 	[+]
547. 	NED 	PHV 	Pauliena Rooijakkers 	1993 	1 	0 	0 	[+]
548. 	AUS 	XYZ 	Emily Roper 	1994 	1 	0 	0 	[+]
549. 	USA 	RLW 	Hannah Ross 	1990 	1 	0 	0 	[+]
550. 	ITA 	ALE 	Beatrice Rossato 	1996 	1 	0 	0 	[+]
551. 	FRA 	XYZ 	Marion Rousse 	1991 	1 	0 	0 	[+]
552. 	GBR 	PAC 	Joanna Rowsell 	1988 	1 	0 	0 	[+]
553. 	GBR 	XYZ 	Penny Rowson 	1992 	1 	0 	0 	[+]
554. 	SLO 	BTC 	Anja Rugelj 	1986 	1 	0 	0 	[+]
555. 	IRL 	XYZ 	Caroline Ryan 	1979 	1 	0 	0 	[+]
556. 	SWE 	XYZ 	Malin Rydlund 	1977 	1 	0 	0 	[+]
557. 	FIN 	MIC 	Sari Saarelainen 	1981 	1 	0 	0 	[+]
558. 	ESP 	XYZ 	Irene San Sebastian 	1990 	1 	0 	0 	[+]
559. 	RUS 	XYZ 	Maria Savitskaya 	1991 	1 	0 	0 	[+]
560. 	AUT 	NOE 	Marlene Schilling 	1996 	1 	0 	0 	[+]
561. 	USA 	XYZ 	Samantha Schneider 	1990 	1 	0 	0 	[+]
562. 	SUI 	XYZ 	Mirjam Schwager 	1989 	1 	0 	0 	[+]
563. 	SUI 	TIB 	Patricia Schwager 	1983 	1 	0 	0 	[+]
564. 	RUS 	XYZ 	Tatiana Shamanova 	1992 	1 	0 	0 	[+]
565. 	UKR 	XYZ 	Olena Sharga 	1986 	1 	0 	0 	[+]
566. 	GBR 	PAC 	Gaby Shaw 	1992 	1 	0 	0 	[+]
567. 	CAN 	XYZ 	Rhae-Christie Shaw 	1975 	1 	0 	0 	[+]
568. 	FRA 	SEF 	Marion Sicot 	1992 	1 	0 	0 	[+]
569. 	LTU 	XYZ 	Agne Silinyte 	1991 	1 	0 	0 	[+]
570. 	SLO 	BTC 	Laura Simenc 	1990 	1 	0 	0 	[+]
571. 	SWE 	XYZ 	Linnea Sjöblom 	1989 	1 	0 	0 	[+]
572. 	POL 	XYZ 	Agnieszka Skalniak 	1997 	1 	0 	0 	[+]
573. 	AUS 	ALE 	Ellen Skerritt 	1994 	1 	0 	0 	[+]
574. 	NED 	XYZ 	Lisanne Soemanta 	1987 	1 	0 	0 	[+]
575. 	KAZ 	ASA 	Natalya Sokovnina 	1990 	1 	0 	0 	[+]
576. 	NOR 	XYZ 	Camilla Sørgjerd 	1978 	1 	0 	0 	[+]
577. 	LTU 	XYZ 	Katarzyna Sosna 	1990 	1 	0 	0 	[+]
578. 	FRA 	XYZ 	Manon Souyris 	1993 	1 	0 	0 	[+]
579. 	USA 	XYZ 	Ally Stacher 	1987 	1 	0 	0 	[+]
580. 	SUI 	XYZ 	Jutta Stienen 	1972 	1 	0 	0 	[+]
581. 	GBR 	PAC 	Sarah Storey 	1978 	1 	0 	0 	[+]
582. 	AUS 	XYZ 	Grace Sulzberger 	1988 	1 	0 	0 	[+]
583. 	VEN 	BPD 	Gleydimar Tapia 	1992 	1 	0 	0 	[+]
584. 	ESP 	LTK 	Alba Teruel Ribes 	1996 	1 	0 	0 	[+]
585. 	GBR 	XYZ 	Claire Thomas 	1972 	1 	0 	0 	[+]
586. 	CAN 	XYZ 	Anika Todd 	1990 	1 	0 	0 	[+]
587. 	ITA 	SEF 	Gaia Tortolina 	1997 	1 	0 	0 	[+]
588. 	CZE 	XYZ 	Tereza Trefna 	1984 	1 	0 	0 	[+]
589. 	GBR 	MAT 	Laura Trott 	1992 	1 	0 	0 	[+]
590. 	GBR 	MAT 	Lora Turnham 	1988 	1 	0 	0 	[+]
591. 	KAZ 	ASA 	Makhabbat Umutzhanova 	1994 	1 	0 	0 	[+]
592. 	RUS 	HBS 	Elena Utrobina 	1985 	1 	0 	0 	[+]
593. 	ITA 	NOE 	Elena Valentini 	1992 	1 	0 	0 	[+]
594. 	DEN 	XYZ 	Kamilla Sofie Vallin 	1993 	1 	0 	0 	[+]
595. 	NED 	XYZ 	Ashlynn Van Baarle 	1994 	1 	0 	0 	[+]
596. 	BEL 	VLL 	Steffy Van Den Haute 	1993 	1 	0 	0 	[+]
597. 	NED 	XYZ 	Bianca van den Hoek 	1976 	1 	0 	0 	[+]
598. 	NED 	XYZ 	Janine van der Meer 	1994 	1 	0 	0 	[+]
599. 	NED 	XYZ 	Iris van der Stelt 	1992 	1 	0 	0 	[+]
600. 	BEL 	LWW 	Shana Van Glabeke 	1993 	1 	0 	0 	[+]
601. 	NED 	XYZ 	Sanne van Paassen 	1988 	1 	0 	0 	[+]
602. 	NED 	XYZ 	Nathaly van Wesdonk 	1992 	1 	0 	0 	[+]
603. 	BEL 	VLL 	Saartje Vandenbroucke 	1996 	1 	0 	0 	[+]
604. 	BEL 	LWW 	Jesse Vandenbulcke 	1996 	1 	0 	0 	[+]
605. 	BEL 	LBL 	Fenna Vanhoutte 	1997 	1 	0 	0 	[+]
606. 	BEL 	LWW 	Karen Verhestraeten 	1991 	1 	0 	0 	[+]
607. 	NED 	JFE 	Chantal Verstraten 	1993 	1 	0 	0 	[+]
608. 	UKR 	XYZ 	Viktoriya Vologdnina 	1989 	1 	0 	0 	[+]
609. 	HUN 	XYZ 	Veronika Vormos 	1992 	1 	0 	0 	[+]
610. 	NED 	XYZ 	Mirthe Wagenaar 	1987 	1 	0 	0 	[+]
611. 	GBR 	SEF 	Jessie Walker 	1994 	1 	0 	0 	[+]
612. 	AUS 	XYZ 	Felicity Wardlaw 	1977 	1 	0 	0 	[+]
613. 	CAN 	XYZ 	Ellen Watters 	1988 	1 	0 	0 	[+]
614. 	USA 	RLW 	Emma White 	1997 	1 	0 	0 	[+]
615. 	AUS 	XYZ 	Rebecca Wiasak 	1984 	1 	0 	0 	[+]
616. 	USA 	XYZ 	Jade Wilcoxson 	1978 	1 	0 	0 	[+]
617. 	POL 	XYZ 	Katarzyna Wilkos 	1993 	1 	0 	0 	[+]
618. 	POL 	XYZ 	Maja Wloszczowska 	1983 	1 	0 	0 	[+]
619. 	NED 	XYZ 	Henriette Woering 	1992 	1 	0 	0 	[+]
620. 	NED 	XYZ 	Melanie Woering 	1992 	1 	0 	0 	[+]
621. 	POL 	XYZ 	Malgorzata Wojtyra 	1989 	1 	0 	0 	[+]
622. 	CHN 	XYZ 	Wan Yiu Jamie Wong 	1986 	1 	0 	0 	[+]
623. 	RUS 	XYZ 	Anna Zavershinskaya 	1993 	1 	0 	0 	[+]
624. 	USA 	CYL 	Erica Zaveta 	1989 	1 	0 	0 	[+]
625. 	CHN 	XYZ 	Nan Zhang 	1989 	1 	0 	0 	[+]
626. 	CHN 	XYZ 	Yuzhuo Zhang 	1987 	1 	0 	0 	[+]
627. 	RUS 	XYZ 	Aizhan Zhaparova 	1989 	1 	0 	0 	[+]
628. 	SLO 	BTC 	Urska Zigart 	1996 	1 	0 	0 	[+]
629. 	GER 	XYZ 	Martina Zwick 	1989 	1 	0 	0 	[+]
